Date,CAFAX
2022-02-28,38.84000015258789
2022-03-01,38.2400016784668
2022-03-02,38.79999923706055
2022-03-03,38.189998626708984
2022-03-04,37.560001373291016
2022-03-07,36.040000915527344
2022-03-08,35.880001068115234
2022-03-09,37.189998626708984
2022-03-10,36.97999954223633
2022-03-11,36.2400016784668
2022-03-14,35.7400016784668
2022-03-15,36.63999938964844
2022-03-16,37.9900016784668
2022-03-17,38.599998474121094
2022-03-18,39.31999969482422
2022-03-21,38.939998626708984
2022-03-22,39.529998779296875
2022-03-23,38.7599983215332
2022-03-24,39.279998779296875
2022-03-25,39.11000061035156
2022-03-28,39.52000045776367
2022-03-29,40.36000061035156
2022-03-30,39.86000061035156
2022-03-31,39.22999954223633
2022-04-01,39.40999984741211
2022-04-04,39.880001068115234
2022-04-05,39.189998626708984
2022-04-06,38.4900016784668
2022-04-07,38.619998931884766
2022-04-08,38.38999938964844
2022-04-11,37.7599983215332
2022-04-12,37.52000045776367
2022-04-13,38.220001220703125
2022-04-14,37.630001068115234
2022-04-18,37.43000030517578
2022-04-19,38.27000045776367
2022-04-20,37.72999954223633
2022-04-21,36.880001068115234
2022-04-22,35.90999984741211
2022-04-25,36.220001220703125
2022-04-26,35.040000915527344
2022-04-27,35.06999969482422
2022-04-28,36.11000061035156
2022-04-29,34.81999969482422
2022-05-02,35.189998626708984
2022-05-03,35.130001068115234
2022-05-04,36.099998474121094
2022-05-05,34.59000015258789
2022-05-06,34.040000915527344
2022-05-09,32.540000915527344
2022-05-10,32.7400016784668
2022-05-11,32.08000183105469
2022-05-12,32.290000915527344
2022-05-13,33.43000030517578
2022-05-16,33.02000045776367
2022-05-17,33.77000045776367
2022-05-18,32.400001525878906
2022-05-19,32.529998779296875
2022-05-20,32.56999969482422
2022-05-23,32.900001525878906
2022-05-24,32.290000915527344
2022-05-25,32.72999954223633
2022-05-26,33.58000183105469
2022-05-27,34.54999923706055
2022-05-31,34.279998779296875
2022-06-01,33.869998931884766
2022-06-02,34.790000915527344
2022-06-03,34.130001068115234
2022-06-06,34.29999923706055
2022-06-07,34.61000061035156
2022-06-08,34.33000183105469
2022-06-09,33.4900016784668
2022-06-10,32.43000030517578
2022-06-13,30.969999313354492
2022-06-14,30.860000610351562
2022-06-15,29.219999313354492
2022-06-16,28.1200008392334
2022-06-17,28.40999984741211
2022-06-21,28.989999771118164
2022-06-22,29.030000686645508
2022-06-23,29.549999237060547
2022-06-24,30.479999542236328
2022-06-27,30.309999465942383
2022-06-28,29.6200008392334
2022-06-29,29.59000015258789
2022-06-30,29.280000686645508
2022-07-01,29.56999969482422
2022-07-05,29.899999618530273
2022-07-06,29.940000534057617
2022-07-07,30.469999313354492
2022-07-08,30.43000030517578
2022-07-11,29.93000030517578
2022-07-12,29.559999465942383
2022-07-13,29.40999984741211
2022-07-14,29.290000915527344
2022-07-15,29.90999984741211
2022-07-18,29.719999313354492
2022-07-19,30.600000381469727
2022-07-20,30.969999313354492
2022-07-21,31.420000076293945
2022-07-22,30.899999618530273
2022-07-25,30.860000610351562
2022-07-26,30.3700008392334
2022-07-27,31.299999237060547
2022-07-28,31.760000228881836
2022-07-29,32.11000061035156
2022-08-01,32.099998474121094
2022-08-02,31.989999771118164
2022-08-03,32.59000015258789
2022-08-04,32.7599983215332
2022-08-05,32.72999954223633
2022-08-08,32.77000045776367
2022-08-09,32.380001068115234
2022-08-10,33.2599983215332
2022-08-11,33.13999938964844
2022-08-12,33.68000030517578
2022-08-15,33.7599983215332
2022-08-16,33.72999954223633
2022-08-17,33.29999923706055
2022-08-18,33.33000183105469
2022-08-19,32.7400016784668
2022-08-22,31.989999771118164
2022-08-23,31.889999389648438
2022-08-24,32.060001373291016
2022-08-25,32.59000015258789
2022-08-26,31.40999984741211
2022-08-29,31.139999389648438
2022-08-30,30.889999389648438
2022-08-31,30.709999084472656
2022-09-01,30.719999313354492
2022-09-02,30.40999984741211
2022-09-06,30.280000686645508
2022-09-07,30.899999618530273
2022-09-08,31.209999084472656
2022-09-09,31.799999237060547
2022-09-12,32.11000061035156
2022-09-13,30.68000030517578
2022-09-14,30.829999923706055
2022-09-15,30.56999969482422
2022-09-16,30.239999771118164
2022-09-19,30.360000610351562
2022-09-20,29.959999084472656
2022-09-21,29.440000534057617
2022-09-22,28.969999313354492
2022-09-23,28.579999923706055
2022-09-26,28.309999465942383
2022-09-27,28.329999923706055
2022-09-28,28.969999313354492
2022-09-29,28.399999618530273
2022-09-30,28.06999969482422
2022-10-03,28.739999771118164
2022-10-04,29.75
2022-10-05,29.729999542236328
2022-10-06,29.549999237060547
2022-10-07,28.6200008392334
2022-10-10,28.260000228881836
2022-10-11,27.959999084472656
2022-10-12,27.90999984741211
2022-10-13,28.350000381469727
2022-10-14,27.600000381469727
2022-10-17,28.450000762939453
2022-10-18,28.739999771118164
2022-10-19,28.420000076293945
2022-10-20,28.219999313354492
2022-10-21,28.790000915527344
2022-10-24,29.010000228881836
2022-10-25,29.6299991607666
2022-10-26,29.329999923706055
2022-10-27,29.1200008392334
2022-10-28,29.6299991607666
2022-10-31,29.459999084472656
2022-11-01,29.31999969482422
2022-11-02,28.450000762939453
2022-11-03,28.1299991607666
2022-11-04,28.540000915527344
2022-11-07,28.739999771118164
2022-11-08,28.950000762939453
2022-11-09,28.389999389648438
2022-11-10,30.260000228881836
2022-11-11,30.700000762939453
2022-11-14,30.3799991607666
2022-11-15,30.850000381469727
2022-11-16,30.420000076293945
2022-11-17,30.1299991607666
2022-11-18,30.219999313354492
2022-11-21,29.959999084472656
2022-11-22,30.299999237060547
2022-11-23,30.56999969482422
2022-11-25,30.549999237060547
2022-11-28,30.100000381469727
2022-11-29,30.020000457763672
2022-11-30,31.139999389648438
2022-12-01,31.280000686645508
2022-12-02,31.229999542236328
2022-12-05,30.65999984741211
2022-12-06,30.229999542236328
2022-12-07,30.190000534057617
2022-12-08,30.540000915527344
2022-12-09,30.389999389648438
2022-12-12,30.790000915527344
2022-12-13,31.09000015258789
2022-12-14,30.93000030517578
2022-12-15,30.09000015258789
2022-12-16,29.770000457763672
2022-12-19,29.440000534057617
2022-12-20,29.450000762939453
2022-12-21,29.8799991607666
2022-12-22,29.469999313354492
2022-12-23,29.540000915527344
2022-12-27,29.3700008392334
2022-12-28,29.06999969482422
2022-12-29,29.700000762939453
2022-12-30,29.600000381469727
2023-01-03,29.520000457763672
2023-01-04,29.829999923706055
2023-01-05,29.420000076293945
2023-01-06,29.969999313354492
2023-01-09,30.1299991607666
2023-01-10,30.440000534057617
2023-01-11,30.90999984741211
2023-01-12,31.079999923706055
2023-01-13,31.270000457763672
2023-01-17,31.239999771118164
2023-01-18,30.920000076293945
2023-01-19,30.670000076293945
2023-01-20,31.3700008392334
2023-01-23,31.860000610351562
