Date,FSWFX
2022-02-28,68.87999725341797
2022-03-01,67.70999908447266
2022-03-02,68.69000244140625
2022-03-03,67.13999938964844
2022-03-04,65.31999969482422
2022-03-07,62.939998626708984
2022-03-08,63.040000915527344
2022-03-09,65.4800033569336
2022-03-10,64.91999816894531
2022-03-11,63.88999938964844
2022-03-14,62.79999923706055
2022-03-15,63.4900016784668
2022-03-16,66.19000244140625
2022-03-17,67.27999877929688
2022-03-18,68.45999908447266
2022-03-21,67.5999984741211
2022-03-22,68.25
2022-03-23,67.29000091552734
2022-03-24,67.73999786376953
2022-03-25,67.27999877929688
2022-03-28,67.31999969482422
2022-03-29,69.4000015258789
2022-03-30,68.76000213623047
2022-03-31,67.81999969482422
2022-04-01,68.44999694824219
2022-04-04,69.20999908447266
2022-04-05,68.16999816894531
2022-04-06,66.86000061035156
2022-04-07,66.66000366210938
2022-04-08,66.22000122070312
2022-04-11,65.4000015258789
2022-04-12,65.25
2022-04-13,66.30999755859375
2022-04-14,65.70999908447266
2022-04-18,65.0999984741211
2022-04-19,66.05999755859375
2022-04-20,66.04000091552734
2022-04-21,64.81999969482422
2022-04-22,63.36000061035156
2022-04-25,63.65999984741211
2022-04-26,61.56999969482422
2022-04-27,61.470001220703125
2022-04-28,62.400001525878906
2022-04-29,61.27000045776367
2022-05-02,61.58000183105469
2022-05-03,61.66999816894531
2022-05-04,62.880001068115234
2022-05-05,60.38999938964844
2022-05-06,59.09000015258789
2022-05-09,56.66999816894531
2022-05-10,56.7599983215332
2022-05-11,55.959999084472656
2022-05-12,56.31999969482422
2022-05-13,58.45000076293945
2022-05-16,58.0
2022-05-17,59.279998779296875
2022-05-18,57.41999816894531
2022-05-19,57.959999084472656
2022-05-20,58.209999084472656
2022-05-23,58.84000015258789
2022-05-24,57.779998779296875
2022-05-25,58.18000030517578
2022-05-26,59.27000045776367
2022-05-27,60.560001373291016
2022-05-31,60.36000061035156
2022-06-01,59.650001525878906
2022-06-02,61.119998931884766
2022-06-03,60.29999923706055
2022-06-06,60.560001373291016
2022-06-07,60.81999969482422
2022-06-08,60.290000915527344
2022-06-09,58.939998626708984
2022-06-10,57.380001068115234
2022-06-13,54.810001373291016
2022-06-14,54.45000076293945
2022-06-15,55.29999923706055
2022-06-16,53.20000076293945
2022-06-17,53.7400016784668
2022-06-21,54.5
2022-06-22,54.16999816894531
2022-06-23,54.81999969482422
2022-06-24,56.45000076293945
2022-06-27,56.5
2022-06-28,55.650001525878906
2022-06-29,55.220001220703125
2022-06-30,54.720001220703125
2022-07-01,55.099998474121094
2022-07-05,55.2400016784668
2022-07-06,55.11000061035156
2022-07-07,56.2599983215332
2022-07-08,56.33000183105469
2022-07-11,55.20000076293945
2022-07-12,54.81999969482422
2022-07-13,54.66999816894531
2022-07-14,54.20000076293945
2022-07-15,55.0099983215332
2022-07-18,55.22999954223633
2022-07-19,56.529998779296875
2022-07-20,57.15999984741211
2022-07-21,57.81999969482422
2022-07-22,57.310001373291016
2022-07-25,57.36000061035156
2022-07-26,56.56999969482422
2022-07-27,57.849998474121094
2022-07-28,58.58000183105469
2022-07-29,59.16999816894531
2022-08-01,59.2599983215332
2022-08-02,58.869998931884766
2022-08-03,59.66999816894531
2022-08-04,59.939998626708984
2022-08-05,60.0
2022-08-08,60.40999984741211
2022-08-09,59.470001220703125
2022-08-10,61.11000061035156
2022-08-11,61.18000030517578
2022-08-12,61.939998626708984
2022-08-15,61.86000061035156
2022-08-16,61.7599983215332
2022-08-17,60.97999954223633
2022-08-18,61.130001068115234
2022-08-19,59.869998931884766
2022-08-22,58.66999816894531
2022-08-23,58.79999923706055
2022-08-24,59.189998626708984
2022-08-25,60.040000915527344
2022-08-26,58.310001373291016
2022-08-29,57.93000030517578
2022-08-30,57.5099983215332
2022-08-31,57.31999969482422
2022-09-01,56.540000915527344
2022-09-02,56.290000915527344
2022-09-06,55.959999084472656
2022-09-07,56.869998931884766
2022-09-08,57.29999923706055
2022-09-09,58.439998626708984
2022-09-12,59.13999938964844
2022-09-13,57.04999923706055
2022-09-14,57.22999954223633
2022-09-15,56.83000183105469
2022-09-16,56.04999923706055
2022-09-19,56.27000045776367
2022-09-20,55.630001068115234
2022-09-21,54.83000183105469
2022-09-22,53.84000015258789
2022-09-23,52.689998626708984
2022-09-26,52.04999923706055
2022-09-27,52.189998626708984
2022-09-28,53.290000915527344
2022-09-29,52.290000915527344
2022-09-30,52.2400016784668
2022-10-03,53.43000030517578
2022-10-04,55.380001068115234
2022-10-05,55.060001373291016
2022-10-06,54.720001220703125
2022-10-07,53.369998931884766
2022-10-10,52.869998931884766
2022-10-11,52.459999084472656
2022-10-12,52.29999923706055
2022-10-13,53.0099983215332
2022-10-14,51.849998474121094
2022-10-17,53.209999084472656
2022-10-18,53.91999816894531
2022-10-19,52.88999938964844
2022-10-20,52.4900016784668
2022-10-21,53.29999923706055
2022-10-24,53.349998474121094
2022-10-25,54.599998474121094
2022-10-26,55.0099983215332
2022-10-27,54.720001220703125
2022-10-28,55.439998626708984
2022-10-31,55.18000030517578
2022-11-01,55.5099983215332
2022-11-02,54.41999816894531
2022-11-03,54.040000915527344
2022-11-04,54.9900016784668
2022-11-07,55.41999816894531
2022-11-08,55.83000183105469
2022-11-09,54.59000015258789
2022-11-10,57.529998779296875
2022-11-11,58.650001525878906
2022-11-14,58.02000045776367
2022-11-15,58.65999984741211
2022-11-16,57.7599983215332
2022-11-17,57.2599983215332
2022-11-18,57.34000015258789
2022-11-21,56.90999984741211
2022-11-22,57.41999816894531
2022-11-23,57.849998474121094
2022-11-25,58.04999923706055
2022-11-28,57.2400016784668
2022-11-29,57.310001373291016
2022-11-30,58.88999938964844
2022-12-01,59.29999923706055
2022-12-02,59.459999084472656
2022-12-05,58.2599983215332
2022-12-06,57.45000076293945
2022-12-07,57.47999954223633
2022-12-08,57.959999084472656
2022-12-09,57.7400016784668
2022-12-12,58.220001220703125
2022-12-13,58.790000915527344
2022-12-14,58.7599983215332
2022-12-15,57.15999984741211
2022-12-16,56.720001220703125
2022-12-19,56.04999923706055
2022-12-20,56.189998626708984
2022-12-21,56.79999923706055
2022-12-22,56.13999938964844
2022-12-23,56.13999938964844
2022-12-27,55.970001220703125
2022-12-28,55.369998931884766
2022-12-29,56.529998779296875
2022-12-30,56.290000915527344
2023-01-03,56.130001068115234
2023-01-04,56.84000015258789
2023-01-05,56.58000183105469
2023-01-06,57.689998626708984
2023-01-09,58.290000915527344
2023-01-10,58.689998626708984
2023-01-11,59.36000061035156
2023-01-12,59.90999984741211
2023-01-13,60.310001373291016
2023-01-17,60.36000061035156
2023-01-18,60.0099983215332
2023-01-19,59.59000015258789
2023-01-20,60.5099983215332
2023-01-23,61.22999954223633
2023-01-24,61.09000015258789
2023-01-25,61.11000061035156
2023-01-26,61.439998626708984
2023-01-27,61.70000076293945
2023-01-30,60.93000030517578
2023-01-31,61.810001373291016
2023-02-01,62.869998931884766
2023-02-02,63.970001220703125
2023-02-03,63.18000030517578
2023-02-06,62.310001373291016
2023-02-07,62.790000915527344
2023-02-08,62.31999969482422
2023-02-09,61.91999816894531
2023-02-10,61.529998779296875
2023-02-13,62.13999938964844
2023-02-14,62.220001220703125
2023-02-15,62.459999084472656
2023-02-16,62.02000045776367
2023-02-17,61.84000015258789
2023-02-21,60.689998626708984
2023-02-22,60.56999969482422
2023-02-23,60.86000061035156
2023-02-24,60.220001220703125
2023-02-27,60.54999923706055
2023-02-28,60.47999954223633
2023-03-01,60.599998474121094
2023-03-02,60.779998779296875
2023-03-03,61.70000076293945
2023-03-06,61.27000045776367
2023-03-07,60.470001220703125
2023-03-08,60.529998779296875
2023-03-09,59.400001525878906
2023-03-10,58.11000061035156
2023-03-13,57.619998931884766
2023-03-14,58.380001068115234
2023-03-15,57.29999923706055
2023-03-16,58.06999969482422
2023-03-17,57.349998474121094
2023-03-20,57.75
2023-03-21,58.61000061035156
2023-03-22,57.88999938964844
2023-03-23,58.13999938964844
2023-03-24,57.90999984741211
