Date,VSMAX
2022-02-28,100.66000366210938
2022-03-01,98.7300033569336
2022-03-02,101.12999725341797
2022-03-03,100.08000183105469
2022-03-04,98.43000030517578
2022-03-07,95.25
2022-03-08,95.62999725341797
2022-03-09,98.27999877929688
2022-03-10,98.16999816894531
2022-03-11,96.77999877929688
2022-03-14,95.37999725341797
2022-03-15,96.87999725341797
2022-03-16,99.75
2022-03-17,101.26000213623047
2022-03-18,102.31999969482422
2022-03-21,101.81999969482422
2022-03-22,102.52999877929688
2022-03-23,100.87000274658203
2022-03-24,101.9000015258789
2022-03-25,102.2699966430664
2022-03-28,102.30999755859375
2022-03-29,104.80999755859375
2022-03-30,103.23999786376953
2022-03-31,101.87999725341797
2022-04-01,102.7300033569336
2022-04-04,102.87999725341797
2022-04-05,100.81999969482422
2022-04-06,99.52999877929688
2022-04-07,99.31999969482422
2022-04-08,98.98999786376953
2022-04-11,98.47000122070312
2022-04-12,98.55000305175781
2022-04-13,100.33000183105469
2022-04-14,99.52999877929688
2022-04-18,99.0
2022-04-19,101.16999816894531
2022-04-20,101.62000274658203
2022-04-21,99.44000244140625
2022-04-22,96.87999725341797
2022-04-25,97.51000213623047
2022-04-26,94.5199966430664
2022-04-27,94.41000366210938
2022-04-28,96.2300033569336
2022-04-29,93.48999786376953
2022-05-02,94.25
2022-05-03,95.08999633789062
2022-05-04,97.63999938964844
2022-05-05,93.91999816894531
2022-05-06,92.45999908447266
2022-05-09,88.55999755859375
2022-05-10,88.16000366210938
2022-05-11,86.30999755859375
2022-05-12,87.30000305175781
2022-05-13,90.13999938964844
2022-05-16,89.62000274658203
2022-05-17,92.27999877929688
2022-05-18,88.91999816894531
2022-05-19,89.02999877929688
2022-05-20,88.87000274658203
2022-05-23,89.8499984741211
2022-05-24,88.51000213623047
2022-05-25,90.25
2022-05-26,92.29000091552734
2022-05-27,94.62999725341797
2022-05-31,93.45999908447266
2022-06-01,92.80000305175781
2022-06-02,94.98999786376953
2022-06-03,94.0199966430664
2022-06-06,94.48999786376953
2022-06-07,95.66000366210938
2022-06-08,94.18000030517578
2022-06-09,92.0199966430664
2022-06-10,89.37999725341797
2022-06-13,85.05000305175781
2022-06-14,84.72000122070312
2022-06-15,85.87999725341797
2022-06-16,81.79000091552734
2022-06-17,82.6500015258789
2022-06-21,83.87000274658203
2022-06-22,83.37999725341797
2022-06-23,84.41000366210938
2022-06-24,87.33999633789062
2022-06-27,87.51000213623047
2022-06-28,86.0999984741211
2022-06-29,85.2300033569336
2022-06-30,84.4000015258789
2022-07-01,85.52999877929688
2022-07-05,85.9000015258789
2022-07-06,85.29000091552734
2022-07-07,87.27999877929688
2022-07-08,87.01000213623047
2022-07-11,85.63999938964844
2022-07-12,85.33999633789062
2022-07-13,85.16000366210938
2022-07-14,84.18000030517578
2022-07-15,85.88999938964844
2022-07-18,85.7699966430664
2022-07-19,88.62000274658203
2022-07-20,89.91999816894531
2022-07-21,90.48999786376953
2022-07-22,89.4000015258789
2022-07-25,89.83000183105469
2022-07-26,89.05000305175781
2022-07-27,90.94999694824219
2022-07-28,92.38999938964844
2022-07-29,93.31999969482422
2022-08-01,93.25
2022-08-02,92.77999877929688
2022-08-03,93.93000030517578
2022-08-04,93.55000305175781
2022-08-05,94.22000122070312
2022-08-08,95.04000091552734
2022-08-09,93.81999969482422
2022-08-10,96.38999938964844
2022-08-11,96.77999877929688
2022-08-12,98.45999908447266
2022-08-15,98.62000274658203
2022-08-16,98.95999908447266
2022-08-17,97.44999694824219
2022-08-18,98.05000305175781
2022-08-19,96.13999938964844
2022-08-22,94.0999984741211
2022-08-23,94.16000366210938
2022-08-24,94.87999725341797
2022-08-25,96.38999938964844
2022-08-26,93.37999725341797
2022-08-29,92.69000244140625
2022-08-30,91.44000244140625
2022-08-31,90.88999938964844
2022-09-01,90.06999969482422
2022-09-02,89.5199966430664
2022-09-06,88.91000366210938
2022-09-07,90.9800033569336
2022-09-08,91.91000366210938
2022-09-09,93.62000274658203
2022-09-12,94.69000244140625
2022-09-13,90.98999786376953
2022-09-14,91.12000274658203
2022-09-15,90.54000091552734
2022-09-16,89.11000061035156
2022-09-19,90.0
2022-09-20,88.5199966430664
2022-09-21,87.23999786376953
2022-09-22,84.91999816894531
2022-09-23,83.0
2022-09-26,81.63999938964844
2022-09-27,81.87000274658203
2022-09-28,84.2699966430664
2022-09-29,82.41999816894531
2022-09-30,81.88999938964844
2022-10-03,84.20999908447266
2022-10-04,87.6500015258789
2022-10-05,87.16999816894531
2022-10-06,86.55000305175781
2022-10-07,84.19999694824219
2022-10-10,83.62999725341797
2022-10-11,83.61000061035156
2022-10-12,83.20999908447266
2022-10-13,84.94000244140625
2022-10-14,82.76000213623047
2022-10-17,85.18000030517578
2022-10-18,86.41999816894531
2022-10-19,84.73999786376953
2022-10-20,83.66000366210938
2022-10-21,85.33999633789062
2022-10-24,85.80000305175781
2022-10-25,88.08999633789062
2022-10-26,88.29000091552734
2022-10-27,88.37999725341797
2022-10-28,90.08000183105469
2022-10-31,90.01000213623047
2022-11-01,90.30000305175781
2022-11-02,87.44000244140625
2022-11-03,87.05000305175781
2022-11-04,88.02999877929688
2022-11-07,88.69000244140625
2022-11-08,88.87999725341797
2022-11-09,86.75
2022-11-10,92.16999816894531
2022-11-11,93.11000061035156
2022-11-14,91.93000030517578
2022-11-15,93.4000015258789
2022-11-16,91.70999908447266
2022-11-17,90.98999786376953
2022-11-18,91.5199966430664
2022-11-21,91.1500015258789
2022-11-22,92.45999908447266
2022-11-23,92.7300033569336
2022-11-25,93.08999633789062
2022-11-28,91.26000213623047
2022-11-29,91.63999938964844
2022-11-30,94.0
2022-12-01,93.97000122070312
2022-12-02,94.19999694824219
2022-12-05,91.69000244140625
2022-12-06,90.41999816894531
2022-12-07,90.12999725341797
2022-12-08,90.77999877929688
2022-12-09,89.91000366210938
2022-12-12,91.11000061035156
2022-12-13,91.79000091552734
2022-12-14,91.36000061035156
2022-12-15,89.19000244140625
2022-12-16,88.3499984741211
2022-12-19,87.19000244140625
2022-12-20,87.58000183105469
2022-12-21,88.61000061035156
2022-12-22,87.5199966430664
2022-12-23,87.9800033569336
2022-12-27,87.69000244140625
2022-12-28,86.2300033569336
2022-12-29,88.20999908447266
2022-12-30,87.94000244140625
2023-01-03,87.44000244140625
2023-01-04,88.80999755859375
2023-01-05,87.8499984741211
2023-01-06,89.83999633789062
2023-01-09,90.05999755859375
2023-01-10,91.13999938964844
2023-01-11,92.44000244140625
2023-01-12,93.55000305175781
2023-01-13,93.98999786376953
2023-01-17,93.91000366210938
2023-01-18,92.6500015258789
2023-01-19,91.5999984741211
2023-01-20,93.29000091552734
2023-01-23,94.5999984741211
2023-01-24,94.19999694824219
2023-01-25,94.37000274658203
2023-01-26,95.20999908447266
2023-01-27,95.7699966430664
2023-01-30,94.54000091552734
2023-01-31,96.8499984741211
2023-02-01,98.44000244140625
2023-02-02,100.05999755859375
2023-02-03,99.08999633789062
2023-02-06,97.80999755859375
2023-02-07,98.62999725341797
2023-02-08,97.36000061035156
2023-02-09,96.06999969482422
2023-02-10,96.0999984741211
2023-02-13,97.23999786376953
2023-02-14,97.3499984741211
2023-02-15,98.31999969482422
2023-02-16,97.27999877929688
2023-02-17,97.16000366210938
2023-02-21,94.55999755859375
2023-02-22,94.83000183105469
2023-02-23,95.27999877929688
2023-02-24,94.4800033569336
2023-02-27,94.69000244140625
2023-02-28,94.63999938964844
2023-03-01,94.80999755859375
2023-03-02,95.27999877929688
2023-03-03,96.61000061035156
2023-03-06,95.4000015258789
2023-03-07,94.20999908447266
2023-03-08,94.25
2023-03-09,91.73999786376953
2023-03-10,89.02999877929688
2023-03-13,87.4000015258789
2023-03-14,88.88999938964844
2023-03-15,87.16999816894531
2023-03-16,88.41999816894531
2023-03-17,86.33000183105469
2023-03-20,87.48999786376953
2023-03-21,89.13999938964844
2023-03-22,86.47000122070312
2023-03-23,86.08999633789062
2023-03-24,86.72000122070312
2023-03-27,87.62000274658203
2023-03-28,87.76000213623047
2023-03-29,88.91000366210938
2023-03-30,89.0999984741211
2023-03-31,90.8499984741211
2023-04-03,90.79000091552734
2023-04-04,89.30000305175781
2023-04-05,88.51000213623047
2023-04-06,88.56999969482422
2023-04-10,89.55000305175781
2023-04-11,90.31999969482422
2023-04-12,89.69999694824219
2023-04-13,90.58000183105469
2023-04-14,90.0
2023-04-17,90.80000305175781
2023-04-18,90.70999908447266
2023-04-19,90.87000274658203
2023-04-20,90.37999725341797
2023-04-21,90.44000244140625
2023-04-24,90.33000183105469
2023-04-25,88.31999969482422
2023-04-26,87.58999633789062
2023-04-27,88.9000015258789
2023-04-28,89.79000091552734
2023-05-01,89.81999969482422
2023-05-02,88.18000030517578
2023-05-03,88.1500015258789
2023-05-04,86.87999725341797
2023-05-05,88.83000183105469
2023-05-08,88.72000122070312
2023-05-09,88.44000244140625
2023-05-10,88.66999816894531
2023-05-11,88.12000274658203
2023-05-12,88.02999877929688
2023-05-15,89.06999969482422
2023-05-16,87.68000030517578
2023-05-17,89.31999969482422
2023-05-18,90.11000061035156
2023-05-19,89.41999816894531
2023-05-22,90.19999694824219
2023-05-23,89.44000244140625
2023-05-24,88.44000244140625
2023-05-25,88.11000061035156
2023-05-26,89.0199966430664
2023-05-30,88.94999694824219
2023-05-31,88.01000213623047
2023-06-01,88.83000183105469
2023-06-02,91.62000274658203
2023-06-05,90.73999786376953
2023-06-06,92.55999755859375
2023-06-07,93.87000274658203
2023-06-08,93.55999755859375
2023-06-09,92.9800033569336
2023-06-12,93.56999969482422
2023-06-13,94.76000213623047
2023-06-14,94.01000213623047
2023-06-15,94.91999816894531
2023-06-16,94.44999694824219
2023-06-20,93.83000183105469
2023-06-21,93.55999755859375
2023-06-22,92.56999969482422
2023-06-23,91.36000061035156
2023-06-26,91.8499984741211
2023-06-27,93.4000015258789
2023-06-28,93.63999938964844
2023-06-29,94.7300033569336
2023-06-30,95.30999755859375
2023-07-03,95.63999938964844
2023-07-05,94.75
2023-07-06,93.5
2023-07-07,94.41000366210938
2023-07-10,95.81999969482422
2023-07-11,96.95999908447266
2023-07-12,97.73999786376953
2023-07-13,98.43000030517578
2023-07-14,97.4000015258789
2023-07-17,98.11000061035156
2023-07-18,99.01000213623047
2023-07-19,99.51000213623047
2023-07-20,98.75
2023-07-21,98.5
2023-07-24,98.62000274658203
2023-07-25,98.7300033569336
2023-07-26,99.26000213623047
