Date,CSPFX
2022-02-28,69.2300033569336
2022-03-01,68.05000305175781
2022-03-02,69.04000091552734
2022-03-03,67.4800033569336
2022-03-04,65.66000366210938
2022-03-07,63.2599983215332
2022-03-08,63.36000061035156
2022-03-09,65.81999969482422
2022-03-10,65.25
2022-03-11,64.22000122070312
2022-03-14,63.119998931884766
2022-03-15,63.810001373291016
2022-03-16,66.5199966430664
2022-03-17,67.62000274658203
2022-03-18,68.80999755859375
2022-03-21,67.94000244140625
2022-03-22,68.58999633789062
2022-03-23,67.62999725341797
2022-03-24,68.08000183105469
2022-03-25,67.62000274658203
2022-03-28,67.66000366210938
2022-03-29,69.75
2022-03-30,69.11000061035156
2022-03-31,68.16000366210938
2022-04-01,68.79000091552734
2022-04-04,69.55999755859375
2022-04-05,68.51000213623047
2022-04-06,67.19999694824219
2022-04-07,67.0
2022-04-08,66.55000305175781
2022-04-11,65.7300033569336
2022-04-12,65.56999969482422
2022-04-13,66.63999938964844
2022-04-14,66.04000091552734
2022-04-18,65.43000030517578
2022-04-19,66.38999938964844
2022-04-20,66.37000274658203
2022-04-21,65.1500015258789
2022-04-22,63.66999816894531
2022-04-25,63.97999954223633
2022-04-26,61.869998931884766
2022-04-27,61.77000045776367
2022-04-28,62.709999084472656
2022-04-29,61.58000183105469
2022-05-02,61.88999938964844
2022-05-03,61.970001220703125
2022-05-04,63.189998626708984
2022-05-05,60.689998626708984
2022-05-06,59.380001068115234
2022-05-09,56.95000076293945
2022-05-10,57.040000915527344
2022-05-11,56.22999954223633
2022-05-12,56.59000015258789
2022-05-13,58.7400016784668
2022-05-16,58.279998779296875
2022-05-17,59.56999969482422
2022-05-18,57.70000076293945
2022-05-19,58.2400016784668
2022-05-20,58.4900016784668
2022-05-23,59.130001068115234
2022-05-24,58.060001373291016
2022-05-25,58.470001220703125
2022-05-26,59.54999923706055
2022-05-27,60.86000061035156
2022-05-31,60.650001525878906
2022-06-01,59.93000030517578
2022-06-02,61.40999984741211
2022-06-03,60.59000015258789
2022-06-06,60.849998474121094
2022-06-07,61.119998931884766
2022-06-08,60.58000183105469
2022-06-09,59.220001220703125
2022-06-10,57.650001525878906
2022-06-13,55.08000183105469
2022-06-14,54.709999084472656
2022-06-15,55.56999969482422
2022-06-16,53.459999084472656
2022-06-17,54.0
2022-06-21,54.7599983215332
2022-06-22,54.43000030517578
2022-06-23,55.09000015258789
2022-06-24,56.720001220703125
2022-06-27,56.77000045776367
2022-06-28,55.91999816894531
2022-06-29,55.47999954223633
2022-06-30,54.97999954223633
2022-07-01,55.369998931884766
2022-07-05,55.5
2022-07-06,55.380001068115234
2022-07-07,56.529998779296875
2022-07-08,56.59000015258789
2022-07-11,55.459999084472656
2022-07-12,55.08000183105469
2022-07-13,54.93000030517578
2022-07-14,54.459999084472656
2022-07-15,55.27000045776367
2022-07-18,55.4900016784668
2022-07-19,56.790000915527344
2022-07-20,57.43000030517578
2022-07-21,58.099998474121094
2022-07-22,57.58000183105469
2022-07-25,57.630001068115234
2022-07-26,56.84000015258789
2022-07-27,58.119998931884766
2022-07-28,58.86000061035156
2022-07-29,59.45000076293945
2022-08-01,59.540000915527344
2022-08-02,59.150001525878906
2022-08-03,59.95000076293945
2022-08-04,60.220001220703125
2022-08-05,60.279998779296875
2022-08-08,60.689998626708984
2022-08-09,59.7400016784668
2022-08-10,61.38999938964844
2022-08-11,61.470001220703125
2022-08-12,62.22999954223633
2022-08-15,62.150001525878906
2022-08-16,62.04999923706055
2022-08-17,61.2599983215332
2022-08-18,61.41999816894531
2022-08-19,60.150001525878906
2022-08-22,58.939998626708984
2022-08-23,59.06999969482422
2022-08-24,59.459999084472656
2022-08-25,60.31999969482422
2022-08-26,58.58000183105469
2022-08-29,58.189998626708984
2022-08-30,57.77000045776367
2022-08-31,57.59000015258789
2022-09-01,56.79999923706055
2022-09-02,56.54999923706055
2022-09-06,56.220001220703125
2022-09-07,57.130001068115234
2022-09-08,57.560001373291016
2022-09-09,58.709999084472656
2022-09-12,59.40999984741211
2022-09-13,57.310001373291016
2022-09-14,57.4900016784668
2022-09-15,57.09000015258789
2022-09-16,56.310001373291016
2022-09-19,56.529998779296875
2022-09-20,55.880001068115234
2022-09-21,55.08000183105469
2022-09-22,54.09000015258789
2022-09-23,52.93000030517578
2022-09-26,52.279998779296875
2022-09-27,52.41999816894531
2022-09-28,53.540000915527344
2022-09-29,52.529998779296875
2022-09-30,52.47999954223633
2022-10-03,53.66999816894531
2022-10-04,55.630001068115234
2022-10-05,55.31999969482422
2022-10-06,54.970001220703125
2022-10-07,53.61000061035156
2022-10-10,53.11000061035156
2022-10-11,52.70000076293945
2022-10-12,52.529998779296875
2022-10-13,53.25
2022-10-14,52.08000183105469
2022-10-17,53.45000076293945
2022-10-18,54.16999816894531
2022-10-19,53.130001068115234
2022-10-20,52.72999954223633
2022-10-21,53.540000915527344
2022-10-24,53.59000015258789
2022-10-25,54.84000015258789
2022-10-26,55.25
2022-10-27,54.970001220703125
