Date,CAFEX
2022-02-28,37.439998626708984
2022-03-01,36.849998474121094
2022-03-02,37.400001525878906
2022-03-03,36.810001373291016
2022-03-04,36.20000076293945
2022-03-07,34.7400016784668
2022-03-08,34.58000183105469
2022-03-09,35.84000015258789
2022-03-10,35.63999938964844
2022-03-11,34.93000030517578
2022-03-14,34.45000076293945
2022-03-15,35.310001373291016
2022-03-16,36.61000061035156
2022-03-17,37.20000076293945
2022-03-18,37.900001525878906
2022-03-21,37.529998779296875
2022-03-22,38.099998474121094
2022-03-23,37.349998474121094
2022-03-24,37.849998474121094
2022-03-25,37.689998626708984
2022-03-28,38.09000015258789
2022-03-29,38.88999938964844
2022-03-30,38.40999984741211
2022-03-31,37.79999923706055
2022-04-01,37.970001220703125
2022-04-04,38.41999816894531
2022-04-05,37.7599983215332
2022-04-06,37.09000015258789
2022-04-07,37.209999084472656
2022-04-08,36.9900016784668
2022-04-11,36.380001068115234
2022-04-12,36.15999984741211
2022-04-13,36.81999969482422
2022-04-14,36.2599983215332
2022-04-18,36.060001373291016
2022-04-19,36.880001068115234
2022-04-20,36.349998474121094
2022-04-21,35.540000915527344
2022-04-22,34.59000015258789
2022-04-25,34.900001525878906
2022-04-26,33.7599983215332
2022-04-27,33.790000915527344
2022-04-28,34.790000915527344
2022-04-29,33.54999923706055
2022-05-02,33.900001525878906
2022-05-03,33.849998474121094
2022-05-04,34.779998779296875
2022-05-05,33.33000183105469
2022-05-06,32.790000915527344
2022-05-09,31.350000381469727
2022-05-10,31.540000915527344
2022-05-11,30.899999618530273
2022-05-12,31.110000610351562
2022-05-13,32.209999084472656
2022-05-16,31.809999465942383
2022-05-17,32.529998779296875
2022-05-18,31.209999084472656
2022-05-19,31.329999923706055
2022-05-20,31.3700008392334
2022-05-23,31.700000762939453
2022-05-24,31.100000381469727
2022-05-25,31.520000457763672
2022-05-26,32.349998474121094
2022-05-27,33.279998779296875
2022-05-31,33.02000045776367
2022-06-01,32.619998931884766
2022-06-02,33.5099983215332
2022-06-03,32.869998931884766
2022-06-06,33.040000915527344
2022-06-07,33.34000015258789
2022-06-08,33.060001373291016
2022-06-09,32.2599983215332
2022-06-10,31.229999542236328
2022-06-13,29.829999923706055
2022-06-14,29.729999542236328
2022-06-15,28.059999465942383
2022-06-16,27.0
2022-06-17,27.290000915527344
2022-06-21,27.84000015258789
2022-06-22,27.8700008392334
2022-06-23,28.3700008392334
2022-06-24,29.270000457763672
2022-06-27,29.100000381469727
2022-06-28,28.440000534057617
2022-06-29,28.420000076293945
2022-06-30,28.110000610351562
2022-07-01,28.389999389648438
2022-07-05,28.709999084472656
2022-07-06,28.75
2022-07-07,29.260000228881836
2022-07-08,29.209999084472656
2022-07-11,28.739999771118164
2022-07-12,28.389999389648438
2022-07-13,28.239999771118164
2022-07-14,28.1200008392334
2022-07-15,28.719999313354492
2022-07-18,28.530000686645508
2022-07-19,29.3799991607666
2022-07-20,29.729999542236328
2022-07-21,30.15999984741211
2022-07-22,29.670000076293945
2022-07-25,29.6200008392334
2022-07-26,29.15999984741211
2022-07-27,30.049999237060547
2022-07-28,30.489999771118164
2022-07-29,30.829999923706055
2022-08-01,30.81999969482422
2022-08-02,30.709999084472656
2022-08-03,31.290000915527344
2022-08-04,31.450000762939453
2022-08-05,31.420000076293945
2022-08-08,31.459999084472656
2022-08-09,31.079999923706055
2022-08-10,31.920000076293945
2022-08-11,31.809999465942383
2022-08-12,32.33000183105469
2022-08-15,32.40999984741211
2022-08-16,32.380001068115234
2022-08-17,31.969999313354492
2022-08-18,32.0
2022-08-19,31.43000030517578
2022-08-22,30.700000762939453
2022-08-23,30.610000610351562
2022-08-24,30.770000457763672
2022-08-25,31.280000686645508
2022-08-26,30.139999389648438
2022-08-29,29.889999389648438
2022-08-30,29.649999618530273
2022-08-31,29.479999542236328
2022-09-01,29.479999542236328
2022-09-02,29.190000534057617
2022-09-06,29.059999465942383
2022-09-07,29.65999984741211
2022-09-08,29.950000762939453
2022-09-09,30.520000457763672
2022-09-12,30.809999465942383
2022-09-13,29.440000534057617
2022-09-14,29.59000015258789
2022-09-15,29.34000015258789
2022-09-16,29.020000457763672
2022-09-19,29.1299991607666
2022-09-20,28.760000228881836
2022-09-21,28.260000228881836
2022-09-22,27.799999237060547
2022-09-23,27.420000076293945
2022-09-26,27.170000076293945
2022-09-27,27.190000534057617
2022-09-28,27.799999237060547
2022-09-29,27.25
2022-09-30,26.940000534057617
2022-10-03,27.579999923706055
2022-10-04,28.549999237060547
2022-10-05,28.530000686645508
2022-10-06,28.360000610351562
2022-10-07,27.459999084472656
2022-10-10,27.110000610351562
2022-10-11,26.829999923706055
2022-10-12,26.780000686645508
2022-10-13,27.200000762939453
2022-10-14,26.479999542236328
2022-10-17,27.299999237060547
2022-10-18,27.56999969482422
2022-10-19,27.270000457763672
2022-10-20,27.079999923706055
2022-10-21,27.6200008392334
2022-10-24,27.829999923706055
2022-10-25,28.43000030517578
2022-10-26,28.139999389648438
2022-10-27,27.940000534057617
2022-10-28,28.43000030517578
2022-10-31,28.270000457763672
2022-11-01,28.1299991607666
2022-11-02,27.299999237060547
2022-11-03,26.989999771118164
2022-11-04,27.3799991607666
2022-11-07,27.579999923706055
2022-11-08,27.770000457763672
2022-11-09,27.239999771118164
2022-11-10,29.030000686645508
2022-11-11,29.459999084472656
2022-11-14,29.149999618530273
2022-11-15,29.600000381469727
2022-11-16,29.18000030517578
2022-11-17,28.90999984741211
2022-11-18,28.989999771118164
2022-11-21,28.739999771118164
2022-11-22,29.059999465942383
2022-11-23,29.329999923706055
2022-11-25,29.299999237060547
2022-11-28,28.8799991607666
2022-11-29,28.799999237060547
2022-11-30,29.8700008392334
2022-12-01,30.010000228881836
2022-12-02,29.959999084472656
2022-12-05,29.40999984741211
2022-12-06,29.0
2022-12-07,28.959999084472656
2022-12-08,29.299999237060547
2022-12-09,29.149999618530273
2022-12-12,29.530000686645508
2022-12-13,29.81999969482422
2022-12-14,29.670000076293945
2022-12-15,28.860000610351562
2022-12-16,28.559999465942383
2022-12-19,28.239999771118164
2022-12-20,28.25
2022-12-21,28.65999984741211
2022-12-22,28.270000457763672
2022-12-23,28.329999923706055
2022-12-27,28.15999984741211
2022-12-28,27.8799991607666
2022-12-29,28.479999542236328
2022-12-30,28.389999389648438
2023-01-03,28.309999465942383
2023-01-04,28.610000610351562
2023-01-05,28.219999313354492
2023-01-06,28.739999771118164
2023-01-09,28.899999618530273
2023-01-10,29.200000762939453
2023-01-11,29.649999618530273
2023-01-12,29.799999237060547
2023-01-13,29.979999542236328
2023-01-17,29.959999084472656
2023-01-18,29.65999984741211
2023-01-19,29.40999984741211
2023-01-20,30.079999923706055
2023-01-23,30.549999237060547
2023-01-24,30.469999313354492
2023-01-25,30.5
2023-01-26,30.809999465942383
2023-01-27,30.899999618530273
2023-01-30,30.450000762939453
2023-01-31,30.8700008392334
2023-02-01,31.459999084472656
2023-02-02,31.90999984741211
2023-02-03,31.479999542236328
2023-02-06,31.18000030517578
2023-02-07,31.540000915527344
2023-02-08,31.280000686645508
2023-02-09,31.09000015258789
2023-02-10,30.8799991607666
2023-02-13,31.309999465942383
2023-02-14,31.43000030517578
2023-02-15,31.639999389648438
2023-02-16,31.1200008392334
2023-02-17,30.920000076293945
2023-02-21,30.290000915527344
2023-02-22,30.299999237060547
2023-02-23,30.420000076293945
2023-02-24,30.020000457763672
2023-02-27,30.170000076293945
2023-02-28,30.15999984741211
2023-03-01,30.06999969482422
2023-03-02,30.31999969482422
2023-03-03,30.829999923706055
2023-03-06,30.729999542236328
2023-03-07,30.3700008392334
2023-03-08,30.40999984741211
2023-03-09,29.81999969482422
2023-03-10,29.280000686645508
2023-03-13,29.25
2023-03-14,29.780000686645508
2023-03-15,29.530000686645508
2023-03-16,30.110000610351562
2023-03-17,29.829999923706055
2023-03-20,30.0
2023-03-21,30.40999984741211
2023-03-22,29.950000762939453
2023-03-23,30.18000030517578
2023-03-24,30.200000762939453
2023-03-27,30.25
2023-03-28,30.1299991607666
2023-03-29,30.530000686645508
2023-03-30,30.729999542236328
2023-03-31,31.219999313354492
2023-04-03,31.270000457763672
2023-04-04,31.1200008392334
2023-04-05,30.8700008392334
2023-04-06,30.950000762939453
2023-04-10,31.059999465942383
2023-04-11,31.1200008392334
2023-04-12,30.979999542236328
2023-04-13,31.40999984741211
2023-04-14,31.31999969482422
2023-04-17,31.3799991607666
2023-04-18,31.450000762939453
2023-04-19,31.440000534057617
2023-04-20,31.299999237060547
2023-04-21,31.399999618530273
2023-04-24,31.360000610351562
2023-04-25,30.739999771118164
2023-04-26,30.700000762939453
2023-04-27,31.229999542236328
2023-04-28,31.520000457763672
2023-05-01,31.5
2023-05-02,31.200000762939453
2023-05-03,31.1299991607666
2023-05-04,30.969999313354492
2023-05-05,31.3700008392334
2023-05-08,31.469999313354492
2023-05-09,31.3799991607666
2023-05-10,31.559999465942383
2023-05-11,31.520000457763672
2023-05-12,31.440000534057617
2023-05-15,31.610000610351562
2023-05-16,31.389999389648438
2023-05-17,31.739999771118164
2023-05-18,32.16999816894531
2023-05-19,32.04999923706055
2023-05-22,32.11000061035156
2023-05-23,31.600000381469727
2023-05-24,31.440000534057617
2023-05-25,31.610000610351562
2023-05-26,32.18000030517578
2023-05-30,32.11000061035156
2023-05-31,31.989999771118164
2023-06-01,32.2599983215332
2023-06-02,32.7400016784668
2023-06-05,32.63999938964844
2023-06-06,32.7400016784668
2023-06-07,32.43000030517578
2023-06-08,32.58000183105469
2023-06-09,32.599998474121094
2023-06-12,33.040000915527344
2023-06-13,33.2599983215332
2023-06-14,33.279998779296875
2023-06-15,33.66999816894531
2023-06-16,33.40999984741211
2023-06-20,33.33000183105469
2023-06-21,33.209999084472656
2023-06-22,33.34000015258789
2023-06-23,33.11000061035156
2023-06-26,32.959999084472656
2023-06-27,33.380001068115234
2023-06-28,33.47999954223633
2023-06-29,33.560001373291016
2023-06-30,33.880001068115234
2023-07-03,33.81999969482422
2023-07-05,33.75
2023-07-06,33.400001525878906
2023-07-07,33.380001068115234
2023-07-10,33.63999938964844
2023-07-11,33.91999816894531
2023-07-12,34.150001525878906
2023-07-13,34.5099983215332
