Date,RAFCX
2022-02-28,37.68000030517578
2022-03-01,37.09000015258789
2022-03-02,37.63999938964844
2022-03-03,37.040000915527344
2022-03-04,36.439998626708984
2022-03-07,34.959999084472656
2022-03-08,34.79999923706055
2022-03-09,36.06999969482422
2022-03-10,35.869998931884766
2022-03-11,35.150001525878906
2022-03-14,34.66999816894531
2022-03-15,35.540000915527344
2022-03-16,36.84000015258789
2022-03-17,37.439998626708984
2022-03-18,38.13999938964844
2022-03-21,37.77000045776367
2022-03-22,38.34000015258789
2022-03-23,37.59000015258789
2022-03-24,38.09000015258789
2022-03-25,37.93000030517578
2022-03-28,38.33000183105469
2022-03-29,39.13999938964844
2022-03-30,38.65999984741211
2022-03-31,38.04999923706055
2022-04-01,38.209999084472656
2022-04-04,38.66999816894531
2022-04-05,38.0
2022-04-06,37.31999969482422
2022-04-07,37.45000076293945
2022-04-08,37.220001220703125
2022-04-11,36.61000061035156
2022-04-12,36.38999938964844
2022-04-13,37.060001373291016
2022-04-14,36.4900016784668
2022-04-18,36.290000915527344
2022-04-19,37.11000061035156
2022-04-20,36.58000183105469
2022-04-21,35.7599983215332
2022-04-22,34.810001373291016
2022-04-25,35.119998931884766
2022-04-26,33.970001220703125
2022-04-27,34.0099983215332
2022-04-28,35.0099983215332
2022-04-29,33.7599983215332
2022-05-02,34.11000061035156
2022-05-03,34.060001373291016
2022-05-04,35.0
2022-05-05,33.540000915527344
2022-05-06,33.0
2022-05-09,31.549999237060547
2022-05-10,31.739999771118164
2022-05-11,31.100000381469727
2022-05-12,31.299999237060547
2022-05-13,32.40999984741211
2022-05-16,32.0099983215332
2022-05-17,32.7400016784668
2022-05-18,31.40999984741211
2022-05-19,31.530000686645508
2022-05-20,31.56999969482422
2022-05-23,31.889999389648438
2022-05-24,31.299999237060547
2022-05-25,31.719999313354492
2022-05-26,32.54999923706055
2022-05-27,33.4900016784668
2022-05-31,33.22999954223633
2022-06-01,32.83000183105469
2022-06-02,33.720001220703125
2022-06-03,33.08000183105469
2022-06-06,33.25
2022-06-07,33.54999923706055
2022-06-08,33.27000045776367
2022-06-09,32.459999084472656
2022-06-10,31.43000030517578
2022-06-13,30.020000457763672
2022-06-14,29.90999984741211
2022-06-15,28.25
2022-06-16,27.190000534057617
2022-06-17,27.469999313354492
2022-06-21,28.030000686645508
2022-06-22,28.059999465942383
2022-06-23,28.559999465942383
2022-06-24,29.469999313354492
2022-06-27,29.299999237060547
2022-06-28,28.6299991607666
2022-06-29,28.610000610351562
2022-06-30,28.299999237060547
2022-07-01,28.59000015258789
2022-07-05,28.899999618530273
2022-07-06,28.950000762939453
2022-07-07,29.450000762939453
2022-07-08,29.40999984741211
2022-07-11,28.93000030517578
2022-07-12,28.579999923706055
2022-07-13,28.43000030517578
2022-07-14,28.309999465942383
2022-07-15,28.90999984741211
2022-07-18,28.719999313354492
2022-07-19,29.579999923706055
2022-07-20,29.93000030517578
2022-07-21,30.3700008392334
2022-07-22,29.8700008392334
2022-07-25,29.81999969482422
2022-07-26,29.350000381469727
2022-07-27,30.25
2022-07-28,30.690000534057617
2022-07-29,31.030000686645508
2022-08-01,31.020000457763672
2022-08-02,30.920000076293945
2022-08-03,31.5
2022-08-04,31.65999984741211
2022-08-05,31.6299991607666
2022-08-08,31.670000076293945
2022-08-09,31.290000915527344
2022-08-10,32.13999938964844
2022-08-11,32.029998779296875
2022-08-12,32.54999923706055
2022-08-15,32.619998931884766
2022-08-16,32.599998474121094
2022-08-17,32.18000030517578
2022-08-18,32.209999084472656
2022-08-19,31.639999389648438
2022-08-22,30.90999984741211
2022-08-23,30.81999969482422
2022-08-24,30.979999542236328
2022-08-25,31.489999771118164
2022-08-26,30.350000381469727
2022-08-29,30.09000015258789
2022-08-30,29.850000381469727
2022-08-31,29.68000030517578
2022-09-01,29.68000030517578
2022-09-02,29.389999389648438
2022-09-06,29.25
2022-09-07,29.860000610351562
2022-09-08,30.149999618530273
2022-09-09,30.719999313354492
2022-09-12,31.020000457763672
2022-09-13,29.639999389648438
2022-09-14,29.790000915527344
2022-09-15,29.530000686645508
2022-09-16,29.209999084472656
2022-09-19,29.329999923706055
2022-09-20,28.950000762939453
2022-09-21,28.440000534057617
2022-09-22,27.989999771118164
2022-09-23,27.610000610351562
2022-09-26,27.350000381469727
2022-09-27,27.3700008392334
2022-09-28,27.989999771118164
2022-09-29,27.440000534057617
2022-09-30,27.1200008392334
2022-10-03,27.760000228881836
2022-10-04,28.739999771118164
2022-10-05,28.719999313354492
2022-10-06,28.549999237060547
2022-10-07,27.639999389648438
2022-10-10,27.290000915527344
2022-10-11,27.0
2022-10-12,26.959999084472656
2022-10-13,27.3799991607666
2022-10-14,26.65999984741211
2022-10-17,27.479999542236328
2022-10-18,27.760000228881836
2022-10-19,27.450000762939453
2022-10-20,27.260000228881836
2022-10-21,27.799999237060547
2022-10-24,28.020000457763672
2022-10-25,28.610000610351562
2022-10-26,28.329999923706055
2022-10-27,28.1200008392334
2022-10-28,28.6200008392334
2022-10-31,28.450000762939453
2022-11-01,28.309999465942383
2022-11-02,27.479999542236328
2022-11-03,27.170000076293945
2022-11-04,27.559999465942383
2022-11-07,27.760000228881836
2022-11-08,27.959999084472656
2022-11-09,27.420000076293945
2022-11-10,29.219999313354492
2022-11-11,29.649999618530273
2022-11-14,29.34000015258789
2022-11-15,29.790000915527344
2022-11-16,29.3700008392334
2022-11-17,29.100000381469727
2022-11-18,29.18000030517578
2022-11-21,28.93000030517578
2022-11-22,29.25
2022-11-23,29.520000457763672
2022-11-25,29.5
2022-11-28,29.059999465942383
2022-11-29,28.989999771118164
2022-11-30,30.06999969482422
2022-12-01,30.200000762939453
2022-12-02,30.149999618530273
2022-12-05,29.600000381469727
2022-12-06,29.190000534057617
2022-12-07,29.149999618530273
2022-12-08,29.489999771118164
2022-12-09,29.34000015258789
2022-12-12,29.719999313354492
2022-12-13,30.010000228881836
2022-12-14,29.860000610351562
2022-12-15,29.049999237060547
2022-12-16,28.75
2022-12-19,28.43000030517578
2022-12-20,28.43000030517578
2022-12-21,28.84000015258789
2022-12-22,28.450000762939453
2022-12-23,28.520000457763672
2022-12-27,28.350000381469727
2022-12-28,28.06999969482422
2022-12-29,28.670000076293945
2022-12-30,28.56999969482422
2023-01-03,28.489999771118164
2023-01-04,28.790000915527344
2023-01-05,28.399999618530273
2023-01-06,28.93000030517578
2023-01-09,29.079999923706055
2023-01-10,29.3799991607666
2023-01-11,29.84000015258789
2023-01-12,30.0
2023-01-13,30.18000030517578
2023-01-17,30.15999984741211
2023-01-18,29.850000381469727
2023-01-19,29.600000381469727
2023-01-20,30.270000457763672
2023-01-23,30.75
2023-01-24,30.65999984741211
2023-01-25,30.690000534057617
2023-01-26,31.010000228881836
2023-01-27,31.100000381469727
2023-01-30,30.649999618530273
2023-01-31,31.06999969482422
2023-02-01,31.65999984741211
2023-02-02,32.119998931884766
2023-02-03,31.68000030517578
2023-02-06,31.3799991607666
2023-02-07,31.75
2023-02-08,31.489999771118164
2023-02-09,31.290000915527344
2023-02-10,31.079999923706055
2023-02-13,31.510000228881836
2023-02-14,31.6299991607666
2023-02-15,31.84000015258789
2023-02-16,31.329999923706055
2023-02-17,31.1200008392334
2023-02-21,30.489999771118164
2023-02-22,30.489999771118164
2023-02-23,30.610000610351562
2023-02-24,30.209999084472656
2023-02-27,30.3700008392334
2023-02-28,30.350000381469727
2023-03-01,30.260000228881836
2023-03-02,30.520000457763672
2023-03-03,31.030000686645508
2023-03-06,30.920000076293945
2023-03-07,30.56999969482422
2023-03-08,30.610000610351562
2023-03-09,30.020000457763672
2023-03-10,29.469999313354492
2023-03-13,29.440000534057617
2023-03-14,29.969999313354492
2023-03-15,29.719999313354492
2023-03-16,30.309999465942383
2023-03-17,30.020000457763672
2023-03-20,30.190000534057617
2023-03-21,30.600000381469727
2023-03-22,30.139999389648438
2023-03-23,30.3700008392334
2023-03-24,30.399999618530273
2023-03-27,30.450000762939453
2023-03-28,30.329999923706055
2023-03-29,30.729999542236328
2023-03-30,30.93000030517578
2023-03-31,31.420000076293945
2023-04-03,31.469999313354492
2023-04-04,31.31999969482422
2023-04-05,31.06999969482422
2023-04-06,31.149999618530273
2023-04-10,31.260000228881836
2023-04-11,31.31999969482422
2023-04-12,31.170000076293945
2023-04-13,31.610000610351562
2023-04-14,31.520000457763672
2023-04-17,31.579999923706055
