Date,AICFX
2022-02-28,47.869998931884766
2022-03-01,47.15999984741211
2022-03-02,47.95000076293945
2022-03-03,47.650001525878906
2022-03-04,47.31999969482422
2022-03-07,45.91999816894531
2022-03-08,45.63999938964844
2022-03-09,46.72999954223633
2022-03-10,46.63999938964844
2022-03-11,46.04999923706055
2022-03-14,45.7599983215332
2022-03-15,46.59000015258789
2022-03-16,47.40999984741211
2022-03-17,47.97999954223633
2022-03-18,48.47999954223633
2022-03-21,48.45000076293945
2022-03-22,48.939998626708984
2022-03-23,48.40999984741211
2022-03-24,49.02000045776367
2022-03-25,49.27000045776367
2022-03-28,49.41999816894531
2022-03-29,49.970001220703125
2022-03-30,49.79999923706055
2022-03-31,49.060001373291016
2022-04-01,49.34000015258789
2022-04-04,49.70000076293945
2022-04-05,49.11000061035156
2022-04-06,48.66999816894531
2022-04-07,48.83000183105469
2022-04-08,48.81999969482422
2022-04-11,48.09000015258789
2022-04-12,47.939998626708984
2022-04-13,48.459999084472656
2022-04-14,47.91999816894531
2022-04-18,47.93000030517578
2022-04-19,48.61000061035156
2022-04-20,48.33000183105469
2022-04-21,47.52000045776367
2022-04-22,46.349998474121094
2022-04-25,46.43000030517578
2022-04-26,45.189998626708984
2022-04-27,45.349998474121094
2022-04-28,46.380001068115234
2022-04-29,44.83000183105469
2022-05-02,45.099998474121094
2022-05-03,45.34000015258789
2022-05-04,46.540000915527344
2022-05-05,45.09000015258789
2022-05-06,44.83000183105469
2022-05-09,43.369998931884766
2022-05-10,43.4900016784668
2022-05-11,43.029998779296875
2022-05-12,43.02000045776367
2022-05-13,44.06999969482422
2022-05-16,44.060001373291016
2022-05-17,44.95000076293945
2022-05-18,43.459999084472656
2022-05-19,43.22999954223633
2022-05-20,43.290000915527344
2022-05-23,43.91999816894531
2022-05-24,43.66999816894531
2022-05-25,44.04999923706055
2022-05-26,44.77000045776367
2022-05-27,45.70000076293945
2022-05-31,45.47999954223633
2022-06-01,45.2400016784668
2022-06-02,45.959999084472656
2022-06-03,45.36000061035156
2022-06-06,45.5099983215332
2022-06-07,45.93000030517578
2022-06-08,45.43000030517578
2022-06-09,44.349998474121094
2022-06-10,43.16999816894531
2022-06-13,41.52000045776367
2022-06-14,41.290000915527344
2022-06-15,41.13999938964844
2022-06-16,39.779998779296875
2022-06-17,39.790000915527344
2022-06-21,40.56999969482422
2022-06-22,40.40999984741211
2022-06-23,40.63999938964844
2022-06-24,41.79999923706055
2022-06-27,41.7599983215332
2022-06-28,41.15999984741211
2022-06-29,41.09000015258789
2022-06-30,40.7599983215332
2022-07-01,41.099998474121094
2022-07-05,40.869998931884766
2022-07-06,40.93000030517578
2022-07-07,41.47999954223633
2022-07-08,41.41999816894531
2022-07-11,40.91999816894531
2022-07-12,40.560001373291016
2022-07-13,40.310001373291016
2022-07-14,40.029998779296875
2022-07-15,40.810001373291016
2022-07-18,40.61000061035156
2022-07-19,41.75
2022-07-20,41.880001068115234
2022-07-21,42.22999954223633
2022-07-22,41.79999923706055
2022-07-25,41.91999816894531
2022-07-26,41.52000045776367
2022-07-27,42.540000915527344
2022-07-28,42.849998474121094
2022-07-29,43.29999923706055
2022-08-01,43.189998626708984
2022-08-02,42.9900016784668
2022-08-03,43.58000183105469
2022-08-04,43.59000015258789
2022-08-05,43.619998931884766
2022-08-08,43.630001068115234
2022-08-09,43.470001220703125
2022-08-10,44.38999938964844
2022-08-11,44.45000076293945
2022-08-12,45.130001068115234
2022-08-15,45.22999954223633
2022-08-16,45.2599983215332
2022-08-17,44.880001068115234
2022-08-18,44.9900016784668
2022-08-19,44.459999084472656
2022-08-22,43.56999969482422
2022-08-23,43.5
2022-08-24,43.650001525878906
2022-08-25,44.31999969482422
2022-08-26,43.0099983215332
2022-08-29,42.77000045776367
2022-08-30,42.290000915527344
2022-08-31,42.09000015258789
2022-09-01,42.16999816894531
2022-09-02,41.84000015258789
2022-09-06,41.650001525878906
2022-09-07,42.2599983215332
2022-09-08,42.52000045776367
2022-09-09,43.209999084472656
2022-09-12,43.63999938964844
2022-09-13,41.880001068115234
2022-09-14,41.90999984741211
2022-09-15,41.4900016784668
2022-09-16,41.220001220703125
2022-09-19,41.45000076293945
2022-09-20,40.9900016784668
2022-09-21,40.369998931884766
2022-09-22,40.13999938964844
2022-09-23,39.31999969482422
2022-09-26,38.86000061035156
2022-09-27,38.7400016784668
2022-09-28,39.4900016784668
2022-09-29,38.79999923706055
2022-09-30,38.279998779296875
2022-10-03,39.34000015258789
2022-10-04,40.599998474121094
2022-10-05,40.560001373291016
2022-10-06,40.15999984741211
2022-10-07,39.290000915527344
2022-10-10,38.91999816894531
2022-10-11,38.630001068115234
2022-10-12,38.54999923706055
2022-10-13,39.439998626708984
2022-10-14,38.560001373291016
2022-10-17,39.47999954223633
2022-10-18,39.88999938964844
2022-10-19,39.709999084472656
2022-10-20,39.439998626708984
2022-10-21,40.31999969482422
2022-10-24,40.689998626708984
2022-10-25,41.220001220703125
2022-10-26,41.060001373291016
2022-10-27,40.7599983215332
2022-10-28,41.560001373291016
2022-10-31,41.310001373291016
2022-11-01,41.22999954223633
2022-11-02,40.310001373291016
2022-11-03,40.029998779296875
2022-11-04,40.72999954223633
2022-11-07,41.189998626708984
2022-11-08,41.41999816894531
2022-11-09,40.7400016784668
2022-11-10,42.70000076293945
2022-11-11,43.0099983215332
2022-11-14,42.630001068115234
2022-11-15,43.040000915527344
2022-11-16,42.720001220703125
2022-11-17,42.54999923706055
2022-11-18,42.75
2022-11-21,42.66999816894531
2022-11-22,43.15999984741211
2022-11-23,43.41999816894531
2022-11-25,43.45000076293945
2022-11-28,42.79999923706055
2022-11-29,42.81999969482422
2022-11-30,44.04999923706055
2022-12-01,44.119998931884766
2022-12-02,44.18000030517578
2022-12-05,43.459999084472656
2022-12-06,42.95000076293945
2022-12-07,42.88999938964844
2022-12-08,43.15999984741211
2022-12-09,42.93000030517578
2022-12-12,43.4900016784668
2022-12-13,43.880001068115234
2022-12-14,42.22999954223633
2022-12-15,41.310001373291016
2022-12-16,40.939998626708984
2022-12-19,40.599998474121094
2022-12-20,40.720001220703125
2022-12-21,41.34000015258789
2022-12-22,40.83000183105469
2022-12-23,41.06999969482422
2022-12-27,41.04999923706055
2022-12-28,40.56999969482422
2022-12-29,41.22999954223633
2022-12-30,41.130001068115234
2023-01-03,41.04999923706055
2023-01-04,41.369998931884766
2023-01-05,40.97999954223633
2023-01-06,41.88999938964844
2023-01-09,41.86000061035156
2023-01-10,42.11000061035156
2023-01-11,42.560001373291016
2023-01-12,42.84000015258789
2023-01-13,42.91999816894531
2023-01-17,42.83000183105469
2023-01-18,42.209999084472656
2023-01-19,41.90999984741211
2023-01-20,42.630001068115234
2023-01-23,43.02000045776367
2023-01-24,43.04999923706055
2023-01-25,43.029998779296875
2023-01-26,43.38999938964844
2023-01-27,43.380001068115234
2023-01-30,42.90999984741211
2023-01-31,43.43000030517578
2023-02-01,43.810001373291016
2023-02-02,44.31999969482422
2023-02-03,43.83000183105469
2023-02-06,43.65999984741211
2023-02-07,44.15999984741211
2023-02-08,43.75
2023-02-09,43.38999938964844
2023-02-10,43.529998779296875
2023-02-13,44.029998779296875
2023-02-14,44.0
2023-02-15,44.060001373291016
2023-02-16,43.54999923706055
2023-02-17,43.349998474121094
2023-02-21,42.63999938964844
2023-02-22,42.560001373291016
2023-02-23,42.68000030517578
2023-02-24,42.29999923706055
2023-02-27,42.470001220703125
2023-02-28,42.40999984741211
2023-03-01,42.29999923706055
2023-03-02,42.650001525878906
2023-03-03,43.349998474121094
2023-03-06,43.33000183105469
2023-03-07,42.70000076293945
2023-03-08,42.75
2023-03-09,42.15999984741211
2023-03-10,41.61000061035156
2023-03-13,41.43000030517578
2023-03-14,42.060001373291016
2023-03-15,41.459999084472656
2023-03-16,42.15999984741211
2023-03-17,41.68000030517578
2023-03-20,41.959999084472656
2023-03-21,42.43000030517578
2023-03-22,41.77000045776367
2023-03-23,41.959999084472656
2023-03-24,42.16999816894531
2023-03-27,42.2400016784668
2023-03-28,42.2400016784668
2023-03-29,42.77000045776367
2023-03-30,43.060001373291016
2023-03-31,43.58000183105469
2023-04-03,43.84000015258789
2023-04-04,43.560001373291016
2023-04-05,43.400001525878906
2023-04-06,43.54999923706055
2023-04-10,43.619998931884766
2023-04-11,43.63999938964844
2023-04-12,43.56999969482422
2023-04-13,44.09000015258789
2023-04-14,43.939998626708984
2023-04-17,44.09000015258789
2023-04-18,44.22999954223633
2023-04-19,44.310001373291016
2023-04-20,44.119998931884766
2023-04-21,44.130001068115234
2023-04-24,44.130001068115234
2023-04-25,43.47999954223633
2023-04-26,43.380001068115234
2023-04-27,44.189998626708984
2023-04-28,44.54999923706055
2023-05-01,44.529998779296875
2023-05-02,44.0099983215332
2023-05-03,43.790000915527344
2023-05-04,43.5
2023-05-05,44.13999938964844
2023-05-08,44.16999816894531
2023-05-09,44.0099983215332
2023-05-10,44.15999984741211
2023-05-11,44.099998474121094
2023-05-12,44.04999923706055
2023-05-15,44.25
2023-05-16,44.02000045776367
2023-05-17,44.5099983215332
2023-05-18,44.91999816894531
2023-05-19,44.900001525878906
2023-05-22,44.91999816894531
2023-05-23,44.43000030517578
2023-05-24,44.13999938964844
2023-05-25,44.31999969482422
2023-05-26,45.099998474121094
2023-05-30,44.9900016784668
2023-05-31,44.810001373291016
2023-06-01,45.209999084472656
2023-06-02,45.869998931884766
2023-06-05,45.68000030517578
2023-06-06,45.849998474121094
2023-06-07,45.65999984741211
2023-06-08,45.86000061035156
2023-06-09,45.88999938964844
2023-06-12,46.34000015258789
2023-06-13,46.619998931884766
2023-06-14,46.54999923706055
2023-06-15,47.099998474121094
2023-06-16,46.88999938964844
2023-06-20,46.56999969482422
2023-06-21,46.45000076293945
