Date,FNWFX
2022-02-28,77.0199966430664
2022-03-01,75.88999938964844
2022-03-02,76.47000122070312
2022-03-03,75.30000305175781
2022-03-04,73.37000274658203
2022-03-07,70.58000183105469
2022-03-08,70.63999938964844
2022-03-09,72.94000244140625
2022-03-10,72.5199966430664
2022-03-11,71.36000061035156
2022-03-14,70.23999786376953
2022-03-15,70.44000244140625
2022-03-16,73.75
2022-03-17,75.25
2022-03-18,76.2300033569336
2022-03-21,75.61000061035156
2022-03-22,76.58999633789062
2022-03-23,76.08000183105469
2022-03-24,76.91000366210938
2022-03-25,76.33999633789062
2022-03-28,76.66999816894531
2022-03-29,78.1500015258789
2022-03-30,78.13999938964844
2022-03-31,77.12000274658203
2022-04-01,77.9800033569336
2022-04-04,79.05999755859375
2022-04-05,77.66999816894531
2022-04-06,76.3499984741211
2022-04-07,76.13999938964844
2022-04-08,75.91000366210938
2022-04-11,74.58000183105469
2022-04-12,74.33999633789062
2022-04-13,75.13999938964844
2022-04-14,74.61000061035156
2022-04-18,74.41999816894531
2022-04-19,74.6500015258789
2022-04-20,74.5
2022-04-21,73.29000091552734
2022-04-22,71.80999755859375
2022-04-25,71.4800033569336
2022-04-26,69.6500015258789
2022-04-27,70.22000122070312
2022-04-28,71.5
2022-04-29,70.45999908447266
2022-05-02,70.54000091552734
2022-05-03,70.83000183105469
2022-05-04,71.77999877929688
2022-05-05,69.4800033569336
2022-05-06,68.27999877929688
2022-05-09,65.8499984741211
2022-05-10,66.30000305175781
2022-05-11,65.9000015258789
2022-05-12,65.77999877929688
2022-05-13,67.58999633789062
2022-05-16,67.5
2022-05-17,69.08000183105469
2022-05-18,67.43000030517578
2022-05-19,67.7699966430664
2022-05-20,68.4800033569336
2022-05-23,69.18000030517578
2022-05-24,68.2300033569336
2022-05-25,68.37999725341797
2022-05-26,69.38999938964844
2022-05-27,70.83000183105469
2022-05-31,71.04000091552734
2022-06-01,70.29000091552734
2022-06-02,71.80000305175781
2022-06-03,70.9000015258789
2022-06-06,71.2699966430664
2022-06-07,71.58999633789062
2022-06-08,71.06999969482422
2022-06-09,69.47000122070312
2022-06-10,67.97000122070312
2022-06-13,65.47000122070312
2022-06-14,65.41999816894531
2022-06-15,66.44999694824219
2022-06-16,64.38999938964844
2022-06-17,64.75
2022-06-21,65.94999694824219
2022-06-22,65.23999786376953
2022-06-23,65.43000030517578
2022-06-24,67.27999877929688
2022-06-27,67.20999908447266
2022-06-28,66.44000244140625
2022-06-29,66.18000030517578
2022-06-30,65.69999694824219
2022-07-01,65.80000305175781
2022-07-05,65.58000183105469
2022-07-06,65.44000244140625
2022-07-07,66.55000305175781
2022-07-08,66.48999786376953
2022-07-11,65.26000213623047
2022-07-12,64.81999969482422
2022-07-13,64.77999877929688
2022-07-14,64.41999816894531
2022-07-15,65.0999984741211
2022-07-18,65.11000061035156
2022-07-19,66.43000030517578
2022-07-20,66.48999786376953
2022-07-21,67.06999969482422
2022-07-22,66.41000366210938
2022-07-25,66.54000091552734
2022-07-26,66.01000213623047
2022-07-27,67.37000274658203
2022-07-28,68.05999755859375
2022-07-29,68.51000213623047
2022-08-01,68.41000366210938
2022-08-02,67.87999725341797
2022-08-03,68.38999938964844
2022-08-04,68.97000122070312
2022-08-05,69.0
2022-08-08,69.19999694824219
2022-08-09,68.69999694824219
2022-08-10,69.79000091552734
2022-08-11,69.9800033569336
2022-08-12,70.8499984741211
2022-08-15,70.80999755859375
2022-08-16,70.58000183105469
2022-08-17,70.16000366210938
2022-08-18,70.20999908447266
2022-08-19,69.16999816894531
2022-08-22,68.01000213623047
2022-08-23,68.3499984741211
2022-08-24,68.4800033569336
2022-08-25,69.41999816894531
2022-08-26,67.9800033569336
2022-08-29,67.56999969482422
2022-08-30,67.0199966430664
2022-08-31,66.70999908447266
2022-09-01,66.2699966430664
2022-09-02,65.94999694824219
2022-09-06,65.66999816894531
2022-09-07,66.27999877929688
2022-09-08,66.55999755859375
2022-09-09,67.8499984741211
2022-09-12,68.58999633789062
2022-09-13,66.37999725341797
2022-09-14,66.58999633789062
2022-09-15,65.86000061035156
2022-09-16,65.18000030517578
2022-09-19,65.66000366210938
2022-09-20,65.18000030517578
2022-09-21,64.20999908447266
2022-09-22,63.59000015258789
2022-09-23,62.290000915527344
2022-09-26,61.58000183105469
2022-09-27,61.56999969482422
2022-09-28,62.380001068115234
2022-09-29,61.2400016784668
2022-09-30,61.18000030517578
2022-10-03,62.47999954223633
2022-10-04,64.3499984741211
2022-10-05,64.41000366210938
2022-10-06,63.84000015258789
2022-10-07,62.560001373291016
2022-10-10,61.90999984741211
2022-10-11,61.13999938964844
2022-10-12,61.119998931884766
2022-10-13,61.7599983215332
2022-10-14,60.79999923706055
2022-10-17,62.16999816894531
2022-10-18,62.560001373291016
2022-10-19,61.84000015258789
2022-10-20,61.61000061035156
2022-10-21,62.63999938964844
2022-10-24,61.90999984741211
2022-10-25,62.650001525878906
2022-10-26,62.86000061035156
2022-10-27,62.400001525878906
2022-10-28,62.88999938964844
2022-10-31,62.70000076293945
2022-11-01,63.40999984741211
2022-11-02,62.720001220703125
2022-11-03,62.36000061035156
2022-11-04,64.23999786376953
2022-11-07,64.6500015258789
2022-11-08,65.05000305175781
2022-11-09,64.08999633789062
2022-11-10,66.20999908447266
2022-11-11,67.58999633789062
2022-11-14,67.33999633789062
2022-11-15,68.19999694824219
2022-11-16,67.47000122070312
2022-11-17,67.16000366210938
2022-11-18,67.20999908447266
2022-11-21,66.7699966430664
2022-11-22,67.23999786376953
2022-11-23,67.55000305175781
2022-11-25,67.61000061035156
2022-11-28,66.7699966430664
2022-11-29,67.37999725341797
2022-11-30,69.33999633789062
2022-12-01,69.31999969482422
2022-12-02,69.41000366210938
2022-12-05,68.63999938964844
2022-12-06,68.12000274658203
2022-12-07,67.9000015258789
2022-12-08,68.54000091552734
2022-12-09,68.4000015258789
2022-12-12,68.55999755859375
2022-12-13,68.94000244140625
2022-12-14,69.11000061035156
2022-12-15,66.63999938964844
2022-12-16,66.16999816894531
2022-12-19,65.91000366210938
2022-12-20,66.04000091552734
2022-12-21,66.70999908447266
2022-12-22,66.0999984741211
2022-12-23,66.30000305175781
2022-12-27,66.37000274658203
2022-12-28,65.83999633789062
2022-12-29,66.8499984741211
2022-12-30,66.43000030517578
2023-01-03,66.41000366210938
2023-01-04,67.19999694824219
2023-01-05,67.08000183105469
2023-01-06,68.16000366210938
2023-01-09,68.81999969482422
2023-01-10,69.12000274658203
2023-01-11,69.77999877929688
2023-01-12,70.13999938964844
2023-01-13,70.7699966430664
2023-01-17,70.68000030517578
2023-01-18,70.43000030517578
2023-01-19,70.25
2023-01-20,71.05999755859375
2023-01-23,71.55999755859375
2023-01-24,71.47000122070312
2023-01-25,71.61000061035156
2023-01-26,72.12000274658203
2023-01-27,71.87999725341797
2023-01-30,71.11000061035156
2023-01-31,71.48999786376953
2023-02-01,72.23999786376953
2023-02-02,72.45999908447266
2023-02-03,71.76000213623047
2023-02-06,70.80999755859375
2023-02-07,71.31999969482422
2023-02-08,71.04000091552734
2023-02-09,70.94000244140625
2023-02-10,70.55999755859375
2023-02-13,71.19000244140625
2023-02-14,71.30000305175781
2023-02-15,71.22000122070312
2023-02-16,70.86000061035156
2023-02-17,70.37000274658203
2023-02-21,69.58999633789062
2023-02-22,69.22000122070312
2023-02-23,69.44000244140625
2023-02-24,68.45999908447266
2023-02-27,68.79000091552734
2023-02-28,68.73999786376953
2023-03-01,69.33999633789062
2023-03-02,69.54000091552734
2023-03-03,70.41000366210938
2023-03-06,70.2699966430664
2023-03-07,69.45999908447266
2023-03-08,69.51000213623047
2023-03-09,68.66999816894531
2023-03-10,67.83999633789062
2023-03-13,67.58999633789062
2023-03-14,68.30999755859375
2023-03-15,67.04000091552734
2023-03-16,67.91999816894531
2023-03-17,67.51000213623047
2023-03-20,67.76000213623047
2023-03-21,68.6500015258789
2023-03-22,68.38999938964844
2023-03-23,68.8499984741211
2023-03-24,68.62000274658203
2023-03-27,68.79000091552734
2023-03-28,68.94999694824219
2023-03-29,69.86000061035156
2023-03-30,70.41999816894531
2023-03-31,70.86000061035156
2023-04-03,71.01000213623047
2023-04-04,70.83999633789062
2023-04-05,70.41000366210938
2023-04-06,70.5999984741211
2023-04-10,70.68000030517578
2023-04-11,71.18000030517578
2023-04-12,71.22000122070312
2023-04-13,72.23999786376953
2023-04-14,72.1500015258789
2023-04-17,72.18000030517578
2023-04-18,72.26000213623047
2023-04-19,71.7699966430664
2023-04-20,71.61000061035156
2023-04-21,71.55000305175781
2023-04-24,71.55000305175781
2023-04-25,70.41000366210938
2023-04-26,70.4800033569336
2023-04-27,71.36000061035156
2023-04-28,71.77999877929688
2023-05-01,71.72000122070312
2023-05-02,71.08000183105469
2023-05-03,71.18000030517578
2023-05-04,71.05000305175781
2023-05-05,71.87000274658203
2023-05-08,72.08999633789062
2023-05-09,71.66999816894531
2023-05-10,71.79000091552734
