Date,CIMAX
2022-02-28,25.110000610351562
2022-03-01,24.93000030517578
2022-03-02,25.229999542236328
2022-03-03,25.15999984741211
2022-03-04,25.079999923706055
2022-03-07,24.670000076293945
2022-03-08,24.5
2022-03-09,24.799999237060547
2022-03-10,24.739999771118164
2022-03-11,24.579999923706055
2022-03-14,24.34000015258789
2022-03-15,24.489999771118164
2022-03-16,24.729999542236328
2022-03-17,24.989999771118164
2022-03-18,25.049999237060547
2022-03-21,25.06999969482422
2022-03-22,25.149999618530273
2022-03-23,25.040000915527344
2022-03-24,25.190000534057617
2022-03-25,25.309999465942383
2022-03-28,25.280000686645508
2022-03-29,25.459999084472656
2022-03-30,25.469999313354492
2022-03-31,25.270000457763672
2022-04-01,25.3700008392334
2022-04-04,25.389999389648438
2022-04-05,25.260000228881836
2022-04-06,25.299999237060547
2022-04-07,25.350000381469727
2022-04-08,25.420000076293945
2022-04-11,25.229999542236328
2022-04-12,25.200000762939453
2022-04-13,25.34000015258789
2022-04-14,25.260000228881836
2022-04-18,25.229999542236328
2022-04-19,25.31999969482422
2022-04-20,25.489999771118164
2022-04-21,25.280000686645508
2022-04-22,24.899999618530273
2022-04-25,24.850000381469727
2022-04-26,24.549999237060547
2022-04-27,24.610000610351562
2022-04-28,24.84000015258789
2022-04-29,24.389999389648438
2022-05-02,24.309999465942383
2022-05-03,24.479999542236328
2022-05-04,24.8700008392334
2022-05-05,24.469999313354492
2022-05-06,24.389999389648438
2022-05-09,23.979999542236328
2022-05-10,23.93000030517578
2022-05-11,23.899999618530273
2022-05-12,23.8799991607666
2022-05-13,24.170000076293945
2022-05-16,24.270000457763672
2022-05-17,24.5
2022-05-18,23.989999771118164
2022-05-19,23.8700008392334
2022-05-20,23.979999542236328
2022-05-23,24.200000762939453
2022-05-24,24.329999923706055
2022-05-25,24.510000228881836
2022-05-26,24.690000534057617
2022-05-27,24.93000030517578
2022-05-31,24.809999465942383
2022-06-01,24.690000534057617
2022-06-02,24.850000381469727
2022-06-03,24.700000762939453
2022-06-06,24.700000762939453
2022-06-07,24.8700008392334
2022-06-08,24.6200008392334
2022-06-09,24.260000228881836
2022-06-10,23.889999389648438
2022-06-13,23.079999923706055
2022-06-14,22.920000076293945
2022-06-15,23.110000610351562
2022-06-16,22.719999313354492
2022-06-17,22.610000610351562
2022-06-21,22.940000534057617
2022-06-22,22.860000610351562
2022-06-23,22.889999389648438
2022-06-24,23.270000457763672
2022-06-27,23.309999465942383
2022-06-28,23.18000030517578
2022-06-29,23.110000610351562
2022-06-30,23.040000915527344
2022-07-01,23.190000534057617
2022-07-05,22.979999542236328
2022-07-06,22.940000534057617
2022-07-07,23.149999618530273
2022-07-08,23.1200008392334
2022-07-11,23.040000915527344
2022-07-12,22.959999084472656
2022-07-13,22.889999389648438
2022-07-14,22.690000534057617
2022-07-15,22.940000534057617
2022-07-18,22.90999984741211
2022-07-19,23.219999313354492
2022-07-20,23.170000076293945
2022-07-21,23.229999542236328
2022-07-22,23.25
2022-07-25,23.360000610351562
2022-07-26,23.290000915527344
2022-07-27,23.479999542236328
2022-07-28,23.649999618530273
2022-07-29,23.760000228881836
2022-08-01,23.780000686645508
2022-08-02,23.6200008392334
2022-08-03,23.739999771118164
2022-08-04,23.719999313354492
2022-08-05,23.719999313354492
2022-08-08,23.770000457763672
2022-08-09,23.780000686645508
2022-08-10,24.0
2022-08-11,24.020000457763672
2022-08-12,24.219999313354492
2022-08-15,24.239999771118164
2022-08-16,24.309999465942383
2022-08-17,24.170000076293945
2022-08-18,24.200000762939453
2022-08-19,24.059999465942383
2022-08-22,23.799999237060547
2022-08-23,23.780000686645508
2022-08-24,23.809999465942383
2022-08-25,24.0
2022-08-26,23.639999389648438
2022-08-29,23.559999465942383
2022-08-30,23.329999923706055
2022-08-31,23.200000762939453
2022-09-01,23.18000030517578
2022-09-02,23.110000610351562
2022-09-06,23.020000457763672
2022-09-07,23.219999313354492
2022-09-08,23.309999465942383
2022-09-09,23.530000686645508
2022-09-12,23.530000686645508
2022-09-13,22.969999313354492
2022-09-14,23.010000228881836
2022-09-15,22.860000610351562
2022-09-16,22.799999237060547
2022-09-19,22.860000610351562
2022-09-20,22.649999618530273
2022-09-21,22.479999542236328
2022-09-22,22.34000015258789
2022-09-23,21.93000030517578
2022-09-26,21.649999618530273
2022-09-27,21.530000686645508
2022-09-28,21.84000015258789
2022-09-29,21.579999923706055
2022-09-30,21.43000030517578
2022-10-03,21.829999923706055
2022-10-04,22.290000915527344
2022-10-05,22.200000762939453
2022-10-06,21.950000762939453
2022-10-07,21.68000030517578
2022-10-10,21.610000610351562
2022-10-11,21.530000686645508
2022-10-12,21.479999542236328
2022-10-13,21.780000686645508
2022-10-14,21.489999771118164
2022-10-17,21.790000915527344
2022-10-18,21.969999313354492
2022-10-19,21.809999465942383
2022-10-20,21.690000534057617
2022-10-21,21.959999084472656
