Date,JLGMX
2022-02-28,56.45000076293945
2022-03-01,55.540000915527344
2022-03-02,56.66999816894531
2022-03-03,56.15999984741211
2022-03-04,55.38999938964844
2022-03-07,53.33000183105469
2022-03-08,53.13999938964844
2022-03-09,54.939998626708984
2022-03-10,54.54999923706055
2022-03-11,53.869998931884766
2022-03-14,53.2400016784668
2022-03-15,54.52000045776367
2022-03-16,56.02000045776367
2022-03-17,56.689998626708984
2022-03-18,57.52000045776367
2022-03-21,57.38999938964844
2022-03-22,58.220001220703125
2022-03-23,57.560001373291016
2022-03-24,58.47999954223633
2022-03-25,58.47999954223633
2022-03-28,59.060001373291016
2022-03-29,59.790000915527344
2022-03-30,59.119998931884766
2022-03-31,58.220001220703125
2022-04-01,58.279998779296875
2022-04-04,58.95000076293945
2022-04-05,57.9900016784668
2022-04-06,57.130001068115234
2022-04-07,57.34000015258789
2022-04-08,57.06999969482422
2022-04-11,55.97999954223633
2022-04-12,55.83000183105469
2022-04-13,56.540000915527344
2022-04-14,55.7400016784668
2022-04-18,55.61000061035156
2022-04-19,56.5099983215332
2022-04-20,56.529998779296875
2022-04-21,55.470001220703125
2022-04-22,53.66999816894531
2022-04-25,53.66999816894531
2022-04-26,52.65999984741211
2022-04-27,52.779998779296875
2022-04-28,53.81999969482422
2022-04-29,51.93000030517578
2022-05-02,52.45000076293945
2022-05-03,52.52000045776367
2022-05-04,54.06999969482422
2022-05-05,51.97999954223633
2022-05-06,51.689998626708984
2022-05-09,50.060001373291016
2022-05-10,50.43000030517578
2022-05-11,49.369998931884766
2022-05-12,49.31999969482422
2022-05-13,50.540000915527344
2022-05-16,50.2400016784668
2022-05-17,51.2400016784668
2022-05-18,48.93000030517578
2022-05-19,48.810001373291016
2022-05-20,48.56999969482422
2022-05-23,49.459999084472656
2022-05-24,48.84000015258789
2022-05-25,49.470001220703125
2022-05-26,50.63999938964844
2022-05-27,51.959999084472656
2022-05-31,51.54999923706055
2022-06-01,51.15999984741211
2022-06-02,52.220001220703125
2022-06-03,51.29999923706055
2022-06-06,51.459999084472656
2022-06-07,51.90999984741211
2022-06-08,51.34000015258789
2022-06-09,50.20000076293945
2022-06-10,48.720001220703125
2022-06-13,46.83000183105469
2022-06-14,46.900001525878906
2022-06-15,47.709999084472656
2022-06-16,46.06999969482422
2022-06-17,46.33000183105469
2022-06-21,47.459999084472656
2022-06-22,47.369998931884766
2022-06-23,47.810001373291016
2022-06-24,49.369998931884766
2022-06-27,49.16999816894531
2022-06-28,47.97999954223633
2022-06-29,48.0099983215332
2022-06-30,47.5099983215332
2022-07-01,47.880001068115234
2022-07-05,48.189998626708984
2022-07-06,48.29999923706055
2022-07-07,49.220001220703125
2022-07-08,49.29999923706055
2022-07-11,48.560001373291016
2022-07-12,48.060001373291016
2022-07-13,47.88999938964844
2022-07-14,47.90999984741211
2022-07-15,48.709999084472656
2022-07-18,48.29999923706055
2022-07-19,49.619998931884766
2022-07-20,50.029998779296875
2022-07-21,50.540000915527344
2022-07-22,50.0
2022-07-25,50.04999923706055
2022-07-26,49.29999923706055
2022-07-27,50.900001525878906
2022-07-28,51.599998474121094
2022-07-29,52.439998626708984
2022-08-01,52.2400016784668
2022-08-02,51.959999084472656
2022-08-03,52.869998931884766
2022-08-04,53.09000015258789
2022-08-05,52.90999984741211
2022-08-08,52.86000061035156
2022-08-09,52.529998779296875
2022-08-10,53.790000915527344
2022-08-11,53.650001525878906
2022-08-12,54.63999938964844
2022-08-15,54.91999816894531
2022-08-16,55.0099983215332
2022-08-17,54.59000015258789
2022-08-18,54.70000076293945
2022-08-19,53.970001220703125
2022-08-22,52.95000076293945
2022-08-23,52.90999984741211
2022-08-24,53.0
2022-08-25,53.709999084472656
2022-08-26,51.90999984741211
2022-08-29,51.52000045776367
2022-08-30,51.02000045776367
2022-08-31,50.63999938964844
2022-09-01,50.72999954223633
2022-09-02,50.20000076293945
