Date,DOXIX
2022-05-02,12.760000228881836
2022-05-03,12.779999732971191
2022-05-04,12.84000015258789
2022-05-05,12.770000457763672
2022-05-06,12.720000267028809
2022-05-09,12.739999771118164
2022-05-10,12.770000457763672
2022-05-11,12.800000190734863
2022-05-12,12.800000190734863
2022-05-13,12.779999732971191
2022-05-16,12.800000190734863
2022-05-17,12.739999771118164
2022-05-18,12.760000228881836
2022-05-19,12.770000457763672
2022-05-20,12.8100004196167
2022-05-23,12.779999732971191
2022-05-24,12.850000381469727
2022-05-25,12.899999618530273
2022-05-26,12.930000305175781
2022-05-27,12.960000038146973
2022-05-31,12.920000076293945
2022-06-01,12.880000114440918
2022-06-02,12.890000343322754
2022-06-03,12.880000114440918
2022-06-06,12.819999694824219
2022-06-07,12.84000015258789
2022-06-08,12.819999694824219
2022-06-09,12.800000190734863
2022-06-10,12.699999809265137
2022-06-13,12.510000228881836
2022-06-14,12.449999809265137
2022-06-15,12.5600004196167
2022-06-16,12.550000190734863
2022-06-17,12.550000190734863
2022-06-21,12.529999732971191
2022-06-22,12.59000015258789
2022-06-23,12.619999885559082
2022-06-24,12.609999656677246
2022-06-27,12.5
2022-06-28,12.479999542236328
2022-06-29,12.529999732971191
2022-06-30,12.5600004196167
2022-07-01,12.630000114440918
2022-07-05,12.649999618530273
2022-07-06,12.600000381469727
2022-07-07,12.59000015258789
2022-07-08,12.569999694824219
2022-07-11,12.609999656677246
2022-07-12,12.609999656677246
2022-07-13,12.630000114440918
2022-07-14,12.59000015258789
2022-07-15,12.630000114440918
2022-07-18,12.630000114440918
2022-07-19,12.630000114440918
2022-07-20,12.630000114440918
2022-07-21,12.699999809265137
2022-07-22,12.779999732971191
2022-07-25,12.760000228881836
2022-07-26,12.75
2022-07-27,12.779999732971191
2022-07-28,12.859999656677246
2022-07-29,12.890000343322754
2022-08-01,12.9399995803833
2022-08-02,12.829999923706055
2022-08-03,12.869999885559082
2022-08-04,12.90999984741211
2022-08-05,12.800000190734863
2022-08-08,12.850000381469727
2022-08-09,12.819999694824219
2022-08-10,12.859999656677246
2022-08-11,12.819999694824219
2022-08-12,12.859999656677246
2022-08-15,12.890000343322754
2022-08-16,12.869999885559082
2022-08-17,12.800000190734863
2022-08-18,12.819999694824219
2022-08-19,12.739999771118164
2022-08-22,12.739999771118164
2022-08-23,12.6899995803833
2022-08-24,12.670000076293945
2022-08-25,12.720000267028809
2022-08-26,12.710000038146973
2022-08-29,12.649999618530273
2022-08-30,12.640000343322754
2022-08-31,12.600000381469727
2022-09-01,12.529999732971191
2022-09-02,12.579999923706055
2022-09-06,12.479999542236328
2022-09-07,12.539999961853027
2022-09-08,12.520000457763672
2022-09-09,12.520000457763672
2022-09-12,12.520000457763672
2022-09-13,12.460000038146973
2022-09-14,12.460000038146973
2022-09-15,12.430000305175781
2022-09-16,12.40999984741211
2022-09-19,12.390000343322754
2022-09-20,12.350000381469727
2022-09-21,12.380000114440918
2022-09-22,12.260000228881836
2022-09-23,12.220000267028809
2022-09-26,12.079999923706055
2022-09-27,11.930000305175781
2022-09-28,12.0600004196167
2022-09-29,11.989999771118164
2022-09-30,11.970000267028809
2022-10-03,12.069999694824219
2022-10-04,12.119999885559082
2022-10-05,12.050000190734863
2022-10-06,12.020000457763672
2022-10-07,11.970000267028809
2022-10-10,11.930000305175781
2022-10-11,11.90999984741211
2022-10-12,11.90999984741211
2022-10-13,11.850000381469727
2022-10-14,11.8100004196167
2022-10-17,11.829999923706055
2022-10-18,11.859999656677246
2022-10-19,11.770000457763672
2022-10-20,11.699999809265137
2022-10-21,11.699999809265137
2022-10-24,11.699999809265137
2022-10-25,11.8100004196167
2022-10-26,11.859999656677246
2022-10-27,11.90999984741211
2022-10-28,11.890000343322754
2022-10-31,11.850000381469727
2022-11-01,11.880000114440918
2022-11-02,11.869999885559082
2022-11-03,11.8100004196167
2022-11-04,11.819999694824219
2022-11-07,11.800000190734863
2022-11-08,11.850000381469727
2022-11-09,11.859999656677246
2022-11-10,12.09000015258789
2022-11-11,12.09000015258789
2022-11-14,12.100000381469727
2022-11-15,12.180000305175781
2022-11-16,12.239999771118164
2022-11-17,12.1899995803833
2022-11-18,12.1899995803833
2022-11-21,12.1899995803833
2022-11-22,12.239999771118164
2022-11-23,12.3100004196167
2022-11-25,12.3100004196167
2022-11-28,12.300000190734863
2022-11-29,12.260000228881836
2022-11-30,12.329999923706055
2022-12-01,12.449999809265137
2022-12-02,12.489999771118164
2022-12-05,12.40999984741211
2022-12-06,12.4399995803833
2022-12-07,12.529999732971191
2022-12-08,12.520000457763672
2022-12-09,12.460000038146973
2022-12-12,12.470000267028809
2022-12-13,12.5600004196167
2022-12-14,12.579999923706055
2022-12-15,12.59000015258789
2022-12-16,12.550000190734863
2022-12-19,12.380000114440918
2022-12-20,12.300000190734863
2022-12-21,12.34000015258789
2022-12-22,12.329999923706055
2022-12-23,12.300000190734863
2022-12-27,12.229999542236328
2022-12-28,12.199999809265137
2022-12-29,12.239999771118164
2022-12-30,12.199999809265137
2023-01-03,12.260000228881836
2023-01-04,12.329999923706055
2023-01-05,12.3100004196167
2023-01-06,12.4399995803833
2023-01-09,12.489999771118164
2023-01-10,12.4399995803833
2023-01-11,12.520000457763672
2023-01-12,12.609999656677246
2023-01-13,12.569999694824219
2023-01-17,12.569999694824219
2023-01-18,12.6899995803833
2023-01-19,12.65999984741211
2023-01-20,12.609999656677246
2023-01-23,12.600000381469727
2023-01-24,12.640000343322754
2023-01-25,12.65999984741211
2023-01-26,12.640000343322754
2023-01-27,12.640000343322754
2023-01-30,12.609999656677246
2023-01-31,12.649999618530273
2023-02-01,12.729999542236328
2023-02-02,12.760000228881836
2023-02-03,12.680000305175781
2023-02-06,12.600000381469727
