Date,RWMFX
2022-02-28,57.310001373291016
2022-03-01,56.540000915527344
2022-03-02,57.63999938964844
2022-03-03,57.529998779296875
2022-03-04,57.59000015258789
2022-03-07,56.290000915527344
2022-03-08,55.720001220703125
2022-03-09,56.84000015258789
2022-03-10,56.77000045776367
2022-03-11,56.22999954223633
2022-03-14,56.189998626708984
2022-03-15,57.04999923706055
2022-03-16,57.59000015258789
2022-03-17,58.25
2022-03-18,58.58000183105469
2022-03-21,58.63999938964844
2022-03-22,58.9900016784668
2022-03-23,58.400001525878906
2022-03-24,59.18000030517578
2022-03-25,59.540000915527344
2022-03-28,59.630001068115234
2022-03-29,60.0
2022-03-30,59.900001525878906
2022-03-31,59.04999923706055
2022-04-01,59.25
2022-04-04,59.36000061035156
2022-04-05,58.90999984741211
2022-04-06,58.84000015258789
2022-04-07,59.16999816894531
2022-04-08,59.290000915527344
2022-04-11,58.54999923706055
2022-04-12,58.38999938964844
2022-04-13,58.86000061035156
2022-04-14,58.41999816894531
2022-04-18,58.459999084472656
2022-04-19,59.04999923706055
2022-04-20,59.349998474121094
2022-04-21,58.560001373291016
2022-04-22,57.150001525878906
2022-04-25,57.2599983215332
2022-04-26,56.02000045776367
2022-04-27,56.349998474121094
2022-04-28,57.2400016784668
2022-04-29,55.4900016784668
2022-05-02,55.66999816894531
2022-05-03,56.04999923706055
2022-05-04,57.5
2022-05-05,55.97999954223633
2022-05-06,55.95000076293945
2022-05-09,54.40999984741211
2022-05-10,54.54999923706055
2022-05-11,54.08000183105469
2022-05-12,54.06999969482422
2022-05-13,54.9900016784668
2022-05-16,55.06999969482422
2022-05-17,56.02000045776367
2022-05-18,54.099998474121094
2022-05-19,53.75
2022-05-20,53.91999816894531
2022-05-23,54.65999984741211
2022-05-24,54.72999954223633
2022-05-25,55.150001525878906
2022-05-26,56.0
2022-05-27,57.060001373291016
2022-05-31,56.63999938964844
2022-06-01,56.2400016784668
2022-06-02,56.810001373291016
2022-06-03,56.220001220703125
2022-06-06,56.29999923706055
2022-06-07,56.93000030517578
2022-06-08,56.279998779296875
2022-06-09,55.13999938964844
2022-06-10,53.939998626708984
2022-06-13,52.189998626708984
2022-06-14,51.880001068115234
2022-06-15,50.59000015258789
2022-06-16,49.16999816894531
2022-06-17,49.0099983215332
2022-06-21,50.20000076293945
2022-06-22,50.09000015258789
2022-06-23,50.29999923706055
2022-06-24,51.540000915527344
2022-06-27,51.619998931884766
2022-06-28,50.9900016784668
2022-06-29,50.90999984741211
2022-06-30,50.68000030517578
2022-07-01,51.029998779296875
2022-07-05,50.58000183105469
2022-07-06,50.810001373291016
2022-07-07,51.400001525878906
2022-07-08,51.349998474121094
2022-07-11,50.93000030517578
2022-07-12,50.5
2022-07-13,50.209999084472656
2022-07-14,49.900001525878906
2022-07-15,50.84000015258789
2022-07-18,50.470001220703125
2022-07-19,51.709999084472656
2022-07-20,51.650001525878906
2022-07-21,51.88999938964844
2022-07-22,51.599998474121094
2022-07-25,51.900001525878906
2022-07-26,51.59000015258789
2022-07-27,52.400001525878906
2022-07-28,52.83000183105469
2022-07-29,53.22999954223633
2022-08-01,53.02000045776367
2022-08-02,52.650001525878906
2022-08-03,53.2599983215332
2022-08-04,53.130001068115234
2022-08-05,53.209999084472656
2022-08-08,53.20000076293945
2022-08-09,53.130001068115234
2022-08-10,53.959999084472656
2022-08-11,54.0
2022-08-12,54.86000061035156
2022-08-15,54.95000076293945
2022-08-16,55.04999923706055
2022-08-17,54.709999084472656
