Date,CEUCX
2022-02-28,54.68000030517578
2022-03-01,53.5
2022-03-02,54.060001373291016
2022-03-03,52.970001220703125
2022-03-04,51.189998626708984
2022-03-07,49.279998779296875
2022-03-08,49.33000183105469
2022-03-09,51.439998626708984
2022-03-10,50.90999984741211
2022-03-11,50.189998626708984
2022-03-14,49.970001220703125
2022-03-15,50.209999084472656
2022-03-16,52.540000915527344
2022-03-17,53.45000076293945
2022-03-18,54.16999816894531
2022-03-21,53.709999084472656
2022-03-22,54.33000183105469
2022-03-23,53.790000915527344
2022-03-24,54.209999084472656
2022-03-25,53.77000045776367
2022-03-28,53.959999084472656
2022-03-29,55.279998779296875
2022-03-30,55.0099983215332
2022-03-31,54.099998474121094
2022-04-01,54.63999938964844
2022-04-04,55.38999938964844
2022-04-05,54.470001220703125
2022-04-06,53.540000915527344
2022-04-07,53.4900016784668
2022-04-08,53.31999969482422
2022-04-11,52.5099983215332
2022-04-12,52.220001220703125
2022-04-13,52.90999984741211
2022-04-14,52.4900016784668
2022-04-18,52.16999816894531
2022-04-19,52.349998474121094
2022-04-20,52.59000015258789
2022-04-21,51.88999938964844
2022-04-22,50.95000076293945
2022-04-25,50.68000030517578
2022-04-26,49.369998931884766
2022-04-27,49.7400016784668
2022-04-28,50.59000015258789
2022-04-29,49.97999954223633
2022-05-02,49.93000030517578
2022-05-03,50.150001525878906
2022-05-04,50.779998779296875
2022-05-05,49.2400016784668
2022-05-06,48.369998931884766
2022-05-09,46.65999984741211
2022-05-10,46.95000076293945
2022-05-11,46.790000915527344
2022-05-12,46.709999084472656
2022-05-13,48.130001068115234
2022-05-16,48.060001373291016
2022-05-17,49.099998474121094
2022-05-18,47.970001220703125
2022-05-19,48.310001373291016
2022-05-20,48.779998779296875
2022-05-23,49.36000061035156
2022-05-24,48.880001068115234
2022-05-25,48.93000030517578
2022-05-26,49.5099983215332
2022-05-27,50.43000030517578
2022-05-31,50.54999923706055
2022-06-01,49.90999984741211
2022-06-02,51.02000045776367
2022-06-03,50.34000015258789
2022-06-06,50.630001068115234
2022-06-07,50.84000015258789
2022-06-08,50.5
2022-06-09,49.439998626708984
2022-06-10,48.279998779296875
2022-06-13,46.220001220703125
2022-06-14,45.810001373291016
2022-06-15,46.560001373291016
2022-06-16,45.220001220703125
2022-06-17,45.2400016784668
2022-06-21,46.0099983215332
2022-06-22,45.47999954223633
2022-06-23,45.349998474121094
2022-06-24,46.709999084472656
2022-06-27,46.720001220703125
2022-06-28,46.38999938964844
2022-06-29,46.130001068115234
2022-06-30,45.77000045776367
2022-07-01,45.720001220703125
2022-07-05,45.20000076293945
2022-07-06,45.060001373291016
2022-07-07,45.869998931884766
2022-07-08,45.880001068115234
2022-07-11,45.06999969482422
2022-07-12,44.849998474121094
2022-07-13,44.83000183105469
2022-07-14,44.5
2022-07-15,45.15999984741211
2022-07-18,45.369998931884766
2022-07-19,46.40999984741211
2022-07-20,46.439998626708984
2022-07-21,46.90999984741211
2022-07-22,46.58000183105469
2022-07-25,46.65999984741211
2022-07-26,46.16999816894531
2022-07-27,47.11000061035156
2022-07-28,47.58000183105469
2022-07-29,48.02000045776367
2022-08-01,48.029998779296875
2022-08-02,47.400001525878906
2022-08-03,47.709999084472656
2022-08-04,48.11000061035156
2022-08-05,47.880001068115234
2022-08-08,48.11000061035156
2022-08-09,47.599998474121094
2022-08-10,48.529998779296875
2022-08-11,48.77000045776367
2022-08-12,49.310001373291016
2022-08-15,49.119998931884766
2022-08-16,48.84000015258789
2022-08-17,48.54999923706055
2022-08-18,48.33000183105469
2022-08-19,47.59000015258789
2022-08-22,46.75
2022-08-23,46.88999938964844
2022-08-24,47.0099983215332
2022-08-25,47.63999938964844
2022-08-26,46.529998779296875
2022-08-29,46.279998779296875
2022-08-30,46.0099983215332
2022-08-31,45.77000045776367
2022-09-01,45.150001525878906
2022-09-02,45.0099983215332
2022-09-06,44.79999923706055
2022-09-07,45.099998474121094
2022-09-08,45.29999923706055
2022-09-09,46.310001373291016
2022-09-12,46.970001220703125
2022-09-13,45.2400016784668
2022-09-14,45.40999984741211
2022-09-15,44.91999816894531
2022-09-16,44.41999816894531
2022-09-19,44.66999816894531
2022-09-20,44.13999938964844
2022-09-21,43.400001525878906
2022-09-22,42.86000061035156
