Date,RIRHX
2022-02-28,68.33000183105469
2022-03-01,67.5199966430664
2022-03-02,68.19000244140625
2022-03-03,67.88999938964844
2022-03-04,67.43000030517578
2022-03-07,66.0999984741211
2022-03-08,65.80000305175781
2022-03-09,66.88999938964844
2022-03-10,66.63999938964844
2022-03-11,66.18000030517578
2022-03-14,65.5
2022-03-15,65.93000030517578
2022-03-16,66.7300033569336
2022-03-17,67.44999694824219
2022-03-18,67.69000244140625
2022-03-21,67.63999938964844
2022-03-22,67.94999694824219
2022-03-23,67.56999969482422
2022-03-24,68.08000183105469
2022-03-25,68.29000091552734
2022-03-28,68.30999755859375
2022-03-29,68.91000366210938
2022-03-30,68.97000122070312
2022-03-31,68.33000183105469
2022-04-01,68.75
2022-04-04,68.83000183105469
2022-04-05,68.41999816894531
2022-04-06,68.47000122070312
2022-04-07,68.48999786376953
2022-04-08,68.66000366210938
2022-04-11,68.12000274658203
2022-04-12,68.0
2022-04-13,68.37000274658203
2022-04-14,68.06999969482422
2022-04-18,67.95999908447266
2022-04-19,68.20999908447266
2022-04-20,68.6500015258789
2022-04-21,68.0999984741211
2022-04-22,67.0999984741211
2022-04-25,66.94000244140625
2022-04-26,66.0
2022-04-27,66.12999725341797
2022-04-28,66.79000091552734
2022-04-29,65.55999755859375
2022-05-02,65.41000366210938
2022-05-03,65.86000061035156
2022-05-04,66.94000244140625
2022-05-05,65.70999908447266
2022-05-06,65.4000015258789
2022-05-09,64.23999786376953
2022-05-10,64.18000030517578
2022-05-11,64.16999816894531
2022-05-12,64.08999633789062
2022-05-13,64.97000122070312
2022-05-16,65.22000122070312
2022-05-17,66.0
2022-05-18,64.87000274658203
2022-05-19,64.62000274658203
2022-05-20,64.93000030517578
2022-05-23,65.47000122070312
2022-05-24,65.7699966430664
2022-05-25,66.16999816894531
2022-05-26,66.56999969482422
2022-05-27,67.29000091552734
2022-05-31,67.06999969482422
2022-06-01,66.62999725341797
2022-06-02,67.16999816894531
2022-06-03,66.66999816894531
2022-06-06,66.69999694824219
2022-06-07,67.16000366210938
2022-06-08,66.47000122070312
2022-06-09,65.44999694824219
2022-06-10,64.41000366210938
2022-06-13,62.220001220703125
2022-06-14,61.720001220703125
2022-06-15,62.38999938964844
2022-06-16,61.2400016784668
2022-06-17,61.0099983215332
2022-06-21,61.97999954223633
2022-06-22,61.83000183105469
2022-06-23,61.900001525878906
2022-06-24,62.970001220703125
2022-06-27,63.04999923706055
2022-06-28,62.79999923706055
2022-06-29,62.65999984741211
2022-06-30,62.40999984741211
2022-07-01,62.790000915527344
2022-07-05,62.09000015258789
2022-07-06,61.91999816894531
2022-07-07,62.43000030517578
2022-07-08,62.40999984741211
2022-07-11,62.040000915527344
2022-07-12,61.869998931884766
2022-07-13,61.66999816894531
2022-07-14,61.150001525878906
2022-07-15,61.900001525878906
2022-07-18,61.7599983215332
2022-07-19,62.720001220703125
2022-07-20,62.4900016784668
2022-07-21,62.77000045776367
2022-07-22,62.84000015258789
2022-07-25,63.119998931884766
2022-07-26,62.93000030517578
2022-07-27,63.54999923706055
2022-07-28,63.95000076293945
2022-07-29,64.13999938964844
2022-08-01,64.11000061035156
2022-08-02,63.68000030517578
2022-08-03,64.0199966430664
2022-08-04,63.970001220703125
2022-08-05,63.88999938964844
2022-08-08,64.0199966430664
2022-08-09,64.0199966430664
2022-08-10,64.66999816894531
2022-08-11,64.70999908447266
2022-08-12,65.2699966430664
2022-08-15,65.30999755859375
2022-08-16,65.37999725341797
2022-08-17,65.0199966430664
2022-08-18,65.05999755859375
2022-08-19,64.6500015258789
2022-08-22,63.86000061035156
2022-08-23,63.790000915527344
2022-08-24,63.84000015258789
2022-08-25,64.41999816894531
2022-08-26,63.38999938964844
2022-08-29,63.150001525878906
2022-08-30,62.63999938964844
2022-08-31,62.310001373291016
2022-09-01,62.15999984741211
2022-09-02,62.0
2022-09-06,61.7400016784668
2022-09-07,62.31999969482422
2022-09-08,62.5
2022-09-09,63.189998626708984
2022-09-12,63.2400016784668
2022-09-13,61.70000076293945
2022-09-14,61.779998779296875
2022-09-15,61.38999938964844
2022-09-16,61.279998779296875
2022-09-19,61.41999816894531
2022-09-20,60.880001068115234
2022-09-21,60.33000183105469
2022-09-22,59.9900016784668
2022-09-23,58.810001373291016
2022-09-26,57.95000076293945
2022-09-27,57.66999816894531
2022-09-28,58.5
2022-09-29,57.7599983215332
2022-09-30,57.29999923706055
2022-10-03,58.45000076293945
2022-10-04,59.75
2022-10-05,59.4900016784668
2022-10-06,58.650001525878906
2022-10-07,57.939998626708984
2022-10-10,57.61000061035156
2022-10-11,57.40999984741211
2022-10-12,57.2400016784668
2022-10-13,58.06999969482422
2022-10-14,57.33000183105469
2022-10-17,58.20000076293945
2022-10-18,58.61000061035156
2022-10-19,58.18000030517578
2022-10-20,57.790000915527344
2022-10-21,58.58000183105469
2022-10-24,58.84000015258789
2022-10-25,59.459999084472656
2022-10-26,59.79999923706055
2022-10-27,59.90999984741211
2022-10-28,60.630001068115234
2022-10-31,60.380001068115234
2022-11-01,60.61000061035156
2022-11-02,59.88999938964844
2022-11-03,59.619998931884766
2022-11-04,60.61000061035156
2022-11-07,60.88999938964844
2022-11-08,61.2400016784668
2022-11-09,60.66999816894531
2022-11-10,62.59000015258789
2022-11-11,62.869998931884766
2022-11-14,62.54999923706055
2022-11-15,63.0099983215332
2022-11-16,62.900001525878906
2022-11-17,62.779998779296875
2022-11-18,63.029998779296875
2022-11-21,63.06999969482422
2022-11-22,63.66999816894531
2022-11-23,63.93000030517578
2022-11-25,64.12000274658203
2022-11-28,63.470001220703125
2022-11-29,63.630001068115234
2022-11-30,64.76000213623047
2022-12-01,65.02999877929688
2022-12-02,65.05999755859375
2022-12-05,64.38999938964844
2022-12-06,64.06999969482422
2022-12-07,64.08000183105469
2022-12-08,64.30000305175781
2022-12-09,64.18000030517578
2022-12-12,64.55000305175781
2022-12-13,64.94999694824219
2022-12-14,64.88999938964844
2022-12-15,64.02999877929688
2022-12-16,62.63999938964844
2022-12-19,62.5
2022-12-20,62.47999954223633
2022-12-21,63.08000183105469
2022-12-22,62.7400016784668
2022-12-23,62.97999954223633
2022-12-27,63.029998779296875
2022-12-28,62.54999923706055
2022-12-29,63.09000015258789
2022-12-30,62.880001068115234
2023-01-03,62.86000061035156
2023-01-04,63.369998931884766
2023-01-05,63.02000045776367
2023-01-06,64.20999908447266
2023-01-09,64.16999816894531
2023-01-10,64.18000030517578
2023-01-11,64.52999877929688
2023-01-12,64.91000366210938
2023-01-13,64.94000244140625
2023-01-17,64.86000061035156
2023-01-18,64.30999755859375
2023-01-19,64.1500015258789
2023-01-20,64.61000061035156
2023-01-23,64.75
2023-01-24,64.88999938964844
2023-01-25,65.0199966430664
2023-01-26,65.31999969482422
2023-01-27,65.13999938964844
2023-01-30,64.81999969482422
2023-01-31,65.29000091552734
2023-02-01,65.54000091552734
2023-02-02,65.37999725341797
2023-02-03,64.86000061035156
2023-02-06,64.52999877929688
2023-02-07,64.80999755859375
2023-02-08,64.61000061035156
2023-02-09,64.3499984741211
2023-02-10,64.58999633789062
2023-02-13,65.02999877929688
2023-02-14,64.8499984741211
2023-02-15,64.73999786376953
2023-02-16,64.37000274658203
2023-02-17,64.41999816894531
2023-02-21,63.869998931884766
2023-02-22,63.630001068115234
2023-02-23,63.7599983215332
2023-02-24,63.279998779296875
2023-02-27,63.52000045776367
2023-02-28,63.27000045776367
2023-03-01,63.290000915527344
2023-03-02,63.459999084472656
2023-03-03,64.08000183105469
2023-03-06,64.0
2023-03-07,63.15999984741211
2023-03-08,63.209999084472656
2023-03-09,62.68000030517578
2023-03-10,62.38999938964844
2023-03-13,61.91999816894531
2023-03-14,62.2599983215332
2023-03-15,61.58000183105469
2023-03-16,61.97999954223633
2023-03-17,61.56999969482422
2023-03-20,62.11000061035156
2023-03-21,62.40999984741211
2023-03-22,62.06999969482422
2023-03-23,62.06999969482422
2023-03-24,62.22999954223633
2023-03-27,62.33000183105469
2023-03-28,62.5099983215332
2023-03-29,62.970001220703125
2023-03-30,63.29999923706055
2023-03-31,63.720001220703125
2023-04-03,64.05999755859375
2023-04-04,63.97999954223633
2023-04-05,64.08999633789062
2023-04-06,64.23999786376953
2023-04-10,64.1500015258789
2023-04-11,64.37999725341797
2023-04-12,64.4800033569336
2023-04-13,64.80000305175781
2023-04-14,64.5199966430664
2023-04-17,64.62999725341797
2023-04-18,64.76000213623047
2023-04-19,64.86000061035156
2023-04-20,64.69999694824219
2023-04-21,64.70999908447266
2023-04-24,64.87999725341797
2023-04-25,64.52999877929688
2023-04-26,64.22000122070312
2023-04-27,64.54000091552734
2023-04-28,64.91000366210938
2023-05-01,64.75
2023-05-02,64.0999984741211
2023-05-03,63.95000076293945
2023-05-04,63.79999923706055
2023-05-05,64.43000030517578
2023-05-08,64.30000305175781
2023-05-09,64.12999725341797
2023-05-10,64.11000061035156
2023-05-11,63.83000183105469
2023-05-12,63.689998626708984
2023-05-15,63.88999938964844
2023-05-16,63.31999969482422
2023-05-17,63.529998779296875
2023-05-18,63.43000030517578
2023-05-19,63.52000045776367
2023-05-22,63.47999954223633
2023-05-23,63.220001220703125
2023-05-24,62.709999084472656
2023-05-25,62.470001220703125
2023-05-26,63.0099983215332
2023-05-30,62.83000183105469
2023-05-31,62.61000061035156
2023-06-01,62.939998626708984
2023-06-02,63.630001068115234
2023-06-05,63.470001220703125
2023-06-06,63.599998474121094
2023-06-07,63.68000030517578
2023-06-08,64.0
2023-06-09,63.869998931884766
2023-06-12,63.560001373291016
2023-06-13,63.75
2023-06-14,63.90999984741211
2023-06-15,64.51000213623047
2023-06-16,64.44999694824219
2023-06-20,64.05000305175781
2023-06-21,64.05000305175781
2023-06-22,63.77000045776367
2023-06-23,63.349998474121094
2023-06-26,63.4900016784668
2023-06-27,63.779998779296875
2023-06-28,63.689998626708984
2023-06-29,63.7599983215332
2023-06-30,64.20999908447266
2023-07-03,64.36000061035156
2023-07-05,64.05000305175781
2023-07-06,63.380001068115234
2023-07-07,63.36000061035156
2023-07-10,63.61000061035156
2023-07-11,64.06999969482422
2023-07-12,64.63999938964844
2023-07-13,65.19000244140625
2023-07-14,64.97000122070312
2023-07-17,64.91000366210938
2023-07-18,65.0999984741211
2023-07-19,65.33000183105469
2023-07-20,65.41000366210938
2023-07-21,65.58000183105469
2023-07-24,65.62999725341797
2023-07-25,65.61000061035156
2023-07-26,65.62999725341797
2023-07-27,65.26000213623047
2023-07-28,65.55999755859375
2023-07-31,65.55000305175781
2023-08-01,65.19999694824219
2023-08-02,64.55000305175781
2023-08-03,64.25
2023-08-04,64.33000183105469
2023-08-07,64.70999908447266
2023-08-08,64.4000015258789
2023-08-09,64.44000244140625
2023-08-10,64.37999725341797
2023-08-11,64.16999816894531
2023-08-14,64.05999755859375
2023-08-15,63.459999084472656
2023-08-16,63.150001525878906
2023-08-17,62.95000076293945
2023-08-18,63.0
2023-08-21,63.0
2023-08-22,62.880001068115234
2023-08-23,63.33000183105469
2023-08-24,62.88999938964844
2023-08-25,63.09000015258789
2023-08-28,63.380001068115234
2023-08-29,64.05000305175781
2023-08-30,64.08999633789062
2023-08-31,63.93000030517578
2023-09-01,63.79999923706055
2023-09-05,63.31999969482422
2023-09-06,63.09000015258789
2023-09-07,63.06999969482422
2023-09-08,63.220001220703125
2023-09-11,62.93000030517578
2023-09-12,62.95000076293945
2023-09-13,63.0099983215332
2023-09-14,63.540000915527344
2023-09-15,63.27000045776367
2023-09-18,63.220001220703125
2023-09-19,63.11000061035156
2023-09-20,63.0
2023-09-21,62.25
2023-09-22,62.150001525878906
2023-09-25,61.9900016784668
2023-09-26,61.439998626708984
2023-09-27,61.29999923706055
2023-09-28,61.58000183105469
2023-09-29,61.400001525878906
2023-10-02,60.75
2023-10-03,60.150001525878906
2023-10-04,60.279998779296875
2023-10-05,60.36000061035156
2023-10-06,60.720001220703125
2023-10-09,61.20000076293945
2023-10-10,61.63999938964844
2023-10-11,61.84000015258789
2023-10-12,61.459999084472656
2023-10-13,61.41999816894531
2023-10-16,61.77000045776367
2023-10-17,61.709999084472656
2023-10-18,61.20000076293945
2023-10-19,60.720001220703125
2023-10-20,60.380001068115234
2023-10-23,60.25
2023-10-24,60.560001373291016
2023-10-25,60.2599983215332
2023-10-26,60.150001525878906
2023-10-27,59.619998931884766
2023-10-30,60.08000183105469
2023-10-31,60.2400016784668
2023-11-01,60.689998626708984
2023-11-02,61.650001525878906
2023-11-03,62.130001068115234
2023-11-06,61.93000030517578
2023-11-07,61.77000045776367
2023-11-08,61.720001220703125
