Date,SMCFX
2022-02-28,70.61000061035156
2022-03-01,69.41000366210938
2022-03-02,70.41000366210938
2022-03-03,68.83000183105469
2022-03-04,66.97000122070312
2022-03-07,64.5199966430664
2022-03-08,64.62000274658203
2022-03-09,67.12999725341797
2022-03-10,66.55000305175781
2022-03-11,65.5
2022-03-14,64.37999725341797
2022-03-15,65.08999633789062
2022-03-16,67.8499984741211
2022-03-17,68.97000122070312
2022-03-18,70.19000244140625
2022-03-21,69.30000305175781
2022-03-22,69.95999908447266
2022-03-23,68.9800033569336
2022-03-24,69.44000244140625
2022-03-25,68.97000122070312
2022-03-28,69.01000213623047
2022-03-29,71.13999938964844
2022-03-30,70.48999786376953
2022-03-31,69.5199966430664
2022-04-01,70.16999816894531
2022-04-04,70.94999694824219
2022-04-05,69.87999725341797
2022-04-06,68.54000091552734
2022-04-07,68.33999633789062
2022-04-08,67.87999725341797
2022-04-11,67.05000305175781
2022-04-12,66.88999938964844
2022-04-13,67.9800033569336
2022-04-14,67.36000061035156
2022-04-18,66.73999786376953
2022-04-19,67.72000122070312
2022-04-20,67.69999694824219
2022-04-21,66.44999694824219
2022-04-22,64.94999694824219
2022-04-25,65.26000213623047
2022-04-26,63.11000061035156
2022-04-27,63.0099983215332
2022-04-28,63.970001220703125
2022-04-29,62.810001373291016
2022-05-02,63.130001068115234
2022-05-03,63.209999084472656
2022-05-04,64.45999908447266
2022-05-05,61.90999984741211
2022-05-06,60.56999969482422
2022-05-09,58.099998474121094
2022-05-10,58.189998626708984
2022-05-11,57.36000061035156
2022-05-12,57.72999954223633
2022-05-13,59.91999816894531
2022-05-16,59.459999084472656
2022-05-17,60.77000045776367
2022-05-18,58.86000061035156
2022-05-19,59.40999984741211
2022-05-20,59.66999816894531
2022-05-23,60.31999969482422
2022-05-24,59.22999954223633
2022-05-25,59.650001525878906
2022-05-26,60.7599983215332
2022-05-27,62.09000015258789
2022-05-31,61.880001068115234
2022-06-01,61.13999938964844
2022-06-02,62.650001525878906
2022-06-03,61.81999969482422
2022-06-06,62.08000183105469
2022-06-07,62.349998474121094
2022-06-08,61.79999923706055
2022-06-09,60.41999816894531
2022-06-10,58.81999969482422
2022-06-13,56.189998626708984
2022-06-14,55.81999969482422
2022-06-15,56.689998626708984
2022-06-16,54.540000915527344
2022-06-17,55.09000015258789
2022-06-21,55.869998931884766
2022-06-22,55.529998779296875
2022-06-23,56.20000076293945
2022-06-24,57.869998931884766
2022-06-27,57.91999816894531
2022-06-28,57.04999923706055
2022-06-29,56.599998474121094
2022-06-30,56.099998474121094
2022-07-01,56.4900016784668
2022-07-05,56.630001068115234
2022-07-06,56.5
2022-07-07,57.68000030517578
2022-07-08,57.7400016784668
2022-07-11,56.59000015258789
2022-07-12,56.189998626708984
2022-07-13,56.040000915527344
2022-07-14,55.560001373291016
2022-07-15,56.400001525878906
2022-07-18,56.61000061035156
2022-07-19,57.95000076293945
2022-07-20,58.59000015258789
2022-07-21,59.279998779296875
2022-07-22,58.75
2022-07-25,58.79999923706055
2022-07-26,57.9900016784668
2022-07-27,59.310001373291016
2022-07-28,60.04999923706055
2022-07-29,60.65999984741211
2022-08-01,60.75
2022-08-02,60.349998474121094
2022-08-03,61.16999816894531
2022-08-04,61.439998626708984
2022-08-05,61.5099983215332
2022-08-08,61.91999816894531
2022-08-09,60.959999084472656
2022-08-10,62.63999938964844
2022-08-11,62.720001220703125
2022-08-12,63.5
2022-08-15,63.41999816894531
2022-08-16,63.31999969482422
2022-08-17,62.5099983215332
2022-08-18,62.66999816894531
2022-08-19,61.369998931884766
2022-08-22,60.150001525878906
2022-08-23,60.27000045776367
2022-08-24,60.66999816894531
2022-08-25,61.54999923706055
2022-08-26,59.77000045776367
2022-08-29,59.380001068115234
2022-08-30,58.95000076293945
2022-08-31,58.7599983215332
2022-09-01,57.959999084472656
