Date,RWIBX
2022-02-28,57.58000183105469
2022-03-01,56.470001220703125
2022-03-02,57.290000915527344
2022-03-03,56.63999938964844
2022-03-04,55.709999084472656
2022-03-07,54.0
2022-03-08,53.75
2022-03-09,55.33000183105469
2022-03-10,55.099998474121094
2022-03-11,54.380001068115234
2022-03-14,53.93000030517578
2022-03-15,54.4900016784668
2022-03-16,56.11000061035156
2022-03-17,56.970001220703125
2022-03-18,57.56999969482422
2022-03-21,57.36000061035156
2022-03-22,57.959999084472656
2022-03-23,57.33000183105469
2022-03-24,57.880001068115234
2022-03-25,57.869998931884766
2022-03-28,57.95000076293945
2022-03-29,58.81999969482422
2022-03-30,58.65999984741211
2022-03-31,57.83000183105469
2022-04-01,58.2400016784668
2022-04-04,58.75
2022-04-05,57.90999984741211
2022-04-06,57.310001373291016
2022-04-07,57.369998931884766
2022-04-08,57.43000030517578
2022-04-11,56.63999938964844
2022-04-12,56.369998931884766
2022-04-13,57.08000183105469
2022-04-14,56.540000915527344
2022-04-18,56.34000015258789
2022-04-19,56.790000915527344
2022-04-20,56.790000915527344
2022-04-21,56.0
2022-04-22,54.72999954223633
2022-04-25,54.560001373291016
2022-04-26,53.08000183105469
2022-04-27,53.34000015258789
2022-04-28,54.29999923706055
2022-04-29,53.150001525878906
2022-05-02,53.290000915527344
2022-05-03,53.619998931884766
2022-05-04,54.7400016784668
2022-05-05,53.20000076293945
2022-05-06,52.650001525878906
2022-05-09,50.939998626708984
2022-05-10,51.16999816894531
2022-05-11,50.900001525878906
2022-05-12,50.79999923706055
2022-05-13,52.16999816894531
2022-05-16,52.18000030517578
2022-05-17,53.27000045776367
2022-05-18,51.810001373291016
2022-05-19,51.810001373291016
2022-05-20,52.06999969482422
2022-05-23,52.81999969482422
2022-05-24,52.58000183105469
2022-05-25,52.880001068115234
2022-05-26,53.63999938964844
2022-05-27,54.70000076293945
2022-05-31,54.56999969482422
2022-06-01,54.060001373291016
2022-06-02,54.97999954223633
2022-06-03,54.2599983215332
2022-06-06,54.43000030517578
2022-06-07,54.810001373291016
2022-06-08,54.25
2022-06-09,53.04999923706055
2022-06-10,51.720001220703125
2022-06-13,49.54999923706055
2022-06-14,49.20000076293945
2022-06-15,49.970001220703125
2022-06-16,48.43000030517578
2022-06-17,48.27000045776367
2022-06-21,49.189998626708984
2022-06-22,48.779998779296875
2022-06-23,48.790000915527344
2022-06-24,50.09000015258789
2022-06-27,50.130001068115234
2022-06-28,49.66999816894531
2022-06-29,49.459999084472656
2022-06-30,48.95000076293945
2022-07-01,49.119998931884766
2022-07-05,48.5099983215332
2022-07-06,48.38999938964844
2022-07-07,49.310001373291016
2022-07-08,49.369998931884766
2022-07-11,48.56999969482422
2022-07-12,48.209999084472656
2022-07-13,48.06999969482422
2022-07-14,47.630001068115234
2022-07-15,48.41999816894531
2022-07-18,48.380001068115234
2022-07-19,49.59000015258789
2022-07-20,49.54999923706055
2022-07-21,49.91999816894531
2022-07-22,49.599998474121094
2022-07-25,49.849998474121094
2022-07-26,49.459999084472656
2022-07-27,50.47999954223633
2022-07-28,50.95000076293945
2022-07-29,51.380001068115234
2022-08-01,51.290000915527344
2022-08-02,50.83000183105469
2022-08-03,51.290000915527344
2022-08-04,51.41999816894531
2022-08-05,51.43000030517578
2022-08-08,51.619998931884766
2022-08-09,51.33000183105469
2022-08-10,52.2599983215332
2022-08-11,52.400001525878906
2022-08-12,53.099998474121094
2022-08-15,53.02000045776367
2022-08-16,53.06999969482422
2022-08-17,52.689998626708984
2022-08-18,52.63999938964844
2022-08-19,52.04999923706055
2022-08-22,51.09000015258789
2022-08-23,51.20000076293945
2022-08-24,51.27000045776367
2022-08-25,52.0
2022-08-26,50.650001525878906
2022-08-29,50.380001068115234
2022-08-30,49.880001068115234
2022-08-31,49.59000015258789
2022-09-01,49.31999969482422
2022-09-02,49.099998474121094
2022-09-06,48.91999816894531
2022-09-07,49.40999984741211
2022-09-08,49.72999954223633
2022-09-09,50.66999816894531
2022-09-12,51.119998931884766
2022-09-13,49.349998474121094
2022-09-14,49.470001220703125
2022-09-15,49.02000045776367
2022-09-16,48.68000030517578
2022-09-19,48.95000076293945
2022-09-20,48.369998931884766
2022-09-21,47.540000915527344
2022-09-22,47.2599983215332
2022-09-23,46.13999938964844
2022-09-26,45.54999923706055
2022-09-27,45.459999084472656
2022-09-28,46.27000045776367
2022-09-29,45.54999923706055
2022-09-30,45.220001220703125
2022-10-03,46.369998931884766
2022-10-04,47.939998626708984
2022-10-05,47.81999969482422
2022-10-06,47.2400016784668
2022-10-07,46.29999923706055
2022-10-10,45.91999816894531
2022-10-11,45.439998626708984
2022-10-12,45.29999923706055
2022-10-13,46.119998931884766
2022-10-14,45.2599983215332
2022-10-17,46.2599983215332
2022-10-18,46.650001525878906
2022-10-19,46.31999969482422
2022-10-20,46.11000061035156
2022-10-21,47.099998474121094
2022-10-24,47.20000076293945
2022-10-25,47.880001068115234
2022-10-26,48.02000045776367
2022-10-27,47.72999954223633
2022-10-28,48.33000183105469
2022-10-31,48.08000183105469
2022-11-01,48.31999969482422
2022-11-02,47.45000076293945
2022-11-03,47.119998931884766
2022-11-04,48.349998474121094
2022-11-07,48.779998779296875
2022-11-08,49.16999816894531
2022-11-09,48.380001068115234
2022-11-10,50.540000915527344
2022-11-11,51.290000915527344
2022-11-14,51.0
2022-11-15,51.4900016784668
2022-11-16,51.18000030517578
2022-11-17,51.04999923706055
2022-11-18,51.20000076293945
2022-11-21,50.86000061035156
2022-11-22,51.4900016784668
2022-11-23,51.83000183105469
2022-11-25,51.959999084472656
2022-11-28,51.20000076293945
2022-11-29,51.45000076293945
2022-11-30,52.84000015258789
2022-12-01,53.0
2022-12-02,52.95000076293945
2022-12-05,52.18000030517578
2022-12-06,51.72999954223633
2022-12-07,51.59000015258789
2022-12-08,52.02000045776367
2022-12-09,51.91999816894531
2022-12-12,52.25
2022-12-13,52.43000030517578
2022-12-14,52.380001068115234
2022-12-15,51.18000030517578
2022-12-16,50.65999984741211
2022-12-19,50.40999984741211
2022-12-20,50.540000915527344
2022-12-21,51.16999816894531
2022-12-22,50.61000061035156
2022-12-23,50.84000015258789
2022-12-27,50.849998474121094
2022-12-28,50.31999969482422
2022-12-29,51.08000183105469
2022-12-30,50.849998474121094
2023-01-03,50.779998779296875
2023-01-04,51.22999954223633
2023-01-05,50.900001525878906
2023-01-06,52.09000015258789
2023-01-09,52.310001373291016
2023-01-10,52.5
2023-01-11,52.959999084472656
2023-01-12,53.369998931884766
2023-01-13,53.65999984741211
2023-01-17,53.540000915527344
2023-01-18,53.11000061035156
2023-01-19,52.86000061035156
2023-01-20,53.54999923706055
2023-01-23,53.939998626708984
2023-01-24,54.0
2023-01-25,54.11000061035156
2023-01-26,54.47999954223633
2023-01-27,54.36000061035156
2023-01-30,53.880001068115234
2023-01-31,54.29999923706055
2023-02-01,54.72999954223633
2023-02-02,54.86000061035156
2023-02-03,54.369998931884766
2023-02-06,53.86000061035156
2023-02-07,54.31999969482422
2023-02-08,54.04999923706055
2023-02-09,53.880001068115234
2023-02-10,53.83000183105469
2023-02-13,54.290000915527344
2023-02-14,54.310001373291016
2023-02-15,54.22999954223633
2023-02-16,53.810001373291016
2023-02-17,53.619998931884766
2023-02-21,52.900001525878906
2023-02-22,52.63999938964844
2023-02-23,52.83000183105469
2023-02-24,52.150001525878906
2023-02-27,52.45000076293945
2023-02-28,52.27000045776367
2023-03-01,52.47999954223633
2023-03-02,52.779998779296875
2023-03-03,53.560001373291016
2023-03-06,53.439998626708984
2023-03-07,52.63999938964844
2023-03-08,52.75
2023-03-09,52.18000030517578
2023-03-10,51.54999923706055
2023-03-13,51.20000076293945
2023-03-14,51.849998474121094
2023-03-15,50.81999969482422
2023-03-16,51.59000015258789
2023-03-17,51.220001220703125
2023-03-20,51.709999084472656
2023-03-21,52.29999923706055
2023-03-22,51.91999816894531
2023-03-23,52.13999938964844
2023-03-24,52.029998779296875
2023-03-27,52.209999084472656
2023-03-28,52.290000915527344
2023-03-29,52.900001525878906
2023-03-30,53.33000183105469
2023-03-31,53.810001373291016
2023-04-03,54.150001525878906
2023-04-04,53.90999984741211
2023-04-05,53.650001525878906
2023-04-06,53.790000915527344
2023-04-10,53.779998779296875
2023-04-11,54.060001373291016
2023-04-12,54.11000061035156
2023-04-13,54.7400016784668
2023-04-14,54.560001373291016
2023-04-17,54.560001373291016
2023-04-18,54.79999923706055
