Date,DODGX
2022-07-11,215.0500030517578
2022-07-12,213.91000366210938
2022-07-13,211.97000122070312
2022-07-14,209.52999877929688
2022-07-15,215.0800018310547
2022-07-18,214.1300048828125
2022-07-19,221.1999969482422
2022-07-20,221.24000549316406
2022-07-21,221.97999572753906
2022-07-22,219.92999267578125
2022-07-25,221.38999938964844
2022-07-26,218.8000030517578
2022-07-27,223.3300018310547
2022-07-28,223.52999877929688
2022-07-29,225.2100067138672
2022-08-01,224.52000427246094
2022-08-02,222.58999633789062
2022-08-03,225.6300048828125
2022-08-04,224.5399932861328
2022-08-05,225.39999389648438
2022-08-08,225.63999938964844
2022-08-09,225.39999389648438
2022-08-10,229.47000122070312
2022-08-11,231.08999633789062
2022-08-12,234.58999633789062
2022-08-15,234.3699951171875
2022-08-16,235.1300048828125
2022-08-17,232.19000244140625
2022-08-18,233.3699951171875
2022-08-19,231.67999267578125
2022-08-22,226.63999938964844
2022-08-23,227.22000122070312
2022-08-24,227.9600067138672
2022-08-25,230.8699951171875
2022-08-26,224.11000061035156
2022-08-29,223.38999938964844
2022-08-30,221.42999267578125
2022-08-31,219.6300048828125
2022-09-01,219.5
2022-09-02,217.6199951171875
2022-09-06,215.74000549316406
2022-09-07,218.85000610351562
2022-09-08,220.64999389648438
2022-09-09,224.2899932861328
2022-09-12,226.75
2022-09-13,218.00999450683594
2022-09-14,218.63999938964844
2022-09-15,217.80999755859375
2022-09-16,214.77000427246094
2022-09-19,215.92999267578125
2022-09-20,212.83999633789062
2022-09-21,208.7899932861328
2022-09-22,206.52000427246094
2022-09-23,201.8699951171875
2022-09-26,198.66000366210938
2022-09-27,197.92999267578125
2022-09-28,203.11000061035156
2022-09-29,200.33999633789062
2022-09-30,198.0399932861328
2022-10-03,204.0
2022-10-04,211.27000427246094
2022-10-05,211.02999877929688
2022-10-06,209.3800048828125
2022-10-07,204.97999572753906
2022-10-10,202.8300018310547
2022-10-11,200.94000244140625
2022-10-12,200.3300018310547
2022-10-13,206.55999755859375
2022-10-14,202.8300018310547
2022-10-17,206.5800018310547
2022-10-18,208.47000122070312
2022-10-19,206.89999389648438
2022-10-20,206.1199951171875
2022-10-21,211.3800048828125
2022-10-24,213.47000122070312
2022-10-25,216.9199981689453
2022-10-26,216.9499969482422
2022-10-27,216.4600067138672
2022-10-28,221.80999755859375
2022-10-31,220.67999267578125
2022-11-01,221.6300048828125
2022-11-02,217.41000366210938
2022-11-03,215.10000610351562
2022-11-04,219.0
2022-11-07,221.52000427246094
2022-11-08,222.22999572753906
2022-11-09,217.4499969482422
2022-11-10,226.80999755859375
2022-11-11,229.10000610351562
2022-11-14,226.94000244140625
2022-11-15,228.19000244140625
2022-11-16,225.72000122070312
2022-11-17,225.41000366210938
2022-11-18,227.1699981689453
2022-11-21,226.55999755859375
2022-11-22,230.25
2022-11-23,230.92999267578125
2022-11-25,231.47000122070312
2022-11-28,228.0500030517578
2022-11-29,229.07000732421875
2022-11-30,234.5800018310547
2022-12-01,233.97000122070312
2022-12-02,234.1300048828125
2022-12-05,230.0500030517578
2022-12-06,227.47999572753906
2022-12-07,227.0
2022-12-08,227.33999633789062
2022-12-09,225.80999755859375
2022-12-12,228.86000061035156
2022-12-13,230.05999755859375
2022-12-14,228.07000732421875
2022-12-15,222.8300018310547
2022-12-16,221.0500030517578
2022-12-19,211.83999633789062
2022-12-20,212.3800048828125
2022-12-21,215.22000122070312
2022-12-22,213.35000610351562
2022-12-23,215.0399932861328
2022-12-27,214.80999755859375
2022-12-28,212.42999267578125
2022-12-29,215.6699981689453
2022-12-30,215.7100067138672
2023-01-03,215.64999389648438
2023-01-04,217.99000549316406
2023-01-05,216.42999267578125
2023-01-06,220.8800048828125
2023-01-09,220.3300018310547
2023-01-10,221.74000549316406
2023-01-11,223.3300018310547
2023-01-12,224.6699981689453
2023-01-13,225.55999755859375
2023-01-17,224.9600067138672
2023-01-18,221.77000427246094
2023-01-19,220.35000610351562
2023-01-20,223.83999633789062
2023-01-23,226.19000244140625
2023-01-24,225.7100067138672
2023-01-25,227.39999389648438
2023-01-26,229.66000366210938
2023-01-27,229.02000427246094
2023-01-30,226.6199951171875
2023-01-31,230.0
2023-02-01,231.02000427246094
2023-02-02,232.61000061035156
2023-02-03,230.8800048828125
2023-02-06,229.72000122070312
2023-02-07,232.88999938964844
2023-02-08,230.92999267578125
2023-02-09,229.1999969482422
2023-02-10,230.02000427246094
2023-02-13,231.69000244140625
2023-02-14,231.8699951171875
2023-02-15,231.8300018310547
2023-02-16,229.75999450683594
2023-02-17,229.39999389648438
2023-02-21,225.0500030517578
2023-02-22,224.44000244140625
2023-02-23,225.07000732421875
2023-02-24,223.61000061035156
2023-02-27,223.7100067138672
2023-02-28,222.5
2023-03-01,222.2100067138672
2023-03-02,222.77000427246094
2023-03-03,225.8699951171875
2023-03-06,225.3699951171875
2023-03-07,221.69000244140625
2023-03-08,221.72000122070312
2023-03-09,216.24000549316406
2023-03-10,212.1199951171875
2023-03-13,207.4199981689453
2023-03-14,211.64999389648438
2023-03-15,208.8000030517578
2023-03-16,212.07000732421875
2023-03-17,208.97999572753906
2023-03-20,210.91000366210938
2023-03-21,215.0
2023-03-22,210.5800018310547
2023-03-23,210.1699981689453
2023-03-24,210.69000244140625
2023-03-27,212.83999633789062
2023-03-28,210.57000732421875
2023-03-29,213.3699951171875
2023-03-30,213.83999633789062
2023-03-31,216.47000122070312
2023-04-03,217.80999755859375
2023-04-04,215.6999969482422
2023-04-05,216.0399932861328
2023-04-06,216.92999267578125
2023-04-10,217.8300018310547
2023-04-11,218.77999877929688
2023-04-12,218.0500030517578
2023-04-13,220.27000427246094
2023-04-14,219.8800048828125
2023-04-17,220.42999267578125
2023-04-18,220.35000610351562
2023-04-19,220.4499969482422
2023-04-20,218.72999572753906
2023-04-21,218.75
2023-04-24,219.0399932861328
2023-04-25,215.77000427246094
2023-04-26,213.58999633789062
2023-04-27,217.2899932861328
2023-04-28,218.9499969482422
2023-05-01,218.69000244140625
2023-05-02,215.44000244140625
2023-05-03,213.77000427246094
2023-05-04,211.08999633789062
2023-05-05,215.38999938964844
2023-05-08,214.97999572753906
2023-05-09,214.00999450683594
2023-05-10,213.13999938964844
2023-05-11,213.08999633789062
2023-05-12,212.5500030517578
2023-05-15,214.6699981689453
2023-05-16,212.85000610351562
2023-05-17,216.32000732421875
2023-05-18,217.5399932861328
2023-05-19,217.63999938964844
2023-05-22,218.39999389648438
2023-05-23,217.11000061035156
2023-05-24,214.57000732421875
2023-05-25,214.6699981689453
2023-05-26,216.6199951171875
2023-05-30,215.92999267578125
2023-05-31,213.77000427246094
2023-06-01,215.6199951171875
2023-06-02,220.3300018310547
2023-06-05,219.4499969482422
2023-06-06,221.1300048828125
2023-06-07,222.05999755859375
2023-06-08,222.3800048828125
2023-06-09,222.0
2023-06-12,223.0800018310547
2023-06-13,224.99000549316406
2023-06-14,224.16000366210938
2023-06-15,227.14999389648438
2023-06-16,226.44000244140625
2023-06-20,224.55999755859375
2023-06-21,223.8699951171875
2023-06-22,223.38999938964844
2023-06-23,222.11000061035156
2023-06-26,222.30999755859375
2023-06-27,223.63999938964844
2023-06-28,223.77000427246094
2023-06-29,225.52999877929688
2023-06-30,227.42999267578125
2023-07-03,228.27000427246094
2023-07-05,227.41000366210938
2023-07-06,225.13999938964844
2023-07-07,225.69000244140625
2023-07-10,226.6999969482422
2023-07-11,229.52999877929688
2023-07-12,230.7100067138672
2023-07-13,232.9199981689453
2023-07-14,231.00999450683594
2023-07-17,231.72999572753906
2023-07-18,235.3699951171875
2023-07-19,236.67999267578125
2023-07-20,237.02000427246094
2023-07-21,236.61000061035156
2023-07-24,237.25
2023-07-25,237.24000549316406
2023-07-26,237.60000610351562
2023-07-27,236.6300048828125
2023-07-28,237.6699981689453
2023-07-31,238.64999389648438
2023-08-01,237.69000244140625
2023-08-02,234.64999389648438
2023-08-03,234.6300048828125
2023-08-04,234.88999938964844
2023-08-07,237.49000549316406
2023-08-08,236.9499969482422
2023-08-09,235.8300018310547
2023-08-10,235.92999267578125
2023-08-11,236.3699951171875
2023-08-14,235.7899932861328
2023-08-15,232.8699951171875
2023-08-16,230.4600067138672
2023-08-17,229.3000030517578
2023-08-18,229.3699951171875
2023-08-21,230.17999267578125
2023-08-22,228.5500030517578
2023-08-23,230.27999877929688
2023-08-24,228.3000030517578
2023-08-25,229.17999267578125
2023-08-28,231.3699951171875
2023-08-29,233.75999450683594
2023-08-30,233.82000732421875
2023-08-31,233.0500030517578
2023-09-01,234.25999450683594
2023-09-05,232.47999572753906
2023-09-06,231.49000549316406
2023-09-07,230.75999450683594
2023-09-08,232.22000122070312
2023-09-11,233.35000610351562
2023-09-12,234.02999877929688
2023-09-13,233.27999877929688
2023-09-14,236.0800018310547
2023-09-15,234.27999877929688
2023-09-18,234.07000732421875
2023-09-19,233.7899932861328
2023-09-20,231.9600067138672
2023-09-21,231.9600067138672
2023-09-22,228.11000061035156
2023-09-25,229.0800018310547
2023-09-26,225.2899932861328
2023-09-27,225.7899932861328
2023-09-28,227.14999389648438
2023-09-29,226.3000030517578
2023-10-02,224.3699951171875
2023-10-03,221.1300048828125
2023-10-04,221.5
2023-10-05,221.07000732421875
2023-10-06,223.3000030517578
2023-10-09,224.91000366210938
2023-10-10,226.61000061035156
2023-10-11,227.39999389648438
2023-10-12,225.6300048828125
2023-10-13,225.1199951171875
2023-10-16,228.19000244140625
2023-10-17,228.75999450683594
2023-10-18,225.8699951171875
2023-10-19,222.89999389648438
2023-10-20,220.10000610351562
2023-10-23,218.7100067138672
2023-10-24,220.8800048828125
2023-10-25,218.3300018310547
2023-10-26,217.25999450683594
2023-10-27,213.6300048828125
2023-10-30,216.47999572753906
2023-10-31,218.4199981689453
2023-11-01,219.82000732421875
2023-11-02,223.88999938964844
2023-11-03,226.4199981689453
2023-11-06,225.6199951171875
2023-11-07,224.9499969482422
2023-11-08,225.1300048828125
2023-11-09,222.52000427246094
2023-11-10,225.36000061035156
2023-11-13,224.82000732421875
2023-11-14,228.9199981689453
2023-11-15,229.86000061035156
2023-11-16,229.08999633789062
2023-11-17,230.8800048828125
2023-11-20,231.35000610351562
2023-11-21,231.2100067138672
2023-11-22,232.33999633789062
2023-11-24,233.10000610351562
2023-11-27,232.10000610351562
2023-11-28,232.41000366210938
2023-11-29,233.1699981689453
2023-11-30,234.77000427246094
2023-12-01,237.08999633789062
2023-12-04,236.75
2023-12-05,234.8800048828125
2023-12-06,234.44000244140625
2023-12-07,236.35000610351562
2023-12-08,237.69000244140625
2023-12-11,239.83999633789062
2023-12-12,239.80999755859375
2023-12-13,243.7100067138672
2023-12-14,247.08999633789062
2023-12-15,245.60000610351562
2023-12-18,240.8800048828125
2023-12-19,242.83999633789062
2023-12-20,239.25999450683594
2023-12-21,241.6300048828125
2023-12-22,242.50999450683594
2023-12-26,243.8800048828125
2023-12-27,244.07000732421875
2023-12-28,244.2899932861328
2023-12-29,243.5500030517578
2024-01-02,244.3699951171875
2024-01-03,242.9199981689453
2024-01-04,242.4499969482422
2024-01-05,243.61000061035156
2024-01-08,245.75999450683594
2024-01-09,244.83999633789062
2024-01-10,245.05999755859375
2024-01-11,244.75
2024-01-12,244.30999755859375
2024-01-16,242.2899932861328
2024-01-17,240.75999450683594
2024-01-18,241.19000244140625
2024-01-19,243.1999969482422
2024-01-22,243.67999267578125
2024-01-23,244.3699951171875
2024-01-24,244.1699981689453
2024-01-25,245.72999572753906
2024-01-26,246.8300018310547
2024-01-29,247.6300048828125
2024-01-30,247.6999969482422
2024-01-31,243.82000732421875
2024-02-01,244.8699951171875
2024-02-02,245.0399932861328
2024-02-05,243.6699981689453
2024-02-06,244.6199951171875
2024-02-07,245.0399932861328
2024-02-08,244.97000122070312
2024-02-09,245.7899932861328
2024-02-12,247.1999969482422
2024-02-13,243.35000610351562
2024-02-14,244.97999572753906
2024-02-15,248.0800018310547
2024-02-16,247.13999938964844
2024-02-20,246.75
2024-02-21,248.13999938964844
2024-02-22,250.0800018310547
2024-02-23,250.6999969482422
2024-02-26,249.41000366210938
2024-02-27,250.10000610351562
2024-02-28,249.1300048828125
2024-02-29,250.38999938964844
2024-03-01,250.72999572753906
2024-03-04,250.97000122070312
2024-03-05,250.9600067138672
2024-03-06,251.7100067138672
2024-03-07,253.57000732421875
2024-03-08,253.8800048828125
2024-03-11,254.99000549316406
2024-03-12,255.38999938964844
2024-03-13,256.2799987792969
2024-03-14,255.14999389648438
2024-03-15,254.55999755859375
2024-03-18,255.77999877929688
2024-03-19,257.04998779296875
2024-03-20,259.29998779296875
2024-03-21,260.8999938964844
2024-03-22,260.2799987792969
2024-03-25,254.14999389648438
2024-03-26,254.2899932861328
2024-03-27,257.42999267578125
2024-03-28,258.0299987792969
2024-04-01,256.989990234375
2024-04-02,254.9600067138672
2024-04-03,255.6300048828125
2024-04-04,253.2899932861328
2024-04-05,255.25
2024-04-08,255.61000061035156
2024-04-09,256.1499938964844
2024-04-10,253.02999877929688
2024-04-11,253.0
2024-04-12,249.61000061035156
2024-04-15,248.3000030517578
2024-04-16,246.8800048828125
2024-04-17,246.6199951171875
2024-04-18,247.35000610351562
2024-04-19,248.8000030517578
2024-04-22,251.1999969482422
2024-04-23,253.77000427246094
2024-04-24,252.63999938964844
2024-04-25,251.0399932861328
2024-04-26,252.44000244140625
2024-04-29,253.11000061035156
2024-04-30,249.3000030517578
2024-05-01,248.24000549316406
2024-05-02,249.33999633789062
2024-05-03,251.00999450683594
2024-05-06,252.74000549316406
2024-05-07,254.1300048828125
2024-05-08,255.00999450683594
2024-05-09,256.4599914550781
2024-05-10,257.1600036621094
2024-05-13,256.760009765625
2024-05-14,257.989990234375
2024-05-15,259.44000244140625
2024-05-16,258.7099914550781
2024-05-17,259.5
2024-05-20,258.7799987792969
2024-05-21,259.510009765625
2024-05-22,258.4800109863281
2024-05-23,255.17999267578125
2024-05-24,256.25
2024-05-28,254.3300018310547
2024-05-29,252.13999938964844
2024-05-30,253.47999572753906
2024-05-31,257.7300109863281
2024-06-03,256.1300048828125
2024-06-04,255.14999389648438
2024-06-05,256.6300048828125
2024-06-06,256.57000732421875
2024-06-07,256.2900085449219
2024-06-10,256.5899963378906
2024-06-11,255.0399932861328
2024-06-12,255.67999267578125
2024-06-13,254.38999938964844
2024-06-14,253.36000061035156
2024-06-17,255.16000366210938
2024-06-18,255.4499969482422
2024-06-20,256.8599853515625
2024-06-21,257.2900085449219
2024-06-24,259.5799865722656
2024-06-25,257.1499938964844
2024-06-26,256.9800109863281
2024-06-27,256.239990234375
2024-06-28,256.8500061035156
2024-07-01,256.3299865722656
2024-07-02,257.2699890136719
2024-07-03,257.1600036621094
2024-07-05,257.1499938964844
2024-07-08,256.9200134277344
2024-07-09,257.5
2024-07-10,259.260009765625
2024-07-11,261.44000244140625
2024-07-12,262.1300048828125
2024-07-15,263.3299865722656
2024-07-16,265.95001220703125
2024-07-17,265.9700012207031
2024-07-18,263.1700134277344
2024-07-19,261.739990234375
2024-07-22,262.8699951171875
2024-07-23,262.42999267578125
2024-07-24,260.7900085449219
2024-07-25,261.70001220703125
2024-07-26,266.4100036621094
2024-07-29,266.79998779296875
2024-07-30,268.04998779296875
2024-07-31,268.1499938964844
2024-08-01,265.79998779296875
2024-08-02,260.4100036621094
2024-08-05,253.8800048828125
2024-08-06,256.17999267578125
2024-08-07,254.99000549316406
2024-08-08,259.4100036621094
2024-08-09,260.0799865722656
2024-08-12,258.44000244140625
2024-08-13,261.4700012207031
2024-08-14,262.239990234375
2024-08-15,265.0299987792969
2024-08-16,266.07000732421875
2024-08-19,268.0299987792969
2024-08-20,266.989990234375
2024-08-21,267.4700012207031
2024-08-22,266.9200134277344
2024-08-23,270.0299987792969
2024-08-26,270.489990234375
2024-08-27,270.8299865722656
2024-08-28,270.5899963378906
2024-08-29,271.7300109863281
2024-08-30,273.4800109863281
2024-09-03,270.7200012207031
2024-09-04,270.1600036621094
2024-09-05,268.1499938964844
2024-09-06,264.0199890136719
2024-09-09,265.8999938964844
2024-09-10,265.8500061035156
2024-09-11,265.6400146484375
2024-09-12,266.989990234375
2024-09-13,268.8800048828125
2024-09-16,270.69000244140625
2024-09-17,271.1300048828125
2024-09-18,271.1499938964844
2024-09-19,274.3299865722656
2024-09-20,272.32000732421875
2024-09-23,272.9599914550781
2024-09-24,272.80999755859375
2024-09-25,270.05999755859375
2024-09-26,271.6300048828125
2024-09-27,273.2799987792969
2024-09-30,274.2900085449219
2024-10-01,272.8599853515625
2024-10-02,272.0199890136719
2024-10-03,270.6099853515625
2024-10-04,273.8900146484375
2024-10-07,272.0899963378906
2024-10-08,272.8900146484375
2024-10-09,275.0899963378906
2024-10-10,274.5
2024-10-11,277.05999755859375
2024-10-14,278.9100036621094
2024-10-15,278.2699890136719
2024-10-16,279.8800048828125
2024-10-17,279.8299865722656
2024-10-18,279.4200134277344
2024-10-21,276.79998779296875
2024-10-22,276.80999755859375
2024-10-23,276.30999755859375
2024-10-24,276.2900085449219
2024-10-25,275.6499938964844
2024-10-28,277.05999755859375
2024-10-29,276.5
2024-10-30,276.6499938964844
2024-10-31,273.57000732421875
2024-11-01,274.8500061035156
2024-11-04,273.989990234375
2024-11-05,275.94000244140625
2024-11-06,285.239990234375
2024-11-07,284.5299987792969
2024-11-08,284.79998779296875
2024-11-11,287.489990234375
2024-11-12,285.1700134277344
2024-11-13,285.0899963378906
2024-11-14,282.67999267578125
2024-11-15,280.7099914550781
2024-11-18,281.8299865722656
2024-11-19,280.7200012207031
2024-11-20,281.6099853515625
2024-11-21,283.2699890136719
