Date,CIREX
2022-02-28,68.41000366210938
2022-03-01,67.5999984741211
2022-03-02,68.2699966430664
2022-03-03,67.97000122070312
2022-03-04,67.5
2022-03-07,66.18000030517578
2022-03-08,65.87999725341797
2022-03-09,66.95999908447266
2022-03-10,66.70999908447266
2022-03-11,66.25
2022-03-14,65.63999938964844
2022-03-15,66.06999969482422
2022-03-16,66.87000274658203
2022-03-17,67.58999633789062
2022-03-18,67.83999633789062
2022-03-21,67.77999877929688
2022-03-22,68.08999633789062
2022-03-23,67.69999694824219
2022-03-24,68.20999908447266
2022-03-25,68.41999816894531
2022-03-28,68.44000244140625
2022-03-29,69.04000091552734
2022-03-30,69.11000061035156
2022-03-31,68.47000122070312
2022-04-01,68.87999725341797
2022-04-04,68.95999908447266
2022-04-05,68.55000305175781
2022-04-06,68.5999984741211
2022-04-07,68.62000274658203
2022-04-08,68.77999877929688
2022-04-11,68.23999786376953
2022-04-12,68.12999725341797
2022-04-13,68.48999786376953
2022-04-14,68.19000244140625
2022-04-18,68.08000183105469
2022-04-19,68.33000183105469
2022-04-20,68.7699966430664
2022-04-21,68.22000122070312
2022-04-22,67.22000122070312
2022-04-25,67.05000305175781
2022-04-26,66.11000061035156
2022-04-27,66.23999786376953
2022-04-28,66.9000015258789
2022-04-29,65.66999816894531
2022-05-02,65.51000213623047
2022-05-03,65.95999908447266
2022-05-04,67.04000091552734
2022-05-05,65.81999969482422
2022-05-06,65.5
2022-05-09,64.33000183105469
2022-05-10,64.2699966430664
2022-05-11,64.26000213623047
2022-05-12,64.18000030517578
2022-05-13,65.06999969482422
2022-05-16,65.30999755859375
2022-05-17,66.08999633789062
2022-05-18,64.95999908447266
2022-05-19,64.70999908447266
2022-05-20,65.01000213623047
2022-05-23,65.55000305175781
2022-05-24,65.86000061035156
2022-05-25,66.25
2022-05-26,66.66000366210938
2022-05-27,67.37999725341797
2022-05-31,67.1500015258789
2022-06-01,66.70999908447266
2022-06-02,67.25
2022-06-03,66.75
2022-06-06,66.7699966430664
2022-06-07,67.2300033569336
2022-06-08,66.54000091552734
2022-06-09,65.52999877929688
2022-06-10,64.4800033569336
2022-06-13,62.36000061035156
2022-06-14,61.86000061035156
2022-06-15,62.52000045776367
2022-06-16,61.369998931884766
2022-06-17,61.150001525878906
2022-06-21,62.11000061035156
2022-06-22,61.959999084472656
2022-06-23,62.029998779296875
2022-06-24,63.099998474121094
2022-06-27,63.18000030517578
2022-06-28,62.93000030517578
2022-06-29,62.790000915527344
2022-06-30,62.540000915527344
2022-07-01,62.91999816894531
2022-07-05,62.209999084472656
2022-07-06,62.040000915527344
2022-07-07,62.54999923706055
2022-07-08,62.529998779296875
2022-07-11,62.15999984741211
2022-07-12,61.9900016784668
2022-07-13,61.790000915527344
2022-07-14,61.27000045776367
2022-07-15,62.0099983215332
2022-07-18,61.869998931884766
2022-07-19,62.84000015258789
2022-07-20,62.599998474121094
2022-07-21,62.880001068115234
2022-07-22,62.95000076293945
2022-07-25,63.22999954223633
2022-07-26,63.029998779296875
2022-07-27,63.65999984741211
2022-07-28,64.05000305175781
2022-07-29,64.23999786376953
2022-08-01,64.22000122070312
2022-08-02,63.779998779296875
2022-08-03,64.12999725341797
2022-08-04,64.08000183105469
2022-08-05,63.9900016784668
2022-08-08,64.12000274658203
2022-08-09,64.12000274658203
2022-08-10,64.7699966430664
2022-08-11,64.80999755859375
2022-08-12,65.37000274658203
2022-08-15,65.4000015258789
2022-08-16,65.4800033569336
2022-08-17,65.12000274658203
2022-08-18,65.1500015258789
2022-08-19,64.75
2022-08-22,63.95000076293945
2022-08-23,63.880001068115234
2022-08-24,63.91999816894531
2022-08-25,64.51000213623047
2022-08-26,63.470001220703125
2022-08-29,63.2400016784668
2022-08-30,62.720001220703125
2022-08-31,62.38999938964844
2022-09-01,62.2400016784668
2022-09-02,62.06999969482422
2022-09-06,61.810001373291016
2022-09-07,62.38999938964844
2022-09-08,62.56999969482422
2022-09-09,63.2599983215332
2022-09-12,63.380001068115234
2022-09-13,61.84000015258789
2022-09-14,61.91999816894531
2022-09-15,61.529998779296875
2022-09-16,61.40999984741211
2022-09-19,61.560001373291016
2022-09-20,61.0099983215332
2022-09-21,60.45000076293945
2022-09-22,60.119998931884766
2022-09-23,58.93000030517578
2022-09-26,58.06999969482422
2022-09-27,57.790000915527344
2022-09-28,58.619998931884766
2022-09-29,57.880001068115234
2022-09-30,57.41999816894531
2022-10-03,58.56999969482422
2022-10-04,59.869998931884766
2022-10-05,59.61000061035156
2022-10-06,58.77000045776367
2022-10-07,58.04999923706055
2022-10-10,57.720001220703125
2022-10-11,57.52000045776367
2022-10-12,57.349998474121094
2022-10-13,58.18000030517578
2022-10-14,57.439998626708984
2022-10-17,58.310001373291016
2022-10-18,58.720001220703125
2022-10-19,58.290000915527344
2022-10-20,57.88999938964844
2022-10-21,58.68000030517578
2022-10-24,58.95000076293945
2022-10-25,59.560001373291016
2022-10-26,59.90999984741211
2022-10-27,60.0099983215332
2022-10-28,60.72999954223633
2022-10-31,60.47999954223633
2022-11-01,60.709999084472656
2022-11-02,59.9900016784668
2022-11-03,59.709999084472656
2022-11-04,60.709999084472656
2022-11-07,60.9900016784668
2022-11-08,61.33000183105469
2022-11-09,60.7599983215332
2022-11-10,62.68000030517578
2022-11-11,62.970001220703125
2022-11-14,62.650001525878906
2022-11-15,63.099998474121094
2022-11-16,63.0
2022-11-17,62.880001068115234
2022-11-18,63.119998931884766
2022-11-21,63.15999984741211
2022-11-22,63.75
2022-11-23,64.0199966430664
2022-11-25,64.20999908447266
2022-11-28,63.54999923706055
2022-11-29,63.720001220703125
2022-11-30,64.8499984741211
2022-12-01,65.11000061035156
2022-12-02,65.13999938964844
2022-12-05,64.47000122070312
2022-12-06,64.1500015258789
2022-12-07,64.16000366210938
2022-12-08,64.37999725341797
2022-12-09,64.26000213623047
2022-12-12,64.62000274658203
2022-12-13,65.02999877929688
2022-12-14,64.97000122070312
2022-12-15,64.11000061035156
2022-12-16,62.779998779296875
2022-12-19,62.630001068115234
2022-12-20,62.619998931884766
2022-12-21,63.220001220703125
2022-12-22,62.869998931884766
2022-12-23,63.11000061035156
2022-12-27,63.15999984741211
2022-12-28,62.68000030517578
2022-12-29,63.220001220703125
2022-12-30,63.0
2023-01-03,62.9900016784668
2023-01-04,63.5
2023-01-05,63.13999938964844
2023-01-06,64.33000183105469
2023-01-09,64.29000091552734
2023-01-10,64.30000305175781
2023-01-11,64.6500015258789
2023-01-12,65.02999877929688
2023-01-13,65.05999755859375
2023-01-17,64.9800033569336
2023-01-18,64.43000030517578
2023-01-19,64.26000213623047
2023-01-20,64.7300033569336
2023-01-23,64.87000274658203
2023-01-24,65.0
2023-01-25,65.12999725341797
2023-01-26,65.43000030517578
2023-01-27,65.26000213623047
2023-01-30,64.93000030517578
2023-01-31,65.4000015258789
2023-02-01,65.6500015258789
2023-02-02,65.48999786376953
2023-02-03,64.95999908447266
2023-02-06,64.62999725341797
2023-02-07,64.91000366210938
2023-02-08,64.70999908447266
2023-02-09,64.44999694824219
2023-02-10,64.69000244140625
2023-02-13,65.12999725341797
2023-02-14,64.94999694824219
2023-02-15,64.83999633789062
2023-02-16,64.47000122070312
2023-02-17,64.5199966430664
2023-02-21,63.959999084472656
2023-02-22,63.720001220703125
2023-02-23,63.849998474121094
2023-02-24,63.36000061035156
2023-02-27,63.599998474121094
2023-02-28,63.349998474121094
2023-03-01,63.369998931884766
2023-03-02,63.540000915527344
2023-03-03,64.16999816894531
2023-03-06,64.08000183105469
2023-03-07,63.2400016784668
2023-03-08,63.279998779296875
2023-03-09,62.7599983215332
2023-03-10,62.459999084472656
2023-03-13,62.06999969482422
2023-03-14,62.40999984741211
2023-03-15,61.720001220703125
2023-03-16,62.119998931884766
2023-03-17,61.709999084472656
2023-03-20,62.25
2023-03-21,62.540000915527344
2023-03-22,62.209999084472656
2023-03-23,62.20000076293945
2023-03-24,62.36000061035156
2023-03-27,62.470001220703125
2023-03-28,62.650001525878906
2023-03-29,63.11000061035156
2023-03-30,63.439998626708984
2023-03-31,63.849998474121094
2023-04-03,64.19000244140625
