Date,VGSLX
2022-09-01,132.0399932861328
2022-09-02,130.2100067138672
2022-09-06,131.3800048828125
2022-09-07,134.02000427246094
2022-09-08,134.35000610351562
2022-09-09,135.74000549316406
2022-09-12,137.0500030517578
2022-09-13,131.8800048828125
2022-09-14,130.4199981689453
2022-09-15,127.94999694824219
2022-09-16,127.9800033569336
2022-09-19,127.80000305175781
2022-09-20,124.62999725341797
2022-09-21,122.62999725341797
2022-09-22,119.88999938964844
2022-09-23,118.2699966430664
2022-09-26,114.88999938964844
2022-09-27,113.41000366210938
2022-09-28,115.7699966430664
2022-09-29,112.3499984741211
2022-09-30,113.62000274658203
2022-10-03,115.66999816894531
2022-10-04,118.0
2022-10-05,115.66999816894531
2022-10-06,112.44999694824219
2022-10-07,109.7300033569336
2022-10-10,108.70999908447266
2022-10-11,109.87999725341797
2022-10-12,108.6500015258789
2022-10-13,110.63999938964844
2022-10-14,107.9000015258789
2022-10-17,111.94000244140625
2022-10-18,113.19999694824219
2022-10-19,110.30999755859375
2022-10-20,109.91000366210938
2022-10-21,110.77999877929688
2022-10-24,110.7699966430664
2022-10-25,115.12999725341797
2022-10-26,115.02999877929688
2022-10-27,115.16999816894531
2022-10-28,117.76000213623047
2022-10-31,117.58999633789062
2022-11-01,117.55999755859375
2022-11-02,114.30000305175781
2022-11-03,114.16999816894531
2022-11-04,115.70999908447266
2022-11-07,115.72000122070312
2022-11-08,116.13999938964844
2022-11-09,114.81999969482422
2022-11-10,123.3499984741211
2022-11-11,123.27999877929688
2022-11-14,120.19999694824219
2022-11-15,121.58999633789062
2022-11-16,120.43000030517578
2022-11-17,119.66000366210938
2022-11-18,121.18000030517578
2022-11-21,121.79000091552734
2022-11-22,122.55000305175781
2022-11-23,122.55999755859375
2022-11-25,123.41000366210938
2022-11-28,120.04000091552734
2022-11-29,122.11000061035156
2022-11-30,124.87999725341797
2022-12-01,124.5199966430664
2022-12-02,124.19999694824219
2022-12-05,121.87000274658203
2022-12-06,120.81999969482422
2022-12-07,121.0199966430664
2022-12-08,121.87999725341797
2022-12-09,121.66000366210938
2022-12-12,122.58000183105469
2022-12-13,124.87000274658203
2022-12-14,123.97000122070312
2022-12-15,122.30999755859375
2022-12-16,119.13999938964844
2022-12-19,117.66000366210938
2022-12-20,117.33999633789062
2022-12-21,116.69999694824219
2022-12-22,116.25
2022-12-23,117.26000213623047
2022-12-27,117.20999908447266
2022-12-28,115.20999908447266
2022-12-29,117.77999877929688
2022-12-30,116.87000274658203
2023-01-03,117.01000213623047
2023-01-04,119.66000366210938
2023-01-05,116.4000015258789
2023-01-06,119.58999633789062
2023-01-09,119.55000305175781
2023-01-10,119.87999725341797
2023-01-11,124.18000030517578
2023-01-12,125.72000122070312
2023-01-13,124.9800033569336
2023-01-17,125.29000091552734
2023-01-18,123.4800033569336
2023-01-19,122.83000183105469
2023-01-20,124.30999755859375
2023-01-23,124.8499984741211
2023-01-24,125.19000244140625
2023-01-25,125.22000122070312
2023-01-26,126.61000061035156
2023-01-27,128.0
2023-01-30,126.38999938964844
2023-01-31,129.0500030517578
2023-02-01,129.86000061035156
2023-02-02,132.77000427246094
2023-02-03,130.27999877929688
2023-02-06,129.3699951171875
2023-02-07,129.0399932861328
2023-02-08,128.4499969482422
2023-02-09,127.02999877929688
2023-02-10,127.48999786376953
2023-02-13,128.63999938964844
2023-02-14,127.5999984741211
2023-02-15,128.11000061035156
2023-02-16,126.91000366210938
2023-02-17,126.37999725341797
2023-02-21,123.83999633789062
2023-02-22,122.69000244140625
2023-02-23,123.58000183105469
2023-02-24,121.5
2023-02-27,121.68000030517578
2023-02-28,121.4800033569336
2023-03-01,119.93000030517578
2023-03-02,121.33999633789062
2023-03-03,123.2300033569336
2023-03-06,122.69000244140625
2023-03-07,119.83999633789062
2023-03-08,121.25
2023-03-09,118.44000244140625
2023-03-10,114.5
2023-03-13,116.02999877929688
2023-03-14,117.16999816894531
2023-03-15,116.9800033569336
2023-03-16,116.79000091552734
2023-03-17,114.13999938964844
2023-03-20,115.45999908447266
2023-03-21,114.94000244140625
2023-03-22,110.69000244140625
2023-03-23,108.86000061035156
2023-03-24,111.68000030517578
2023-03-27,111.5
2023-03-28,111.27999877929688
2023-03-29,113.79000091552734
2023-03-30,115.19000244140625
2023-03-31,117.79000091552734
2023-04-03,116.83999633789062
2023-04-04,116.6500015258789
2023-04-05,116.04000091552734
2023-04-06,116.83999633789062
2023-04-10,117.30999755859375
2023-04-11,117.81999969482422
2023-04-12,117.16000366210938
2023-04-13,116.87999725341797
2023-04-14,115.05000305175781
2023-04-17,117.51000213623047
2023-04-18,117.19000244140625
2023-04-19,117.88999938964844
2023-04-20,116.5999984741211
2023-04-21,116.77999877929688
2023-04-24,116.29000091552734
2023-04-25,115.13999938964844
2023-04-26,114.05000305175781
2023-04-27,116.6500015258789
2023-04-28,118.12000274658203
2023-05-01,117.18000030517578
2023-05-02,115.19000244140625
2023-05-03,114.76000213623047
2023-05-04,115.70999908447266
2023-05-05,117.63999938964844
2023-05-08,116.94000244140625
2023-05-09,116.41000366210938
2023-05-10,117.5199966430664
2023-05-11,116.2699966430664
2023-05-12,116.23999786376953
2023-05-15,116.08999633789062
2023-05-16,113.18000030517578
2023-05-17,114.7300033569336
2023-05-18,114.12999725341797
2023-05-19,113.93000030517578
2023-05-22,114.6500015258789
2023-05-23,113.52999877929688
2023-05-24,111.13999938964844
2023-05-25,111.11000061035156
2023-05-26,112.37999725341797
2023-05-30,112.76000213623047
2023-05-31,113.41000366210938
2023-06-01,113.44999694824219
2023-06-02,116.13999938964844
2023-06-05,115.31999969482422
2023-06-06,116.44999694824219
2023-06-07,118.56999969482422
2023-06-08,117.87000274658203
2023-06-09,117.16999816894531
2023-06-12,117.16999816894531
2023-06-13,117.94999694824219
2023-06-14,118.38999938964844
2023-06-15,119.04000091552734
2023-06-16,118.97000122070312
2023-06-20,117.48999786376953
2023-06-21,116.8499984741211
2023-06-22,115.18000030517578
2023-06-23,113.56999969482422
2023-06-26,116.19000244140625
2023-06-27,117.63999938964844
2023-06-28,116.4800033569336
2023-06-29,117.77999877929688
2023-06-30,118.38999938964844
2023-07-03,119.55999755859375
2023-07-05,119.77999877929688
2023-07-06,118.91999816894531
2023-07-07,118.62000274658203
2023-07-10,119.16000366210938
2023-07-11,120.86000061035156
2023-07-12,121.44999694824219
2023-07-13,122.30999755859375
2023-07-14,122.08000183105469
2023-07-17,121.31999969482422
2023-07-18,120.58999633789062
2023-07-19,121.95999908447266
2023-07-20,121.5999984741211
2023-07-21,122.08000183105469
2023-07-24,123.12999725341797
2023-07-25,122.20999908447266
2023-07-26,122.80999755859375
2023-07-27,120.11000061035156
2023-07-28,120.02999877929688
2023-07-31,120.83999633789062
2023-08-01,120.61000061035156
2023-08-02,119.95999908447266
2023-08-03,118.63999938964844
2023-08-04,117.63999938964844
2023-08-07,119.12999725341797
2023-08-08,118.37000274658203
2023-08-09,118.41000366210938
2023-08-10,117.91999816894531
2023-08-11,118.12999725341797
2023-08-14,117.3499984741211
2023-08-15,115.93000030517578
2023-08-16,114.55000305175781
2023-08-17,113.61000061035156
2023-08-18,113.93000030517578
2023-08-21,112.91999816894531
2023-08-22,113.30000305175781
2023-08-23,115.12000274658203
2023-08-24,114.5999984741211
2023-08-25,114.7699966430664
2023-08-28,115.80000305175781
2023-08-29,117.16999816894531
2023-08-30,117.6500015258789
2023-08-31,116.87000274658203
2023-09-01,116.9000015258789
2023-09-05,115.58999633789062
2023-09-06,115.44000244140625
2023-09-07,116.11000061035156
2023-09-08,115.55000305175781
2023-09-11,115.56999969482422
2023-09-12,115.61000061035156
2023-09-13,114.30999755859375
2023-09-14,116.41999816894531
2023-09-15,115.93000030517578
2023-09-18,114.87000274658203
2023-09-19,114.36000061035156
2023-09-20,114.52999877929688
2023-09-21,110.55999755859375
2023-09-22,109.75
2023-09-25,109.63999938964844
2023-09-26,107.62000274658203
2023-09-27,105.8499984741211
2023-09-28,106.9800033569336
2023-09-29,107.25
2023-10-02,105.33000183105469
2023-10-03,103.19000244140625
2023-10-04,104.43000030517578
2023-10-05,105.04000091552734
2023-10-06,105.26000213623047
2023-10-09,106.55000305175781
2023-10-10,107.01000213623047
2023-10-11,108.86000061035156
2023-10-12,107.23999786376953
2023-10-13,107.0199966430664
2023-10-16,108.26000213623047
2023-10-17,108.08999633789062
2023-10-18,105.7300033569336
2023-10-19,103.23999786376953
2023-10-20,102.58999633789062
2023-10-23,101.61000061035156
2023-10-24,102.87000274658203
2023-10-25,100.72000122070312
2023-10-26,102.6500015258789
2023-10-27,100.9800033569336
2023-10-30,101.58999633789062
2023-10-31,103.41000366210938
2023-11-01,104.0199966430664
2023-11-02,107.41999816894531
2023-11-03,109.95999908447266
2023-11-06,108.41999816894531
2023-11-07,107.44000244140625
2023-11-08,107.8499984741211
2023-11-09,106.08999633789062
2023-11-10,107.19000244140625
2023-11-13,106.2300033569336
2023-11-14,112.16000366210938
2023-11-15,112.44000244140625
2023-11-16,112.20999908447266
2023-11-17,112.11000061035156
2023-11-20,112.88999938964844
2023-11-21,112.16999816894531
2023-11-22,112.69000244140625
2023-11-24,113.12000274658203
2023-11-27,113.48999786376953
2023-11-28,114.16000366210938
2023-11-29,114.94000244140625
2023-11-30,115.81999969482422
2023-12-01,118.63999938964844
2023-12-04,119.4800033569336
2023-12-05,118.69999694824219
2023-12-06,118.36000061035156
2023-12-07,118.70999908447266
2023-12-08,118.5199966430664
2023-12-11,118.87000274658203
2023-12-12,118.81999969482422
2023-12-13,123.30999755859375
2023-12-14,126.9000015258789
2023-12-15,125.27999877929688
2023-12-18,124.79000091552734
2023-12-19,125.7300033569336
2023-12-20,122.66000366210938
2023-12-21,123.80999755859375
2023-12-22,124.22000122070312
2023-12-26,125.25
2023-12-27,125.87000274658203
2023-12-28,126.66999816894531
2023-12-29,125.1500015258789
2024-01-02,126.25
2024-01-03,123.2300033569336
2024-01-04,122.98999786376953
2024-01-05,122.69000244140625
2024-01-08,124.54000091552734
2024-01-09,123.62999725341797
2024-01-10,123.80999755859375
2024-01-11,122.63999938964844
2024-01-12,123.44999694824219
2024-01-16,122.54000091552734
2024-01-17,120.27999877929688
2024-01-18,119.55999755859375
2024-01-19,121.01000213623047
2024-01-22,121.68000030517578
2024-01-23,120.94000244140625
2024-01-24,119.2300033569336
2024-01-25,120.69000244140625
2024-01-26,120.37999725341797
2024-01-29,121.2300033569336
2024-01-30,120.08000183105469
2024-01-31,118.95999908447266
2024-02-01,121.06999969482422
2024-02-02,119.51000213623047
2024-02-05,119.51000213623047
2024-02-06,118.68000030517578
2024-02-07,118.47000122070312
2024-02-08,119.44000244140625
2024-02-09,119.6500015258789
2024-02-12,119.55000305175781
2024-02-13,117.11000061035156
2024-02-14,118.0199966430664
2024-02-15,120.80999755859375
2024-02-16,119.62999725341797
2024-02-20,119.27999877929688
2024-02-21,120.04000091552734
2024-02-22,120.29000091552734
2024-02-23,120.16999816894531
2024-02-26,118.81999969482422
2024-02-27,119.04000091552734
2024-02-28,120.2300033569336
2024-02-29,121.31999969482422
2024-03-01,122.56999969482422
2024-03-04,123.75
2024-03-05,122.2699966430664
2024-03-06,122.88999938964844
2024-03-07,122.97000122070312
2024-03-08,124.29000091552734
2024-03-11,123.76000213623047
2024-03-12,123.41999816894531
2024-03-13,122.80000305175781
2024-03-14,120.94000244140625
2024-03-15,120.80000305175781
2024-03-18,120.73999786376953
2024-03-19,120.80999755859375
2024-03-20,121.58000183105469
2024-03-21,122.47000122070312
2024-03-22,119.80999755859375
2024-03-25,119.25
2024-03-26,118.68000030517578
2024-03-27,121.69000244140625
2024-03-28,122.61000061035156
2024-04-01,120.47000122070312
2024-04-02,118.94999694824219
2024-04-03,119.04000091552734
2024-04-04,118.29000091552734
2024-04-05,118.97000122070312
2024-04-08,120.2300033569336
2024-04-09,121.80000305175781
2024-04-10,116.81999969482422
2024-04-11,117.06999969482422
2024-04-12,115.81999969482422
2024-04-15,113.91000366210938
2024-04-16,112.26000213623047
2024-04-17,111.38999938964844
2024-04-18,111.47000122070312
2024-04-19,112.01000213623047
2024-04-22,112.94000244140625
2024-04-23,114.01000213623047
2024-04-24,114.20999908447266
2024-04-25,113.51000213623047
2024-04-26,113.61000061035156
2024-04-29,114.80999755859375
2024-04-30,112.80000305175781
2024-05-01,112.95999908447266
2024-05-02,114.51000213623047
2024-05-03,115.30000305175781
2024-05-06,115.4000015258789
2024-05-07,116.41999816894531
2024-05-08,115.41999816894531
2024-05-09,117.77999877929688
2024-05-10,117.45999908447266
2024-05-13,117.81999969482422
2024-05-14,118.75
2024-05-15,120.44000244140625
2024-05-16,120.27999877929688
2024-05-17,120.30000305175781
2024-05-20,119.52999877929688
2024-05-21,119.48999786376953
2024-05-22,118.45999908447266
2024-05-23,115.93000030517578
2024-05-24,115.9800033569336
2024-05-28,115.19999694824219
2024-05-29,114.0999984741211
2024-05-30,115.86000061035156
2024-05-31,117.95999908447266
2024-06-03,117.68000030517578
2024-06-04,118.58999633789062
2024-06-05,118.43000030517578
2024-06-06,118.66999816894531
2024-06-07,117.5999984741211
2024-06-10,117.87999725341797
2024-06-11,117.48999786376953
2024-06-12,118.5999984741211
2024-06-13,119.08000183105469
2024-06-14,119.05999755859375
2024-06-17,118.55999755859375
2024-06-18,119.04000091552734
2024-06-20,118.75
2024-06-21,119.0999984741211
2024-06-24,119.93000030517578
2024-06-25,118.33000183105469
2024-06-26,118.12999725341797
2024-06-27,119.2699966430664
2024-06-28,118.81999969482422
2024-07-01,117.58999633789062
2024-07-02,118.08000183105469
2024-07-03,118.13999938964844
2024-07-05,118.41000366210938
2024-07-08,118.6500015258789
2024-07-09,118.69000244140625
2024-07-10,119.6500015258789
2024-07-11,122.97000122070312
2024-07-12,123.95999908447266
2024-07-15,124.75
2024-07-16,126.30999755859375
2024-07-17,127.1500015258789
2024-07-18,126.04000091552734
2024-07-19,125.8499984741211
2024-07-22,127.11000061035156
2024-07-23,127.08000183105469
2024-07-24,125.1500015258789
2024-07-25,124.73999786376953
2024-07-26,126.95999908447266
2024-07-29,127.58000183105469
2024-07-30,128.58999633789062
2024-07-31,128.0399932861328
2024-08-01,129.4600067138672
2024-08-02,129.30999755859375
2024-08-05,125.4800033569336
2024-08-06,128.22000122070312
2024-08-07,127.19999694824219
2024-08-08,128.50999450683594
2024-08-09,129.10000610351562
2024-08-12,128.08999633789062
2024-08-13,129.2100067138672
2024-08-14,129.6300048828125
2024-08-15,129.49000549316406
2024-08-16,129.44000244140625
2024-08-19,130.47000122070312
2024-08-20,130.38999938964844
2024-08-21,131.0
2024-08-22,131.49000549316406
2024-08-23,134.24000549316406
2024-08-26,134.22000122070312
2024-08-27,134.4499969482422
2024-08-28,133.97000122070312
2024-08-29,133.50999450683594
2024-08-30,134.80999755859375
2024-09-03,134.7899932861328
2024-09-04,135.11000061035156
2024-09-05,134.6999969482422
2024-09-06,134.5800018310547
2024-09-09,135.9600067138672
2024-09-10,138.00999450683594
2024-09-11,137.80999755859375
2024-09-12,138.36000061035156
2024-09-13,139.77999877929688
2024-09-16,140.2899932861328
2024-09-17,139.24000549316406
2024-09-18,139.07000732421875
2024-09-19,139.11000061035156
2024-09-20,138.63999938964844
2024-09-23,140.02000427246094
2024-09-24,140.07000732421875
2024-09-25,139.25
2024-09-26,138.00999450683594
2024-09-27,137.10000610351562
2024-09-30,138.08999633789062
2024-10-01,137.16000366210938
2024-10-02,136.55999755859375
2024-10-03,135.44000244140625
2024-10-04,134.72999572753906
2024-10-07,133.64999389648438
2024-10-08,133.85000610351562
2024-10-09,133.89999389648438
2024-10-10,132.8699951171875
2024-10-11,134.2899932861328
2024-10-14,135.1199951171875
2024-10-15,136.77000427246094
2024-10-16,138.2100067138672
2024-10-17,137.22000122070312
2024-10-18,138.2100067138672
2024-10-21,135.4499969482422
2024-10-22,135.6199951171875
2024-10-23,136.74000549316406
2024-10-24,136.99000549316406
2024-10-25,135.75999450683594
2024-10-28,136.17999267578125
2024-10-29,135.05999755859375
2024-10-30,135.63999938964844
2024-10-31,133.3699951171875
2024-11-01,131.97999572753906
2024-11-04,133.44000244140625
2024-11-05,135.25999450683594
2024-11-06,132.44000244140625
2024-11-07,133.9600067138672
2024-11-08,135.89999389648438
2024-11-11,135.2100067138672
2024-11-12,133.3800048828125
2024-11-13,134.13999938964844
2024-11-14,132.7899932861328
2024-11-15,132.94000244140625
2024-11-18,133.83999633789062
2024-11-19,134.58999633789062
2024-11-20,134.36000061035156
2024-11-21,135.30999755859375
