Date,POWW
2022-02-28,4.710000038146973
2022-03-01,4.769999980926514
2022-03-02,4.96999979019165
2022-03-03,4.980000019073486
2022-03-04,4.829999923706055
2022-03-07,4.789999961853027
2022-03-08,4.400000095367432
2022-03-09,4.760000228881836
2022-03-10,4.75
2022-03-11,4.579999923706055
2022-03-14,4.420000076293945
2022-03-15,4.429999828338623
2022-03-16,4.710000038146973
2022-03-17,4.949999809265137
2022-03-18,5.019999980926514
2022-03-21,4.809999942779541
2022-03-22,4.909999847412109
2022-03-23,4.789999961853027
2022-03-24,4.78000020980835
2022-03-25,4.75
2022-03-28,4.800000190734863
2022-03-29,4.869999885559082
2022-03-30,4.800000190734863
2022-03-31,4.800000190734863
2022-04-01,4.670000076293945
2022-04-04,4.639999866485596
2022-04-05,4.440000057220459
2022-04-06,4.289999961853027
2022-04-07,4.349999904632568
2022-04-08,4.260000228881836
2022-04-11,4.300000190734863
2022-04-12,4.260000228881836
2022-04-13,4.360000133514404
2022-04-14,4.309999942779541
2022-04-18,4.25
2022-04-19,4.389999866485596
2022-04-20,4.360000133514404
2022-04-21,4.239999771118164
2022-04-22,4.190000057220459
2022-04-25,4.28000020980835
2022-04-26,4.079999923706055
2022-04-27,4.099999904632568
2022-04-28,4.119999885559082
2022-04-29,4.050000190734863
2022-05-02,4.190000057220459
2022-05-03,4.21999979019165
2022-05-04,4.309999942779541
2022-05-05,4.170000076293945
2022-05-06,4.099999904632568
2022-05-09,3.8499999046325684
2022-05-10,3.7899999618530273
2022-05-11,3.609999895095825
2022-05-12,3.680000066757202
2022-05-13,3.7699999809265137
2022-05-16,3.7799999713897705
2022-05-17,4.019999980926514
2022-05-18,3.8299999237060547
2022-05-19,3.740000009536743
2022-05-20,3.7899999618530273
2022-05-23,3.9200000762939453
2022-05-24,3.950000047683716
2022-05-25,4.170000076293945
2022-05-26,4.289999961853027
2022-05-27,4.449999809265137
2022-05-31,4.420000076293945
2022-06-01,4.260000228881836
2022-06-02,4.389999866485596
2022-06-03,4.28000020980835
2022-06-06,4.28000020980835
2022-06-07,4.570000171661377
2022-06-08,4.420000076293945
2022-06-09,4.480000019073486
2022-06-10,4.349999904632568
2022-06-13,4.050000190734863
2022-06-14,4.03000020980835
2022-06-15,4.099999904632568
2022-06-16,3.7899999618530273
2022-06-17,4.0
2022-06-21,4.039999961853027
2022-06-22,3.9800000190734863
2022-06-23,4.150000095367432
2022-06-24,4.199999809265137
2022-06-27,4.150000095367432
2022-06-28,4.099999904632568
2022-06-29,4.070000171661377
2022-06-30,3.8499999046325684
2022-07-01,4.150000095367432
2022-07-05,4.110000133514404
2022-07-06,4.210000038146973
2022-07-07,4.409999847412109
2022-07-08,4.489999771118164
2022-07-11,4.429999828338623
2022-07-12,4.309999942779541
2022-07-13,4.340000152587891
2022-07-14,4.400000095367432
2022-07-15,4.519999980926514
2022-07-18,4.460000038146973
2022-07-19,4.550000190734863
2022-07-20,4.730000019073486
2022-07-21,4.940000057220459
2022-07-22,4.800000190734863
2022-07-25,4.840000152587891
2022-07-26,4.630000114440918
2022-07-27,4.630000114440918
2022-07-28,4.75
2022-07-29,4.880000114440918
2022-08-01,4.949999809265137
2022-08-02,5.230000019073486
2022-08-03,5.460000038146973
2022-08-04,5.389999866485596
2022-08-05,5.449999809265137
2022-08-08,5.590000152587891
2022-08-09,5.460000038146973
2022-08-10,5.880000114440918
2022-08-11,5.909999847412109
2022-08-12,5.980000019073486
2022-08-15,5.400000095367432
2022-08-16,4.760000228881836
2022-08-17,4.599999904632568
2022-08-18,4.559999942779541
2022-08-19,4.360000133514404
2022-08-22,4.110000133514404
2022-08-23,4.130000114440918
2022-08-24,4.150000095367432
2022-08-25,4.150000095367432
2022-08-26,3.930000066757202
2022-08-29,4.0
2022-08-30,3.869999885559082
2022-08-31,3.809999942779541
2022-09-01,3.7100000381469727
2022-09-02,3.630000114440918
2022-09-06,3.5299999713897705
2022-09-07,3.5399999618530273
2022-09-08,3.630000114440918
2022-09-09,3.8299999237060547
2022-09-12,3.880000114440918
2022-09-13,3.6700000762939453
2022-09-14,3.619999885559082
2022-09-15,3.5999999046325684
2022-09-16,3.4700000286102295
2022-09-19,3.440000057220459
2022-09-20,3.2200000286102295
2022-09-21,3.2200000286102295
2022-09-22,3.25
2022-09-23,3.2200000286102295
2022-09-26,3.0799999237060547
2022-09-27,3.059999942779541
2022-09-28,3.130000114440918
2022-09-29,2.9600000381469727
2022-09-30,2.930000066757202
2022-10-03,2.9200000762939453
2022-10-04,3.049999952316284
2022-10-05,3.1600000858306885
2022-10-06,3.309999942779541
2022-10-07,3.109999895095825
2022-10-10,2.9800000190734863
2022-10-11,3.009999990463257
2022-10-12,2.990000009536743
2022-10-13,3.0899999141693115
2022-10-14,2.990000009536743
2022-10-17,3.1600000858306885
2022-10-18,3.140000104904175
2022-10-19,3.069999933242798
2022-10-20,3.0899999141693115
2022-10-21,3.1500000953674316
2022-10-24,3.1700000762939453
2022-10-25,3.200000047683716
2022-10-26,3.240000009536743
2022-10-27,3.2100000381469727
2022-10-28,3.200000047683716
2022-10-31,3.25
2022-11-01,3.2799999713897705
2022-11-02,3.1700000762939453
2022-11-03,3.0199999809265137
2022-11-04,3.0799999237060547
2022-11-07,3.240000009536743
2022-11-08,3.1600000858306885
2022-11-09,2.9800000190734863
2022-11-10,3.0399999618530273
2022-11-11,3.0999999046325684
2022-11-14,3.140000104904175
2022-11-15,2.3299999237060547
2022-11-16,2.200000047683716
2022-11-17,2.2200000286102295
2022-11-18,2.180000066757202
2022-11-21,2.119999885559082
2022-11-22,2.119999885559082
2022-11-23,2.109999895095825
2022-11-25,2.130000114440918
2022-11-28,2.069999933242798
2022-11-29,2.0899999141693115
2022-11-30,2.140000104904175
2022-12-01,2.180000066757202
2022-12-02,2.180000066757202
2022-12-05,2.069999933242798
2022-12-06,1.9700000286102295
2022-12-07,1.940000057220459
2022-12-08,1.9299999475479126
2022-12-09,1.899999976158142
2022-12-12,1.8300000429153442
2022-12-13,1.8300000429153442
2022-12-14,1.7999999523162842
2022-12-15,1.7799999713897705
2022-12-16,1.809999942779541
2022-12-19,1.7200000286102295
2022-12-20,1.7000000476837158
2022-12-21,1.7200000286102295
2022-12-22,1.690000057220459
2022-12-23,1.7000000476837158
2022-12-27,1.6299999952316284
2022-12-28,1.659999966621399
2022-12-29,1.7100000381469727
2022-12-30,1.7300000190734863
2023-01-03,1.7699999809265137
2023-01-04,1.8799999952316284
2023-01-05,1.8600000143051147
2023-01-06,1.940000057220459
2023-01-09,2.0299999713897705
2023-01-10,2.1600000858306885
2023-01-11,2.2699999809265137
2023-01-12,2.319999933242798
2023-01-13,2.359999895095825
2023-01-17,2.3299999237060547
2023-01-18,2.180000066757202
2023-01-19,2.069999933242798
2023-01-20,2.049999952316284
2023-01-23,2.190000057220459
2023-01-24,2.190000057220459
2023-01-25,2.2899999618530273
2023-01-26,2.359999895095825
2023-01-27,2.4200000762939453
2023-01-30,2.440000057220459
2023-01-31,2.4800000190734863
2023-02-01,2.5199999809265137
2023-02-02,2.4700000286102295
2023-02-03,2.4200000762939453
2023-02-06,2.309999942779541
2023-02-07,2.309999942779541
2023-02-08,2.2100000381469727
2023-02-09,2.2100000381469727
2023-02-10,2.1600000858306885
2023-02-13,2.2200000286102295
2023-02-14,2.25
2023-02-15,1.9600000381469727
2023-02-16,1.9800000190734863
2023-02-17,2.0799999237060547
2023-02-21,1.9700000286102295
2023-02-22,2.009999990463257
2023-02-23,2.0
2023-02-24,1.809999942779541
2023-02-27,1.9299999475479126
2023-02-28,1.9500000476837158
2023-03-01,1.8899999856948853
2023-03-02,1.9299999475479126
2023-03-03,2.0799999237060547
2023-03-06,2.0899999141693115
2023-03-07,2.130000114440918
2023-03-08,2.119999885559082
2023-03-09,1.9800000190734863
2023-03-10,1.940000057220459
2023-03-13,1.940000057220459
2023-03-14,1.9700000286102295
2023-03-15,1.899999976158142
2023-03-16,1.8700000047683716
2023-03-17,1.8200000524520874
2023-03-20,1.7300000190734863
2023-03-21,1.7000000476837158
2023-03-22,1.6100000143051147
2023-03-23,1.590000033378601
2023-03-24,1.7200000286102295
2023-03-27,1.7599999904632568
2023-03-28,1.9900000095367432
2023-03-29,2.0199999809265137
2023-03-30,2.049999952316284
2023-03-31,1.9700000286102295
2023-04-03,2.0299999713897705
2023-04-04,1.9700000286102295
2023-04-05,1.9199999570846558
2023-04-06,2.0
2023-04-10,2.0899999141693115
2023-04-11,2.1600000858306885
2023-04-12,2.119999885559082
2023-04-13,2.130000114440918
2023-04-14,2.059999942779541
2023-04-17,2.1600000858306885
2023-04-18,2.0
2023-04-19,2.0199999809265137
2023-04-20,1.9900000095367432
2023-04-21,1.9700000286102295
2023-04-24,1.9900000095367432
2023-04-25,1.9299999475479126
2023-04-26,1.909999966621399
2023-04-27,1.909999966621399
2023-04-28,1.9700000286102295
2023-05-01,1.9700000286102295
2023-05-02,1.9700000286102295
2023-05-03,1.8899999856948853
2023-05-04,1.809999942779541
2023-05-05,1.7999999523162842
