Date,BLNK
2022-02-28,24.579999923706055
2022-03-01,24.309999465942383
2022-03-02,24.809999465942383
2022-03-03,24.020000457763672
2022-03-04,22.43000030517578
2022-03-07,22.459999084472656
2022-03-08,24.31999969482422
2022-03-09,25.450000762939453
2022-03-10,25.1299991607666
2022-03-11,23.18000030517578
2022-03-14,21.190000534057617
2022-03-15,22.010000228881836
2022-03-16,23.860000610351562
2022-03-17,24.520000457763672
2022-03-18,25.610000610351562
2022-03-21,24.56999969482422
2022-03-22,26.18000030517578
2022-03-23,26.40999984741211
2022-03-24,26.899999618530273
2022-03-25,26.25
2022-03-28,26.989999771118164
2022-03-29,27.34000015258789
2022-03-30,26.670000076293945
2022-03-31,26.459999084472656
2022-04-01,26.889999389648438
2022-04-04,29.290000915527344
2022-04-05,27.8700008392334
2022-04-06,26.219999313354492
2022-04-07,25.959999084472656
2022-04-08,25.049999237060547
2022-04-11,24.940000534057617
2022-04-12,24.420000076293945
2022-04-13,25.030000686645508
2022-04-14,24.15999984741211
2022-04-18,23.020000457763672
2022-04-19,23.700000762939453
2022-04-20,22.809999465942383
2022-04-21,21.6200008392334
2022-04-22,21.200000762939453
2022-04-25,21.979999542236328
2022-04-26,20.81999969482422
2022-04-27,20.360000610351562
2022-04-28,19.6200008392334
2022-04-29,19.100000381469727
2022-05-02,19.43000030517578
2022-05-03,19.610000610351562
2022-05-04,19.899999618530273
2022-05-05,18.389999389648438
2022-05-06,17.959999084472656
2022-05-09,15.529999732971191
2022-05-10,16.270000457763672
2022-05-11,14.649999618530273
2022-05-12,15.020000457763672
2022-05-13,17.239999771118164
2022-05-16,16.799999237060547
2022-05-17,17.020000457763672
2022-05-18,15.699999809265137
2022-05-19,15.6899995803833
2022-05-20,14.979999542236328
2022-05-23,15.180000305175781
2022-05-24,14.359999656677246
2022-05-25,14.5600004196167
2022-05-26,15.220000267028809
2022-05-27,16.790000915527344
2022-05-31,15.930000305175781
2022-06-01,15.510000228881836
2022-06-02,16.010000228881836
2022-06-03,15.8100004196167
2022-06-06,16.309999465942383
2022-06-07,16.739999771118164
2022-06-08,17.510000228881836
2022-06-09,17.389999389648438
2022-06-10,15.829999923706055
2022-06-13,14.239999771118164
2022-06-14,15.029999732971191
2022-06-15,15.270000457763672
2022-06-16,14.460000038146973
2022-06-17,15.899999618530273
2022-06-21,16.3799991607666
2022-06-22,16.489999771118164
2022-06-23,18.329999923706055
2022-06-24,17.850000381469727
2022-06-27,17.729999542236328
2022-06-28,17.190000534057617
2022-06-29,16.600000381469727
2022-06-30,16.530000686645508
2022-07-01,15.9399995803833
2022-07-05,16.6299991607666
2022-07-06,16.3799991607666
2022-07-07,18.280000686645508
2022-07-08,18.270000457763672
2022-07-11,16.90999984741211
2022-07-12,17.329999923706055
2022-07-13,17.56999969482422
2022-07-14,17.59000015258789
2022-07-15,16.979999542236328
2022-07-18,17.229999542236328
2022-07-19,17.829999923706055
2022-07-20,18.5
2022-07-21,20.34000015258789
2022-07-22,18.81999969482422
2022-07-25,18.719999313354492
2022-07-26,17.329999923706055
2022-07-27,18.06999969482422
2022-07-28,21.280000686645508
2022-07-29,21.170000076293945
2022-08-01,21.530000686645508
2022-08-02,22.010000228881836
2022-08-03,22.06999969482422
2022-08-04,22.5
2022-08-05,23.030000686645508
2022-08-08,24.059999465942383
2022-08-09,21.44499969482422
2022-08-10,23.110000610351562
2022-08-11,24.600000381469727
2022-08-12,26.75
2022-08-15,26.09000015258789
2022-08-16,26.020000457763672
2022-08-17,24.979999542236328
2022-08-18,24.790000915527344
2022-08-19,22.790000915527344
2022-08-22,21.15999984741211
2022-08-23,21.360000610351562
2022-08-24,22.6200008392334
2022-08-25,22.420000076293945
2022-08-26,21.3799991607666
2022-08-29,20.8799991607666
2022-08-30,21.020000457763672
2022-08-31,21.3700008392334
2022-09-01,20.139999389648438
2022-09-02,19.549999237060547
2022-09-06,19.420000076293945
2022-09-07,20.34000015258789
2022-09-08,21.399999618530273
2022-09-09,21.829999923706055
2022-09-12,22.639999389648438
2022-09-13,21.530000686645508
2022-09-14,22.639999389648438
2022-09-15,23.229999542236328
2022-09-16,22.049999237060547
2022-09-19,21.799999237060547
2022-09-20,20.200000762939453
2022-09-21,19.959999084472656
2022-09-22,18.6299991607666
2022-09-23,18.010000228881836
2022-09-26,17.549999237060547
2022-09-27,18.209999084472656
2022-09-28,19.360000610351562
2022-09-29,18.280000686645508
2022-09-30,17.719999313354492
2022-10-03,17.540000915527344
2022-10-04,17.979999542236328
2022-10-05,16.90999984741211
2022-10-06,16.31999969482422
2022-10-07,15.510000228881836
2022-10-10,15.140000343322754
2022-10-11,14.829999923706055
2022-10-12,14.59000015258789
2022-10-13,15.460000038146973
2022-10-14,14.359999656677246
2022-10-17,14.529999732971191
2022-10-18,14.630000114440918
2022-10-19,13.920000076293945
2022-10-20,13.649999618530273
2022-10-21,13.609999656677246
2022-10-24,13.289999961853027
2022-10-25,14.550000190734863
2022-10-26,14.90999984741211
2022-10-27,14.4399995803833
2022-10-28,14.470000267028809
2022-10-31,14.800000190734863
2022-11-01,14.460000038146973
2022-11-02,13.770000457763672
2022-11-03,13.699999809265137
2022-11-04,13.369999885559082
2022-11-07,12.520000457763672
2022-11-08,12.300000190734863
2022-11-09,11.850000381469727
2022-11-10,13.529999732971191
2022-11-11,14.829999923706055
2022-11-14,14.609999656677246
2022-11-15,14.710000038146973
2022-11-16,14.050000190734863
2022-11-17,13.869999885559082
2022-11-18,14.020000457763672
2022-11-21,12.989999771118164
2022-11-22,12.90999984741211
2022-11-23,13.079999923706055
2022-11-25,13.229999542236328
2022-11-28,12.869999885559082
2022-11-29,12.989999771118164
2022-11-30,13.880000114440918
2022-12-01,13.760000228881836
2022-12-02,14.420000076293945
2022-12-05,14.59000015258789
2022-12-06,14.09000015258789
2022-12-07,13.109999656677246
2022-12-08,13.220000267028809
2022-12-09,12.4399995803833
2022-12-12,12.800000190734863
2022-12-13,12.970000267028809
2022-12-14,13.100000381469727
2022-12-15,12.779999732971191
2022-12-16,12.779999732971191
2022-12-19,11.979999542236328
2022-12-20,11.819999694824219
2022-12-21,12.029999732971191
2022-12-22,11.4399995803833
2022-12-23,11.114999771118164
2022-12-27,10.220000267028809
2022-12-28,10.010000228881836
2022-12-29,10.1899995803833
2022-12-30,10.970000267028809
2023-01-03,10.949999809265137
2023-01-04,11.529999732971191
2023-01-05,11.229999542236328
2023-01-06,11.260000228881836
2023-01-09,11.680000305175781
2023-01-10,12.020000457763672
2023-01-11,12.40999984741211
2023-01-12,13.020000457763672
2023-01-13,13.569999694824219
2023-01-17,13.819999694824219
2023-01-18,13.25
2023-01-19,12.279999732971191
2023-01-20,13.149999618530273
2023-01-23,14.149999618530273
2023-01-24,13.444999694824219
2023-01-25,13.930000305175781
2023-01-26,13.699999809265137
2023-01-27,14.130000114440918
2023-01-30,13.300000190734863
2023-01-31,13.609999656677246
2023-02-01,13.960000038146973
2023-02-02,15.0
2023-02-03,14.055000305175781
2023-02-06,13.859999656677246
2023-02-07,11.970000267028809
2023-02-08,11.760000228881836
2023-02-09,10.84000015258789
2023-02-10,10.260000228881836
2023-02-13,10.020000457763672
2023-02-14,10.319999694824219
2023-02-15,11.029999732971191
2023-02-16,10.510000228881836
2023-02-17,10.569999694824219
2023-02-21,10.039999961853027
2023-02-22,10.0
2023-02-23,9.960000038146973
2023-02-24,9.039999961853027
2023-02-27,9.0600004196167
2023-02-28,9.050000190734863
2023-03-01,9.119999885559082
2023-03-02,8.920000076293945
2023-03-03,9.300000190734863
2023-03-06,8.890000343322754
2023-03-07,8.789999961853027
2023-03-08,8.670000076293945
2023-03-09,8.180000305175781
2023-03-10,7.920000076293945
2023-03-13,7.929999828338623
2023-03-14,7.840000152587891
2023-03-15,7.75
2023-03-16,7.71999979019165
2023-03-17,7.519999980926514
2023-03-20,7.46999979019165
2023-03-21,7.760000228881836
2023-03-22,7.400000095367432
2023-03-23,7.590000152587891
2023-03-24,7.659999847412109
2023-03-27,7.570000171661377
2023-03-28,7.409999847412109
2023-03-29,8.050000190734863
2023-03-30,8.220000267028809
2023-03-31,8.649999618530273
2023-04-03,8.289999961853027
2023-04-04,8.020000457763672
2023-04-05,7.5
2023-04-06,7.46999979019165
2023-04-10,7.800000190734863
2023-04-11,8.039999961853027
2023-04-12,7.539999961853027
2023-04-13,7.619999885559082
2023-04-14,7.559999942779541
2023-04-17,7.75
2023-04-18,7.550000190734863
2023-04-19,7.5
2023-04-20,7.360000133514404
2023-04-21,7.289999961853027
2023-04-24,7.190000057220459
2023-04-25,6.929999828338623
2023-04-26,6.789999961853027
2023-04-27,6.920000076293945
2023-04-28,7.130000114440918
2023-05-01,7.010000228881836
2023-05-02,6.949999809265137
2023-05-03,7.159999847412109
2023-05-04,6.989999771118164
2023-05-05,7.170000076293945
2023-05-08,7.130000114440918
2023-05-09,7.360000133514404
2023-05-10,7.050000190734863
2023-05-11,6.96999979019165
2023-05-12,6.880000114440918
2023-05-15,7.300000190734863
2023-05-16,7.050000190734863
2023-05-17,7.315000057220459
2023-05-18,7.119999885559082
2023-05-19,7.050000190734863
2023-05-22,7.329999923706055
2023-05-23,7.449999809265137
2023-05-24,7.099999904632568
2023-05-25,6.960000038146973
2023-05-26,6.880000114440918
2023-05-30,6.900000095367432
2023-05-31,6.730000019073486
2023-06-01,6.75
2023-06-02,6.710000038146973
2023-06-05,6.360000133514404
2023-06-06,6.690000057220459
2023-06-07,6.650000095367432
2023-06-08,6.670000076293945
2023-06-09,5.960000038146973
2023-06-12,6.519999980926514
2023-06-13,6.800000190734863
2023-06-14,6.579999923706055
2023-06-15,6.630000114440918
2023-06-16,6.420000076293945
2023-06-20,6.389999866485596
2023-06-21,6.21999979019165
2023-06-22,5.889999866485596
2023-06-23,5.659999847412109
2023-06-26,5.429999828338623
2023-06-27,5.349999904632568
2023-06-28,5.690000057220459
2023-06-29,5.909999847412109
2023-06-30,5.989999771118164
2023-07-03,6.170000076293945
2023-07-05,6.300000190734863
2023-07-06,6.139999866485596
2023-07-07,6.400000095367432
2023-07-10,6.679999828338623
2023-07-11,6.71999979019165
2023-07-12,6.699999809265137
2023-07-13,6.829999923706055
2023-07-14,6.389999866485596
2023-07-17,6.619999885559082
2023-07-18,6.5
2023-07-19,6.519999980926514
2023-07-20,6.210000038146973
2023-07-21,6.099999904632568
2023-07-24,6.230000019073486
2023-07-25,5.889999866485596
2023-07-26,6.019999980926514
2023-07-27,5.860000133514404
2023-07-28,6.159999847412109
2023-07-31,6.400000095367432
2023-08-01,6.340000152587891
2023-08-02,6.119999885559082
2023-08-03,6.309999942779541
2023-08-04,6.210000038146973
2023-08-07,6.260000228881836
2023-08-08,6.179999828338623
2023-08-09,6.860000133514404
2023-08-10,5.889999866485596
2023-08-11,5.900000095367432
2023-08-14,5.670000076293945
2023-08-15,5.429999828338623
2023-08-16,5.320000171661377
2023-08-17,4.829999923706055
2023-08-18,4.840000152587891
2023-08-21,4.659999847412109
2023-08-22,4.53000020980835
2023-08-23,4.320000171661377
2023-08-24,4.090000152587891
2023-08-25,4.210000038146973
2023-08-28,4.059999942779541
2023-08-29,4.099999904632568
2023-08-30,3.990000009536743
2023-08-31,3.940000057220459
2023-09-01,4.010000228881836
2023-09-05,3.9600000381469727
2023-09-06,3.7799999713897705
2023-09-07,3.619999885559082
2023-09-08,3.569999933242798
2023-09-11,3.609999895095825
2023-09-12,3.809999942779541
2023-09-13,3.7300000190734863
2023-09-14,3.9700000286102295
2023-09-15,3.930000066757202
2023-09-18,3.5799999237060547
2023-09-19,3.5799999237060547
2023-09-20,3.490000009536743
2023-09-21,3.140000104904175
2023-09-22,3.140000104904175
2023-09-25,2.950000047683716
2023-09-26,2.930000066757202
2023-09-27,3.059999942779541
2023-09-28,3.049999952316284
2023-09-29,3.059999942779541
2023-10-02,3.0399999618530273
2023-10-03,2.9700000286102295
2023-10-04,3.180000066757202
2023-10-05,3.140000104904175
2023-10-06,3.190000057220459
2023-10-09,2.990000009536743
2023-10-10,3.380000114440918
2023-10-11,3.259999990463257
2023-10-12,3.109999895095825
2023-10-13,3.059999942779541
2023-10-16,3.0199999809265137
2023-10-17,3.200000047683716
2023-10-18,2.940000057220459
2023-10-19,2.869999885559082
2023-10-20,2.680000066757202
2023-10-23,2.4200000762939453
2023-10-24,2.450000047683716
2023-10-25,2.4700000286102295
2023-10-26,2.5199999809265137
2023-10-27,2.3399999141693115
2023-10-30,2.2799999713897705
2023-10-31,2.380000114440918
2023-11-01,2.380000114440918
2023-11-02,2.549999952316284
2023-11-03,2.7200000286102295
2023-11-06,2.5799999237060547
2023-11-07,2.5899999141693115
2023-11-08,2.490000009536743
2023-11-09,2.4600000381469727
