Date,MTEM
2022-02-28,35.25
2022-03-01,35.25
2022-03-02,35.400001525878906
2022-03-03,35.70000076293945
2022-03-04,35.849998474121094
2022-03-07,35.849998474121094
2022-03-08,36.75
2022-03-09,38.25
2022-03-10,37.79999923706055
2022-03-11,37.20000076293945
2022-03-14,34.04999923706055
2022-03-15,35.25
2022-03-16,37.349998474121094
2022-03-17,38.849998474121094
2022-03-18,39.900001525878906
2022-03-21,37.650001525878906
2022-03-22,38.54999923706055
2022-03-23,39.0
2022-03-24,39.75
2022-03-25,39.900001525878906
2022-03-28,40.5
2022-03-29,49.04999923706055
2022-03-30,50.70000076293945
2022-03-31,51.75
2022-04-01,51.150001525878906
2022-04-04,51.45000076293945
2022-04-05,50.099998474121094
2022-04-06,48.75
2022-04-07,49.20000076293945
2022-04-08,46.650001525878906
2022-04-11,43.349998474121094
2022-04-12,41.849998474121094
2022-04-13,40.5
2022-04-14,37.95000076293945
2022-04-18,34.04999923706055
2022-04-19,33.900001525878906
2022-04-20,33.150001525878906
2022-04-21,31.049999237060547
2022-04-22,28.950000762939453
2022-04-25,29.25
2022-04-26,28.950000762939453
2022-04-27,27.149999618530273
2022-04-28,27.149999618530273
2022-04-29,25.5
2022-05-02,24.899999618530273
2022-05-03,25.049999237060547
2022-05-04,25.799999237060547
2022-05-05,23.700000762939453
2022-05-06,21.75
2022-05-09,20.100000381469727
2022-05-10,21.75
2022-05-11,18.0
2022-05-12,17.700000762939453
2022-05-13,18.600000381469727
2022-05-16,17.549999237060547
2022-05-17,17.549999237060547
2022-05-18,16.350000381469727
2022-05-19,16.799999237060547
2022-05-20,15.149999618530273
2022-05-23,15.75
2022-05-24,15.300000190734863
2022-05-25,15.149999618530273
2022-05-26,14.550000190734863
2022-05-27,15.449999809265137
2022-05-31,14.850000381469727
2022-06-01,13.350000381469727
2022-06-02,13.649999618530273
2022-06-03,14.550000190734863
2022-06-06,13.800000190734863
2022-06-07,16.5
2022-06-08,17.25
2022-06-09,16.200000762939453
2022-06-10,13.949999809265137
2022-06-13,13.800000190734863
2022-06-14,13.199999809265137
2022-06-15,13.050000190734863
2022-06-16,12.149999618530273
2022-06-17,12.600000381469727
2022-06-21,12.899999618530273
2022-06-22,13.199999809265137
2022-06-23,14.25
2022-06-24,15.899999618530273
2022-06-27,14.850000381469727
2022-06-28,14.850000381469727
2022-06-29,14.699999809265137
2022-06-30,13.649999618530273
2022-07-01,13.050000190734863
2022-07-05,13.199999809265137
2022-07-06,13.649999618530273
2022-07-07,15.0
2022-07-08,14.399999618530273
2022-07-11,13.5
2022-07-12,13.800000190734863
2022-07-13,15.300000190734863
2022-07-14,15.449999809265137
2022-07-15,15.600000381469727
2022-07-18,15.0
2022-07-19,15.449999809265137
2022-07-20,14.699999809265137
2022-07-21,14.399999618530273
2022-07-22,14.25
2022-07-25,13.5
2022-07-26,13.050000190734863
2022-07-27,13.050000190734863
2022-07-28,13.050000190734863
2022-07-29,12.600000381469727
2022-08-01,12.0
2022-08-02,11.550000190734863
2022-08-03,12.149999618530273
2022-08-04,12.75
2022-08-05,12.899999618530273
2022-08-08,13.050000190734863
2022-08-09,12.600000381469727
2022-08-10,12.75
2022-08-11,13.199999809265137
2022-08-12,14.100000381469727
2022-08-15,14.550000190734863
2022-08-16,13.649999618530273
2022-08-17,13.350000381469727
2022-08-18,13.199999809265137
2022-08-19,12.600000381469727
2022-08-22,12.149999618530273
2022-08-23,12.0
2022-08-24,12.449999809265137
2022-08-25,12.149999618530273
2022-08-26,11.25
2022-08-29,10.800000190734863
2022-08-30,10.800000190734863
2022-08-31,10.949999809265137
2022-09-01,10.5
2022-09-02,10.649999618530273
2022-09-06,10.199999809265137
2022-09-07,12.449999809265137
2022-09-08,12.600000381469727
2022-09-09,12.449999809265137
2022-09-12,12.449999809265137
2022-09-13,11.850000381469727
2022-09-14,11.550000190734863
2022-09-15,11.850000381469727
2022-09-16,11.100000381469727
2022-09-19,11.100000381469727
2022-09-20,11.399999618530273
2022-09-21,10.949999809265137
2022-09-22,11.100000381469727
2022-09-23,10.649999618530273
2022-09-26,10.050000190734863
2022-09-27,9.75
2022-09-28,10.800000190734863
2022-09-29,10.800000190734863
2022-09-30,11.25
2022-10-03,10.800000190734863
2022-10-04,11.100000381469727
2022-10-05,12.0
2022-10-06,11.100000381469727
2022-10-07,10.050000190734863
2022-10-10,9.75
2022-10-11,9.0
2022-10-12,9.149999618530273
2022-10-13,9.149999618530273
2022-10-14,9.75
2022-10-17,10.949999809265137
2022-10-18,10.199999809265137
2022-10-19,9.449999809265137
2022-10-20,9.300000190734863
2022-10-21,9.0
2022-10-24,8.699999809265137
2022-10-25,9.149999618530273
2022-10-26,8.850000381469727
2022-10-27,9.149999618530273
2022-10-28,9.449999809265137
2022-10-31,8.850000381469727
2022-11-01,9.600000381469727
2022-11-02,8.850000381469727
2022-11-03,8.850000381469727
2022-11-04,8.550000190734863
2022-11-07,9.0
2022-11-08,8.850000381469727
2022-11-09,8.399999618530273
2022-11-10,8.399999618530273
2022-11-11,9.0
2022-11-14,9.0
2022-11-15,9.600000381469727
