Date,HPP
2022-02-28,26.399999618530273
2022-03-01,26.219999313354492
2022-03-02,26.5
2022-03-03,26.780000686645508
2022-03-04,26.600000381469727
2022-03-07,26.520000457763672
2022-03-08,26.600000381469727
2022-03-09,27.31999969482422
2022-03-10,27.389999389648438
2022-03-11,27.280000686645508
2022-03-14,26.790000915527344
2022-03-15,26.780000686645508
2022-03-16,26.920000076293945
2022-03-17,27.209999084472656
2022-03-18,26.860000610351562
2022-03-21,26.90999984741211
2022-03-22,27.110000610351562
2022-03-23,26.729999542236328
2022-03-24,27.06999969482422
2022-03-25,27.600000381469727
2022-03-28,27.510000228881836
2022-03-29,28.540000915527344
2022-03-30,28.25
2022-03-31,27.75
2022-04-01,28.0
2022-04-04,27.3799991607666
2022-04-05,26.59000015258789
2022-04-06,26.40999984741211
2022-04-07,25.770000457763672
2022-04-08,25.479999542236328
2022-04-11,25.43000030517578
2022-04-12,25.479999542236328
2022-04-13,25.690000534057617
2022-04-14,25.489999771118164
2022-04-18,25.329999923706055
2022-04-19,25.670000076293945
2022-04-20,25.690000534057617
2022-04-21,25.520000457763672
2022-04-22,25.200000762939453
2022-04-25,25.6299991607666
2022-04-26,25.299999237060547
2022-04-27,24.780000686645508
2022-04-28,24.399999618530273
2022-04-29,23.280000686645508
2022-05-02,22.68000030517578
2022-05-03,23.049999237060547
2022-05-04,23.3700008392334
2022-05-05,22.530000686645508
2022-05-06,22.139999389648438
2022-05-09,21.229999542236328
2022-05-10,20.6299991607666
2022-05-11,20.280000686645508
2022-05-12,20.530000686645508
2022-05-13,20.709999084472656
2022-05-16,20.43000030517578
2022-05-17,20.799999237060547
2022-05-18,20.25
2022-05-19,19.81999969482422
2022-05-20,19.809999465942383
2022-05-23,20.219999313354492
2022-05-24,19.899999618530273
2022-05-25,19.90999984741211
2022-05-26,19.969999313354492
2022-05-27,20.190000534057617
2022-05-31,19.90999984741211
2022-06-01,19.530000686645508
2022-06-02,19.799999237060547
2022-06-03,19.6299991607666
2022-06-06,19.309999465942383
2022-06-07,20.0
2022-06-08,19.190000534057617
2022-06-09,18.190000534057617
2022-06-10,18.09000015258789
2022-06-13,16.549999237060547
2022-06-14,16.260000228881836
2022-06-15,16.850000381469727
2022-06-16,15.390000343322754
2022-06-17,16.200000762939453
2022-06-21,15.829999923706055
2022-06-22,15.34000015258789
2022-06-23,15.479999542236328
2022-06-24,16.059999465942383
2022-06-27,15.569999694824219
2022-06-28,15.4399995803833
2022-06-29,15.260000228881836
2022-06-30,14.84000015258789
2022-07-01,15.300000190734863
2022-07-05,15.609999656677246
2022-07-06,15.210000038146973
2022-07-07,15.220000267028809
2022-07-08,14.800000190734863
2022-07-11,14.520000457763672
2022-07-12,14.90999984741211
2022-07-13,14.34000015258789
2022-07-14,13.9399995803833
2022-07-15,14.149999618530273
2022-07-18,14.229999542236328
2022-07-19,14.720000267028809
2022-07-20,14.670000076293945
2022-07-21,14.460000038146973
2022-07-22,14.539999961853027
2022-07-25,14.579999923706055
2022-07-26,14.369999885559082
2022-07-27,14.680000305175781
2022-07-28,14.880000114440918
2022-07-29,15.039999961853027
2022-08-01,15.010000228881836
2022-08-02,14.539999961853027
2022-08-03,14.420000076293945
2022-08-04,14.149999618530273
2022-08-05,14.170000076293945
2022-08-08,14.239999771118164
2022-08-09,14.180000305175781
2022-08-10,14.859999656677246
2022-08-11,15.369999885559082
2022-08-12,15.430000305175781
2022-08-15,15.1899995803833
2022-08-16,15.369999885559082
2022-08-17,14.90999984741211
2022-08-18,14.770000457763672
2022-08-19,14.5
2022-08-22,13.970000267028809
2022-08-23,13.970000267028809
2022-08-24,13.729999542236328
2022-08-25,13.960000038146973
2022-08-26,13.520000457763672
2022-08-29,13.529999732971191
2022-08-30,13.449999809265137
2022-08-31,13.210000038146973
2022-09-01,12.90999984741211
2022-09-02,13.100000381469727
2022-09-06,13.140000343322754
2022-09-07,13.579999923706055
2022-09-08,14.140000343322754
2022-09-09,14.149999618530273
2022-09-12,14.529999732971191
2022-09-13,13.829999923706055
2022-09-14,13.729999542236328
2022-09-15,13.119999885559082
2022-09-16,12.979999542236328
2022-09-19,12.670000076293945
2022-09-20,12.270000457763672
2022-09-21,11.710000038146973
2022-09-22,11.779999732971191
2022-09-23,11.739999771118164
2022-09-26,10.850000381469727
2022-09-27,10.75
2022-09-28,11.600000381469727
2022-09-29,10.9399995803833
2022-09-30,10.949999809265137
2022-10-03,11.0
2022-10-04,11.390000343322754
2022-10-05,10.680000305175781
2022-10-06,10.5600004196167
2022-10-07,10.170000076293945
2022-10-10,10.0600004196167
2022-10-11,10.180000305175781
2022-10-12,10.270000457763672
2022-10-13,10.550000190734863
2022-10-14,10.59000015258789
2022-10-17,10.899999618530273
2022-10-18,10.729999542236328
2022-10-19,10.199999809265137
2022-10-20,10.3100004196167
2022-10-21,10.300000190734863
2022-10-24,10.399999618530273
2022-10-25,10.949999809265137
2022-10-26,10.819999694824219
2022-10-27,10.869999885559082
2022-10-28,11.079999923706055
2022-10-31,11.039999961853027
2022-11-01,11.100000381469727
2022-11-02,10.979999542236328
2022-11-03,10.770000457763672
2022-11-04,11.029999732971191
2022-11-07,10.920000076293945
2022-11-08,11.029999732971191
2022-11-09,10.59000015258789
2022-11-10,11.529999732971191
2022-11-11,11.869999885559082
2022-11-14,11.40999984741211
2022-11-15,11.34000015258789
2022-11-16,10.829999923706055
2022-11-17,10.739999771118164
2022-11-18,10.6899995803833
2022-11-21,10.59000015258789
2022-11-22,10.960000038146973
2022-11-23,10.960000038146973
2022-11-25,11.149999618530273
2022-11-28,10.970000267028809
2022-11-29,11.239999771118164
2022-11-30,11.5600004196167
2022-12-01,11.460000038146973
2022-12-02,11.319999694824219
2022-12-05,10.680000305175781
2022-12-06,10.140000343322754
2022-12-07,9.770000457763672
2022-12-08,9.880000114440918
2022-12-09,10.300000190734863
2022-12-12,10.300000190734863
2022-12-13,10.479999542236328
2022-12-14,10.819999694824219
2022-12-15,10.539999961853027
2022-12-16,9.949999809265137
2022-12-19,9.65999984741211
2022-12-20,9.649999618530273
2022-12-21,9.65999984741211
2022-12-22,9.699999809265137
2022-12-23,9.739999771118164
2022-12-27,9.819999694824219
2022-12-28,9.430000305175781
2022-12-29,9.729999542236328
2022-12-30,9.729999542236328
2023-01-03,9.460000038146973
2023-01-04,9.699999809265137
2023-01-05,9.180000305175781
2023-01-06,9.600000381469727
2023-01-09,9.449999809265137
2023-01-10,9.640000343322754
2023-01-11,10.149999618530273
2023-01-12,10.569999694824219
2023-01-13,10.569999694824219
2023-01-17,10.460000038146973
2023-01-18,10.390000343322754
2023-01-19,10.15999984741211
