Date,VERV
2022-02-28,32.650001525878906
2022-03-01,30.75
2022-03-02,31.18000030517578
2022-03-03,28.670000076293945
2022-03-04,27.649999618530273
2022-03-07,26.989999771118164
2022-03-08,27.079999923706055
2022-03-09,28.8799991607666
2022-03-10,27.940000534057617
2022-03-11,26.270000457763672
2022-03-14,23.780000686645508
2022-03-15,21.0
2022-03-16,20.920000076293945
2022-03-17,23.170000076293945
2022-03-18,24.979999542236328
2022-03-21,21.93000030517578
2022-03-22,23.969999313354492
2022-03-23,22.520000457763672
2022-03-24,24.040000915527344
2022-03-25,23.389999389648438
2022-03-28,23.219999313354492
2022-03-29,25.229999542236328
2022-03-30,24.219999313354492
2022-03-31,22.81999969482422
2022-04-01,22.510000228881836
2022-04-04,23.170000076293945
2022-04-05,19.899999618530273
2022-04-06,20.290000915527344
2022-04-07,19.829999923706055
2022-04-08,19.610000610351562
2022-04-11,18.459999084472656
2022-04-12,18.940000534057617
2022-04-13,21.010000228881836
2022-04-14,20.329999923706055
2022-04-18,18.93000030517578
2022-04-19,18.920000076293945
2022-04-20,18.360000610351562
2022-04-21,16.989999771118164
2022-04-22,16.510000228881836
2022-04-25,16.93000030517578
2022-04-26,15.84000015258789
2022-04-27,15.390000343322754
2022-04-28,15.779999732971191
2022-04-29,14.920000076293945
2022-05-02,15.520000457763672
2022-05-03,15.420000076293945
2022-05-04,15.739999771118164
2022-05-05,14.170000076293945
2022-05-06,13.1899995803833
2022-05-09,12.180000305175781
2022-05-10,13.390000343322754
2022-05-11,11.640000343322754
2022-05-12,12.390000343322754
2022-05-13,13.729999542236328
2022-05-16,13.789999961853027
2022-05-17,14.25
2022-05-18,13.609999656677246
2022-05-19,13.539999961853027
2022-05-20,13.40999984741211
2022-05-23,13.930000305175781
2022-05-24,13.34000015258789
2022-05-25,13.520000457763672
2022-05-26,14.010000228881836
2022-05-27,15.649999618530273
2022-05-31,15.15999984741211
2022-06-01,14.4399995803833
2022-06-02,14.479999542236328
2022-06-03,14.579999923706055
2022-06-06,13.539999961853027
2022-06-07,14.720000267028809
2022-06-08,15.0
2022-06-09,14.039999961853027
2022-06-10,12.609999656677246
2022-06-13,11.84000015258789
2022-06-14,11.710000038146973
2022-06-15,12.289999961853027
2022-06-16,11.140000343322754
2022-06-17,12.649999618530273
2022-06-21,13.029999732971191
2022-06-22,14.100000381469727
2022-06-23,16.18000030517578
2022-06-24,16.899999618530273
2022-06-27,16.360000610351562
2022-06-28,15.670000076293945
2022-06-29,15.5
2022-06-30,15.279999732971191
2022-07-01,15.630000114440918
2022-07-05,16.030000686645508
2022-07-06,17.59000015258789
2022-07-07,19.84000015258789
2022-07-08,21.229999542236328
2022-07-11,20.479999542236328
2022-07-12,22.200000762939453
2022-07-13,25.170000076293945
2022-07-14,24.200000762939453
2022-07-15,23.709999084472656
2022-07-18,26.309999465942383
2022-07-19,32.290000915527344
2022-07-20,35.90999984741211
2022-07-21,32.810001373291016
2022-07-22,30.610000610351562
2022-07-25,29.780000686645508
2022-07-26,28.510000228881836
2022-07-27,29.549999237060547
2022-07-28,27.549999237060547
2022-07-29,24.6200008392334
2022-08-01,22.600000381469727
2022-08-02,23.639999389648438
2022-08-03,26.469999313354492
2022-08-04,26.100000381469727
2022-08-05,26.670000076293945
2022-08-08,27.170000076293945
2022-08-09,28.34000015258789
2022-08-10,31.93000030517578
2022-08-11,33.790000915527344
2022-08-12,35.59000015258789
2022-08-15,37.86000061035156
2022-08-16,37.16999816894531
2022-08-17,36.119998931884766
2022-08-18,35.54999923706055
2022-08-19,33.47999954223633
2022-08-22,32.72999954223633
2022-08-23,36.77000045776367
2022-08-24,40.119998931884766
2022-08-25,41.310001373291016
2022-08-26,39.220001220703125
2022-08-29,37.970001220703125
2022-08-30,37.9900016784668
2022-08-31,38.36000061035156
2022-09-01,37.959999084472656
2022-09-02,36.75
2022-09-06,36.34000015258789
2022-09-07,39.939998626708984
2022-09-08,39.86000061035156
2022-09-09,38.75
2022-09-12,38.52000045776367
2022-09-13,38.5099983215332
2022-09-14,40.349998474121094
2022-09-15,41.4900016784668
2022-09-16,36.54999923706055
2022-09-19,35.630001068115234
2022-09-20,35.52000045776367
2022-09-21,35.58000183105469
2022-09-22,36.34000015258789
2022-09-23,35.09000015258789
2022-09-26,31.149999618530273
2022-09-27,34.279998779296875
2022-09-28,34.47999954223633
2022-09-29,34.20000076293945
2022-09-30,34.349998474121094
2022-10-03,33.40999984741211
2022-10-04,35.720001220703125
2022-10-05,36.150001525878906
2022-10-06,36.34000015258789
2022-10-07,33.5
2022-10-10,31.889999389648438
2022-10-11,31.809999465942383
2022-10-12,32.630001068115234
2022-10-13,32.56999969482422
2022-10-14,30.559999465942383
2022-10-17,32.36000061035156
2022-10-18,32.959999084472656
2022-10-19,30.90999984741211
2022-10-20,31.329999923706055
2022-10-21,32.0
2022-10-24,33.650001525878906
2022-10-25,34.84000015258789
2022-10-26,37.0
2022-10-27,35.970001220703125
2022-10-28,40.70000076293945
2022-10-31,37.70000076293945
2022-11-01,36.439998626708984
2022-11-02,34.58000183105469
2022-11-03,32.31999969482422
2022-11-04,31.290000915527344
2022-11-07,21.75
2022-11-08,20.579999923706055
2022-11-09,19.709999084472656
2022-11-10,23.3799991607666
2022-11-11,27.0
2022-11-14,26.350000381469727
2022-11-15,26.059999465942383
2022-11-16,24.790000915527344
2022-11-17,23.270000457763672
2022-11-18,23.40999984741211
2022-11-21,22.389999389648438
2022-11-22,22.549999237060547
2022-11-23,22.600000381469727
2022-11-25,22.299999237060547
2022-11-28,21.84000015258789
2022-11-29,21.739999771118164
2022-11-30,23.229999542236328
2022-12-01,22.56999969482422
2022-12-02,24.0
2022-12-05,21.420000076293945
2022-12-06,21.06999969482422
2022-12-07,21.420000076293945
2022-12-08,22.110000610351562
2022-12-09,21.649999618530273
2022-12-12,22.770000457763672
2022-12-13,22.450000762939453
2022-12-14,22.610000610351562
2022-12-15,19.520000457763672
2022-12-16,19.270000457763672
2022-12-19,17.969999313354492
2022-12-20,18.510000228881836
2022-12-21,18.920000076293945
2022-12-22,19.100000381469727
2022-12-23,18.209999084472656
2022-12-27,17.850000381469727
2022-12-28,18.010000228881836
2022-12-29,18.84000015258789
2022-12-30,19.350000381469727
2023-01-03,18.899999618530273
2023-01-04,20.260000228881836
2023-01-05,20.010000228881836
2023-01-06,20.440000534057617
2023-01-09,20.18000030517578
2023-01-10,21.360000610351562
2023-01-11,21.709999084472656
2023-01-12,23.100000381469727
2023-01-13,22.940000534057617
2023-01-17,23.260000228881836
2023-01-18,22.1299991607666
2023-01-19,20.81999969482422
2023-01-20,21.59000015258789
2023-01-23,22.600000381469727
2023-01-24,22.489999771118164
2023-01-25,22.0
2023-01-26,22.010000228881836
2023-01-27,22.420000076293945
2023-01-30,21.770000457763672
2023-01-31,22.75
2023-02-01,22.06999969482422
2023-02-02,24.010000228881836
2023-02-03,23.290000915527344
2023-02-06,22.56999969482422
2023-02-07,22.68000030517578
2023-02-08,21.1200008392334
2023-02-09,20.399999618530273
2023-02-10,20.450000762939453
2023-02-13,21.139999389648438
2023-02-14,21.760000228881836
2023-02-15,21.719999313354492
2023-02-16,20.59000015258789
2023-02-17,21.100000381469727
2023-02-21,18.989999771118164
2023-02-22,20.0
2023-02-23,19.540000915527344
2023-02-24,18.6200008392334
2023-02-27,18.93000030517578
2023-02-28,19.0
2023-03-01,18.190000534057617
2023-03-02,20.15999984741211
2023-03-03,19.469999313354492
2023-03-06,18.809999465942383
2023-03-07,18.75
2023-03-08,18.219999313354492
2023-03-09,17.389999389648438
2023-03-10,17.079999923706055
2023-03-13,17.850000381469727
2023-03-14,17.420000076293945
2023-03-15,17.049999237060547
2023-03-16,16.920000076293945
2023-03-17,16.479999542236328
2023-03-20,16.350000381469727
2023-03-21,16.690000534057617
2023-03-22,15.220000267028809
2023-03-23,14.350000381469727
2023-03-24,14.420000076293945
2023-03-27,14.670000076293945
2023-03-28,14.350000381469727
2023-03-29,14.779999732971191
2023-03-30,14.300000190734863
2023-03-31,14.420000076293945
2023-04-03,14.40999984741211
2023-04-04,13.369999885559082
2023-04-05,13.34000015258789
2023-04-06,13.59000015258789
2023-04-10,13.640000343322754
2023-04-11,13.989999771118164
2023-04-12,13.6899995803833
2023-04-13,15.6899995803833
2023-04-14,15.050000190734863
2023-04-17,15.789999961853027
2023-04-18,15.90999984741211
2023-04-19,16.1200008392334
2023-04-20,15.84000015258789
2023-04-21,16.889999389648438
2023-04-24,16.020000457763672
2023-04-25,15.720000267028809
2023-04-26,15.8100004196167
2023-04-27,15.739999771118164
2023-04-28,15.930000305175781
2023-05-01,16.040000915527344
2023-05-02,15.25
2023-05-03,16.149999618530273
2023-05-04,16.309999465942383
2023-05-05,16.239999771118164
2023-05-08,16.209999084472656
2023-05-09,17.75
2023-05-10,18.40999984741211
2023-05-11,18.149999618530273
2023-05-12,17.530000686645508
2023-05-15,17.65999984741211
2023-05-16,16.6200008392334
2023-05-17,17.139999389648438
2023-05-18,16.34000015258789
2023-05-19,16.739999771118164
2023-05-22,16.81999969482422
2023-05-23,16.709999084472656
2023-05-24,16.40999984741211
2023-05-25,15.869999885559082
2023-05-26,15.989999771118164
2023-05-30,15.329999923706055
2023-05-31,15.479999542236328
2023-06-01,15.40999984741211
2023-06-02,16.270000457763672
2023-06-05,16.739999771118164
2023-06-06,17.950000762939453
2023-06-07,17.65999984741211
2023-06-08,17.59000015258789
2023-06-09,17.190000534057617
2023-06-12,17.450000762939453
2023-06-13,18.1200008392334
2023-06-14,17.100000381469727
2023-06-15,19.84000015258789
2023-06-16,19.899999618530273
2023-06-20,19.690000534057617
2023-06-21,18.989999771118164
2023-06-22,18.639999389648438
2023-06-23,18.549999237060547
2023-06-26,18.100000381469727
2023-06-27,18.790000915527344
2023-06-28,19.399999618530273
2023-06-29,18.770000457763672
2023-06-30,18.75
2023-07-03,19.360000610351562
2023-07-05,19.020000457763672
2023-07-06,18.579999923706055
2023-07-07,18.68000030517578
2023-07-10,19.8700008392334
2023-07-11,19.889999389648438
2023-07-12,20.260000228881836
2023-07-13,20.360000610351562
2023-07-14,19.940000534057617
2023-07-17,19.780000686645508
2023-07-18,20.15999984741211
2023-07-19,20.350000381469727
2023-07-20,19.829999923706055
2023-07-21,20.81999969482422
2023-07-24,20.610000610351562
2023-07-25,20.739999771118164
2023-07-26,20.420000076293945
2023-07-27,19.459999084472656
2023-07-28,19.899999618530273
2023-07-31,20.489999771118164
2023-08-01,19.420000076293945
2023-08-02,19.1200008392334
2023-08-03,18.920000076293945
2023-08-04,18.950000762939453
2023-08-07,16.34000015258789
2023-08-08,17.540000915527344
2023-08-09,17.530000686645508
2023-08-10,18.0
2023-08-11,17.979999542236328
2023-08-14,17.06999969482422
2023-08-15,15.800000190734863
2023-08-16,15.020000457763672
2023-08-17,14.569999694824219
2023-08-18,14.039999961853027
2023-08-21,13.979999542236328
2023-08-22,13.930000305175781
2023-08-23,14.329999923706055
2023-08-24,13.350000381469727
2023-08-25,13.039999961853027
2023-08-28,12.989999771118164
2023-08-29,12.819999694824219
2023-08-30,13.119999885559082
2023-08-31,12.869999885559082
2023-09-01,13.449999809265137
2023-09-05,12.84000015258789
2023-09-06,12.649999618530273
2023-09-07,12.59000015258789
2023-09-08,12.609999656677246
2023-09-11,12.970000267028809
2023-09-12,13.359999656677246
2023-09-13,13.0
2023-09-14,12.90999984741211
2023-09-15,12.680000305175781
2023-09-18,12.710000038146973
2023-09-19,12.850000381469727
2023-09-20,12.8100004196167
2023-09-21,12.449999809265137
2023-09-22,12.09000015258789
2023-09-25,11.420000076293945
2023-09-26,12.989999771118164
2023-09-27,12.630000114440918
2023-09-28,12.960000038146973
2023-09-29,13.260000228881836
2023-10-02,11.779999732971191
2023-10-03,12.289999961853027
2023-10-04,11.989999771118164
2023-10-05,12.079999923706055
2023-10-06,12.4399995803833
2023-10-09,12.149999618530273
2023-10-10,12.520000457763672
2023-10-11,12.270000457763672
2023-10-12,11.510000228881836
2023-10-13,11.699999809265137
2023-10-16,11.569999694824219
2023-10-17,11.520000457763672
2023-10-18,10.9399995803833
2023-10-19,9.635000228881836
2023-10-20,9.279999732971191
2023-10-23,9.170000076293945
2023-10-24,9.5600004196167
2023-10-25,9.350000381469727
2023-10-26,9.5
2023-10-27,8.84000015258789
2023-10-30,9.40999984741211
2023-10-31,12.039999961853027
2023-11-01,11.75
2023-11-02,13.930000305175781
2023-11-03,15.579999923706055
2023-11-06,14.979999542236328
2023-11-07,18.700000762939453
2023-11-08,16.75
2023-11-09,16.040000915527344
2023-11-10,15.699999809265137
2023-11-13,9.289999961853027
2023-11-14,10.770000457763672
2023-11-15,11.489999771118164
2023-11-16,10.979999542236328
2023-11-17,11.729999542236328
2023-11-20,12.359999656677246
2023-11-21,11.4399995803833
2023-11-22,12.039999961853027
2023-11-24,12.119999885559082
2023-11-27,11.5600004196167
2023-11-28,11.930000305175781
2023-11-29,11.199999809265137
2023-11-30,11.279999732971191
2023-12-01,11.789999961853027
