Date,HOVR
2023-04-03,10.210000038146973
2023-04-04,10.204999923706055
2023-04-05,10.225000381469727
2023-04-06,10.210000038146973
2023-04-10,10.210000038146973
2023-04-11,10.210000038146973
2023-04-12,10.220000267028809
2023-04-13,10.210000038146973
2023-04-14,10.21500015258789
2023-04-17,10.210000038146973
2023-04-18,10.210000038146973
2023-04-19,10.270000457763672
2023-04-20,10.229999542236328
2023-04-21,10.25
2023-04-24,10.25
2023-04-25,10.251999855041504
2023-04-26,10.244999885559082
2023-04-27,10.244999885559082
2023-04-28,10.279999732971191
2023-05-01,10.279999732971191
2023-05-02,10.260000228881836
2023-05-03,10.270000457763672
2023-05-04,10.279999732971191
2023-05-05,10.279999732971191
2023-05-08,10.279999732971191
2023-05-09,10.279999732971191
2023-05-10,10.34000015258789
2023-05-11,10.300000190734863
2023-05-12,10.3100004196167
2023-05-15,10.319999694824219
2023-05-16,10.319999694824219
2023-05-17,10.319999694824219
2023-05-18,10.34000015258789
2023-05-19,10.350000381469727
2023-05-22,10.345000267028809
2023-05-23,10.359999656677246
2023-05-24,10.34000015258789
2023-05-25,10.350000381469727
2023-05-26,10.34000015258789
2023-05-30,10.34000015258789
2023-05-31,10.350000381469727
2023-06-01,10.350000381469727
2023-06-02,10.380000114440918
2023-06-05,10.369999885559082
2023-06-06,10.369999885559082
2023-06-07,10.4399995803833
2023-06-08,10.399999618530273
2023-06-09,10.369999885559082
2023-06-12,10.399999618530273
2023-06-13,10.359999656677246
2023-06-14,10.4399995803833
2023-06-15,10.4399995803833
2023-06-16,10.4399995803833
2023-06-20,10.4399995803833
2023-06-21,10.380000114440918
2023-06-22,10.380000114440918
2023-06-23,10.380000114440918
2023-06-26,10.380000114440918
2023-06-27,10.40999984741211
2023-06-28,10.40999984741211
2023-06-29,10.40999984741211
2023-06-30,10.40999984741211
2023-07-03,10.40999984741211
2023-07-05,10.40999984741211
2023-07-06,10.40999984741211
2023-07-07,10.40999984741211
2023-07-10,10.399999618530273
2023-07-11,10.40999984741211
2023-07-12,10.40999984741211
2023-07-13,10.425000190734863
2023-07-14,10.425000190734863
2023-07-17,10.430000305175781
2023-07-18,10.430000305175781
2023-07-19,10.430000305175781
2023-07-20,10.430000305175781
2023-07-21,10.430000305175781
2023-07-24,10.430000305175781
2023-07-25,10.4399995803833
2023-07-26,10.449999809265137
2023-07-27,10.446000099182129
2023-07-28,10.454999923706055
2023-07-31,10.460000038146973
2023-08-01,10.5
2023-08-02,10.460000038146973
2023-08-03,10.470000267028809
2023-08-04,10.479999542236328
2023-08-07,10.479999542236328
2023-08-08,10.479999542236328
2023-08-09,10.479999542236328
2023-08-10,10.489999771118164
2023-08-11,10.494999885559082
2023-08-14,10.479999542236328
2023-08-15,10.489999771118164
2023-08-16,10.489999771118164
2023-08-17,10.510000228881836
2023-08-18,10.5
2023-08-21,10.539999961853027
2023-08-22,10.59000015258789
2023-08-23,10.550000190734863
2023-08-24,10.5600004196167
2023-08-25,10.609999656677246
2023-08-28,10.5600004196167
2023-08-29,10.579999923706055
2023-08-30,10.920000076293945
2023-08-31,10.649999618530273
2023-09-01,10.609999656677246
2023-09-05,10.604999542236328
2023-09-06,10.600000381469727
2023-09-07,10.600000381469727
2023-09-08,10.59000015258789
2023-09-11,10.5600004196167
2023-09-12,10.5600004196167
2023-09-13,10.520000457763672
2023-09-14,10.550000190734863
2023-09-15,10.520000457763672
2023-09-18,10.532999992370605
2023-09-19,10.550000190734863
2023-09-20,10.550000190734863
2023-09-21,10.545000076293945
2023-09-22,10.550000190734863
2023-09-25,10.545000076293945
2023-09-26,10.550000190734863
2023-09-27,10.550000190734863
2023-09-28,10.550000190734863
2023-09-29,10.550000190734863
