Date,HOVR
2023-10-02,10.5600004196167
2023-10-03,10.555000305175781
2023-10-04,10.550000190734863
2023-10-05,10.555000305175781
2023-10-06,10.5600004196167
2023-10-09,10.5600004196167
2023-10-10,10.5600004196167
2023-10-11,10.5600004196167
2023-10-12,10.569999694824219
2023-10-13,10.569999694824219
2023-10-16,10.579999923706055
2023-10-17,10.579999923706055
2023-10-18,10.574999809265137
2023-10-19,10.579999923706055
2023-10-20,10.579999923706055
2023-10-23,10.579999923706055
2023-10-24,10.579999923706055
2023-10-25,10.574999809265137
2023-10-26,10.579999923706055
2023-10-27,10.579999923706055
2023-10-30,10.579999923706055
2023-10-31,10.59000015258789
2023-11-01,10.59000015258789
2023-11-02,10.59000015258789
2023-11-03,10.59000015258789
2023-11-06,10.600000381469727
2023-11-07,10.609999656677246
2023-11-08,10.609999656677246
2023-11-09,10.609999656677246
2023-11-10,10.609999656677246
2023-11-13,10.579999923706055
2023-11-14,10.614999771118164
2023-11-15,10.609999656677246
2023-11-16,10.520000457763672
2023-11-17,10.5
2023-11-20,10.539999961853027
2023-11-21,10.520000457763672
2023-11-22,10.539999961853027
2023-11-24,10.529999732971191
2023-11-27,10.545000076293945
2023-11-28,10.550000190734863
2023-11-29,10.550000190734863
2023-11-30,10.579999923706055
2023-12-01,10.600000381469727
2023-12-04,10.569999694824219
2023-12-05,10.600000381469727
2023-12-06,10.5600004196167
2023-12-07,10.569999694824219
2023-12-08,10.569999694824219
2023-12-11,10.569999694824219
2023-12-12,10.569999694824219
2023-12-13,10.550999641418457
2023-12-14,10.59000015258789
2023-12-15,10.59000015258789
2023-12-18,10.585000038146973
2023-12-19,10.59000015258789
2023-12-20,10.619999885559082
2023-12-21,10.640000343322754
2023-12-22,10.625
2023-12-26,10.609999656677246
2023-12-27,10.619999885559082
2023-12-28,10.039999961853027
2023-12-29,8.319999694824219
2024-01-02,7.510000228881836
2024-01-03,8.020000457763672
2024-01-04,10.199999809265137
2024-01-05,10.199999809265137
2024-01-08,10.100000381469727
2024-01-09,7.940000057220459
2024-01-10,5.429999828338623
2024-01-11,5.659999847412109
2024-01-12,5.71999979019165
2024-01-16,3.359999895095825
2024-01-17,2.369999885559082
2024-01-18,2.369999885559082
2024-01-19,1.8200000524520874
2024-01-22,1.9420000314712524
2024-01-23,2.059999942779541
2024-01-24,1.9470000267028809
2024-01-25,1.9199999570846558
2024-01-26,1.75
2024-01-29,1.809999942779541
2024-01-30,1.6699999570846558
2024-01-31,1.6299999952316284
2024-02-01,1.6799999475479126
2024-02-02,1.600000023841858
2024-02-05,1.4199999570846558
2024-02-06,1.5099999904632568
2024-02-07,1.7799999713897705
2024-02-08,1.8200000524520874
2024-02-09,1.7599999904632568
2024-02-12,1.7699999809265137
2024-02-13,1.7599999904632568
2024-02-14,1.75
2024-02-15,1.7999999523162842
2024-02-16,1.725000023841858
2024-02-20,1.9299999475479126
2024-02-21,1.649999976158142
2024-02-22,1.649999976158142
2024-02-23,1.4900000095367432
2024-02-26,1.2599999904632568
2024-02-27,1.25
2024-02-28,1.2000000476837158
2024-02-29,1.25
2024-03-01,1.149999976158142
2024-03-04,1.2000000476837158
2024-03-05,1.309999942779541
2024-03-06,2.299999952316284
2024-03-07,2.4800000190734863
2024-03-08,2.8499999046325684
2024-03-11,2.6600000858306885
2024-03-12,2.4100000858306885
2024-03-13,2.640000104904175
2024-03-14,2.869999885559082
2024-03-15,3.049999952316284
2024-03-18,2.8299999237060547
2024-03-19,2.7699999809265137
2024-03-20,2.8399999141693115
2024-03-21,2.752000093460083
2024-03-22,2.8399999141693115
2024-03-25,2.450000047683716
2024-03-26,2.424999952316284
2024-03-27,2.5199999809265137
2024-03-28,2.4000000953674316
2024-04-01,2.2699999809265137
2024-04-02,2.259999990463257
2024-04-03,2.3299999237060547
2024-04-04,2.359999895095825
2024-04-05,2.390000104904175
2024-04-08,2.2300000190734863
2024-04-09,2.299999952316284
2024-04-10,2.440000057220459
2024-04-11,2.4000000953674316
2024-04-12,2.4800000190734863
2024-04-15,2.299999952316284
2024-04-16,2.299999952316284
2024-04-17,2.0799999237060547
2024-04-18,2.299999952316284
2024-04-19,2.4000000953674316
2024-04-22,2.2850000858306885
2024-04-23,2.4000000953674316
2024-04-24,2.359999895095825
2024-04-25,2.309999942779541
2024-04-26,2.2200000286102295
2024-04-29,2.109999895095825
2024-04-30,2.009999990463257
2024-05-01,1.9800000190734863
2024-05-02,2.109999895095825
2024-05-03,2.0
2024-05-06,2.0
2024-05-07,2.240000009536743
2024-05-08,2.2699999809265137
2024-05-09,2.1600000858306885
2024-05-10,2.0199999809265137
2024-05-13,2.0299999713897705
2024-05-14,1.7000000476837158
2024-05-15,1.7000000476837158
2024-05-16,1.5499999523162842
2024-05-17,1.3799999952316284
2024-05-20,1.4900000095367432
2024-05-21,1.0399999618530273
2024-05-22,1.0
2024-05-23,1.0
2024-05-24,1.0399999618530273
2024-05-28,0.8560000061988831
2024-05-29,0.9380000233650208
2024-05-30,0.8500000238418579
2024-05-31,0.7950000166893005
2024-06-03,0.800000011920929
2024-06-04,0.800000011920929
2024-06-05,0.7400000095367432
2024-06-06,0.7699999809265137
2024-06-07,0.7200000286102295
2024-06-10,1.0
2024-06-11,0.949999988079071
2024-06-12,0.8999999761581421
2024-06-13,0.75
2024-06-14,0.7300000190734863
2024-06-17,0.7749999761581421
2024-06-18,0.7360000014305115
2024-06-20,0.7400000095367432
2024-06-21,0.7300000190734863
2024-06-24,0.6290000081062317
2024-06-25,0.5680000185966492
2024-06-26,0.5669999718666077
2024-06-27,0.5889999866485596
2024-06-28,0.5550000071525574
2024-07-01,0.5199999809265137
2024-07-02,0.5699999928474426
2024-07-03,0.5249999761581421
2024-07-05,0.5149999856948853
2024-07-08,0.49900001287460327
2024-07-09,0.4650000035762787
2024-07-10,0.5289999842643738
2024-07-11,0.6340000033378601
2024-07-12,0.5389999747276306
2024-07-15,0.492000013589859
2024-07-16,0.6499999761581421
2024-07-17,0.5799999833106995
2024-07-18,0.5989999771118164
2024-07-19,0.5879999995231628
2024-07-22,0.5379999876022339
2024-07-23,0.6399999856948853
2024-07-24,0.7749999761581421
2024-07-25,0.8999999761581421
2024-07-26,0.753000020980835
2024-07-29,0.6660000085830688
2024-07-30,0.718999981880188
2024-07-31,0.699999988079071
2024-08-01,0.6710000038146973
2024-08-02,0.6060000061988831
2024-08-05,0.527999997138977
2024-08-06,0.6200000047683716
2024-08-07,0.5830000042915344
2024-08-08,0.6100000143051147
2024-08-09,0.6899999976158142
2024-08-12,0.7200000286102295
2024-08-13,0.8500000238418579
2024-08-14,0.7319999933242798
2024-08-15,0.7409999966621399
2024-08-16,0.6330000162124634
2024-08-19,0.8199999928474426
2024-08-20,0.8999999761581421
2024-08-21,0.9639999866485596
2024-08-22,0.9549999833106995
2024-08-23,1.0299999713897705
2024-08-26,0.9819999933242798
2024-08-27,0.9800000190734863
2024-08-28,1.0
2024-08-29,0.949999988079071
2024-08-30,0.9929999709129333
2024-09-03,0.9110000133514404
2024-09-04,0.8999999761581421
2024-09-05,0.9200000166893005
2024-09-06,1.0
2024-09-09,0.7009999752044678
2024-09-10,0.7599999904632568
2024-09-11,0.7110000252723694
2024-09-12,0.7590000033378601
2024-09-13,0.7850000262260437
2024-09-16,0.75
2024-09-17,0.800000011920929
2024-09-18,0.7409999966621399
2024-09-19,0.5600000023841858
2024-09-20,0.5600000023841858
2024-09-23,0.5690000057220459
2024-09-24,0.5600000023841858
2024-09-25,0.5199999809265137
2024-09-26,0.503000020980835
2024-09-27,0.5
2024-09-30,0.4620000123977661
2024-10-01,0.41999998688697815
2024-10-02,0.2709999978542328
2024-10-03,0.25999999046325684
2024-10-04,0.2680000066757202
2024-10-07,0.2879999876022339
2024-10-08,0.3059999942779541
2024-10-09,0.2879999876022339
2024-10-10,0.3100000023841858
2024-10-11,0.3100000023841858
2024-10-14,0.30000001192092896
2024-10-15,0.3240000009536743
2024-10-16,0.33500000834465027
2024-10-17,0.3370000123977661
2024-10-18,0.3499999940395355
2024-10-21,0.36399999260902405
2024-10-22,0.3400000035762787
2024-10-23,0.3199999928474426
2024-10-24,0.30399999022483826
2024-10-25,0.3100000023841858
2024-10-28,0.3050000071525574
2024-10-29,0.3059999942779541
2024-10-30,0.2879999876022339
2024-10-31,0.2809999883174896
2024-11-01,0.2750000059604645
2024-11-04,0.2750000059604645
2024-11-05,0.27300000190734863
2024-11-06,0.2720000147819519
2024-11-07,0.289000004529953
2024-11-08,0.28999999165534973
2024-11-11,0.4519999921321869
2024-11-12,0.5149999856948853
2024-11-13,0.5180000066757202
2024-11-14,0.5199999809265137
2024-11-15,0.46299999952316284
2024-11-18,0.375
2024-11-19,0.44999998807907104
2024-11-20,0.48399999737739563
2024-11-21,0.4650000035762787
