Date,ONDS
2022-02-28,5.0
2022-03-01,5.099999904632568
2022-03-02,5.5
2022-03-03,5.019999980926514
2022-03-04,4.769999980926514
2022-03-07,4.630000114440918
2022-03-08,4.800000190734863
2022-03-09,4.960000038146973
2022-03-10,5.429999828338623
2022-03-11,5.309999942779541
2022-03-14,5.010000228881836
2022-03-15,5.210000038146973
2022-03-16,5.349999904632568
2022-03-17,6.150000095367432
2022-03-18,6.550000190734863
2022-03-21,6.610000133514404
2022-03-22,7.190000057220459
2022-03-23,6.610000133514404
2022-03-24,7.309999942779541
2022-03-25,7.019999980926514
2022-03-28,7.570000171661377
2022-03-29,7.75
2022-03-30,7.460000038146973
2022-03-31,7.300000190734863
2022-04-01,7.809999942779541
2022-04-04,7.679999828338623
2022-04-05,7.619999885559082
2022-04-06,7.110000133514404
2022-04-07,6.880000114440918
2022-04-08,6.519999980926514
2022-04-11,6.690000057220459
2022-04-12,6.860000133514404
2022-04-13,7.400000095367432
2022-04-14,7.230000019073486
2022-04-18,7.119999885559082
2022-04-19,7.340000152587891
2022-04-20,7.5
2022-04-21,7.110000133514404
2022-04-22,6.980000019073486
2022-04-25,7.480000019073486
2022-04-26,7.019999980926514
2022-04-27,7.289999961853027
2022-04-28,7.980000019073486
2022-04-29,8.109999656677246
2022-05-02,8.100000381469727
2022-05-03,8.15999984741211
2022-05-04,8.0
2022-05-05,7.400000095367432
2022-05-06,6.789999961853027
2022-05-09,5.78000020980835
2022-05-10,5.78000020980835
2022-05-11,5.070000171661377
2022-05-12,6.039999961853027
2022-05-13,6.440000057220459
2022-05-16,6.699999809265137
2022-05-17,7.110000133514404
2022-05-18,7.230000019073486
2022-05-19,6.820000171661377
2022-05-20,7.190000057220459
2022-05-23,6.78000020980835
2022-05-24,6.510000228881836
2022-05-25,6.769999980926514
2022-05-26,6.840000152587891
2022-05-27,7.159999847412109
2022-05-31,7.230000019073486
2022-06-01,7.429999828338623
2022-06-02,7.550000190734863
2022-06-03,7.349999904632568
2022-06-06,7.070000171661377
2022-06-07,6.909999847412109
2022-06-08,7.090000152587891
2022-06-09,6.730000019073486
2022-06-10,6.360000133514404
2022-06-13,6.320000171661377
2022-06-14,6.900000095367432
2022-06-15,7.159999847412109
2022-06-16,6.610000133514404
2022-06-17,7.210000038146973
2022-06-21,6.920000076293945
2022-06-22,6.699999809265137
2022-06-23,6.420000076293945
2022-06-24,6.110000133514404
2022-06-27,5.860000133514404
2022-06-28,5.570000171661377
2022-06-29,5.380000114440918
2022-06-30,5.389999866485596
2022-07-01,5.5
2022-07-05,5.820000171661377
2022-07-06,5.710000038146973
2022-07-07,5.650000095367432
2022-07-08,5.519999980926514
2022-07-11,5.119999885559082
2022-07-12,4.860000133514404
2022-07-13,4.690000057220459
2022-07-14,4.550000190734863
2022-07-15,4.760000228881836
2022-07-18,4.579999923706055
2022-07-19,4.71999979019165
2022-07-20,5.159999847412109
2022-07-21,5.210000038146973
2022-07-22,4.829999923706055
2022-07-25,4.840000152587891
2022-07-26,4.619999885559082
2022-07-27,4.760000228881836
2022-07-28,4.650000095367432
2022-07-29,4.579999923706055
2022-08-01,4.570000171661377
2022-08-02,4.739999771118164
2022-08-03,5.179999828338623
2022-08-04,5.309999942779541
2022-08-05,5.369999885559082
2022-08-08,5.25
2022-08-09,4.760000228881836
2022-08-10,4.920000076293945
2022-08-11,5.260000228881836
2022-08-12,5.210000038146973
2022-08-15,5.170000076293945
2022-08-16,5.21999979019165
2022-08-17,5.130000114440918
2022-08-18,5.090000152587891
2022-08-19,4.809999942779541
2022-08-22,4.679999828338623
2022-08-23,4.659999847412109
2022-08-24,4.800000190734863
2022-08-25,5.0
2022-08-26,4.809999942779541
2022-08-29,4.78000020980835
2022-08-30,4.570000171661377
2022-08-31,4.71999979019165
2022-09-01,4.610000133514404
2022-09-02,4.599999904632568
2022-09-06,4.519999980926514
2022-09-07,4.489999771118164
2022-09-08,4.46999979019165
2022-09-09,4.380000114440918
2022-09-12,4.369999885559082
2022-09-13,4.179999828338623
2022-09-14,4.300000190734863
2022-09-15,4.210000038146973
2022-09-16,4.190000057220459
2022-09-19,4.170000076293945
2022-09-20,4.25
2022-09-21,4.099999904632568
2022-09-22,4.090000152587891
2022-09-23,3.940000057220459
2022-09-26,3.559999942779541
2022-09-27,3.619999885559082
2022-09-28,3.7200000286102295
2022-09-29,3.630000114440918
2022-09-30,3.700000047683716
2022-10-03,3.6500000953674316
2022-10-04,3.990000009536743
2022-10-05,3.880000114440918
2022-10-06,3.809999942779541
2022-10-07,3.4700000286102295
2022-10-10,3.3399999141693115
2022-10-11,3.380000114440918
2022-10-12,3.4000000953674316
2022-10-13,3.359999895095825
2022-10-14,3.359999895095825
2022-10-17,3.440000057220459
2022-10-18,3.5299999713897705
2022-10-19,3.640000104904175
2022-10-20,3.759999990463257
2022-10-21,3.8399999141693115
2022-10-24,4.059999942779541
2022-10-25,4.449999809265137
2022-10-26,4.019999980926514
2022-10-27,3.8399999141693115
2022-10-28,3.869999885559082
2022-10-31,4.0
2022-11-01,3.9200000762939453
2022-11-02,3.559999942779541
2022-11-03,3.4800000190734863
2022-11-04,3.359999895095825
2022-11-07,3.4200000762939453
2022-11-08,3.390000104904175
2022-11-09,3.1700000762939453
2022-11-10,3.509999990463257
2022-11-11,3.809999942779541
2022-11-14,3.565000057220459
2022-11-15,3.180000066757202
2022-11-16,2.9100000858306885
2022-11-17,2.950000047683716
2022-11-18,2.869999885559082
2022-11-21,2.625
2022-11-22,2.690000057220459
2022-11-23,2.684999942779541
2022-11-25,2.640000104904175
2022-11-28,2.5899999141693115
2022-11-29,2.569999933242798
2022-11-30,2.5899999141693115
2022-12-01,2.490000009536743
2022-12-02,2.4100000858306885
2022-12-05,2.309999942779541
2022-12-06,2.2799999713897705
2022-12-07,2.2799999713897705
2022-12-08,2.319999933242798
2022-12-09,2.369999885559082
2022-12-12,2.1700000762939453
2022-12-13,2.0
2022-12-14,1.9299999475479126
2022-12-15,1.909999966621399
2022-12-16,1.850000023841858
2022-12-19,1.8200000524520874
2022-12-20,1.9199999570846558
2022-12-21,1.8799999952316284
2022-12-22,1.75
2022-12-23,1.690000057220459
2022-12-27,1.5399999618530273
2022-12-28,1.559999942779541
2022-12-29,1.5
2022-12-30,1.590000033378601
2023-01-03,1.5399999618530273
2023-01-04,1.5099999904632568
2023-01-05,1.440000057220459
2023-01-06,1.5299999713897705
2023-01-09,1.559999942779541
2023-01-10,1.6699999570846558
2023-01-11,1.7300000190734863
2023-01-12,1.7999999523162842
2023-01-13,1.8799999952316284
2023-01-17,1.850000023841858
2023-01-18,1.7899999618530273
2023-01-19,1.7799999713897705
2023-01-20,1.7799999713897705
2023-01-23,1.850000023841858
2023-01-24,1.9299999475479126
2023-01-25,1.8600000143051147
2023-01-26,1.9800000190734863
2023-01-27,2.049999952316284
2023-01-30,2.0
2023-01-31,1.9900000095367432
2023-02-01,2.140000104904175
2023-02-02,2.180000066757202
2023-02-03,2.2100000381469727
2023-02-06,2.240000009536743
2023-02-07,2.4000000953674316
2023-02-08,2.299999952316284
2023-02-09,2.055000066757202
2023-02-10,2.009999990463257
2023-02-13,2.0299999713897705
2023-02-14,2.1600000858306885
2023-02-15,2.4000000953674316
2023-02-16,2.174999952316284
2023-02-17,2.2100000381469727
2023-02-21,2.009999990463257
2023-02-22,1.9700000286102295
2023-02-23,2.0199999809265137
2023-02-24,1.9299999475479126
2023-02-27,1.809999942779541
2023-02-28,1.8799999952316284
2023-03-01,1.8899999856948853
2023-03-02,1.8300000429153442
2023-03-03,1.8600000143051147
