Date,ONDS
2023-03-06,1.840000033378601
2023-03-07,1.7200000286102295
2023-03-08,1.6299999952316284
2023-03-09,1.5
2023-03-10,1.534999966621399
2023-03-13,1.5800000429153442
2023-03-14,1.5399999618530273
2023-03-15,1.4600000381469727
2023-03-16,1.4600000381469727
2023-03-17,1.2999999523162842
2023-03-20,1.159999966621399
2023-03-21,1.2400000095367432
2023-03-22,1.1799999475479126
2023-03-23,1.100000023841858
2023-03-24,1.100000023841858
2023-03-27,1.0499999523162842
2023-03-28,1.0800000429153442
2023-03-29,1.0700000524520874
2023-03-30,1.059999942779541
2023-03-31,1.0800000429153442
2023-04-03,1.0399999618530273
2023-04-04,0.9710000157356262
2023-04-05,0.8970000147819519
2023-04-06,0.9599999785423279
2023-04-10,0.9919999837875366
2023-04-11,1.0099999904632568
2023-04-12,0.9330000281333923
2023-04-13,1.0399999618530273
2023-04-14,1.0199999809265137
2023-04-17,1.0199999809265137
2023-04-18,1.0199999809265137
2023-04-19,1.0
2023-04-20,0.9409999847412109
2023-04-21,0.8790000081062317
2023-04-24,0.8209999799728394
2023-04-25,0.8159999847412109
2023-04-26,0.8659999966621399
2023-04-27,0.9449999928474426
2023-04-28,1.0
2023-05-01,0.9710000157356262
2023-05-02,0.9150000214576721
2023-05-03,0.9129999876022339
2023-05-04,0.8970000147819519
2023-05-05,1.2100000381469727
2023-05-08,1.1050000190734863
2023-05-09,1.2200000286102295
2023-05-10,1.25
2023-05-11,1.0850000381469727
2023-05-12,1.0800000429153442
2023-05-15,0.925000011920929
2023-05-16,0.8659999966621399
2023-05-17,0.8489999771118164
2023-05-18,0.9300000071525574
2023-05-19,0.9179999828338623
2023-05-22,0.9100000262260437
2023-05-23,0.8859999775886536
2023-05-24,0.8560000061988831
2023-05-25,0.824999988079071
2023-05-26,0.8309999704360962
2023-05-30,0.8259999752044678
2023-05-31,0.8669999837875366
2023-06-01,0.859000027179718
2023-06-02,0.8759999871253967
2023-06-05,0.8980000019073486
2023-06-06,0.8199999928474426
2023-06-07,0.9580000042915344
2023-06-08,0.9309999942779541
2023-06-09,0.9599999785423279
2023-06-12,0.9800000190734863
2023-06-13,1.090000033378601
2023-06-14,1.0700000524520874
2023-06-15,1.0099999904632568
2023-06-16,1.0299999713897705
2023-06-20,0.9750000238418579
2023-06-21,0.9490000009536743
2023-06-22,0.9490000009536743
2023-06-23,1.0099999904632568
2023-06-26,0.9139999747276306
2023-06-27,0.8769999742507935
2023-06-28,0.8489999771118164
2023-06-29,0.8299999833106995
2023-06-30,0.8600000143051147
2023-07-03,0.9049999713897705
2023-07-05,0.9679999947547913
2023-07-06,0.8799999952316284
2023-07-07,1.0299999713897705
2023-07-10,1.149999976158142
2023-07-11,1.3200000524520874
2023-07-12,1.2200000286102295
2023-07-13,1.3899999856948853
2023-07-14,1.1799999475479126
2023-07-17,1.190000057220459
2023-07-18,1.2000000476837158
2023-07-19,1.5199999809265137
2023-07-20,1.6200000047683716
2023-07-21,2.0
2023-07-24,2.009999990463257
2023-07-25,1.684999942779541
2023-07-26,1.649999976158142
2023-07-27,1.4700000286102295
2023-07-28,1.5
2023-07-31,1.6299999952316284
2023-08-01,1.7000000476837158
2023-08-02,1.6349999904632568
2023-08-03,1.590000033378601
2023-08-04,1.4700000286102295
2023-08-07,1.3200000524520874
2023-08-08,1.3200000524520874
2023-08-09,1.309999942779541
2023-08-10,1.1050000190734863
2023-08-11,1.1399999856948853
2023-08-14,1.0700000524520874
2023-08-15,1.1299999952316284
2023-08-16,1.059999942779541
2023-08-17,1.0
2023-08-18,1.0099999904632568
2023-08-21,0.972000002861023
2023-08-22,0.9860000014305115
2023-08-23,0.972000002861023
2023-08-24,0.9200000166893005
2023-08-25,0.8949999809265137
2023-08-28,0.9049999713897705
2023-08-29,0.9150000214576721
2023-08-30,0.9900000095367432
2023-08-31,1.0
2023-09-01,0.9559999704360962
2023-09-05,0.9229999780654907
2023-09-06,0.9100000262260437
2023-09-07,0.9399999976158142
2023-09-08,0.9120000004768372
2023-09-11,0.8960000276565552
2023-09-12,0.8320000171661377
2023-09-13,0.8159999847412109
2023-09-14,0.8299999833106995
2023-09-15,0.8159999847412109
2023-09-18,0.7509999871253967
2023-09-19,0.7149999737739563
2023-09-20,0.6710000038146973
2023-09-21,0.6240000128746033
2023-09-22,0.699999988079071
2023-09-25,0.7099999785423279
2023-09-26,0.6399999856948853
2023-09-27,0.5759999752044678
2023-09-28,0.6110000014305115
2023-09-29,0.6100000143051147
2023-10-02,0.6079999804496765
2023-10-03,0.5690000057220459
2023-10-04,0.5699999928474426
2023-10-05,0.5550000071525574
2023-10-06,0.5770000219345093
2023-10-09,0.5580000281333923
2023-10-10,0.4779999852180481
2023-10-11,0.4699999988079071
2023-10-12,0.4300000071525574
2023-10-13,0.3889999985694885
2023-10-16,0.492000013589859
2023-10-17,0.4740000069141388
2023-10-18,0.42800000309944153
2023-10-19,0.421999990940094
2023-10-20,0.38999998569488525
2023-10-23,0.3619999885559082
2023-10-24,0.35899999737739563
2023-10-25,0.335999995470047
2023-10-26,0.3499999940395355
2023-10-27,0.37400001287460327
2023-10-30,0.3799999952316284
2023-10-31,0.3790000081062317
2023-11-01,0.4099999964237213
2023-11-02,0.4740000069141388
2023-11-03,0.5450000166893005
2023-11-06,0.5709999799728394
2023-11-07,0.5799999833106995
2023-11-08,0.5659999847412109
2023-11-09,0.49300000071525574
2023-11-10,0.6050000190734863
2023-11-13,0.6489999890327454
2023-11-14,0.621999979019165
2023-11-15,0.7860000133514404
2023-11-16,0.7850000262260437
2023-11-17,0.9089999794960022
2023-11-20,1.1299999952316284
2023-11-21,1.1299999952316284
2023-11-22,1.2599999904632568
2023-11-24,1.340000033378601
2023-11-27,1.3799999952316284
2023-11-28,1.3600000143051147
2023-11-29,1.2400000095367432
2023-11-30,1.0950000286102295
2023-12-01,1.100000023841858
2023-12-04,1.2699999809265137
2023-12-05,1.2400000095367432
2023-12-06,1.2000000476837158
2023-12-07,1.2799999713897705
2023-12-08,1.3899999856948853
2023-12-11,1.399999976158142
2023-12-12,1.309999942779541
2023-12-13,1.350000023841858
2023-12-14,1.3899999856948853
2023-12-15,1.3700000047683716
2023-12-18,1.2000000476837158
2023-12-19,1.2699999809265137
2023-12-20,1.190000057220459
2023-12-21,1.3200000524520874
2023-12-22,1.309999942779541
2023-12-26,1.409999966621399
2023-12-27,1.5099999904632568
2023-12-28,1.5
2023-12-29,1.5299999713897705
2024-01-02,1.8200000524520874
2024-01-03,1.8700000047683716
2024-01-04,1.7899999618530273
2024-01-05,1.8200000524520874
2024-01-08,1.7599999904632568
2024-01-09,1.6399999856948853
2024-01-10,1.6549999713897705
2024-01-11,1.6100000143051147
2024-01-12,1.600000023841858
2024-01-16,1.4199999570846558
2024-01-17,1.3250000476837158
2024-01-18,1.2450000047683716
2024-01-19,1.309999942779541
2024-01-22,1.2699999809265137
2024-01-23,1.3600000143051147
2024-01-24,1.3550000190734863
2024-01-25,1.3799999952316284
2024-01-26,1.409999966621399
2024-01-29,1.5099999904632568
2024-01-30,1.3899999856948853
2024-01-31,1.3700000047683716
2024-02-01,1.3799999952316284
2024-02-02,1.3700000047683716
2024-02-05,1.2699999809265137
2024-02-06,1.2300000190734863
2024-02-07,1.2200000286102295
2024-02-08,1.309999942779541
2024-02-09,1.4199999570846558
2024-02-12,1.440000057220459
2024-02-13,1.399999976158142
2024-02-14,1.590000033378601
2024-02-15,1.590000033378601
2024-02-16,1.399999976158142
2024-02-20,1.2899999618530273
2024-02-21,1.25
2024-02-22,1.2899999618530273
2024-02-23,1.2599999904632568
2024-02-26,1.399999976158142
2024-02-27,1.2999999523162842
2024-02-28,1.2300000190734863
2024-02-29,1.2699999809265137
2024-03-01,1.2699999809265137
2024-03-04,1.3300000429153442
2024-03-05,1.25
2024-03-06,1.25
2024-03-07,1.2200000286102295
2024-03-08,1.1699999570846558
2024-03-11,1.100000023841858
2024-03-12,1.0800000429153442
2024-03-13,1.0399999618530273
2024-03-14,0.949999988079071
2024-03-15,0.9390000104904175
2024-03-18,0.9300000071525574
2024-03-19,0.9629999995231628
2024-03-20,1.0199999809265137
2024-03-21,0.9750000238418579
2024-03-22,0.9710000157356262
2024-03-25,0.9599999785423279
2024-03-26,0.9700000286102295
2024-03-27,0.9700000286102295
2024-03-28,0.9700000286102295
2024-04-01,1.25
2024-04-02,1.090000033378601
2024-04-03,1.0099999904632568
2024-04-04,1.059999942779541
2024-04-05,1.0700000524520874
2024-04-08,1.0
2024-04-09,1.0199999809265137
2024-04-10,0.9679999947547913
2024-04-11,0.925000011920929
2024-04-12,0.9610000252723694
2024-04-15,0.9440000057220459
2024-04-16,0.9150000214576721
2024-04-17,0.8999999761581421
2024-04-18,0.9300000071525574
2024-04-19,0.8379999995231628
2024-04-22,0.828000009059906
2024-04-23,0.8399999737739563
2024-04-24,0.8330000042915344
2024-04-25,0.8019999861717224
2024-04-26,0.7950000166893005
2024-04-29,0.8479999899864197
2024-04-30,0.8370000123977661
2024-05-01,0.8330000042915344
2024-05-02,0.8339999914169312
2024-05-03,0.8029999732971191
2024-05-06,0.8309999704360962
2024-05-07,0.8209999799728394
2024-05-08,0.8100000023841858
2024-05-09,0.8180000185966492
2024-05-10,0.800000011920929
2024-05-13,0.843999981880188
2024-05-14,0.8700000047683716
2024-05-15,0.8240000009536743
2024-05-16,0.7630000114440918
2024-05-17,0.7699999809265137
2024-05-20,0.7200000286102295
2024-05-21,0.7110000252723694
2024-05-22,0.7699999809265137
2024-05-23,0.7200000286102295
2024-05-24,0.746999979019165
2024-05-28,0.7300000190734863
2024-05-29,0.7170000076293945
2024-05-30,0.7400000095367432
2024-05-31,0.7239999771118164
2024-06-03,0.6830000281333923
2024-06-04,0.6499999761581421
2024-06-05,0.6499999761581421
2024-06-06,0.6200000047683716
2024-06-07,0.6340000033378601
2024-06-10,0.6899999976158142
2024-06-11,0.8640000224113464
2024-06-12,0.8650000095367432
2024-06-13,0.800000011920929
2024-06-14,0.7860000133514404
2024-06-17,0.7440000176429749
2024-06-18,0.7300000190734863
2024-06-20,0.6600000262260437
2024-06-21,0.6899999976158142
2024-06-24,0.625
2024-06-25,0.5910000205039978
2024-06-26,0.6159999966621399
2024-06-27,0.6159999966621399
2024-06-28,0.5799999833106995
2024-07-01,0.5699999928474426
2024-07-02,0.550000011920929
2024-07-03,0.5699999928474426
2024-07-05,0.6079999804496765
2024-07-08,0.7799999713897705
2024-07-09,0.7139999866485596
2024-07-10,0.6949999928474426
2024-07-11,0.7310000061988831
2024-07-12,0.8569999933242798
2024-07-15,0.7730000019073486
2024-07-16,0.8379999995231628
2024-07-17,0.8669999837875366
2024-07-18,0.8349999785423279
2024-07-19,0.8429999947547913
2024-07-22,1.1299999952316284
2024-07-23,1.1299999952316284
2024-07-24,0.9900000095367432
2024-07-25,1.0
2024-07-26,1.059999942779541
2024-07-29,1.0099999904632568
2024-07-30,0.9100000262260437
2024-07-31,0.9900000095367432
2024-08-01,1.1200000047683716
2024-08-02,1.059999942779541
2024-08-05,1.0199999809265137
2024-08-06,0.9620000123977661
2024-08-07,0.8899999856948853
2024-08-08,0.8180000185966492
2024-08-09,0.7900000214576721
2024-08-12,0.7699999809265137
2024-08-13,0.6909999847412109
2024-08-14,0.5879999995231628
2024-08-15,0.6610000133514404
2024-08-16,0.7099999785423279
2024-08-19,0.7390000224113464
2024-08-20,0.7829999923706055
2024-08-21,0.8519999980926514
2024-08-22,0.8899999856948853
2024-08-23,0.8349999785423279
2024-08-26,0.8640000224113464
2024-08-27,0.8650000095367432
2024-08-28,0.8069999814033508
2024-08-29,0.8230000138282776
2024-08-30,0.871999979019165
2024-09-03,0.8610000014305115
2024-09-04,0.8100000023841858
2024-09-05,0.7960000038146973
2024-09-06,0.75
2024-09-09,0.8889999985694885
2024-09-10,0.9390000104904175
2024-09-11,0.8849999904632568
2024-09-12,0.8240000009536743
2024-09-13,0.7960000038146973
2024-09-16,0.7379999756813049
2024-09-17,0.7409999966621399
2024-09-18,0.7699999809265137
2024-09-19,0.7710000276565552
2024-09-20,0.7720000147819519
2024-09-23,0.7360000014305115
2024-09-24,0.6980000138282776
2024-09-25,0.699999988079071
2024-09-26,0.699999988079071
2024-09-27,0.699999988079071
2024-09-30,0.7710000276565552
2024-10-01,0.7799999713897705
2024-10-02,0.7630000114440918
2024-10-03,0.7400000095367432
2024-10-04,0.7409999966621399
2024-10-07,0.824999988079071
2024-10-08,0.9229999780654907
2024-10-09,0.9010000228881836
2024-10-10,0.9290000200271606
2024-10-11,0.8999999761581421
2024-10-14,0.9769999980926514
2024-10-15,0.9020000100135803
2024-10-16,0.9229999780654907
2024-10-17,0.9399999976158142
2024-10-18,0.9160000085830688
2024-10-21,0.9150000214576721
2024-10-22,0.9010000228881836
2024-10-23,0.8560000061988831
2024-10-24,0.9139999747276306
2024-10-25,0.8579999804496765
2024-10-28,0.8700000047683716
2024-10-29,0.8230000138282776
2024-10-30,0.7799999713897705
2024-10-31,0.765999972820282
2024-11-01,0.7379999756813049
2024-11-04,0.7400000095367432
2024-11-05,0.7419999837875366
2024-11-06,0.7829999923706055
2024-11-07,0.7459999918937683
2024-11-08,0.7540000081062317
2024-11-11,0.8009999990463257
2024-11-12,0.7850000262260437
2024-11-13,0.7570000290870667
2024-11-14,0.7400000095367432
2024-11-15,0.7129999995231628
2024-11-18,0.675000011920929
2024-11-19,0.6710000038146973
2024-11-20,0.7110000252723694
2024-11-21,0.8109999895095825
