Date,YYAI
2022-12-21,166.39999389648438
2022-12-22,207.1999969482422
2022-12-23,200.0
2022-12-27,200.0
2022-12-28,194.39999389648438
2022-12-29,185.60000610351562
2022-12-30,187.1999969482422
2023-01-03,176.8000030517578
2023-01-04,200.0
2023-01-05,194.39999389648438
2023-01-06,176.8000030517578
2023-01-09,192.0
2023-01-10,204.0
2023-01-11,198.39999389648438
2023-01-12,186.39999389648438
2023-01-13,180.8000030517578
2023-01-17,184.0
2023-01-18,181.60000610351562
2023-01-19,223.1999969482422
2023-01-20,208.0
2023-01-23,210.39999389648438
2023-01-24,216.0
2023-01-25,231.1999969482422
2023-01-26,244.8000030517578
2023-01-27,233.60000610351562
2023-01-30,226.39999389648438
2023-01-31,246.39999389648438
2023-02-01,260.0
2023-02-02,248.0
2023-02-03,243.1999969482422
2023-02-06,247.1999969482422
2023-02-07,243.1999969482422
2023-02-08,236.8000030517578
2023-02-09,240.0
2023-02-10,213.60000610351562
2023-02-13,186.39999389648438
2023-02-14,168.0
2023-02-15,188.0
2023-02-16,191.1999969482422
2023-02-17,193.60000610351562
2023-02-21,186.39999389648438
2023-02-22,131.1999969482422
2023-02-23,112.0
2023-02-24,167.1999969482422
2023-02-27,135.1999969482422
2023-02-28,144.0
2023-03-01,152.0
2023-03-02,152.0
2023-03-03,149.60000610351562
2023-03-06,148.0
2023-03-07,137.60000610351562
2023-03-08,136.0
2023-03-09,128.8000030517578
2023-03-10,132.8000030517578
2023-03-13,130.39999389648438
2023-03-14,130.39999389648438
2023-03-15,128.0
2023-03-16,128.0
2023-03-17,133.60000610351562
2023-03-20,144.0
2023-03-21,138.39999389648438
2023-03-22,140.0
2023-03-23,135.1999969482422
2023-03-24,135.1999969482422
2023-03-27,123.19999694824219
2023-03-28,128.0
2023-03-29,124.80000305175781
2023-03-30,122.4000015258789
2023-03-31,120.80000305175781
2023-04-03,116.0
2023-04-04,116.0
2023-04-05,128.0
2023-04-06,128.8000030517578
2023-04-10,133.60000610351562
2023-04-11,120.80000305175781
2023-04-12,116.0
2023-04-13,116.80000305175781
2023-04-14,128.0
2023-04-17,128.8000030517578
2023-04-18,157.60000610351562
2023-04-19,140.8000030517578
2023-04-20,147.1999969482422
2023-04-21,152.0
2023-04-24,136.0
2023-04-25,128.8000030517578
2023-04-26,133.60000610351562
2023-04-27,125.5999984741211
2023-04-28,136.8000030517578
2023-05-01,119.19999694824219
2023-05-02,135.1999969482422
2023-05-03,137.60000610351562
2023-05-04,135.1999969482422
2023-05-05,148.8000030517578
2023-05-08,148.0
2023-05-09,148.0
2023-05-10,166.39999389648438
2023-05-11,155.1999969482422
2023-05-12,152.0
2023-05-15,146.39999389648438
2023-05-16,146.39999389648438
2023-05-17,160.0
2023-05-18,157.60000610351562
2023-05-19,147.1999969482422
2023-05-22,163.1999969482422
2023-05-23,165.60000610351562
2023-05-24,184.0
2023-05-25,161.60000610351562
2023-05-26,152.0
2023-05-30,151.1999969482422
2023-05-31,132.0
2023-06-01,126.4000015258789
2023-06-02,124.80000305175781
2023-06-05,132.8000030517578
2023-06-06,126.4000015258789
2023-06-07,132.0
2023-06-08,134.39999389648438
2023-06-09,133.60000610351562
2023-06-12,128.8000030517578
2023-06-13,132.8000030517578
2023-06-14,132.8000030517578
2023-06-15,132.0
2023-06-16,144.0
2023-06-20,155.1999969482422
2023-06-21,153.60000610351562
2023-06-22,163.1999969482422
2023-06-23,160.0
2023-06-26,167.1999969482422
2023-06-27,191.1999969482422
2023-06-28,168.0
2023-06-29,186.39999389648438
2023-06-30,176.8000030517578
2023-07-03,212.8000030517578
2023-07-05,168.0
2023-07-06,152.8000030517578
2023-07-07,152.8000030517578
2023-07-10,157.60000610351562
2023-07-11,150.39999389648438
2023-07-12,152.0
2023-07-13,139.1999969482422
2023-07-14,136.0
2023-07-17,128.0
2023-07-18,125.5999984741211
2023-07-19,128.0
2023-07-20,120.0
2023-07-21,116.0
2023-07-24,117.5999984741211
2023-07-25,112.80000305175781
2023-07-26,108.0
2023-07-27,100.80000305175781
2023-07-28,104.0
2023-07-31,106.4000015258789
2023-08-01,84.0
2023-08-02,99.19999694824219
2023-08-03,95.19999694824219
2023-08-04,91.19999694824219
2023-08-07,92.0
2023-08-08,88.0
2023-08-09,98.4000015258789
2023-08-10,101.5999984741211
2023-08-11,99.19999694824219
2023-08-14,108.0
2023-08-15,100.80000305175781
2023-08-16,98.4000015258789
2023-08-17,100.0
2023-08-18,90.4000015258789
2023-08-21,87.19999694824219
2023-08-22,64.80000305175781
2023-08-23,66.4000015258789
2023-08-24,70.4000015258789
2023-08-25,69.5999984741211
2023-08-28,72.0
2023-08-29,77.5999984741211
2023-08-30,76.80000305175781
2023-08-31,78.4000015258789
2023-09-01,76.0
2023-09-05,75.19999694824219
2023-09-06,71.19999694824219
2023-09-07,72.0
2023-09-08,73.5999984741211
2023-09-11,75.19999694824219
2023-09-12,72.0
2023-09-13,78.4000015258789
2023-09-14,80.80000305175781
2023-09-15,71.19999694824219
2023-09-18,60.79999923706055
2023-09-19,157.60000610351562
2023-09-20,106.4000015258789
2023-09-21,125.5999984741211
2023-09-22,105.5999984741211
2023-09-25,76.80000305175781
2023-09-26,69.44000244140625
2023-09-27,71.80000305175781
2023-09-28,71.19999694824219
2023-09-29,63.0
2023-10-02,62.79999923706055
2023-10-03,78.19999694824219
2023-10-04,69.0
2023-10-05,58.79999923706055
2023-10-06,43.400001525878906
2023-10-09,39.599998474121094
2023-10-10,38.599998474121094
2023-10-11,37.5
2023-10-12,36.599998474121094
2023-10-13,35.79999923706055
2023-10-16,32.599998474121094
2023-10-17,33.79999923706055
2023-10-18,28.799999237060547
2023-10-19,24.600000381469727
2023-10-20,28.799999237060547
2023-10-23,25.399999618530273
2023-10-24,25.399999618530273
2023-10-25,22.200000762939453
2023-10-26,22.399999618530273
2023-10-27,21.200000762939453
2023-10-30,18.920000076293945
2023-10-31,17.079999923706055
2023-11-01,16.440000534057617
2023-11-02,15.399999618530273
2023-11-03,14.220000267028809
2023-11-06,13.359999656677246
2023-11-07,12.779999732971191
2023-11-08,12.279999732971191
2023-11-09,11.380000114440918
2023-11-10,10.100000381469727
2023-11-13,10.300000190734863
2023-11-14,9.800000190734863
2023-11-15,9.739999771118164
2023-11-16,10.100000381469727
2023-11-17,10.199999809265137
2023-11-20,9.199999809265137
2023-11-21,8.4399995803833
2023-11-22,8.300000190734863
2023-11-24,8.199999809265137
2023-11-27,7.820000171661377
2023-11-28,7.440000057220459
2023-11-29,6.880000114440918
2023-11-30,7.400000095367432
2023-12-01,6.300000190734863
2023-12-04,6.28000020980835
2023-12-05,6.119999885559082
2023-12-06,5.880000114440918
2023-12-07,5.179999828338623
2023-12-08,5.059999942779541
2023-12-11,4.579999923706055
2023-12-12,4.679999828338623
2023-12-13,4.400000095367432
2023-12-14,4.320000171661377
2023-12-15,3.940000057220459
2023-12-18,3.940000057220459
2023-12-19,4.0
2023-12-20,4.480000019073486
2023-12-21,3.4000000953674316
2023-12-22,3.5
2023-12-26,4.21999979019165
2023-12-27,3.9000000953674316
2023-12-28,3.940000057220459
2023-12-29,4.059999942779541
2024-01-02,4.079999923706055
2024-01-03,4.0
2024-01-04,4.440000057220459
2024-01-05,4.199999809265137
2024-01-08,4.28000020980835
2024-01-09,4.21999979019165
2024-01-10,4.400000095367432
2024-01-11,4.5
2024-01-12,4.340000152587891
2024-01-16,3.9800000190734863
2024-01-17,4.0
2024-01-18,3.700000047683716
2024-01-19,3.740000009536743
2024-01-22,3.5799999237060547
2024-01-23,3.5999999046325684
2024-01-24,3.4000000953674316
2024-01-25,3.180000066757202
2024-01-26,3.0999999046325684
2024-01-29,4.440000057220459
2024-01-30,3.9800000190734863
2024-01-31,8.0
2024-02-01,8.140000343322754
2024-02-02,7.199999809265137
2024-02-05,5.920000076293945
2024-02-06,5.260000228881836
2024-02-07,5.5
2024-02-08,5.099999904632568
2024-02-09,6.460000038146973
2024-02-12,6.199999809265137
2024-02-13,6.059999942779541
2024-02-14,6.199999809265137
2024-02-15,6.059999942779541
2024-02-16,6.199999809265137
2024-02-20,6.659999847412109
2024-02-21,6.360000133514404
2024-02-22,4.980000019073486
2024-02-23,4.199999809265137
2024-02-26,4.739999771118164
2024-02-27,4.699999809265137
2024-02-28,5.079999923706055
2024-02-29,6.0
2024-03-01,5.800000190734863
2024-03-04,5.300000190734863
2024-03-05,4.659999847412109
2024-03-06,4.539999961853027
2024-03-07,4.840000152587891
2024-03-08,4.800000190734863
2024-03-11,4.599999904632568
2024-03-12,4.679999828338623
2024-03-13,4.539999961853027
2024-03-14,4.440000057220459
2024-03-15,4.559999942779541
2024-03-18,4.860000133514404
2024-03-19,4.840000152587891
2024-03-20,5.300000190734863
2024-03-21,5.199999809265137
2024-03-22,4.940000057220459
2024-03-25,5.0
2024-03-26,4.480000019073486
2024-03-27,4.519999980926514
2024-03-28,4.619999885559082
2024-04-01,4.360000133514404
2024-04-02,4.480000019073486
2024-04-03,4.639999866485596
2024-04-04,5.400000095367432
2024-04-05,6.0
2024-04-08,8.0600004196167
2024-04-09,11.979999542236328
2024-04-10,15.760000228881836
2024-04-11,21.600000381469727
2024-04-12,30.0
2024-04-15,44.79999923706055
2024-04-16,42.0
2024-04-17,39.79999923706055
2024-04-18,41.79999923706055
2024-04-19,17.899999618530273
2024-04-22,13.960000038146973
2024-04-23,14.640000343322754
2024-04-24,17.68000030517578
2024-04-25,16.799999237060547
2024-04-26,14.420000076293945
2024-04-29,15.5
2024-04-30,15.0
2024-05-01,15.579999923706055
2024-05-02,15.119999885559082
2024-05-03,13.739999771118164
2024-05-06,16.959999084472656
2024-05-07,15.600000381469727
2024-05-08,15.800000190734863
2024-05-09,15.420000076293945
2024-05-10,14.699999809265137
2024-05-13,14.859999656677246
2024-05-14,14.520000457763672
2024-05-15,14.819999694824219
2024-05-16,16.600000381469727
2024-05-17,16.3799991607666
2024-05-20,16.139999389648438
2024-05-21,15.539999961853027
2024-05-22,15.0
2024-05-23,14.739999771118164
2024-05-24,14.720000267028809
2024-05-28,15.140000343322754
2024-05-29,14.600000381469727
2024-05-30,16.0
2024-05-31,15.880000114440918
2024-06-03,16.200000762939453
2024-06-04,15.420000076293945
2024-06-05,14.859999656677246
2024-06-06,15.0
2024-06-07,14.800000190734863
2024-06-10,15.5600004196167
2024-06-11,15.020000457763672
2024-06-12,16.079999923706055
2024-06-13,14.479999542236328
2024-06-14,13.380000114440918
2024-06-17,10.899999618530273
2024-06-18,8.460000038146973
2024-06-20,8.5600004196167
2024-06-21,8.4399995803833
2024-06-24,9.800000190734863
2024-06-25,7.679999828338623
2024-06-26,8.380000114440918
2024-06-27,8.520000457763672
2024-06-28,8.600000381469727
2024-07-01,8.430000305175781
2024-07-02,9.34000015258789
2024-07-03,10.5
2024-07-05,12.850000381469727
2024-07-08,14.5
2024-07-09,16.299999237060547
2024-07-10,18.0
2024-07-11,18.200000762939453
2024-07-12,16.459999084472656
2024-07-15,16.809999465942383
2024-07-16,17.1299991607666
2024-07-17,16.459999084472656
2024-07-18,15.600000381469727
2024-07-19,15.210000038146973
2024-07-22,11.949999809265137
2024-07-23,12.619999885559082
2024-07-24,12.039999961853027
2024-07-25,10.970000267028809
2024-07-26,11.9399995803833
2024-07-29,14.15999984741211
2024-07-30,15.5
2024-07-31,16.25
2024-08-01,15.300000190734863
2024-08-02,16.1299991607666
2024-08-05,13.699999809265137
2024-08-06,13.779999732971191
2024-08-07,13.609999656677246
2024-08-08,13.100000381469727
2024-08-09,13.579999923706055
2024-08-12,12.670000076293945
2024-08-13,12.680000305175781
2024-08-14,11.770000457763672
2024-08-15,10.0
2024-08-16,7.630000114440918
2024-08-19,8.699999809265137
2024-08-20,8.880000114440918
2024-08-21,7.630000114440918
2024-08-22,7.019999980926514
2024-08-23,7.320000171661377
2024-08-26,7.5
2024-08-27,7.119999885559082
2024-08-28,6.510000228881836
2024-08-29,6.269999980926514
2024-08-30,6.429999828338623
2024-09-03,6.119999885559082
2024-09-04,5.980000019073486
2024-09-05,6.289999961853027
2024-09-06,6.099999904632568
2024-09-09,6.730000019073486
2024-09-10,7.119999885559082
2024-09-11,6.570000171661377
2024-09-12,6.570000171661377
2024-09-13,6.820000171661377
2024-09-16,6.610000133514404
2024-09-17,6.439000129699707
2024-09-18,6.489999771118164
2024-09-19,6.551000118255615
2024-09-20,6.300000190734863
2024-09-23,6.349999904632568
2024-09-24,6.199999809265137
2024-09-25,6.119999885559082
2024-09-26,6.949999809265137
2024-09-27,7.749000072479248
2024-09-30,9.289999961853027
2024-10-01,7.590000152587891
2024-10-02,7.150000095367432
2024-10-03,6.559999942779541
2024-10-04,7.420000076293945
2024-10-07,8.800000190734863
2024-10-08,8.380000114440918
2024-10-09,7.960000038146973
2024-10-10,6.980000019073486
2024-10-11,6.730000019073486
2024-10-14,5.989999771118164
2024-10-15,4.110000133514404
2024-10-16,5.989999771118164
2024-10-17,5.570000171661377
2024-10-18,5.25
2024-10-21,4.860000133514404
2024-10-22,4.760000228881836
2024-10-23,4.789999961853027
2024-10-24,4.849999904632568
2024-10-25,5.360000133514404
2024-10-28,5.610000133514404
2024-10-29,5.670000076293945
2024-10-30,4.25
2024-10-31,3.740000009536743
2024-11-01,3.6700000762939453
2024-11-04,4.630000114440918
2024-11-05,4.889999866485596
2024-11-06,5.070000171661377
2024-11-07,4.949999809265137
2024-11-08,4.949999809265137
2024-11-11,4.829999923706055
2024-11-12,4.980000019073486
2024-11-13,4.869999885559082
2024-11-14,5.010000228881836
2024-11-15,5.03000020980835
2024-11-18,4.769999980926514
2024-11-19,5.289999961853027
2024-11-20,5.050000190734863
2024-11-21,4.710000038146973
