Date,WBUY
2023-10-19,5.340000152587891
2023-10-20,3.1500000953674316
2023-10-23,3.5
2023-10-24,3.5799999237060547
2023-10-25,3.819999933242798
2023-10-26,4.130000114440918
2023-10-27,4.940000057220459
2023-10-30,4.849999904632568
2023-10-31,4.550000190734863
2023-11-01,4.505000114440918
2023-11-02,4.539999961853027
2023-11-03,4.75
2023-11-06,4.710000038146973
2023-11-07,5.065000057220459
2023-11-08,4.989999771118164
2023-11-09,4.900000095367432
2023-11-10,4.900000095367432
2023-11-13,4.954999923706055
2023-11-14,4.835000038146973
2023-11-15,5.010000228881836
2023-11-16,6.019999980926514
2023-11-17,5.559999942779541
2023-11-20,5.619999885559082
2023-11-21,6.130000114440918
2023-11-22,5.880000114440918
2023-11-24,6.260000228881836
2023-11-27,5.849999904632568
2023-11-28,5.849999904632568
2023-11-29,5.96999979019165
2023-11-30,5.840000152587891
2023-12-01,5.909999847412109
2023-12-04,6.039999961853027
2023-12-05,5.949999809265137
2023-12-06,2.3299999237060547
2023-12-07,1.4600000381469727
2023-12-08,1.1399999856948853
2023-12-11,1.1100000143051147
2023-12-12,0.6600000262260437
2023-12-13,0.6050000190734863
2023-12-14,0.7419999837875366
2023-12-15,0.6489999890327454
2023-12-18,0.6499999761581421
2023-12-19,0.7009999752044678
2023-12-20,0.625
2023-12-21,0.6209999918937683
2023-12-22,0.6060000061988831
2023-12-26,0.5839999914169312
2023-12-27,0.4909999966621399
2023-12-28,0.5400000214576721
2023-12-29,0.5099999904632568
2024-01-02,0.5669999718666077
2024-01-03,0.550000011920929
2024-01-04,0.5460000038146973
2024-01-05,0.5249999761581421
2024-01-08,0.5260000228881836
2024-01-09,0.5170000195503235
2024-01-10,0.5
2024-01-11,0.5
2024-01-12,0.47999998927116394
2024-01-16,0.4339999854564667
2024-01-17,0.4339999854564667
2024-01-18,0.39899998903274536
2024-01-19,0.3799999952316284
2024-01-22,0.39500001072883606
2024-01-23,0.44999998807907104
2024-01-24,0.46000000834465027
2024-01-25,0.46700000762939453
2024-01-26,0.4449999928474426
2024-01-29,0.46399998664855957
2024-01-30,0.42800000309944153
2024-01-31,0.4449999928474426
2024-02-01,0.45899999141693115
2024-02-02,0.4490000009536743
2024-02-05,0.4490000009536743
2024-02-06,0.45399999618530273
2024-02-07,0.44699999690055847
2024-02-08,0.5550000071525574
2024-02-09,0.4950000047683716
2024-02-12,0.4909999966621399
2024-02-13,0.6000000238418579
2024-02-14,0.5509999990463257
2024-02-15,0.5630000233650208
2024-02-16,0.47200000286102295
2024-02-20,0.4790000021457672
2024-02-21,0.4320000112056732
2024-02-22,0.43799999356269836
2024-02-23,0.4129999876022339
2024-02-26,0.4099999964237213
2024-02-27,0.41999998688697815
2024-02-28,0.40400001406669617
2024-02-29,0.40700000524520874
2024-03-01,0.40700000524520874
2024-03-04,0.4020000100135803
2024-03-05,0.39500001072883606
2024-03-06,0.3889999985694885
2024-03-07,0.4259999990463257
2024-03-08,0.41600000858306885
2024-03-11,0.39800000190734863
2024-03-12,0.42100000381469727
2024-03-13,0.4050000011920929
2024-03-14,0.38499999046325684
2024-03-15,0.4099999964237213
2024-03-18,0.4129999876022339
2024-03-19,0.4020000100135803
2024-03-20,0.4050000011920929
2024-03-21,0.4009999930858612
2024-03-22,0.4050000011920929
2024-03-25,0.4000000059604645
2024-03-26,0.39500001072883606
2024-03-27,0.4009999930858612
2024-03-28,0.4090000092983246
2024-04-01,0.41999998688697815
2024-04-02,0.41200000047683716
2024-04-03,0.414000004529953
2024-04-04,0.39800000190734863
2024-04-05,0.4090000092983246
2024-04-08,0.40299999713897705
2024-04-09,0.39500001072883606
2024-04-10,0.3970000147819519
2024-04-11,0.4000000059604645
2024-04-12,0.3930000066757202
2024-04-15,0.36000001430511475
2024-04-16,0.33799999952316284
2024-04-17,0.3100000023841858
2024-04-18,0.3100000023841858
2024-04-19,0.3190000057220459
2024-04-22,0.3370000123977661
2024-04-23,0.33000001311302185
2024-04-24,0.3109999895095825
2024-04-25,0.3179999887943268
2024-04-26,0.3109999895095825
2024-04-29,0.37400001287460327
2024-04-30,0.3790000081062317
2024-05-01,0.3720000088214874
2024-05-02,0.37400001287460327
2024-05-03,0.4059999883174896
2024-05-06,0.4390000104904175
2024-05-07,0.4699999988079071
2024-05-08,0.5199999809265137
2024-05-09,0.550000011920929
2024-05-10,0.5600000023841858
2024-05-13,0.574999988079071
2024-05-14,0.5789999961853027
2024-05-15,0.5690000057220459
2024-05-16,0.6000000238418579
2024-05-17,0.6549999713897705
2024-05-20,0.7139999866485596
2024-05-21,0.7400000095367432
2024-05-22,0.7799999713897705
2024-05-23,0.7390000224113464
2024-05-24,0.75
2024-05-28,0.75
2024-05-29,0.75
2024-05-30,0.6299999952316284
2024-05-31,0.24300000071525574
2024-06-03,0.19699999690055847
2024-06-04,0.2070000022649765
2024-06-05,0.20800000429153442
2024-06-06,0.1899999976158142
2024-06-07,0.18000000715255737
2024-06-10,0.17399999499320984
2024-06-11,0.17900000512599945
2024-06-12,0.18299999833106995
2024-06-13,0.17800000309944153
2024-06-14,0.17000000178813934
2024-06-17,0.16300000250339508
2024-06-18,0.16500000655651093
2024-06-20,0.16500000655651093
2024-06-21,0.17900000512599945
2024-06-24,0.17100000381469727
2024-06-25,0.17399999499320984
2024-06-26,0.1679999977350235
2024-06-27,0.17499999701976776
2024-06-28,0.16899999976158142
2024-07-01,0.16500000655651093
2024-07-02,0.17000000178813934
2024-07-03,0.16699999570846558
2024-07-05,0.16899999976158142
2024-07-08,0.16599999368190765
2024-07-09,0.1679999977350235
2024-07-10,0.1679999977350235
2024-07-11,0.1720000058412552
2024-07-12,0.17299999296665192
2024-07-15,0.1720000058412552
2024-07-16,0.17399999499320984
2024-07-17,0.1720000058412552
2024-07-18,0.1679999977350235
2024-07-19,0.16099999845027924
2024-07-22,0.16099999845027924
2024-07-23,0.14300000667572021
2024-07-24,0.1459999978542328
2024-07-25,0.14399999380111694
2024-07-26,0.16500000655651093
2024-07-29,0.15600000321865082
2024-07-30,0.1469999998807907
2024-07-31,0.1469999998807907
2024-08-01,0.1509999930858612
2024-08-02,0.14399999380111694
2024-08-05,0.13199999928474426
2024-08-06,0.13199999928474426
2024-08-07,0.12999999523162842
2024-08-08,0.12800000607967377
2024-08-09,0.13099999725818634
2024-08-12,0.125
2024-08-13,0.11400000005960464
2024-08-14,0.11500000208616257
2024-08-15,0.11800000071525574
2024-08-16,0.11599999666213989
2024-08-19,0.12600000202655792
2024-08-20,0.13600000739097595
2024-08-21,0.12600000202655792
2024-08-22,0.12999999523162842
2024-08-23,0.12999999523162842
2024-08-26,0.1469999998807907
2024-08-27,0.1340000033378601
2024-08-28,0.11999999731779099
2024-08-29,0.11999999731779099
2024-08-30,0.12600000202655792
2024-09-03,0.11900000274181366
2024-09-04,0.11900000274181366
2024-09-05,0.11800000071525574
2024-09-06,0.11500000208616257
2024-09-09,0.11400000005960464
2024-09-10,0.10999999940395355
2024-09-11,0.11500000208616257
2024-09-12,0.11500000208616257
2024-09-13,0.11800000071525574
2024-09-16,0.11500000208616257
2024-09-17,0.11599999666213989
2024-09-18,0.18400000035762787
2024-09-19,0.1589999943971634
2024-09-20,0.12999999523162842
2024-09-23,0.12999999523162842
