Date,WETH
2024-02-21,3.049999952316284
2024-02-22,4.0
2024-02-23,4.769999980926514
2024-02-26,4.900000095367432
2024-02-27,4.690000057220459
2024-02-28,3.559999942779541
2024-02-29,3.9700000286102295
2024-03-01,3.9800000190734863
2024-03-04,4.099999904632568
2024-03-05,4.099999904632568
2024-03-06,3.9200000762939453
2024-03-07,3.880000114440918
2024-03-08,4.079999923706055
2024-03-11,3.809999942779541
2024-03-12,3.75
2024-03-13,4.079999923706055
2024-03-14,4.559999942779541
2024-03-15,4.440000057220459
2024-03-18,4.800000190734863
2024-03-19,4.329999923706055
2024-03-20,4.400000095367432
2024-03-21,4.610000133514404
2024-03-22,4.090000152587891
2024-03-25,4.050000190734863
2024-03-26,3.380000114440918
2024-03-27,2.259999990463257
2024-03-28,2.25
2024-04-01,2.119999885559082
2024-04-02,2.0799999237060547
2024-04-03,2.069999933242798
2024-04-04,2.069999933242798
2024-04-05,2.049999952316284
2024-04-08,1.965000033378601
2024-04-09,2.005000114440918
2024-04-10,1.8700000047683716
2024-04-11,2.0
2024-04-12,2.0789999961853027
2024-04-15,2.009999990463257
2024-04-16,2.0390000343322754
2024-04-17,2.065000057220459
2024-04-18,2.0299999713897705
2024-04-19,2.0299999713897705
2024-04-22,2.4000000953674316
2024-04-23,2.7200000286102295
2024-04-24,2.369999885559082
2024-04-25,2.265000104904175
2024-04-26,1.9950000047683716
2024-04-29,1.9900000095367432
2024-04-30,1.9500000476837158
2024-05-01,1.8990000486373901
2024-05-02,1.722000002861023
2024-05-03,1.6009999513626099
2024-05-06,1.4900000095367432
2024-05-07,1.409999966621399
2024-05-08,1.3700000047683716
2024-05-09,1.3300000429153442
2024-05-10,1.2899999618530273
2024-05-13,1.1399999856948853
2024-05-14,1.2999999523162842
2024-05-15,1.4299999475479126
2024-05-16,1.8799999952316284
2024-05-17,2.25
2024-05-20,2.0399999618530273
2024-05-21,1.8899999856948853
2024-05-22,1.809999942779541
2024-05-23,1.7799999713897705
2024-05-24,1.690000057220459
2024-05-28,1.5800000429153442
2024-05-29,1.7999999523162842
2024-05-30,1.9199999570846558
2024-05-31,1.75
2024-06-03,1.7599999904632568
2024-06-04,1.7200000286102295
2024-06-05,1.5499999523162842
2024-06-06,1.5099999904632568
2024-06-07,1.7899999618530273
2024-06-10,2.4800000190734863
2024-06-11,2.809999942779541
2024-06-12,2.940000057220459
2024-06-13,2.6600000858306885
2024-06-14,2.9600000381469727
2024-06-17,2.759999990463257
2024-06-18,2.5399999618530273
2024-06-20,2.619999885559082
2024-06-21,2.359999895095825
2024-06-24,2.4200000762939453
2024-06-25,2.1500000953674316
2024-06-26,2.25
2024-06-27,2.440000057220459
2024-06-28,2.630000114440918
2024-07-01,2.7799999713897705
2024-07-02,3.0199999809265137
2024-07-03,3.200000047683716
2024-07-05,3.1600000858306885
2024-07-08,2.450000047683716
2024-07-09,2.069999933242798
2024-07-10,2.1700000762939453
2024-07-11,2.2200000286102295
2024-07-12,2.119999885559082
2024-07-15,2.240000009536743
2024-07-16,2.3299999237060547
2024-07-17,2.299999952316284
2024-07-18,2.309999942779541
2024-07-19,2.2200000286102295
2024-07-22,2.299999952316284
2024-07-23,2.0999999046325684
2024-07-24,1.899999976158142
2024-07-25,1.809999942779541
2024-07-26,1.8300000429153442
2024-07-29,1.7899999618530273
2024-07-30,1.7350000143051147
2024-07-31,1.7200000286102295
2024-08-01,1.7000000476837158
2024-08-02,1.6200000047683716
2024-08-05,1.4600000381469727
2024-08-06,1.3799999952316284
2024-08-07,1.3200000524520874
2024-08-08,1.2200000286102295
2024-08-09,1.2799999713897705
2024-08-12,1.3339999914169312
2024-08-13,1.5299999713897705
2024-08-14,1.8600000143051147
2024-08-15,1.909999966621399
2024-08-16,2.0299999713897705
2024-08-19,2.0199999809265137
2024-08-20,1.8300000429153442
2024-08-21,1.7599999904632568
2024-08-22,1.8940000534057617
2024-08-23,1.8200000524520874
2024-08-26,1.6699999570846558
2024-08-27,1.6200000047683716
2024-08-28,1.5700000524520874
2024-08-29,1.6399999856948853
2024-08-30,1.7300000190734863
2024-09-03,1.7100000381469727
2024-09-04,1.7100000381469727
2024-09-05,1.7200000286102295
2024-09-06,1.7000000476837158
2024-09-09,1.5850000381469727
2024-09-10,1.5
2024-09-11,1.5700000524520874
2024-09-12,1.694000005722046
2024-09-13,1.7000000476837158
2024-09-16,1.75
2024-09-17,1.8200000524520874
2024-09-18,1.850000023841858
2024-09-19,1.840000033378601
2024-09-20,1.850000023841858
2024-09-23,1.7599999904632568
2024-09-24,1.7300000190734863
2024-09-25,1.7999999523162842
2024-09-26,2.069999933242798
2024-09-27,1.9700000286102295
2024-09-30,2.0299999713897705
2024-10-01,1.9500000476837158
2024-10-02,1.9900000095367432
2024-10-03,1.75
2024-10-04,1.8300000429153442
2024-10-07,2.569999933242798
2024-10-08,2.4200000762939453
2024-10-09,2.0999999046325684
2024-10-10,1.9500000476837158
2024-10-11,2.059999942779541
2024-10-14,2.0
2024-10-15,1.8600000143051147
2024-10-16,2.119999885559082
2024-10-17,2.0199999809265137
2024-10-18,2.0399999618530273
2024-10-21,1.899999976158142
2024-10-22,1.8600000143051147
2024-10-23,1.7999999523162842
2024-10-24,1.8300000429153442
2024-10-25,1.7649999856948853
2024-10-28,1.7699999809265137
2024-10-29,1.8300000429153442
2024-10-30,1.7549999952316284
2024-10-31,1.7000000476837158
2024-11-01,1.590000033378601
2024-11-04,1.590000033378601
2024-11-05,1.600000023841858
2024-11-06,1.6699999570846558
2024-11-07,1.5399999618530273
2024-11-08,1.590000033378601
2024-11-11,1.6349999904632568
2024-11-12,1.5
2024-11-13,1.5499999523162842
2024-11-14,1.649999976158142
2024-11-15,1.659999966621399
2024-11-18,1.7300000190734863
2024-11-19,1.7079999446868896
2024-11-20,1.6699999570846558
2024-11-21,1.7949999570846558
