Date,SES
2022-02-28,4.699999809265137
2022-03-01,4.710000038146973
2022-03-02,4.619999885559082
2022-03-03,4.489999771118164
2022-03-04,4.400000095367432
2022-03-07,5.679999828338623
2022-03-08,6.070000171661377
2022-03-09,6.409999847412109
2022-03-10,6.920000076293945
2022-03-11,6.840000152587891
2022-03-14,5.929999828338623
2022-03-15,6.389999866485596
2022-03-16,6.980000019073486
2022-03-17,6.96999979019165
2022-03-18,7.199999809265137
2022-03-21,7.460000038146973
2022-03-22,7.860000133514404
2022-03-23,8.3100004196167
2022-03-24,10.010000228881836
2022-03-25,9.899999618530273
2022-03-28,9.529999732971191
2022-03-29,9.119999885559082
2022-03-30,8.760000228881836
2022-03-31,9.050000190734863
2022-04-01,9.34000015258789
2022-04-04,8.6899995803833
2022-04-05,8.930000305175781
2022-04-06,8.649999618530273
2022-04-07,8.279999732971191
2022-04-08,8.210000038146973
2022-04-11,8.329999923706055
2022-04-12,8.489999771118164
2022-04-13,9.010000228881836
2022-04-14,8.949999809265137
2022-04-18,9.100000381469727
2022-04-19,8.210000038146973
2022-04-20,8.079999923706055
2022-04-21,8.319999694824219
2022-04-22,8.0
2022-04-25,7.800000190734863
2022-04-26,7.269999980926514
2022-04-27,7.369999885559082
2022-04-28,6.53000020980835
2022-04-29,6.440000057220459
2022-05-02,6.050000190734863
2022-05-03,6.289999961853027
2022-05-04,6.53000020980835
2022-05-05,6.230000019073486
2022-05-06,5.989999771118164
2022-05-09,5.210000038146973
2022-05-10,4.75
2022-05-11,4.639999866485596
2022-05-12,5.269999980926514
2022-05-13,5.960000038146973
2022-05-16,6.059999942779541
2022-05-17,6.960000038146973
2022-05-18,6.840000152587891
2022-05-19,7.130000114440918
2022-05-20,7.489999771118164
2022-05-23,7.25
2022-05-24,6.550000190734863
2022-05-25,6.760000228881836
2022-05-26,6.800000190734863
2022-05-27,7.0
2022-05-31,6.78000020980835
2022-06-01,6.480000019073486
2022-06-02,6.619999885559082
2022-06-03,6.079999923706055
2022-06-06,4.960000038146973
2022-06-07,5.320000171661377
2022-06-08,5.070000171661377
2022-06-09,4.800000190734863
2022-06-10,4.309999942779541
2022-06-13,3.7200000286102295
2022-06-14,3.7100000381469727
2022-06-15,4.159999847412109
2022-06-16,4.0
2022-06-17,4.559999942779541
2022-06-21,4.980000019073486
2022-06-22,4.989999771118164
2022-06-23,4.840000152587891
2022-06-24,4.550000190734863
2022-06-27,4.699999809265137
2022-06-28,4.260000228881836
2022-06-29,4.360000133514404
2022-06-30,3.930000066757202
2022-07-01,4.010000228881836
2022-07-05,4.21999979019165
2022-07-06,4.139999866485596
2022-07-07,4.409999847412109
2022-07-08,4.78000020980835
2022-07-11,4.420000076293945
2022-07-12,4.239999771118164
2022-07-13,4.619999885559082
2022-07-14,4.449999809265137
2022-07-15,4.849999904632568
2022-07-18,4.829999923706055
2022-07-19,4.760000228881836
2022-07-20,5.019999980926514
2022-07-21,5.119999885559082
2022-07-22,4.679999828338623
2022-07-25,4.659999847412109
2022-07-26,4.230000019073486
2022-07-27,4.25
2022-07-28,4.550000190734863
2022-07-29,4.610000133514404
2022-08-01,4.420000076293945
2022-08-02,4.599999904632568
2022-08-03,5.150000095367432
2022-08-04,5.0
2022-08-05,4.889999866485596
2022-08-08,5.019999980926514
2022-08-09,5.099999904632568
2022-08-10,5.599999904632568
2022-08-11,5.710000038146973
2022-08-12,5.579999923706055
2022-08-15,5.130000114440918
2022-08-16,4.980000019073486
2022-08-17,4.809999942779541
2022-08-18,4.920000076293945
2022-08-19,4.730000019073486
2022-08-22,4.809999942779541
2022-08-23,4.699999809265137
2022-08-24,4.860000133514404
2022-08-25,5.010000228881836
2022-08-26,4.53000020980835
2022-08-29,4.559999942779541
2022-08-30,4.599999904632568
2022-08-31,4.739999771118164
2022-09-01,4.599999904632568
2022-09-02,4.679999828338623
2022-09-06,5.170000076293945
2022-09-07,4.980000019073486
2022-09-08,5.190000057220459
2022-09-09,5.199999809265137
2022-09-12,5.130000114440918
2022-09-13,5.28000020980835
2022-09-14,5.360000133514404
2022-09-15,5.519999980926514
2022-09-16,5.739999771118164
2022-09-19,5.420000076293945
2022-09-20,5.070000171661377
2022-09-21,4.570000171661377
2022-09-22,4.960000038146973
2022-09-23,4.460000038146973
2022-09-26,5.090000152587891
2022-09-27,4.900000095367432
2022-09-28,5.150000095367432
2022-09-29,4.789999961853027
2022-09-30,4.880000114440918
2022-10-03,5.199999809265137
2022-10-04,5.510000228881836
2022-10-05,5.46999979019165
2022-10-06,5.420000076293945
2022-10-07,5.159999847412109
2022-10-10,4.940000057220459
2022-10-11,4.980000019073486
2022-10-12,5.289999961853027
2022-10-13,5.5
2022-10-14,5.5
2022-10-17,5.5
2022-10-18,5.769999980926514
2022-10-19,6.239999771118164
2022-10-20,5.690000057220459
2022-10-21,5.659999847412109
2022-10-24,5.590000152587891
2022-10-25,6.050000190734863
2022-10-26,5.570000171661377
2022-10-27,5.570000171661377
2022-10-28,5.789999961853027
2022-10-31,6.010000228881836
2022-11-01,6.0
2022-11-02,5.75
2022-11-03,5.449999809265137
2022-11-04,5.429999828338623
2022-11-07,5.269999980926514
2022-11-08,5.03000020980835
2022-11-09,4.699999809265137
2022-11-10,5.400000095367432
2022-11-11,5.5
2022-11-14,5.28000020980835
2022-11-15,5.300000190734863
2022-11-16,5.090000152587891
2022-11-17,4.920000076293945
2022-11-18,4.710000038146973
2022-11-21,4.53000020980835
2022-11-22,4.679999828338623
2022-11-23,4.829999923706055
2022-11-25,5.010000228881836
2022-11-28,4.840000152587891
2022-11-29,4.809999942779541
2022-11-30,5.059999942779541
2022-12-01,4.829999923706055
2022-12-02,4.929999828338623
2022-12-05,4.400000095367432
2022-12-06,4.28000020980835
2022-12-07,3.930000066757202
2022-12-08,3.9800000190734863
2022-12-09,3.799999952316284
2022-12-12,4.03000020980835
2022-12-13,4.159999847412109
2022-12-14,4.130000114440918
2022-12-15,3.819999933242798
2022-12-16,3.9600000381469727
