Date,EDIT
2022-02-28,17.1200008392334
2022-03-01,17.489999771118164
2022-03-02,17.149999618530273
2022-03-03,16.739999771118164
2022-03-04,16.059999465942383
2022-03-07,16.0
2022-03-08,15.930000305175781
2022-03-09,16.6299991607666
2022-03-10,16.229999542236328
2022-03-11,15.0600004196167
2022-03-14,14.079999923706055
2022-03-15,14.90999984741211
2022-03-16,16.15999984741211
2022-03-17,17.270000457763672
2022-03-18,18.360000610351562
2022-03-21,17.40999984741211
2022-03-22,18.479999542236328
2022-03-23,18.209999084472656
2022-03-24,18.950000762939453
2022-03-25,18.760000228881836
2022-03-28,18.760000228881836
2022-03-29,20.440000534057617
2022-03-30,19.520000457763672
2022-03-31,19.020000457763672
2022-04-01,20.219999313354492
2022-04-04,21.350000381469727
2022-04-05,20.329999923706055
2022-04-06,19.75
2022-04-07,19.079999923706055
2022-04-08,18.350000381469727
2022-04-11,17.56999969482422
2022-04-12,17.899999618530273
2022-04-13,18.770000457763672
2022-04-14,16.670000076293945
2022-04-18,15.710000038146973
2022-04-19,15.779999732971191
2022-04-20,15.369999885559082
2022-04-21,14.369999885559082
2022-04-22,14.59000015258789
2022-04-25,14.989999771118164
2022-04-26,13.960000038146973
2022-04-27,13.5600004196167
2022-04-28,13.930000305175781
2022-04-29,13.239999771118164
2022-05-02,14.270000457763672
2022-05-03,14.180000305175781
2022-05-04,15.8100004196167
2022-05-05,14.5600004196167
2022-05-06,13.65999984741211
2022-05-09,11.109999656677246
2022-05-10,11.260000228881836
2022-05-11,10.029999732971191
2022-05-12,10.8100004196167
2022-05-13,11.869999885559082
2022-05-16,11.140000343322754
2022-05-17,11.630000114440918
2022-05-18,10.720000267028809
2022-05-19,10.9399995803833
2022-05-20,11.020000457763672
2022-05-23,10.890000343322754
2022-05-24,9.989999771118164
2022-05-25,10.15999984741211
2022-05-26,10.859999656677246
2022-05-27,11.680000305175781
2022-05-31,11.390000343322754
2022-06-01,10.970000267028809
2022-06-02,11.539999961853027
2022-06-03,11.90999984741211
2022-06-06,11.59000015258789
2022-06-07,12.489999771118164
2022-06-08,12.869999885559082
2022-06-09,12.3100004196167
2022-06-10,11.130000114440918
2022-06-13,10.0
2022-06-14,10.0
2022-06-15,10.529999732971191
2022-06-16,10.170000076293945
2022-06-17,11.289999961853027
2022-06-21,11.869999885559082
2022-06-22,12.09000015258789
2022-06-23,13.5
2022-06-24,13.470000267028809
2022-06-27,13.039999961853027
2022-06-28,12.449999809265137
2022-06-29,12.229999542236328
2022-06-30,11.829999923706055
2022-07-01,12.59000015258789
2022-07-05,14.550000190734863
2022-07-06,14.34000015258789
2022-07-07,15.199999809265137
2022-07-08,15.0
2022-07-11,13.819999694824219
2022-07-12,14.390000343322754
2022-07-13,16.139999389648438
2022-07-14,15.069999694824219
2022-07-15,14.989999771118164
2022-07-18,14.989999771118164
2022-07-19,17.030000686645508
2022-07-20,17.40999984741211
2022-07-21,17.049999237060547
2022-07-22,15.949999809265137
2022-07-25,16.350000381469727
2022-07-26,16.239999771118164
2022-07-27,16.84000015258789
2022-07-28,16.399999618530273
2022-07-29,15.90999984741211
2022-08-01,15.84000015258789
2022-08-02,16.479999542236328
2022-08-03,18.690000534057617
2022-08-04,19.149999618530273
2022-08-05,19.420000076293945
2022-08-08,19.1299991607666
2022-08-09,17.989999771118164
2022-08-10,18.549999237060547
2022-08-11,18.09000015258789
2022-08-12,18.770000457763672
2022-08-15,18.459999084472656
2022-08-16,17.34000015258789
2022-08-17,16.31999969482422
2022-08-18,15.9399995803833
2022-08-19,14.720000267028809
2022-08-22,14.760000228881836
2022-08-23,15.15999984741211
2022-08-24,16.06999969482422
2022-08-25,16.270000457763672
2022-08-26,14.829999923706055
2022-08-29,14.880000114440918
2022-08-30,15.119999885559082
2022-08-31,14.699999809265137
2022-09-01,15.420000076293945
2022-09-02,14.829999923706055
2022-09-06,14.300000190734863
2022-09-07,15.850000381469727
2022-09-08,16.200000762939453
2022-09-09,15.829999923706055
2022-09-12,15.989999771118164
2022-09-13,14.8149995803833
2022-09-14,14.680000305175781
2022-09-15,16.110000610351562
2022-09-16,14.4350004196167
2022-09-19,14.579999923706055
2022-09-20,14.609999656677246
2022-09-21,13.90999984741211
2022-09-22,13.279999732971191
