Date,MDJH
2022-02-28,3.1700000762939453
2022-03-01,2.819999933242798
2022-03-02,2.640000104904175
2022-03-03,2.5999999046325684
2022-03-04,2.7799999713897705
2022-03-07,2.490000009536743
2022-03-08,2.440000057220459
2022-03-09,1.9500000476837158
2022-03-10,2.069999933242798
2022-03-11,1.899999976158142
2022-03-14,1.7699999809265137
2022-03-15,1.7200000286102295
2022-03-16,2.759999990463257
2022-03-17,2.059999942779541
2022-03-18,2.25
2022-03-21,2.0399999618530273
2022-03-22,2.309999942779541
2022-03-23,2.299999952316284
2022-03-24,2.2799999713897705
2022-03-25,2.109999895095825
2022-03-28,2.069999933242798
2022-03-29,2.0999999046325684
2022-03-30,2.1700000762939453
2022-03-31,2.0799999237060547
2022-04-01,2.0999999046325684
2022-04-04,2.1500000953674316
2022-04-05,2.109999895095825
2022-04-06,2.1700000762939453
2022-04-07,2.0799999237060547
2022-04-08,2.0859999656677246
2022-04-11,2.049999952316284
2022-04-12,2.0799999237060547
2022-04-13,2.069999933242798
2022-04-14,2.0299999713897705
2022-04-18,2.0199999809265137
2022-04-19,2.0
2022-04-20,1.9900000095367432
2022-04-21,2.0199999809265137
2022-04-22,2.0899999141693115
2022-04-25,1.9199999570846558
2022-04-26,1.850000023841858
2022-04-27,1.9800000190734863
2022-04-28,1.850000023841858
2022-04-29,1.8799999952316284
2022-05-02,1.9199999570846558
2022-05-03,1.9600000381469727
2022-05-04,1.8600000143051147
2022-05-05,1.8600000143051147
2022-05-06,1.8300000429153442
2022-05-09,1.7389999628067017
2022-05-10,1.7000000476837158
2022-05-11,1.4900000095367432
2022-05-12,1.4199999570846558
2022-05-13,1.440000057220459
2022-05-16,1.440000057220459
2022-05-17,1.5360000133514404
2022-05-18,1.5729999542236328
2022-05-19,1.559999942779541
2022-05-20,1.4900000095367432
2022-05-23,1.5
2022-05-24,1.5399999618530273
2022-05-25,1.4700000286102295
2022-05-26,1.4700000286102295
2022-05-27,1.4700000286102295
2022-05-31,1.4700000286102295
2022-06-01,1.649999976158142
2022-06-02,1.6269999742507935
2022-06-03,1.7100000381469727
2022-06-06,2.015000104904175
2022-06-07,1.850000023841858
2022-06-08,1.7649999856948853
2022-06-09,1.600000023841858
2022-06-10,1.8700000047683716
2022-06-13,1.8700000047683716
2022-06-14,1.7799999713897705
2022-06-15,1.6100000143051147
2022-06-16,1.4700000286102295
2022-06-17,1.4700000286102295
2022-06-21,1.600000023841858
2022-06-22,1.6200000047683716
2022-06-23,2.0869998931884766
2022-06-24,2.0299999713897705
2022-06-27,2.190000057220459
2022-06-28,2.140000104904175
2022-06-29,2.069999933242798
2022-06-30,2.2880001068115234
2022-07-01,2.240000009536743
2022-07-05,2.1600000858306885
2022-07-06,2.130000114440918
2022-07-07,2.069999933242798
2022-07-08,2.194000005722046
2022-07-11,2.119999885559082
2022-07-12,2.180000066757202
2022-07-13,2.380000114440918
2022-07-14,2.424999952316284
2022-07-15,2.259999990463257
2022-07-18,1.9600000381469727
2022-07-19,1.9199999570846558
2022-07-20,1.8700000047683716
2022-07-21,1.809999942779541
2022-07-22,1.850000023841858
2022-07-25,1.809999942779541
2022-07-26,1.7999999523162842
2022-07-27,1.840000033378601
2022-07-28,1.840000033378601
2022-07-29,1.75
2022-08-01,1.7999999523162842
2022-08-02,3.4210000038146973
2022-08-03,2.5
2022-08-04,2.1500000953674316
2022-08-05,2.450000047683716
2022-08-08,2.4200000762939453
2022-08-09,2.2699999809265137
2022-08-10,2.0799999237060547
2022-08-11,2.140000104904175
2022-08-12,2.0199999809265137
2022-08-15,2.0299999713897705
2022-08-16,2.130000114440918
2022-08-17,2.119999885559082
2022-08-18,2.140000104904175
2022-08-19,2.059999942779541
2022-08-22,1.850000023841858
2022-08-23,1.8600000143051147
2022-08-24,2.009999990463257
2022-08-25,2.0799999237060547
2022-08-26,1.850000023841858
2022-08-29,1.9299999475479126
2022-08-30,1.809999942779541
2022-08-31,2.1589999198913574
2022-09-01,2.140000104904175
2022-09-02,1.8600000143051147
2022-09-06,1.8600000143051147
2022-09-07,1.850000023841858
2022-09-08,1.8899999856948853
2022-09-09,1.9119999408721924
2022-09-12,1.9299999475479126
2022-09-13,1.9500000476837158
2022-09-14,1.8700000047683716
2022-09-15,1.9199999570846558
2022-09-16,1.9859999418258667
2022-09-19,1.9199999570846558
2022-09-20,1.8700000047683716
2022-09-21,1.940000057220459
2022-09-22,1.9049999713897705
2022-09-23,1.6299999952316284
2022-09-26,1.6699999570846558
2022-09-27,1.6740000247955322
2022-09-28,1.649999976158142
2022-09-29,1.7990000247955322
2022-09-30,1.7100000381469727
2022-10-03,1.809999942779541
2022-10-04,1.7300000190734863
2022-10-05,1.840000033378601
2022-10-06,1.7100000381469727
2022-10-07,1.649999976158142
2022-10-10,1.6299999952316284
2022-10-11,1.5299999713897705
2022-10-12,1.6299999952316284
2022-10-13,1.715000033378601
2022-10-14,1.715000033378601
2022-10-17,1.5299999713897705
2022-10-18,1.5299999713897705
2022-10-19,1.5299999713897705
2022-10-20,1.649999976158142
2022-10-21,1.649999976158142
2022-10-24,1.7120000123977661
2022-10-25,1.7200000286102295
2022-10-26,1.6109999418258667
2022-10-27,1.6100000143051147
2022-10-28,1.590000033378601
2022-10-31,1.600000023841858
2022-11-01,1.600000023841858
2022-11-02,1.600000023841858
2022-11-03,1.9500000476837158
2022-11-04,1.7599999904632568
2022-11-07,1.7400000095367432
2022-11-08,1.7000000476837158
2022-11-09,1.600000023841858
2022-11-10,1.6399999856948853
2022-11-11,1.6399999856948853
2022-11-14,1.5299999713897705
2022-11-15,1.6749999523162842
2022-11-16,1.7000000476837158
2022-11-17,1.7000000476837158
2022-11-18,1.7000000476837158
2022-11-21,1.7000000476837158
2022-11-22,1.7000000476837158
2022-11-23,1.399999976158142
2022-11-25,1.6119999885559082
2022-11-28,1.5449999570846558
2022-11-29,1.7000000476837158
2022-11-30,1.7000000476837158
2022-12-01,1.690000057220459
2022-12-02,1.7200000286102295
2022-12-05,1.7100000381469727
