Date,LYRA
2022-02-28,4.869999885559082
2022-03-01,5.010000228881836
2022-03-02,5.329999923706055
2022-03-03,5.25
2022-03-04,4.769999980926514
2022-03-07,4.769999980926514
2022-03-08,4.300000190734863
2022-03-09,4.070000171661377
2022-03-10,4.130000114440918
2022-03-11,4.340000152587891
2022-03-14,4.050000190734863
2022-03-15,4.050000190734863
2022-03-16,3.859999895095825
2022-03-17,4.260000228881836
2022-03-18,4.380000114440918
2022-03-21,4.670000076293945
2022-03-22,4.880000114440918
2022-03-23,4.659999847412109
2022-03-24,4.644999980926514
2022-03-25,4.599999904632568
2022-03-28,4.460000038146973
2022-03-29,4.090000152587891
2022-03-30,3.890000104904175
2022-03-31,4.019999980926514
2022-04-01,4.150000095367432
2022-04-04,4.210000038146973
2022-04-05,4.300000190734863
2022-04-06,4.119999885559082
2022-04-07,4.320000171661377
2022-04-08,5.28000020980835
2022-04-11,6.230000019073486
2022-04-12,6.190000057220459
2022-04-13,6.239999771118164
2022-04-14,7.510000228881836
2022-04-18,6.929999828338623
2022-04-19,5.480000019073486
2022-04-20,5.420000076293945
2022-04-21,5.5
2022-04-22,5.940000057220459
2022-04-25,5.769999980926514
2022-04-26,5.610000133514404
2022-04-27,6.179999828338623
2022-04-28,5.349999904632568
2022-04-29,5.650000095367432
2022-05-02,5.900000095367432
2022-05-03,5.929999828338623
2022-05-04,5.960000038146973
2022-05-05,6.079999923706055
2022-05-06,5.78000020980835
2022-05-09,4.53000020980835
2022-05-10,4.829999923706055
2022-05-11,4.849999904632568
2022-05-12,4.699999809265137
2022-05-13,4.880000114440918
2022-05-16,5.070000171661377
2022-05-17,5.309999942779541
2022-05-18,5.610000133514404
2022-05-19,5.610000133514404
2022-05-20,5.730000019073486
2022-05-23,6.070000171661377
2022-05-24,6.0
2022-05-25,5.53000020980835
2022-05-26,5.5
2022-05-27,5.730000019073486
2022-05-31,5.349999904632568
2022-06-01,5.5
2022-06-02,5.71999979019165
2022-06-03,5.690000057220459
2022-06-06,5.880000114440918
2022-06-07,5.900000095367432
2022-06-08,5.739999771118164
2022-06-09,5.349999904632568
2022-06-10,5.0
2022-06-13,4.900000095367432
2022-06-14,4.889999866485596
2022-06-15,5.019999980926514
2022-06-16,5.090000152587891
2022-06-17,4.989999771118164
2022-06-21,5.010000228881836
2022-06-22,5.0
2022-06-23,5.320000171661377
2022-06-24,5.449999809265137
2022-06-27,5.579999923706055
2022-06-28,5.340000152587891
2022-06-29,5.210000038146973
2022-06-30,5.650000095367432
2022-07-01,5.389999866485596
2022-07-05,5.53000020980835
2022-07-06,5.539999961853027
2022-07-07,5.760000228881836
2022-07-08,5.840000152587891
2022-07-11,6.079999923706055
2022-07-12,6.170000076293945
2022-07-13,5.960000038146973
2022-07-14,5.75
2022-07-15,5.690000057220459
2022-07-18,5.329999923706055
2022-07-19,5.940000057220459
2022-07-20,5.900000095367432
2022-07-21,6.050000190734863
2022-07-22,5.940000057220459
2022-07-25,6.059999942779541
2022-07-26,6.059999942779541
2022-07-27,6.28000020980835
2022-07-28,6.349999904632568
2022-07-29,6.489999771118164
2022-08-01,6.510000228881836
2022-08-02,6.199999809265137
2022-08-03,5.929999828338623
2022-08-04,6.230000019073486
2022-08-05,6.389999866485596
2022-08-08,6.559999942779541
2022-08-09,6.289999961853027
2022-08-10,6.449999809265137
2022-08-11,6.539999961853027
2022-08-12,6.599999904632568
2022-08-15,6.28000020980835
2022-08-16,6.260000228881836
2022-08-17,6.130000114440918
2022-08-18,5.920000076293945
2022-08-19,5.96999979019165
2022-08-22,5.619999885559082
2022-08-23,5.590000152587891
2022-08-24,5.489999771118164
2022-08-25,5.619999885559082
2022-08-26,5.400000095367432
2022-08-29,5.860000133514404
2022-08-30,5.820000171661377
2022-08-31,5.789999961853027
2022-09-01,5.880000114440918
2022-09-02,5.849999904632568
2022-09-06,6.119999885559082
2022-09-07,6.059999942779541
2022-09-08,6.21999979019165
2022-09-09,6.150000095367432
2022-09-12,6.150000095367432
2022-09-13,6.150000095367432
2022-09-14,6.010000228881836
2022-09-15,5.960000038146973
2022-09-16,6.230000019073486
2022-09-19,5.96999979019165
2022-09-20,6.0
2022-09-21,5.840000152587891
2022-09-22,5.650000095367432
2022-09-23,5.389999866485596
2022-09-26,4.949999809265137
2022-09-27,5.039999961853027
2022-09-28,5.28000020980835
2022-09-29,5.079999923706055
2022-09-30,5.010000228881836
2022-10-03,5.420000076293945
2022-10-04,5.0
2022-10-05,4.659999847412109
2022-10-06,4.869999885559082
2022-10-07,4.800000190734863
2022-10-10,4.949999809265137
2022-10-11,4.849999904632568
2022-10-12,4.880000114440918
2022-10-13,4.869999885559082
2022-10-14,4.800000190734863
2022-10-17,4.75
2022-10-18,4.800000190734863
2022-10-19,4.809999942779541
2022-10-20,4.710000038146973
2022-10-21,4.730000019073486
2022-10-24,4.739999771118164
2022-10-25,4.929999828338623
2022-10-26,4.840000152587891
2022-10-27,4.809999942779541
2022-10-28,4.760000228881836
2022-10-31,4.690000057220459
2022-11-01,4.690000057220459
2022-11-02,4.71999979019165
2022-11-03,4.900000095367432
2022-11-04,4.699999809265137
2022-11-07,4.639999866485596
2022-11-08,4.510000228881836
2022-11-09,3.809999942779541
2022-11-10,3.4100000858306885
2022-11-11,3.700000047683716
2022-11-14,4.0
2022-11-15,3.9000000953674316
2022-11-16,3.859999895095825
2022-11-17,3.9000000953674316
2022-11-18,3.940000057220459
2022-11-21,3.930000066757202
2022-11-22,3.9100000858306885
2022-11-23,3.690000057220459
2022-11-25,3.890000104904175
2022-11-28,3.700000047683716
2022-11-29,3.5299999713897705
2022-11-30,3.509999990463257
2022-12-01,3.359999895095825
2022-12-02,3.5
2022-12-05,3.390000104904175
2022-12-06,3.309999942779541
2022-12-07,3.200000047683716
2022-12-08,2.9800000190734863
2022-12-09,2.950000047683716
2022-12-12,2.680000066757202
2022-12-13,2.859999895095825
2022-12-14,2.819999933242798
2022-12-15,2.7300000190734863
2022-12-16,2.450000047683716
2022-12-19,2.440000057220459
2022-12-20,2.509999990463257
2022-12-21,2.7699999809265137
2022-12-22,3.0
2022-12-23,3.119999885559082
2022-12-27,3.2699999809265137
2022-12-28,3.2699999809265137
2022-12-29,3.1700000762939453
2022-12-30,3.140000104904175
2023-01-03,3.0899999141693115
2023-01-04,3.0799999237060547
2023-01-05,3.0
2023-01-06,3.0
2023-01-09,2.799999952316284
2023-01-10,2.819999933242798
2023-01-11,2.8299999237060547
2023-01-12,2.759999990463257
2023-01-13,2.7699999809265137
2023-01-17,2.8299999237060547
2023-01-18,2.7899999618530273
2023-01-19,2.890000104904175
2023-01-20,2.75
2023-01-23,2.740000009536743
2023-01-24,2.8499999046325684
2023-01-25,2.7699999809265137
2023-01-26,2.700000047683716
2023-01-27,2.6700000762939453
2023-01-30,2.6600000858306885
2023-01-31,2.8499999046325684
2023-02-01,2.9000000953674316
2023-02-02,2.759999990463257
2023-02-03,2.75
