Date,GNPX
2022-02-28,91.19999694824219
2022-03-01,90.80000305175781
2022-03-02,88.0
2022-03-03,84.80000305175781
2022-03-04,85.5999984741211
2022-03-07,82.0
2022-03-08,82.80000305175781
2022-03-09,87.19999694824219
2022-03-10,88.4000015258789
2022-03-11,84.4000015258789
2022-03-14,79.5999984741211
2022-03-15,80.80000305175781
2022-03-16,85.5999984741211
2022-03-17,91.19999694824219
2022-03-18,97.19999694824219
2022-03-21,93.5999984741211
2022-03-22,95.19999694824219
2022-03-23,91.5999984741211
2022-03-24,94.80000305175781
2022-03-25,94.80000305175781
2022-03-28,90.80000305175781
2022-03-29,92.80000305175781
2022-03-30,92.0
2022-03-31,90.4000015258789
2022-04-01,89.19999694824219
2022-04-04,92.4000015258789
2022-04-05,86.0
2022-04-06,84.80000305175781
2022-04-07,82.80000305175781
2022-04-08,82.4000015258789
2022-04-11,80.80000305175781
2022-04-12,78.80000305175781
2022-04-13,79.5999984741211
2022-04-14,79.5999984741211
2022-04-18,73.19999694824219
2022-04-19,76.4000015258789
2022-04-20,78.0
2022-04-21,70.0
2022-04-22,70.0
2022-04-25,66.80000305175781
2022-04-26,66.80000305175781
2022-04-27,65.19999694824219
2022-04-28,63.20000076293945
2022-04-29,64.0
2022-05-02,64.80000305175781
2022-05-03,65.19999694824219
2022-05-04,65.5999984741211
2022-05-05,63.599998474121094
2022-05-06,61.20000076293945
2022-05-09,55.20000076293945
2022-05-10,56.400001525878906
2022-05-11,51.20000076293945
2022-05-12,52.79999923706055
2022-05-13,60.79999923706055
2022-05-16,60.400001525878906
2022-05-17,62.400001525878906
2022-05-18,58.400001525878906
2022-05-19,60.400001525878906
2022-05-20,60.400001525878906
2022-05-23,63.599998474121094
2022-05-24,64.0
2022-05-25,58.79999923706055
2022-05-26,59.599998474121094
2022-05-27,60.0
2022-05-31,58.79999923706055
2022-06-01,56.79999923706055
2022-06-02,57.599998474121094
2022-06-03,59.599998474121094
2022-06-06,58.400001525878906
2022-06-07,58.400001525878906
2022-06-08,61.599998474121094
2022-06-09,58.0
2022-06-10,56.79999923706055
2022-06-13,52.400001525878906
2022-06-14,52.400001525878906
2022-06-15,54.400001525878906
2022-06-16,52.0
2022-06-17,52.400001525878906
2022-06-21,55.20000076293945
2022-06-22,52.400001525878906
2022-06-23,54.400001525878906
2022-06-24,56.0
2022-06-27,58.0
2022-06-28,56.0
2022-06-29,54.400001525878906
2022-06-30,55.599998474121094
2022-07-01,55.20000076293945
2022-07-05,57.20000076293945
2022-07-06,57.20000076293945
2022-07-07,56.79999923706055
2022-07-08,57.20000076293945
2022-07-11,59.599998474121094
2022-07-12,57.20000076293945
2022-07-13,57.599998474121094
2022-07-14,56.79999923706055
2022-07-15,57.599998474121094
2022-07-18,55.599998474121094
2022-07-19,56.79999923706055
2022-07-20,58.79999923706055
2022-07-21,59.20000076293945
2022-07-22,56.400001525878906
2022-07-25,55.20000076293945
2022-07-26,55.599998474121094
2022-07-27,55.20000076293945
2022-07-28,57.20000076293945
2022-07-29,55.599998474121094
2022-08-01,52.79999923706055
2022-08-02,53.599998474121094
2022-08-03,54.0
2022-08-04,56.0
2022-08-05,57.20000076293945
2022-08-08,60.79999923706055
2022-08-09,58.400001525878906
2022-08-10,59.599998474121094
2022-08-11,60.0
2022-08-12,70.80000305175781
2022-08-15,83.5999984741211
2022-08-16,89.19999694824219
2022-08-17,96.80000305175781
2022-08-18,86.0
2022-08-19,80.0
2022-08-22,76.80000305175781
2022-08-23,76.80000305175781
2022-08-24,82.4000015258789
2022-08-25,79.19999694824219
2022-08-26,74.80000305175781
2022-08-29,72.4000015258789
2022-08-30,67.5999984741211
2022-08-31,64.0
2022-09-01,63.599998474121094
2022-09-02,64.80000305175781
2022-09-06,68.0
2022-09-07,66.0
2022-09-08,68.80000305175781
2022-09-09,70.4000015258789
2022-09-12,70.4000015258789
2022-09-13,68.5999984741211
2022-09-14,66.0
2022-09-15,66.80000305175781
2022-09-16,62.79999923706055
2022-09-19,63.20000076293945
2022-09-20,61.599998474121094
2022-09-21,62.0
2022-09-22,60.0
2022-09-23,56.400001525878906
2022-09-26,56.400001525878906
2022-09-27,56.79999923706055
2022-09-28,58.0
2022-09-29,56.0
2022-09-30,56.400001525878906
2022-10-03,54.79999923706055
2022-10-04,58.0
2022-10-05,58.79999923706055
2022-10-06,56.0
2022-10-07,54.79999923706055
2022-10-10,51.599998474121094
2022-10-11,51.599998474121094
2022-10-12,51.599998474121094
2022-10-13,54.0
2022-10-14,53.20000076293945
2022-10-17,54.79999923706055
2022-10-18,54.400001525878906
2022-10-19,52.0
2022-10-20,51.20000076293945
2022-10-21,51.20000076293945
2022-10-24,50.79999923706055
2022-10-25,53.20000076293945
2022-10-26,54.400001525878906
2022-10-27,54.79999923706055
2022-10-28,56.400001525878906
2022-10-31,54.400001525878906
2022-11-01,54.959999084472656
2022-11-02,53.20000076293945
2022-11-03,52.400001525878906
2022-11-04,52.79999923706055
2022-11-07,51.599998474121094
2022-11-08,52.79999923706055
2022-11-09,52.0
2022-11-10,52.79999923706055
2022-11-11,55.599998474121094
2022-11-14,56.79999923706055
2022-11-15,54.0
2022-11-16,52.400001525878906
2022-11-17,52.0
2022-11-18,51.20000076293945
2022-11-21,50.79999923706055
2022-11-22,50.79999923706055
2022-11-23,52.7599983215332
2022-11-25,51.599998474121094
2022-11-28,52.79999923706055
2022-11-29,52.400001525878906
2022-11-30,54.0
2022-12-01,52.400001525878906
2022-12-02,52.400001525878906
2022-12-05,51.599998474121094
2022-12-06,50.08000183105469
2022-12-07,50.79999923706055
2022-12-08,49.20000076293945
2022-12-09,50.599998474121094
2022-12-12,49.20000076293945
2022-12-13,45.720001220703125
2022-12-14,46.400001525878906
2022-12-15,47.599998474121094
2022-12-16,47.20000076293945
2022-12-19,43.599998474121094
2022-12-20,40.79999923706055
2022-12-21,40.400001525878906
2022-12-22,41.79999923706055
2022-12-23,40.0
2022-12-27,40.0
2022-12-28,47.599998474121094
2022-12-29,50.0
2022-12-30,58.0
2023-01-03,63.599998474121094
2023-01-04,69.5999984741211
2023-01-05,69.19999694824219
2023-01-06,57.20000076293945
2023-01-09,53.20000076293945
2023-01-10,55.599998474121094
2023-01-11,54.0
2023-01-12,54.0
2023-01-13,57.20000076293945
2023-01-17,56.0
2023-01-18,53.599998474121094
2023-01-19,53.20000076293945
2023-01-20,52.279998779296875
2023-01-23,52.0
2023-01-24,52.79999923706055
2023-01-25,53.20000076293945
2023-01-26,52.400001525878906
2023-01-27,53.599998474121094
2023-01-30,60.400001525878906
2023-01-31,58.79999923706055
2023-02-01,58.79999923706055
2023-02-02,63.20000076293945
2023-02-03,68.4000015258789
2023-02-06,71.19999694824219
2023-02-07,70.80000305175781
2023-02-08,66.80000305175781
2023-02-09,66.0
2023-02-10,61.599998474121094
2023-02-13,62.400001525878906
2023-02-14,62.0
2023-02-15,63.599998474121094
2023-02-16,66.0
2023-02-17,68.4000015258789
2023-02-21,67.19999694824219
2023-02-22,65.5999984741211
2023-02-23,55.599998474121094
2023-02-24,54.400001525878906
2023-02-27,46.400001525878906
2023-02-28,51.20000076293945
2023-03-01,45.599998474121094
2023-03-02,46.400001525878906
2023-03-03,45.599998474121094
