Date,OPK
2022-02-28,3.130000114440918
2022-03-01,3.0899999141693115
2022-03-02,3.190000057220459
2022-03-03,3.1500000953674316
2022-03-04,3.059999942779541
2022-03-07,3.119999885559082
2022-03-08,3.0899999141693115
2022-03-09,3.2100000381469727
2022-03-10,3.2799999713897705
2022-03-11,3.119999885559082
2022-03-14,3.049999952316284
2022-03-15,3.319999933242798
2022-03-16,3.4800000190734863
2022-03-17,3.6500000953674316
2022-03-18,3.740000009536743
2022-03-21,3.569999933242798
2022-03-22,3.5999999046325684
2022-03-23,3.450000047683716
2022-03-24,3.4800000190734863
2022-03-25,3.509999990463257
2022-03-28,3.5799999237060547
2022-03-29,3.75
2022-03-30,3.5399999618530273
2022-03-31,3.440000057220459
2022-04-01,3.509999990463257
2022-04-04,3.609999895095825
2022-04-05,3.490000009536743
2022-04-06,3.4800000190734863
2022-04-07,3.450000047683716
2022-04-08,3.4000000953674316
2022-04-11,3.2799999713897705
2022-04-12,3.440000057220459
2022-04-13,3.509999990463257
2022-04-14,3.3399999141693115
2022-04-18,3.1700000762939453
2022-04-19,3.2100000381469727
2022-04-20,3.200000047683716
2022-04-21,3.0299999713897705
2022-04-22,2.930000066757202
2022-04-25,2.9800000190734863
2022-04-26,2.7899999618530273
2022-04-27,2.7699999809265137
2022-04-28,2.819999933242798
2022-04-29,2.700000047683716
2022-05-02,2.799999952316284
2022-05-03,2.890000104904175
2022-05-04,3.0
2022-05-05,2.740000009536743
2022-05-06,2.619999885559082
2022-05-09,2.440000057220459
2022-05-10,2.930000066757202
2022-05-11,2.690000057220459
2022-05-12,2.799999952316284
2022-05-13,3.0299999713897705
2022-05-16,2.9700000286102295
2022-05-17,3.0999999046325684
2022-05-18,2.859999895095825
2022-05-19,2.990000009536743
2022-05-20,3.0899999141693115
2022-05-23,3.0999999046325684
2022-05-24,3.0299999713897705
2022-05-25,3.0199999809265137
2022-05-26,3.059999942779541
2022-05-27,3.200000047683716
2022-05-31,3.0
2022-06-01,2.990000009536743
2022-06-02,3.0899999141693115
2022-06-03,2.950000047683716
2022-06-06,2.759999990463257
2022-06-07,2.8499999046325684
2022-06-08,2.8399999141693115
2022-06-09,2.740000009536743
2022-06-10,2.559999942779541
2022-06-13,2.3399999141693115
2022-06-14,2.390000104904175
2022-06-15,2.5199999809265137
2022-06-16,2.3299999237060547
2022-06-17,2.4200000762939453
2022-06-21,2.390000104904175
2022-06-22,2.490000009536743
2022-06-23,2.630000114440918
2022-06-24,2.640000104904175
2022-06-27,2.700000047683716
2022-06-28,2.569999933242798
2022-06-29,2.5899999141693115
2022-06-30,2.5299999713897705
2022-07-01,2.630000114440918
2022-07-05,2.6500000953674316
2022-07-06,2.740000009536743
2022-07-07,2.799999952316284
2022-07-08,2.809999942779541
2022-07-11,2.7200000286102295
2022-07-12,2.759999990463257
2022-07-13,2.7699999809265137
2022-07-14,2.690000057220459
2022-07-15,2.759999990463257
2022-07-18,2.5799999237060547
2022-07-19,2.609999895095825
2022-07-20,2.640000104904175
2022-07-21,2.5399999618530273
2022-07-22,2.4200000762939453
2022-07-25,2.450000047683716
2022-07-26,2.369999885559082
2022-07-27,2.4700000286102295
2022-07-28,2.430000066757202
2022-07-29,2.359999895095825
2022-08-01,2.4200000762939453
2022-08-02,2.450000047683716
2022-08-03,2.440000057220459
2022-08-04,2.4000000953674316
2022-08-05,2.2799999713897705
2022-08-08,2.450000047683716
2022-08-09,2.509999990463257
2022-08-10,2.7100000381469727
2022-08-11,2.5
2022-08-12,2.5199999809265137
2022-08-15,2.609999895095825
2022-08-16,2.5899999141693115
2022-08-17,2.5399999618530273
2022-08-18,2.5799999237060547
2022-08-19,2.5299999713897705
2022-08-22,2.4600000381469727
2022-08-23,2.4800000190734863
2022-08-24,2.559999942779541
2022-08-25,2.5
2022-08-26,2.309999942779541
2022-08-29,2.299999952316284
2022-08-30,2.2200000286102295
2022-08-31,2.180000066757202
2022-09-01,2.200000047683716
2022-09-02,2.130000114440918
2022-09-06,2.119999885559082
2022-09-07,2.180000066757202
2022-09-08,2.2100000381469727
2022-09-09,2.2100000381469727
2022-09-12,2.2300000190734863
2022-09-13,2.119999885559082
2022-09-14,2.0899999141693115
2022-09-15,2.059999942779541
2022-09-16,2.049999952316284
2022-09-19,1.9700000286102295
2022-09-20,1.940000057220459
2022-09-21,1.899999976158142
2022-09-22,1.8899999856948853
2022-09-23,1.8799999952316284
2022-09-26,1.809999942779541
2022-09-27,1.8600000143051147
2022-09-28,1.9500000476837158
2022-09-29,1.8700000047683716
2022-09-30,1.8899999856948853
2022-10-03,1.909999966621399
2022-10-04,2.009999990463257
2022-10-05,1.909999966621399
2022-10-06,1.850000023841858
2022-10-07,1.75
2022-10-10,1.7999999523162842
2022-10-11,1.75
2022-10-12,1.7400000095367432
2022-10-13,1.7799999713897705
2022-10-14,1.7300000190734863
2022-10-17,1.809999942779541
2022-10-18,1.7599999904632568
2022-10-19,1.7300000190734863
2022-10-20,1.7400000095367432
2022-10-21,1.7699999809265137
2022-10-24,1.7999999523162842
2022-10-25,1.7999999523162842
2022-10-26,1.8899999856948853
2022-10-27,1.7999999523162842
2022-10-28,1.8600000143051147
2022-10-31,1.899999976158142
2022-11-01,1.899999976158142
2022-11-02,1.8799999952316284
2022-11-03,1.7999999523162842
2022-11-04,1.7799999713897705
2022-11-07,1.8200000524520874
2022-11-08,1.850000023841858
2022-11-09,1.5499999523162842
2022-11-10,1.600000023841858
2022-11-11,1.649999976158142
2022-11-14,1.7000000476837158
2022-11-15,1.7599999904632568
2022-11-16,1.7000000476837158
2022-11-17,1.6299999952316284
2022-11-18,1.6200000047683716
2022-11-21,1.590000033378601
2022-11-22,1.4700000286102295
2022-11-23,1.5
2022-11-25,1.4700000286102295
2022-11-28,1.399999976158142
2022-11-29,1.409999966621399
2022-11-30,1.5
2022-12-01,1.4600000381469727
2022-12-02,1.4700000286102295
2022-12-05,1.4199999570846558
2022-12-06,1.3799999952316284
2022-12-07,1.3600000143051147
2022-12-08,1.350000023841858
2022-12-09,1.3300000429153442
2022-12-12,1.309999942779541
2022-12-13,1.309999942779541
2022-12-14,1.2899999618530273
2022-12-15,1.25
2022-12-16,1.25
2022-12-19,1.149999976158142
2022-12-20,1.1799999475479126
2022-12-21,1.1699999570846558
2022-12-22,1.1799999475479126
2022-12-23,1.1399999856948853
2022-12-27,1.0700000524520874
2022-12-28,1.0499999523162842
2022-12-29,1.2400000095367432
2022-12-30,1.25
2023-01-03,1.2200000286102295
2023-01-04,1.2799999713897705
2023-01-05,1.2300000190734863
2023-01-06,1.2599999904632568
2023-01-09,1.2400000095367432
