Date,ORGN
2022-02-28,5.190000057220459
2022-03-01,5.510000228881836
2022-03-02,5.570000171661377
2022-03-03,5.380000114440918
2022-03-04,5.199999809265137
2022-03-07,5.320000171661377
2022-03-08,5.539999961853027
2022-03-09,6.110000133514404
2022-03-10,6.349999904632568
2022-03-11,6.070000171661377
2022-03-14,5.940000057220459
2022-03-15,5.989999771118164
2022-03-16,6.090000152587891
2022-03-17,7.110000133514404
2022-03-18,7.199999809265137
2022-03-21,6.949999809265137
2022-03-22,6.860000133514404
2022-03-23,6.869999885559082
2022-03-24,6.900000095367432
2022-03-25,6.900000095367432
2022-03-28,6.71999979019165
2022-03-29,6.889999866485596
2022-03-30,6.610000133514404
2022-03-31,6.579999923706055
2022-04-01,6.71999979019165
2022-04-04,6.889999866485596
2022-04-05,6.630000114440918
2022-04-06,6.440000057220459
2022-04-07,6.320000171661377
2022-04-08,6.329999923706055
2022-04-11,6.340000152587891
2022-04-12,6.420000076293945
2022-04-13,6.840000152587891
2022-04-14,6.739999771118164
2022-04-18,6.679999828338623
2022-04-19,7.099999904632568
2022-04-20,7.059999942779541
2022-04-21,6.739999771118164
2022-04-22,6.519999980926514
2022-04-25,6.619999885559082
2022-04-26,6.53000020980835
2022-04-27,6.289999961853027
2022-04-28,6.579999923706055
2022-04-29,6.489999771118164
2022-05-02,6.699999809265137
2022-05-03,6.869999885559082
2022-05-04,6.730000019073486
2022-05-05,6.420000076293945
2022-05-06,6.429999828338623
2022-05-09,5.789999961853027
2022-05-10,5.519999980926514
2022-05-11,5.460000038146973
2022-05-12,5.710000038146973
2022-05-13,6.230000019073486
2022-05-16,6.010000228881836
2022-05-17,6.420000076293945
2022-05-18,6.400000095367432
2022-05-19,6.630000114440918
2022-05-20,6.539999961853027
2022-05-23,6.829999923706055
2022-05-24,6.869999885559082
2022-05-25,6.900000095367432
2022-05-26,6.949999809265137
2022-05-27,7.050000190734863
2022-05-31,7.079999923706055
2022-06-01,7.03000020980835
2022-06-02,7.699999809265137
2022-06-03,6.96999979019165
2022-06-06,7.050000190734863
2022-06-07,6.949999809265137
2022-06-08,6.769999980926514
2022-06-09,6.369999885559082
2022-06-10,6.159999847412109
2022-06-13,5.650000095367432
2022-06-14,5.590000152587891
2022-06-15,5.880000114440918
2022-06-16,5.659999847412109
2022-06-17,5.869999885559082
2022-06-21,5.829999923706055
2022-06-22,5.519999980926514
2022-06-23,5.440000057220459
2022-06-24,5.269999980926514
2022-06-27,5.260000228881836
2022-06-28,5.110000133514404
2022-06-29,5.050000190734863
2022-06-30,5.119999885559082
2022-07-01,5.019999980926514
2022-07-05,5.179999828338623
2022-07-06,5.170000076293945
2022-07-07,5.539999961853027
2022-07-08,5.480000019073486
2022-07-11,5.239999771118164
2022-07-12,5.28000020980835
2022-07-13,5.320000171661377
2022-07-14,5.309999942779541
2022-07-15,5.300000190734863
2022-07-18,5.28000020980835
2022-07-19,5.480000019073486
2022-07-20,5.550000190734863
2022-07-21,5.53000020980835
2022-07-22,5.28000020980835
2022-07-25,5.349999904632568
2022-07-26,5.369999885559082
2022-07-27,5.429999828338623
2022-07-28,5.619999885559082
2022-07-29,5.880000114440918
2022-08-01,5.840000152587891
2022-08-02,5.989999771118164
2022-08-03,6.269999980926514
2022-08-04,6.730000019073486
2022-08-05,6.679999828338623
2022-08-08,7.079999923706055
2022-08-09,6.760000228881836
2022-08-10,7.019999980926514
2022-08-11,6.989999771118164
2022-08-12,7.300000190734863
2022-08-15,7.079999923706055
2022-08-16,6.989999771118164
2022-08-17,6.900000095367432
2022-08-18,6.579999923706055
2022-08-19,6.25
2022-08-22,6.150000095367432
2022-08-23,6.150000095367432
2022-08-24,6.369999885559082
2022-08-25,6.460000038146973
2022-08-26,6.210000038146973
2022-08-29,6.230000019073486
2022-08-30,6.179999828338623
2022-08-31,6.25
2022-09-01,6.039999961853027
2022-09-02,5.96999979019165
2022-09-06,6.090000152587891
2022-09-07,6.260000228881836
2022-09-08,6.130000114440918
2022-09-09,6.269999980926514
2022-09-12,6.320000171661377
2022-09-13,6.099999904632568
2022-09-14,5.900000095367432
2022-09-15,5.860000133514404
2022-09-16,5.559999942779541
2022-09-19,5.619999885559082
2022-09-20,5.480000019073486
2022-09-21,5.429999828338623
2022-09-22,5.199999809265137
2022-09-23,5.110000133514404
2022-09-26,5.170000076293945
2022-09-27,5.210000038146973
2022-09-28,5.460000038146973
2022-09-29,5.389999866485596
2022-09-30,5.159999847412109
2022-10-03,5.300000190734863
2022-10-04,5.480000019073486
2022-10-05,5.320000171661377
2022-10-06,5.289999961853027
2022-10-07,5.090000152587891
2022-10-10,5.090000152587891
2022-10-11,5.0
2022-10-12,5.0
2022-10-13,5.239999771118164
2022-10-14,5.010000228881836
2022-10-17,5.079999923706055
2022-10-18,5.130000114440918
2022-10-19,5.050000190734863
2022-10-20,4.980000019073486
2022-10-21,5.139999866485596
2022-10-24,5.210000038146973
2022-10-25,5.550000190734863
2022-10-26,5.559999942779541
2022-10-27,5.489999771118164
2022-10-28,5.639999866485596
2022-10-31,5.679999828338623
2022-11-01,5.630000114440918
2022-11-02,5.300000190734863
2022-11-03,5.320000171661377
2022-11-04,5.659999847412109
2022-11-07,5.590000152587891
2022-11-08,5.489999771118164
2022-11-09,5.349999904632568
2022-11-10,5.75
2022-11-11,5.820000171661377
2022-11-14,5.739999771118164
2022-11-15,5.679999828338623
2022-11-16,5.519999980926514
2022-11-17,5.420000076293945
2022-11-18,5.389999866485596
2022-11-21,5.289999961853027
2022-11-22,5.329999923706055
2022-11-23,5.539999961853027
2022-11-25,5.639999866485596
2022-11-28,5.449999809265137
2022-11-29,5.400000095367432
2022-11-30,5.570000171661377
2022-12-01,5.599999904632568
2022-12-02,5.53000020980835
2022-12-05,5.619999885559082
