Date,WLDS
2022-09-13,57.0
2022-09-14,59.0
2022-09-15,54.400001525878906
2022-09-16,46.79999923706055
2022-09-19,36.20000076293945
2022-09-20,34.400001525878906
2022-09-21,27.399999618530273
2022-09-22,26.600000381469727
2022-09-23,23.200000762939453
2022-09-26,21.200000762939453
2022-09-27,22.399999618530273
2022-09-28,21.0
2022-09-29,19.059999465942383
2022-09-30,17.600000381469727
2022-10-03,26.200000762939453
2022-10-04,21.600000381469727
2022-10-05,21.200000762939453
2022-10-06,19.200000762939453
2022-10-07,19.3799991607666
2022-10-10,20.0
2022-10-11,20.600000381469727
2022-10-12,20.0
2022-10-13,19.600000381469727
2022-10-14,19.420000076293945
2022-10-17,19.600000381469727
2022-10-18,19.200000762939453
2022-10-19,18.420000076293945
2022-10-20,18.3799991607666
2022-10-21,17.799999237060547
2022-10-24,17.399999618530273
2022-10-25,17.600000381469727
2022-10-26,17.479999542236328
2022-10-27,17.299999237060547
2022-10-28,17.0
2022-10-31,15.640000343322754
2022-11-01,16.200000762939453
2022-11-02,15.920000076293945
2022-11-03,15.920000076293945
2022-11-04,15.399999618530273
2022-11-07,13.5600004196167
2022-11-08,12.899999618530273
2022-11-09,13.539999961853027
2022-11-10,12.800000190734863
2022-11-11,12.84000015258789
2022-11-14,13.359999656677246
2022-11-15,12.819999694824219
2022-11-16,12.800000190734863
2022-11-17,12.800000190734863
2022-11-18,13.100000381469727
2022-11-21,13.399999618530273
2022-11-22,14.0
2022-11-23,14.0
2022-11-25,13.899999618530273
2022-11-28,13.380000114440918
2022-11-29,13.619999885559082
2022-11-30,13.199999809265137
2022-12-01,14.279999732971191
2022-12-02,12.420000076293945
2022-12-05,12.399999618530273
2022-12-06,13.0
2022-12-07,12.15999984741211
2022-12-08,13.100000381469727
2022-12-09,14.699999809265137
2022-12-12,12.800000190734863
2022-12-13,12.34000015258789
2022-12-14,12.15999984741211
2022-12-15,10.760000228881836
2022-12-16,10.199999809265137
2022-12-19,9.420000076293945
2022-12-20,9.779999732971191
2022-12-21,10.079999923706055
2022-12-22,9.5
2022-12-23,9.199999809265137
2022-12-27,10.600000381469727
2022-12-28,9.600000381469727
2022-12-29,9.199999809265137
2022-12-30,8.720000267028809
2023-01-03,9.420000076293945
2023-01-04,9.819999694824219
2023-01-05,10.180000305175781
2023-01-06,10.199999809265137
2023-01-09,10.300000190734863
2023-01-10,11.15999984741211
2023-01-11,11.319999694824219
2023-01-12,11.100000381469727
2023-01-13,11.600000381469727
2023-01-17,11.680000305175781
2023-01-18,9.9399995803833
2023-01-19,10.5
2023-01-20,10.539999961853027
2023-01-23,10.800000190734863
2023-01-24,10.199999809265137
2023-01-25,10.220000267028809
2023-01-26,10.460000038146973
2023-01-27,13.260000228881836
