Date,HOUS
2022-11-03,6.860000133514404
2022-11-04,6.730000019073486
2022-11-07,6.860000133514404
2022-11-08,6.75
2022-11-09,6.519999980926514
2022-11-10,7.0
2022-11-11,7.789999961853027
2022-11-14,6.989999771118164
2022-11-15,7.079999923706055
2022-11-16,6.800000190734863
2022-11-17,6.610000133514404
2022-11-18,6.579999923706055
2022-11-21,6.21999979019165
2022-11-22,6.480000019073486
2022-11-23,6.650000095367432
2022-11-25,6.840000152587891
2022-11-28,6.78000020980835
2022-11-29,6.980000019073486
2022-11-30,7.550000190734863
2022-12-01,7.869999885559082
2022-12-02,7.71999979019165
2022-12-05,7.449999809265137
2022-12-06,7.349999904632568
2022-12-07,7.170000076293945
2022-12-08,7.170000076293945
2022-12-09,7.0
2022-12-12,7.570000171661377
2022-12-13,7.550000190734863
2022-12-14,7.679999828338623
2022-12-15,7.429999828338623
2022-12-16,7.139999866485596
2022-12-19,6.889999866485596
2022-12-20,6.760000228881836
2022-12-21,6.78000020980835
2022-12-22,6.349999904632568
2022-12-23,6.320000171661377
2022-12-27,6.090000152587891
2022-12-28,5.840000152587891
2022-12-29,6.369999885559082
2022-12-30,6.389999866485596
2023-01-03,6.519999980926514
2023-01-04,6.929999828338623
2023-01-05,6.670000076293945
2023-01-06,6.940000057220459
2023-01-09,7.159999847412109
2023-01-10,7.260000228881836
2023-01-11,7.860000133514404
2023-01-12,8.09000015258789
2023-01-13,8.210000038146973
2023-01-17,8.069999694824219
2023-01-18,8.0
2023-01-19,7.809999942779541
2023-01-20,8.020000457763672
2023-01-23,8.109999656677246
2023-01-24,7.929999828338623
2023-01-25,8.0
2023-01-26,8.100000381469727
2023-01-27,8.479999542236328
2023-01-30,7.980000019073486
2023-01-31,8.479999542236328
2023-02-01,8.829999923706055
2023-02-02,9.399999618530273
2023-02-03,9.029999732971191
2023-02-06,8.760000228881836
2023-02-07,8.789999961853027
2023-02-08,8.579999923706055
2023-02-09,8.399999618530273
2023-02-10,8.220000267028809
2023-02-13,8.420000076293945
2023-02-14,8.640000343322754
2023-02-15,8.739999771118164
2023-02-16,8.380000114440918
2023-02-17,8.15999984741211
2023-02-21,7.519999980926514
2023-02-22,7.309999942779541
2023-02-23,6.429999828338623
2023-02-24,6.179999828338623
2023-02-27,5.949999809265137
2023-02-28,5.789999961853027
2023-03-01,5.659999847412109
2023-03-02,5.579999923706055
2023-03-03,5.599999904632568
2023-03-06,5.429999828338623
2023-03-07,5.21999979019165
2023-03-08,5.079999923706055
2023-03-09,4.789999961853027
2023-03-10,4.5
2023-03-13,4.710000038146973
2023-03-14,4.829999923706055
2023-03-15,5.199999809265137
2023-03-16,5.21999979019165
2023-03-17,5.050000190734863
2023-03-20,4.840000152587891
2023-03-21,5.070000171661377
2023-03-22,4.849999904632568
2023-03-23,4.760000228881836
2023-03-24,4.880000114440918
2023-03-27,4.840000152587891
2023-03-28,4.829999923706055
2023-03-29,5.0
2023-03-30,5.070000171661377
2023-03-31,5.28000020980835
2023-04-03,5.369999885559082
2023-04-04,5.190000057220459
2023-04-05,5.21999979019165
2023-04-06,5.389999866485596
2023-04-10,5.570000171661377
2023-04-11,5.809999942779541
2023-04-12,5.670000076293945
2023-04-13,5.880000114440918
2023-04-14,5.960000038146973
2023-04-17,6.059999942779541
2023-04-18,6.010000228881836
2023-04-19,6.03000020980835
2023-04-20,6.010000228881836
2023-04-21,5.989999771118164
2023-04-24,6.0
2023-04-25,5.820000171661377
2023-04-26,5.739999771118164
2023-04-27,6.059999942779541
2023-04-28,6.369999885559082
2023-05-01,6.239999771118164
2023-05-02,6.010000228881836
2023-05-03,5.880000114440918
2023-05-04,4.849999904632568
2023-05-05,5.150000095367432
2023-05-08,5.380000114440918
2023-05-09,5.210000038146973
2023-05-10,5.579999923706055
2023-05-11,5.71999979019165
2023-05-12,5.570000171661377
2023-05-15,5.71999979019165
2023-05-16,5.550000190734863
2023-05-17,6.059999942779541
2023-05-18,6.449999809265137
2023-05-19,6.329999923706055
2023-05-22,6.449999809265137
2023-05-23,6.489999771118164
2023-05-24,6.079999923706055
2023-05-25,5.960000038146973
2023-05-26,5.949999809265137
2023-05-30,6.010000228881836
2023-05-31,6.070000171661377
2023-06-01,6.150000095367432
2023-06-02,6.639999866485596
2023-06-05,6.179999828338623
2023-06-06,6.510000228881836
2023-06-07,6.71999979019165
2023-06-08,6.599999904632568
2023-06-09,6.349999904632568
2023-06-12,6.289999961853027
2023-06-13,6.300000190734863
2023-06-14,6.230000019073486
2023-06-15,6.329999923706055
2023-06-16,6.0
2023-06-20,5.900000095367432
2023-06-21,5.949999809265137
2023-06-22,5.909999847412109
2023-06-23,5.809999942779541
2023-06-26,6.28000020980835
2023-06-27,6.550000190734863
2023-06-28,6.599999904632568
2023-06-29,6.840000152587891
2023-06-30,6.679999828338623
2023-07-03,6.900000095367432
2023-07-05,6.389999866485596
2023-07-06,6.130000114440918
2023-07-07,6.179999828338623
2023-07-10,6.320000171661377
2023-07-11,6.760000228881836
2023-07-12,7.0
2023-07-13,7.690000057220459
2023-07-14,7.369999885559082
2023-07-17,7.260000228881836
2023-07-18,7.429999828338623
2023-07-19,7.570000171661377
2023-07-20,7.25
2023-07-21,7.199999809265137
2023-07-24,7.659999847412109
2023-07-25,8.609999656677246
2023-07-26,9.039999961853027
2023-07-27,8.229999542236328
2023-07-28,8.239999771118164
2023-07-31,8.380000114440918
2023-08-01,8.319999694824219
2023-08-02,8.170000076293945
2023-08-03,8.40999984741211
2023-08-04,7.96999979019165
2023-08-07,8.279999732971191
2023-08-08,8.119999885559082
2023-08-09,7.730000019073486
2023-08-10,7.449999809265137
2023-08-11,7.559999942779541
2023-08-14,7.619999885559082
2023-08-15,7.239999771118164
2023-08-16,6.960000038146973
2023-08-17,6.53000020980835
2023-08-18,6.380000114440918
2023-08-21,6.389999866485596
2023-08-22,6.309999942779541
2023-08-23,6.559999942779541
2023-08-24,6.519999980926514
2023-08-25,6.420000076293945
2023-08-28,6.699999809265137
2023-08-29,6.599999904632568
2023-08-30,6.71999979019165
2023-08-31,6.559999942779541
2023-09-01,6.570000171661377
2023-09-05,7.210000038146973
2023-09-06,7.409999847412109
2023-09-07,7.349999904632568
2023-09-08,7.400000095367432
2023-09-11,7.559999942779541
2023-09-12,7.570000171661377
2023-09-13,7.360000133514404
2023-09-14,7.429999828338623
2023-09-15,7.260000228881836
2023-09-18,7.590000152587891
2023-09-19,7.619999885559082
2023-09-20,7.619999885559082
2023-09-21,7.329999923706055
2023-09-22,7.329999923706055
2023-09-25,7.389999866485596
2023-09-26,7.159999847412109
2023-09-27,6.889999866485596
2023-09-28,6.760000228881836
2023-09-29,6.429999828338623
2023-10-02,5.949999809265137
2023-10-03,5.789999961853027
2023-10-04,5.670000076293945
2023-10-05,5.730000019073486
2023-10-06,5.309999942779541
2023-10-09,5.349999904632568
2023-10-10,5.570000171661377
2023-10-11,5.800000190734863
2023-10-12,5.360000133514404
2023-10-13,4.949999809265137
2023-10-16,4.699999809265137
2023-10-17,4.840000152587891
2023-10-18,4.550000190734863
2023-10-19,4.269999980926514
2023-10-20,4.269999980926514
2023-10-23,4.119999885559082
2023-10-24,4.739999771118164
2023-10-25,4.349999904632568
2023-10-26,4.670000076293945
2023-10-27,4.559999942779541
2023-10-30,4.800000190734863
2023-10-31,4.670000076293945
2023-11-01,4.849999904632568
2023-11-02,4.659999847412109
2023-11-03,5.210000038146973
2023-11-06,4.849999904632568
2023-11-07,5.039999961853027
2023-11-08,4.96999979019165
2023-11-09,4.590000152587891
2023-11-10,4.559999942779541
2023-11-13,4.420000076293945
2023-11-14,5.110000133514404
2023-11-15,5.21999979019165
2023-11-16,4.960000038146973
2023-11-17,5.110000133514404
2023-11-20,5.260000228881836
2023-11-21,4.889999866485596
2023-11-22,4.929999828338623
2023-11-24,5.079999923706055
2023-11-27,5.070000171661377
2023-11-28,5.179999828338623
2023-11-29,5.409999847412109
2023-11-30,5.380000114440918
2023-12-01,5.940000057220459
2023-12-04,6.010000228881836
2023-12-05,5.889999866485596
2023-12-06,6.019999980926514
2023-12-07,6.260000228881836
2023-12-08,6.349999904632568
2023-12-11,6.349999904632568
2023-12-12,6.340000152587891
2023-12-13,7.150000095367432
2023-12-14,7.539999961853027
2023-12-15,7.389999866485596
2023-12-18,7.329999923706055
2023-12-19,7.679999828338623
2023-12-20,7.550000190734863
2023-12-21,7.78000020980835
2023-12-22,7.880000114440918
2023-12-26,8.1899995803833
2023-12-27,8.34000015258789
2023-12-28,8.350000381469727
2023-12-29,8.109999656677246
2024-01-02,7.889999866485596
2024-01-03,7.690000057220459
2024-01-04,7.539999961853027
2024-01-05,7.440000057220459
2024-01-08,7.690000057220459
2024-01-09,7.440000057220459
2024-01-10,7.289999961853027
2024-01-11,7.059999942779541
2024-01-12,7.03000020980835
2024-01-16,6.710000038146973
2024-01-17,6.429999828338623
2024-01-18,6.360000133514404
2024-01-19,6.519999980926514
2024-01-22,6.96999979019165
2024-01-23,6.920000076293945
2024-01-24,6.860000133514404
2024-01-25,7.199999809265137
2024-01-26,7.400000095367432
2024-01-29,7.730000019073486
2024-01-30,7.460000038146973
2024-01-31,7.119999885559082
2024-02-01,7.570000171661377
2024-02-02,7.300000190734863
2024-02-05,7.079999923706055
2024-02-06,7.179999828338623
2024-02-07,7.039999961853027
2024-02-08,7.239999771118164
2024-02-09,7.420000076293945
2024-02-12,7.739999771118164
2024-02-13,7.230000019073486
2024-02-14,7.639999866485596
2024-02-15,7.440000057220459
2024-02-16,7.079999923706055
2024-02-20,6.480000019073486
2024-02-21,6.590000152587891
2024-02-22,6.090000152587891
2024-02-23,5.820000171661377
2024-02-26,5.690000057220459
2024-02-27,6.079999923706055
2024-02-28,5.920000076293945
2024-02-29,6.269999980926514
2024-03-01,6.25
2024-03-04,5.96999979019165
2024-03-05,5.630000114440918
2024-03-06,5.679999828338623
2024-03-07,5.760000228881836
2024-03-08,5.960000038146973
2024-03-11,5.949999809265137
2024-03-12,6.010000228881836
2024-03-13,6.159999847412109
2024-03-14,5.909999847412109
2024-03-15,5.21999979019165
2024-03-18,5.230000019073486
2024-03-19,5.110000133514404
2024-03-20,5.489999771118164
2024-03-21,5.880000114440918
2024-03-22,5.5
2024-03-25,5.460000038146973
2024-03-26,5.440000057220459
2024-03-27,5.739999771118164
2024-03-28,6.179999828338623
2024-04-01,5.96999979019165
2024-04-02,5.699999809265137
2024-04-03,5.920000076293945
2024-04-04,5.880000114440918
2024-04-05,5.760000228881836
2024-04-08,5.829999923706055
2024-04-09,5.920000076293945
2024-04-10,5.579999923706055
2024-04-11,5.630000114440918
2024-04-12,5.369999885559082
2024-04-15,5.179999828338623
2024-04-16,5.300000190734863
2024-04-17,5.369999885559082
2024-04-18,5.429999828338623
2024-04-19,5.46999979019165
2024-04-22,5.480000019073486
2024-04-23,5.53000020980835
2024-04-24,5.409999847412109
2024-04-25,5.019999980926514
2024-04-26,5.179999828338623
2024-04-29,5.0
2024-04-30,4.860000133514404
2024-05-01,4.929999828338623
2024-05-02,5.090000152587891
2024-05-03,5.039999961853027
2024-05-06,5.059999942779541
2024-05-07,4.989999771118164
2024-05-08,4.730000019073486
2024-05-09,5.159999847412109
2024-05-10,5.380000114440918
2024-05-13,5.449999809265137
2024-05-14,5.420000076293945
2024-05-15,5.420000076293945
2024-05-16,5.599999904632568
2024-05-17,5.420000076293945
2024-05-20,5.170000076293945
2024-05-21,5.070000171661377
2024-05-22,4.860000133514404
2024-05-23,4.5
2024-05-24,4.489999771118164
2024-05-28,4.300000190734863
2024-05-29,4.170000076293945
2024-05-30,4.210000038146973
2024-05-31,4.070000171661377
2024-06-03,3.990000009536743
2024-06-04,3.880000114440918
2024-06-05,3.7899999618530273
2024-06-06,3.7200000286102295
2024-06-07,3.819999933242798
2024-06-10,3.490000009536743
2024-06-11,3.4100000858306885
2024-06-12,3.4200000762939453
2024-06-13,3.3299999237060547
2024-06-14,3.190000057220459
2024-06-17,3.1600000858306885
2024-06-18,3.1500000953674316
2024-06-20,3.299999952316284
2024-06-21,3.2899999618530273
2024-06-24,3.2200000286102295
2024-06-25,3.140000104904175
2024-06-26,3.2300000190734863
2024-06-27,3.25
2024-06-28,3.309999942779541
2024-07-01,3.309999942779541
2024-07-02,3.309999942779541
2024-07-03,3.2799999713897705
2024-07-05,3.2300000190734863
2024-07-08,3.25
2024-07-09,3.25
2024-07-10,3.2699999809265137
2024-07-11,3.9000000953674316
2024-07-12,3.9600000381469727
2024-07-15,4.230000019073486
2024-07-16,4.539999961853027
2024-07-17,4.630000114440918
2024-07-18,4.53000020980835
2024-07-19,4.559999942779541
2024-07-22,4.5
2024-07-23,4.599999904632568
2024-07-24,4.409999847412109
2024-07-25,4.539999961853027
2024-07-26,4.75
2024-07-29,4.699999809265137
2024-07-30,4.659999847412109
2024-07-31,4.71999979019165
2024-08-01,4.269999980926514
2024-08-02,4.329999923706055
2024-08-05,4.199999809265137
2024-08-06,4.489999771118164
2024-08-07,4.179999828338623
2024-08-08,4.199999809265137
2024-08-09,4.239999771118164
2024-08-12,4.150000095367432
2024-08-13,4.389999866485596
2024-08-14,4.5
2024-08-15,4.769999980926514
2024-08-16,4.730000019073486
2024-08-19,4.929999828338623
2024-08-20,4.96999979019165
2024-08-21,4.840000152587891
2024-08-22,4.789999961853027
2024-08-23,5.119999885559082
2024-08-26,5.489999771118164
2024-08-27,5.28000020980835
2024-08-28,5.170000076293945
2024-08-29,5.010000228881836
2024-08-30,4.889999866485596
2024-09-03,4.829999923706055
2024-09-04,4.730000019073486
2024-09-05,4.650000095367432
2024-09-06,4.739999771118164
2024-09-09,4.960000038146973
2024-09-10,4.809999942779541
2024-09-11,4.789999961853027
2024-09-12,4.889999866485596
2024-09-13,5.460000038146973
2024-09-16,5.340000152587891
2024-09-17,5.420000076293945
2024-09-18,5.570000171661377
2024-09-19,5.800000190734863
2024-09-20,5.840000152587891
2024-09-23,5.579999923706055
2024-09-24,5.570000171661377
2024-09-25,5.230000019073486
2024-09-26,5.230000019073486
2024-09-27,5.110000133514404
2024-09-30,5.079999923706055
2024-10-01,5.610000133514404
2024-10-02,5.309999942779541
2024-10-03,5.170000076293945
2024-10-04,5.03000020980835
2024-10-07,4.860000133514404
2024-10-08,4.769999980926514
2024-10-09,4.670000076293945
2024-10-10,4.519999980926514
2024-10-11,4.619999885559082
2024-10-14,4.639999866485596
2024-10-15,4.670000076293945
2024-10-16,4.650000095367432
2024-10-17,4.5
2024-10-18,4.659999847412109
2024-10-21,4.289999961853027
2024-10-22,4.25
2024-10-23,3.990000009536743
2024-10-24,3.940000057220459
2024-10-25,3.759999990463257
2024-10-28,3.8499999046325684
2024-10-29,3.7799999713897705
2024-10-30,3.759999990463257
2024-10-31,3.859999895095825
2024-11-01,3.7799999713897705
2024-11-04,3.890000104904175
2024-11-05,4.039999961853027
2024-11-06,4.0
2024-11-07,4.090000152587891
2024-11-08,4.179999828338623
2024-11-11,3.9600000381469727
2024-11-12,3.8299999237060547
2024-11-13,4.050000190734863
2024-11-14,3.950000047683716
2024-11-15,3.9700000286102295
2024-11-18,4.139999866485596
2024-11-19,4.130000114440918
2024-11-20,4.199999809265137
2024-11-21,4.360000133514404
