Date,CDLX
2022-02-28,58.0
2022-03-01,53.75
2022-03-02,61.290000915527344
2022-03-03,56.810001373291016
2022-03-04,53.88999938964844
2022-03-07,51.75
2022-03-08,51.81999969482422
2022-03-09,54.150001525878906
2022-03-10,53.0099983215332
2022-03-11,46.81999969482422
2022-03-14,42.66999816894531
2022-03-15,44.209999084472656
2022-03-16,47.93000030517578
2022-03-17,53.630001068115234
2022-03-18,54.25
2022-03-21,56.58000183105469
2022-03-22,59.900001525878906
2022-03-23,59.470001220703125
2022-03-24,62.15999984741211
2022-03-25,57.779998779296875
2022-03-28,56.900001525878906
2022-03-29,60.25
2022-03-30,56.72999954223633
2022-03-31,54.97999954223633
2022-04-01,55.5
2022-04-04,57.86000061035156
2022-04-05,54.099998474121094
2022-04-06,51.33000183105469
2022-04-07,49.619998931884766
2022-04-08,47.650001525878906
2022-04-11,47.33000183105469
2022-04-12,47.18000030517578
2022-04-13,48.43000030517578
2022-04-14,47.189998626708984
2022-04-18,46.38999938964844
2022-04-19,48.939998626708984
2022-04-20,46.470001220703125
2022-04-21,40.95000076293945
2022-04-22,38.75
2022-04-25,38.810001373291016
2022-04-26,36.16999816894531
2022-04-27,33.47999954223633
2022-04-28,35.47999954223633
2022-04-29,34.130001068115234
2022-05-02,35.86000061035156
2022-05-03,37.599998474121094
2022-05-04,38.220001220703125
2022-05-05,34.2599983215332
2022-05-06,31.239999771118164
2022-05-09,28.350000381469727
2022-05-10,29.420000076293945
2022-05-11,28.969999313354492
2022-05-12,29.610000610351562
2022-05-13,32.04999923706055
2022-05-16,29.6200008392334
2022-05-17,30.290000915527344
2022-05-18,28.260000228881836
2022-05-19,29.5
2022-05-20,29.489999771118164
2022-05-23,29.049999237060547
2022-05-24,25.520000457763672
2022-05-25,25.40999984741211
2022-05-26,26.6200008392334
2022-05-27,27.670000076293945
2022-05-31,25.90999984741211
2022-06-01,25.8799991607666
2022-06-02,29.0
2022-06-03,28.440000534057617
2022-06-06,28.280000686645508
2022-06-07,28.639999389648438
2022-06-08,28.979999542236328
2022-06-09,27.75
2022-06-10,25.3799991607666
2022-06-13,22.8700008392334
2022-06-14,22.90999984741211
2022-06-15,23.65999984741211
2022-06-16,21.8799991607666
2022-06-17,23.18000030517578
2022-06-21,25.780000686645508
2022-06-22,25.68000030517578
2022-06-23,26.56999969482422
2022-06-24,26.920000076293945
2022-06-27,26.290000915527344
2022-06-28,24.18000030517578
2022-06-29,22.8799991607666
2022-06-30,22.309999465942383
2022-07-01,22.559999465942383
2022-07-05,23.540000915527344
2022-07-06,23.31999969482422
