Date,ADAP
2022-02-28,2.5999999046325684
2022-03-01,2.4100000858306885
2022-03-02,2.319999933242798
2022-03-03,2.190000057220459
2022-03-04,2.049999952316284
2022-03-07,1.9500000476837158
2022-03-08,1.9500000476837158
2022-03-09,1.940000057220459
2022-03-10,1.8899999856948853
2022-03-11,1.8200000524520874
2022-03-14,1.8200000524520874
2022-03-15,1.7300000190734863
2022-03-16,1.840000033378601
2022-03-17,2.109999895095825
2022-03-18,2.180000066757202
2022-03-21,2.130000114440918
2022-03-22,2.25
2022-03-23,2.1600000858306885
2022-03-24,2.190000057220459
2022-03-25,2.0999999046325684
2022-03-28,2.049999952316284
2022-03-29,2.130000114440918
2022-03-30,2.059999942779541
2022-03-31,2.059999942779541
2022-04-01,2.130000114440918
2022-04-04,2.2300000190734863
2022-04-05,2.1700000762939453
2022-04-06,2.2799999713897705
2022-04-07,2.240000009536743
2022-04-08,2.180000066757202
2022-04-11,1.8600000143051147
2022-04-12,1.7899999618530273
2022-04-13,1.9600000381469727
2022-04-14,1.909999966621399
2022-04-18,1.840000033378601
2022-04-19,1.9199999570846558
2022-04-20,2.009999990463257
2022-04-21,1.909999966621399
2022-04-22,1.8899999856948853
2022-04-25,1.9600000381469727
2022-04-26,1.7999999523162842
2022-04-27,1.75
2022-04-28,1.75
2022-04-29,1.7200000286102295
2022-05-02,1.8700000047683716
2022-05-03,1.8200000524520874
2022-05-04,1.909999966621399
2022-05-05,1.7799999713897705
2022-05-06,1.7100000381469727
2022-05-09,1.5399999618530273
2022-05-10,1.559999942779541
2022-05-11,1.3300000429153442
2022-05-12,1.350000023841858
2022-05-13,1.409999966621399
2022-05-16,1.4199999570846558
2022-05-17,1.5700000524520874
2022-05-18,1.4700000286102295
2022-05-19,1.6699999570846558
2022-05-20,1.6399999856948853
2022-05-23,1.5099999904632568
2022-05-24,1.4700000286102295
2022-05-25,1.4800000190734863
2022-05-26,1.4600000381469727
2022-05-27,1.5199999809265137
2022-05-31,1.440000057220459
2022-06-01,1.4500000476837158
2022-06-02,1.4299999475479126
2022-06-03,1.6699999570846558
2022-06-06,1.5199999809265137
2022-06-07,1.6200000047683716
2022-06-08,1.7000000476837158
2022-06-09,1.659999966621399
2022-06-10,1.600000023841858
2022-06-13,1.5299999713897705
2022-06-14,1.4800000190734863
2022-06-15,1.6100000143051147
2022-06-16,1.600000023841858
2022-06-17,1.7799999713897705
2022-06-21,1.6799999475479126
2022-06-22,1.7300000190734863
2022-06-23,1.7400000095367432
2022-06-24,1.6200000047683716
2022-06-27,1.7000000476837158
2022-06-28,1.7400000095367432
2022-06-29,1.7100000381469727
2022-06-30,1.7000000476837158
2022-07-01,1.649999976158142
2022-07-05,1.659999966621399
2022-07-06,1.7300000190734863
2022-07-07,1.840000033378601
2022-07-08,1.8700000047683716
2022-07-11,1.7100000381469727
2022-07-12,1.7599999904632568
2022-07-13,1.7599999904632568
2022-07-14,1.7200000286102295
2022-07-15,1.7100000381469727
2022-07-18,1.7200000286102295
2022-07-19,1.809999942779541
2022-07-20,1.840000033378601
2022-07-21,1.899999976158142
2022-07-22,1.8200000524520874
2022-07-25,1.809999942779541
2022-07-26,1.8300000429153442
2022-07-27,1.8300000429153442
2022-07-28,1.8899999856948853
2022-07-29,1.850000023841858
2022-08-01,1.7400000095367432
2022-08-02,1.7599999904632568
2022-08-03,1.940000057220459
2022-08-04,2.319999933242798
2022-08-05,2.3399999141693115
2022-08-08,2.2200000286102295
2022-08-09,2.2200000286102295
2022-08-10,2.299999952316284
2022-08-11,2.25
2022-08-12,2.380000114440918
2022-08-15,2.4100000858306885
2022-08-16,2.2300000190734863
2022-08-17,2.0899999141693115
2022-08-18,2.130000114440918
2022-08-19,2.109999895095825
2022-08-22,2.0999999046325684
2022-08-23,2.1700000762939453
2022-08-24,2.2200000286102295
2022-08-25,2.2200000286102295
2022-08-26,2.0899999141693115
2022-08-29,2.049999952316284
2022-08-30,1.940000057220459
2022-08-31,1.9800000190734863
2022-09-01,1.9199999570846558
2022-09-02,2.0199999809265137
2022-09-06,1.9299999475479126
2022-09-07,1.8600000143051147
2022-09-08,2.0399999618530273
2022-09-09,1.9199999570846558
2022-09-12,1.940000057220459
2022-09-13,1.7699999809265137
2022-09-14,1.649999976158142
2022-09-15,1.6200000047683716
2022-09-16,1.5299999713897705
2022-09-19,1.5299999713897705
2022-09-20,1.4900000095367432
2022-09-21,1.3600000143051147
2022-09-22,1.3300000429153442
2022-09-23,1.1699999570846558
2022-09-26,1.2000000476837158
2022-09-27,1.1100000143051147
2022-09-28,1.149999976158142
2022-09-29,1.059999942779541
2022-09-30,1.0750000476837158
2022-10-03,1.0800000429153442
2022-10-04,1.149999976158142
2022-10-05,1.100000023841858
2022-10-06,1.1200000047683716
2022-10-07,1.2000000476837158
2022-10-10,1.090000033378601
2022-10-11,1.090000033378601
2022-10-12,1.0499999523162842
2022-10-13,1.1200000047683716
2022-10-14,1.1299999952316284
2022-10-17,1.159999966621399
2022-10-18,1.1699999570846558
2022-10-19,1.2300000190734863
2022-10-20,1.309999942779541
2022-10-21,1.2799999713897705
2022-10-24,1.2000000476837158
2022-10-25,1.2699999809265137
2022-10-26,1.340000033378601
2022-10-27,1.3700000047683716
2022-10-28,1.3899999856948853
2022-10-31,1.4199999570846558
2022-11-01,1.4500000476837158
2022-11-02,1.5099999904632568
2022-11-03,1.590000033378601
2022-11-04,1.600000023841858
2022-11-07,1.659999966621399
2022-11-08,2.0799999237060547
2022-11-09,2.0999999046325684
2022-11-10,2.2200000286102295
2022-11-11,2.509999990463257
2022-11-14,2.5199999809265137
2022-11-15,2.380000114440918
2022-11-16,2.3499999046325684
2022-11-17,2.3499999046325684
2022-11-18,2.359999895095825
2022-11-21,2.5299999713897705
2022-11-22,2.440000057220459
2022-11-23,2.2300000190734863
2022-11-25,2.200000047683716
2022-11-28,2.109999895095825
2022-11-29,2.190000057220459
2022-11-30,2.1700000762939453
2022-12-01,2.0199999809265137
2022-12-02,2.059999942779541
2022-12-05,1.9500000476837158
2022-12-06,1.7899999618530273
2022-12-07,1.7999999523162842
2022-12-08,1.7599999904632568
2022-12-09,1.649999976158142
2022-12-12,1.5
2022-12-13,1.4199999570846558
2022-12-14,1.3799999952316284
2022-12-15,1.3600000143051147
2022-12-16,1.2999999523162842
2022-12-19,1.309999942779541
2022-12-20,1.3300000429153442
2022-12-21,1.4199999570846558
2022-12-22,1.409999966621399
2022-12-23,1.3600000143051147
2022-12-27,1.3200000524520874
2022-12-28,1.25
2022-12-29,1.3600000143051147
2022-12-30,1.4600000381469727
2023-01-03,1.6699999570846558
2023-01-04,1.7799999713897705
2023-01-05,2.0399999618530273
2023-01-06,2.1600000858306885
2023-01-09,1.9450000524520874
2023-01-10,1.8200000524520874
2023-01-11,1.7899999618530273
2023-01-12,1.8300000429153442
2023-01-13,1.8700000047683716
2023-01-17,1.75
2023-01-18,1.7050000429153442
2023-01-19,1.6100000143051147
2023-01-20,1.7100000381469727
2023-01-23,1.75
2023-01-24,1.8600000143051147
2023-01-25,1.840000033378601
2023-01-26,1.7699999809265137
2023-01-27,1.7999999523162842
2023-01-30,1.8600000143051147
2023-01-31,1.8700000047683716
2023-02-01,1.7400000095367432
2023-02-02,1.7300000190734863
2023-02-03,1.659999966621399
2023-02-06,1.6399999856948853
2023-02-07,1.649999976158142
2023-02-08,1.6799999475479126
2023-02-09,1.6799999475479126
2023-02-10,1.649999976158142
2023-02-13,1.5499999523162842
2023-02-14,1.659999966621399
2023-02-15,1.649999976158142
2023-02-16,1.7100000381469727
2023-02-17,1.7100000381469727
2023-02-21,1.5700000524520874
2023-02-22,1.6200000047683716
2023-02-23,1.6200000047683716
2023-02-24,1.7000000476837158
2023-02-27,1.8200000524520874
2023-02-28,1.7699999809265137
2023-03-01,1.649999976158142
2023-03-02,1.6399999856948853
2023-03-03,1.7599999904632568
2023-03-06,1.3200000524520874
2023-03-07,1.25
2023-03-08,1.2000000476837158
2023-03-09,1.190000057220459
2023-03-10,1.1200000047683716
2023-03-13,1.1100000143051147
2023-03-14,1.149999976158142
2023-03-15,1.1299999952316284
2023-03-16,1.2000000476837158
2023-03-17,1.1200000047683716
2023-03-20,1.090000033378601
2023-03-21,1.190000057220459
2023-03-22,1.1100000143051147
2023-03-23,1.090000033378601
2023-03-24,1.100000023841858
2023-03-27,1.100000023841858
2023-03-28,1.059999942779541
2023-03-29,1.059999942779541
2023-03-30,1.059999942779541
2023-03-31,1.090000033378601
2023-04-03,1.059999942779541
2023-04-04,1.0299999713897705
2023-04-05,1.0499999523162842
2023-04-06,1.0800000429153442
2023-04-10,1.1299999952316284
2023-04-11,1.2100000381469727
2023-04-12,1.190000057220459
2023-04-13,1.2699999809265137
2023-04-14,1.3600000143051147
2023-04-17,1.3899999856948853
2023-04-18,1.350000023841858
2023-04-19,1.5099999904632568
2023-04-20,1.409999966621399
2023-04-21,1.350000023841858
2023-04-24,1.3799999952316284
2023-04-25,1.3200000524520874
2023-04-26,1.3600000143051147
2023-04-27,1.3600000143051147
2023-04-28,1.4199999570846558
2023-05-01,1.4299999475479126
2023-05-02,1.3700000047683716
2023-05-03,1.399999976158142
2023-05-04,1.3899999856948853
2023-05-05,1.399999976158142
2023-05-08,1.399999976158142
2023-05-09,1.399999976158142
2023-05-10,1.399999976158142
2023-05-11,1.3600000143051147
2023-05-12,1.3700000047683716
2023-05-15,1.3899999856948853
2023-05-16,1.309999942779541
2023-05-17,1.340000033378601
2023-05-18,1.309999942779541
2023-05-19,1.309999942779541
2023-05-22,1.2799999713897705
2023-05-23,1.2200000286102295
2023-05-24,1.2000000476837158
2023-05-25,1.1699999570846558
2023-05-26,1.1100000143051147
2023-05-30,1.0800000429153442
2023-05-31,1.0199999809265137
2023-06-01,1.090000033378601
2023-06-02,1.0800000429153442
2023-06-05,1.0399999618530273
2023-06-06,1.0800000429153442
2023-06-07,1.0399999618530273
2023-06-08,1.0099999904632568
2023-06-09,0.9869999885559082
2023-06-12,1.0399999618530273
2023-06-13,1.0099999904632568
2023-06-14,1.0399999618530273
2023-06-15,1.0099999904632568
2023-06-16,1.0199999809265137
2023-06-20,1.0399999618530273
2023-06-21,1.0099999904632568
2023-06-22,0.9900000095367432
2023-06-23,0.949999988079071
2023-06-26,0.9190000295639038
2023-06-27,0.902999997138977
2023-06-28,0.9120000004768372
2023-06-29,0.9359999895095825
2023-06-30,0.925000011920929
2023-07-03,0.9330000281333923
2023-07-05,0.9369999766349792
2023-07-06,0.9279999732971191
2023-07-07,0.8999999761581421
2023-07-10,0.9279999732971191
2023-07-11,0.9340000152587891
2023-07-12,0.9309999942779541
2023-07-13,0.9300000071525574
2023-07-14,0.9010000228881836
2023-07-17,0.9010000228881836
2023-07-18,0.9539999961853027
2023-07-19,1.0399999618530273
2023-07-20,0.9350000023841858
2023-07-21,0.9409999847412109
2023-07-24,0.9369999766349792
2023-07-25,0.8799999952316284
2023-07-26,0.9300000071525574
2023-07-27,0.8700000047683716
2023-07-28,0.8899999856948853
2023-07-31,0.9419999718666077
2023-08-01,0.9089999794960022
2023-08-02,0.8809999823570251
2023-08-03,0.8799999952316284
2023-08-04,0.8799999952316284
2023-08-07,0.8600000143051147
2023-08-08,0.8600000143051147
2023-08-09,0.8500000238418579
2023-08-10,0.8149999976158142
2023-08-11,0.8100000023841858
2023-08-14,0.7850000262260437
2023-08-15,0.7799999713897705
2023-08-16,0.7770000100135803
2023-08-17,0.8240000009536743
2023-08-18,0.7839999794960022
2023-08-21,0.800000011920929
2023-08-22,0.7870000004768372
2023-08-23,0.8159999847412109
2023-08-24,0.800000011920929
2023-08-25,0.7799999713897705
2023-08-28,0.7799999713897705
2023-08-29,0.800000011920929
2023-08-30,0.8199999928474426
2023-08-31,0.7799999713897705
2023-09-01,0.7900000214576721
2023-09-05,0.7760000228881836
2023-09-06,0.7599999904632568
2023-09-07,0.7649999856948853
2023-09-08,0.7350000143051147
2023-09-11,0.800000011920929
2023-09-12,0.7680000066757202
2023-09-13,0.8029999732971191
2023-09-14,0.8140000104904175
2023-09-15,0.8109999895095825
2023-09-18,0.7409999966621399
2023-09-19,0.7279999852180481
2023-09-20,0.7450000047683716
2023-09-21,0.7680000066757202
2023-09-22,0.7829999923706055
2023-09-25,0.7599999904632568
2023-09-26,0.7599999904632568
2023-09-27,0.800000011920929
2023-09-28,0.7860000133514404
2023-09-29,0.7799999713897705
2023-10-02,0.75
2023-10-03,0.7599999904632568
2023-10-04,0.7279999852180481
2023-10-05,0.7200000286102295
2023-10-06,0.7129999995231628
2023-10-09,0.6859999895095825
2023-10-10,0.6800000071525574
2023-10-11,0.6800000071525574
2023-10-12,0.6690000295639038
2023-10-13,0.656000018119812
2023-10-16,0.6650000214576721
2023-10-17,0.6290000081062317
2023-10-18,0.5870000123977661
2023-10-19,0.5799999833106995
2023-10-20,0.5649999976158142
2023-10-23,0.6000000238418579
2023-10-24,0.6129999756813049
2023-10-25,0.5950000286102295
2023-10-26,0.5600000023841858
2023-10-27,0.550000011920929
2023-10-30,0.5550000071525574
2023-10-31,0.5410000085830688
2023-11-01,0.5400000214576721
2023-11-02,0.5540000200271606
2023-11-03,0.5600000023841858
2023-11-06,0.5870000123977661
2023-11-07,0.5960000157356262
2023-11-08,0.5630000233650208
2023-11-09,0.546999990940094
2023-11-10,0.4699999988079071
2023-11-13,0.4729999899864197
2023-11-14,0.49399998784065247
2023-11-15,0.5
2023-11-16,0.5
2023-11-17,0.4790000021457672
2023-11-20,0.42899999022483826
2023-11-21,0.44200000166893005
2023-11-22,0.4490000009536743
2023-11-24,0.4650000035762787
2023-11-27,0.4749999940395355
2023-11-28,0.44600000977516174
2023-11-29,0.49799999594688416
2023-11-30,0.5
2023-12-01,0.5419999957084656
2023-12-04,0.5289999842643738
