Date,HRTX
2022-02-28,7.099999904632568
2022-03-01,5.760000228881836
2022-03-02,5.710000038146973
2022-03-03,5.610000133514404
2022-03-04,5.309999942779541
2022-03-07,5.170000076293945
2022-03-08,5.03000020980835
2022-03-09,5.53000020980835
2022-03-10,5.400000095367432
2022-03-11,4.960000038146973
2022-03-14,4.630000114440918
2022-03-15,4.840000152587891
2022-03-16,5.130000114440918
2022-03-17,5.489999771118164
2022-03-18,5.5
2022-03-21,5.119999885559082
2022-03-22,5.53000020980835
2022-03-23,5.449999809265137
2022-03-24,5.659999847412109
2022-03-25,5.5
2022-03-28,5.539999961853027
2022-03-29,5.889999866485596
2022-03-30,5.690000057220459
2022-03-31,5.71999979019165
2022-04-01,6.050000190734863
2022-04-04,6.239999771118164
2022-04-05,6.110000133514404
2022-04-06,6.289999961853027
2022-04-07,5.949999809265137
2022-04-08,5.829999923706055
2022-04-11,5.829999923706055
2022-04-12,5.840000152587891
2022-04-13,6.070000171661377
2022-04-14,5.869999885559082
2022-04-18,5.440000057220459
2022-04-19,5.46999979019165
2022-04-20,5.489999771118164
2022-04-21,5.239999771118164
2022-04-22,5.159999847412109
2022-04-25,5.349999904632568
2022-04-26,4.820000171661377
2022-04-27,4.639999866485596
2022-04-28,4.739999771118164
2022-04-29,4.519999980926514
2022-05-02,4.789999961853027
2022-05-03,4.75
2022-05-04,4.889999866485596
2022-05-05,4.429999828338623
2022-05-06,4.110000133514404
2022-05-09,3.609999895095825
2022-05-10,3.5
2022-05-11,3.299999952316284
2022-05-12,3.440000057220459
2022-05-13,3.5899999141693115
2022-05-16,3.5399999618530273
2022-05-17,3.7899999618530273
2022-05-18,3.4800000190734863
2022-05-19,3.569999933242798
2022-05-20,3.5999999046325684
2022-05-23,3.4800000190734863
2022-05-24,3.1600000858306885
2022-05-25,3.0999999046325684
2022-05-26,3.180000066757202
2022-05-27,3.359999895095825
2022-05-31,3.299999952316284
2022-06-01,3.180000066757202
2022-06-02,3.200000047683716
2022-06-03,3.0
2022-06-06,2.740000009536743
2022-06-07,2.809999942779541
2022-06-08,2.700000047683716
2022-06-09,2.4600000381469727
2022-06-10,2.309999942779541
2022-06-13,2.299999952316284
2022-06-14,2.380000114440918
2022-06-15,2.549999952316284
2022-06-16,2.5999999046325684
2022-06-17,2.7699999809265137
2022-06-21,2.9000000953674316
2022-06-22,3.069999933242798
2022-06-23,3.359999895095825
2022-06-24,3.4000000953674316
2022-06-27,3.2799999713897705
2022-06-28,3.069999933242798
2022-06-29,3.1700000762939453
2022-06-30,2.7899999618530273
2022-07-01,2.7200000286102295
2022-07-05,3.0
2022-07-06,3.140000104904175
2022-07-07,3.299999952316284
2022-07-08,3.309999942779541
2022-07-11,3.180000066757202
2022-07-12,3.0899999141693115
2022-07-13,3.009999990463257
2022-07-14,2.950000047683716
2022-07-15,2.940000057220459
2022-07-18,2.819999933242798
2022-07-19,3.1500000953674316
2022-07-20,3.109999895095825
2022-07-21,3.0299999713897705
2022-07-22,2.7300000190734863
2022-07-25,2.6600000858306885
2022-07-26,2.7300000190734863
2022-07-27,2.869999885559082
2022-07-28,2.8299999237060547
2022-07-29,2.7799999713897705
2022-08-01,2.740000009536743
2022-08-02,2.799999952316284
2022-08-03,2.940000057220459
2022-08-04,2.940000057220459
2022-08-05,3.2200000286102295
2022-08-08,3.569999933242798
2022-08-09,4.110000133514404
2022-08-10,4.699999809265137
2022-08-11,4.869999885559082
2022-08-12,5.300000190734863
2022-08-15,5.369999885559082
2022-08-16,5.369999885559082
2022-08-17,5.110000133514404
2022-08-18,5.070000171661377
2022-08-19,4.789999961853027
2022-08-22,4.440000057220459
2022-08-23,4.659999847412109
2022-08-24,4.820000171661377
2022-08-25,4.860000133514404
2022-08-26,4.340000152587891
2022-08-29,4.039999961853027
2022-08-30,3.9200000762939453
2022-08-31,4.090000152587891
2022-09-01,4.260000228881836
2022-09-02,4.070000171661377
2022-09-06,4.170000076293945
2022-09-07,4.460000038146973
2022-09-08,4.769999980926514
2022-09-09,5.059999942779541
2022-09-12,4.820000171661377
2022-09-13,4.699999809265137
2022-09-14,4.650000095367432
2022-09-15,4.869999885559082
2022-09-16,4.670000076293945
2022-09-19,4.619999885559082
2022-09-20,4.670000076293945
2022-09-21,4.329999923706055
2022-09-22,4.309999942779541
2022-09-23,3.9800000190734863
2022-09-26,3.859999895095825
2022-09-27,4.019999980926514
2022-09-28,4.489999771118164
2022-09-29,4.010000228881836
2022-09-30,4.21999979019165
2022-10-03,4.340000152587891
2022-10-04,4.670000076293945
2022-10-05,4.46999979019165
2022-10-06,4.53000020980835
2022-10-07,4.190000057220459
2022-10-10,3.740000009536743
2022-10-11,3.75
2022-10-12,3.7200000286102295
2022-10-13,3.759999990463257
2022-10-14,3.6700000762939453
2022-10-17,3.950000047683716
2022-10-18,4.110000133514404
2022-10-19,3.759999990463257
2022-10-20,3.7300000190734863
2022-10-21,3.9000000953674316
2022-10-24,3.690000057220459
2022-10-25,3.869999885559082
2022-10-26,4.03000020980835
2022-10-27,3.859999895095825
2022-10-28,3.930000066757202
2022-10-31,3.8499999046325684
2022-11-01,3.890000104904175
2022-11-02,3.7200000286102295
2022-11-03,3.369999885559082
2022-11-04,3.359999895095825
2022-11-07,3.4200000762939453
2022-11-08,3.450000047683716
2022-11-09,3.009999990463257
2022-11-10,3.0799999237060547
2022-11-11,3.440000057220459
2022-11-14,3.2699999809265137
2022-11-15,3.200000047683716
2022-11-16,3.049999952316284
2022-11-17,2.930000066757202
2022-11-18,2.9600000381469727
2022-11-21,2.880000114440918
2022-11-22,2.890000104904175
2022-11-23,2.880000114440918
2022-11-25,2.869999885559082
2022-11-28,2.680000066757202
2022-11-29,2.5999999046325684
2022-11-30,2.7100000381469727
2022-12-01,2.680000066757202
2022-12-02,2.759999990463257
2022-12-05,2.5399999618530273
2022-12-06,2.4600000381469727
2022-12-07,2.5399999618530273
2022-12-08,2.7200000286102295
2022-12-09,2.680000066757202
2022-12-12,2.4700000286102295
2022-12-13,2.559999942779541
2022-12-14,2.609999895095825
2022-12-15,2.5399999618530273
2022-12-16,2.740000009536743
2022-12-19,2.490000009536743
2022-12-20,2.5399999618530273
2022-12-21,2.690000057220459
2022-12-22,2.619999885559082
2022-12-23,2.569999933242798
2022-12-27,2.3499999046325684
2022-12-28,2.25
2022-12-29,2.4700000286102295
2022-12-30,2.5
2023-01-03,2.430000066757202
2023-01-04,2.6500000953674316
2023-01-05,2.5199999809265137
2023-01-06,2.5199999809265137
2023-01-09,2.5799999237060547
2023-01-10,2.6600000858306885
2023-01-11,2.799999952316284
2023-01-12,3.1600000858306885
2023-01-13,3.1700000762939453
2023-01-17,3.240000009536743
2023-01-18,3.130000114440918
2023-01-19,2.950000047683716
2023-01-20,2.950000047683716
2023-01-23,2.8299999237060547
2023-01-24,2.8299999237060547
2023-01-25,2.690000057220459
2023-01-26,2.5999999046325684
2023-01-27,2.7899999618530273
2023-01-30,2.6700000762939453
2023-01-31,2.7100000381469727
2023-02-01,2.700000047683716
2023-02-02,2.9000000953674316
2023-02-03,2.8399999141693115
2023-02-06,3.25
2023-02-07,3.049999952316284
2023-02-08,2.859999895095825
2023-02-09,2.6600000858306885
2023-02-10,2.630000114440918
2023-02-13,2.5899999141693115
2023-02-14,2.569999933242798
2023-02-15,2.630000114440918
2023-02-16,2.680000066757202
2023-02-17,2.700000047683716
2023-02-21,2.440000057220459
2023-02-22,2.700000047683716
2023-02-23,2.5799999237060547
2023-02-24,2.2799999713897705
2023-02-27,2.319999933242798
2023-02-28,2.369999885559082
2023-03-01,2.3299999237060547
2023-03-02,2.3499999046325684
2023-03-03,2.390000104904175
2023-03-06,2.309999942779541
2023-03-07,2.380000114440918
2023-03-08,2.390000104904175
2023-03-09,2.2899999618530273
2023-03-10,2.1600000858306885
2023-03-13,2.4000000953674316
2023-03-14,2.259999990463257
2023-03-15,2.359999895095825
2023-03-16,2.390000104904175
2023-03-17,2.319999933242798
2023-03-20,2.0799999237060547
2023-03-21,2.190000057220459
2023-03-22,1.9700000286102295
2023-03-23,2.069999933242798
2023-03-24,1.909999966621399
2023-03-27,1.7300000190734863
2023-03-28,1.6100000143051147
2023-03-29,1.690000057220459
2023-03-30,1.5399999618530273
2023-03-31,1.5099999904632568
2023-04-03,1.7799999713897705
2023-04-04,1.9199999570846558
2023-04-05,1.899999976158142
2023-04-06,2.2799999713897705
2023-04-10,2.4200000762939453
2023-04-11,2.7300000190734863
2023-04-12,2.5799999237060547
2023-04-13,2.880000114440918
2023-04-14,2.7300000190734863
2023-04-17,2.869999885559082
2023-04-18,2.680000066757202
2023-04-19,2.700000047683716
2023-04-20,2.549999952316284
2023-04-21,2.759999990463257
2023-04-24,2.6600000858306885
2023-04-25,2.5199999809265137
2023-04-26,2.5199999809265137
2023-04-27,2.5299999713897705
2023-04-28,2.390000104904175
2023-05-01,2.430000066757202
2023-05-02,2.2100000381469727
2023-05-03,2.3299999237060547
2023-05-04,2.369999885559082
2023-05-05,2.4700000286102295
2023-05-08,2.440000057220459
2023-05-09,2.440000057220459
2023-05-10,2.450000047683716
2023-05-11,2.2300000190734863
2023-05-12,1.399999976158142
