Date,PLAG
2022-08-03,8.300000190734863
2022-08-04,8.199999809265137
2022-08-05,9.0
2022-08-08,9.100000381469727
2022-08-09,9.199999809265137
2022-08-10,8.699999809265137
2022-08-11,8.600000381469727
2022-08-12,8.399999618530273
2022-08-15,8.199999809265137
2022-08-16,8.199999809265137
2022-08-17,8.0
2022-08-18,8.100000381469727
2022-08-19,7.900000095367432
2022-08-22,8.5
2022-08-23,8.899999618530273
2022-08-24,8.899999618530273
2022-08-25,8.699999809265137
2022-08-26,8.5
2022-08-29,8.300000190734863
2022-08-30,8.699999809265137
2022-08-31,8.399999618530273
2022-09-01,8.199999809265137
2022-09-02,8.5
2022-09-06,8.100000381469727
2022-09-07,8.300000190734863
2022-09-08,8.800000190734863
2022-09-09,8.899999618530273
2022-09-12,8.5
2022-09-13,8.5
2022-09-14,8.399999618530273
2022-09-15,8.199999809265137
2022-09-16,8.199999809265137
2022-09-19,8.0
2022-09-20,7.800000190734863
2022-09-21,7.300000190734863
2022-09-22,7.199999809265137
2022-09-23,7.0
2022-09-26,6.699999809265137
2022-09-27,6.400000095367432
2022-09-28,6.699999809265137
2022-09-29,6.599999904632568
2022-09-30,6.599999904632568
2022-10-03,6.5
2022-10-04,6.800000190734863
2022-10-05,6.800000190734863
2022-10-06,6.400000095367432
2022-10-07,6.400000095367432
2022-10-10,6.599999904632568
2022-10-11,6.5
2022-10-12,6.400000095367432
2022-10-13,6.400000095367432
2022-10-14,6.400000095367432
2022-10-17,6.400000095367432
2022-10-18,6.400000095367432
2022-10-19,6.400000095367432
2022-10-20,6.900000095367432
2022-10-21,6.199999809265137
2022-10-24,5.900000095367432
2022-10-25,6.0
2022-10-26,6.0
2022-10-27,5.699999809265137
2022-10-28,5.800000190734863
2022-10-31,5.699999809265137
2022-11-01,5.800000190734863
2022-11-02,5.699999809265137
2022-11-03,5.5
2022-11-04,5.699999809265137
2022-11-07,5.699999809265137
2022-11-08,5.5
2022-11-09,5.199999809265137
2022-11-10,5.199999809265137
2022-11-11,5.5
2022-11-14,5.5
2022-11-15,5.599999904632568
2022-11-16,5.5
2022-11-17,5.699999809265137
2022-11-18,5.5
2022-11-21,5.5
2022-11-22,5.599999904632568
2022-11-23,5.699999809265137
2022-11-25,5.5
2022-11-28,5.5
2022-11-29,5.5
2022-11-30,5.5
2022-12-01,5.900000095367432
2022-12-02,5.800000190734863
2022-12-05,6.199999809265137
2022-12-06,6.599999904632568
2022-12-07,7.199999809265137
2022-12-08,9.0
2022-12-09,8.5
2022-12-12,8.0
2022-12-13,8.300000190734863
2022-12-14,8.5
2022-12-15,7.800000190734863
2022-12-16,7.900000095367432
2022-12-19,6.599999904632568
2022-12-20,6.900000095367432
2022-12-21,6.699999809265137
2022-12-22,6.300000190734863
2022-12-23,6.800000190734863
2022-12-27,6.599999904632568
2022-12-28,6.099999904632568
2022-12-29,6.599999904632568
2022-12-30,6.199999809265137
2023-01-03,6.099999904632568
2023-01-04,6.400000095367432
2023-01-05,7.099999904632568
2023-01-06,7.599999904632568
2023-01-09,7.5
2023-01-10,7.5
2023-01-11,7.5
2023-01-12,7.5
2023-01-13,7.400000095367432
2023-01-17,6.400000095367432
2023-01-18,6.699999809265137
2023-01-19,6.400000095367432
2023-01-20,6.900000095367432
2023-01-23,6.599999904632568
2023-01-24,6.400000095367432
2023-01-25,6.699999809265137
2023-01-26,7.0
2023-01-27,6.800000190734863
2023-01-30,6.5
2023-01-31,6.0
2023-02-01,6.199999809265137
2023-02-02,6.099999904632568
2023-02-03,6.199999809265137
2023-02-06,6.099999904632568
2023-02-07,6.099999904632568
2023-02-08,5.900000095367432
2023-02-09,5.900000095367432
2023-02-10,5.699999809265137
2023-02-13,5.699999809265137
2023-02-14,5.699999809265137
2023-02-15,5.599999904632568
2023-02-16,5.599999904632568
2023-02-17,5.800000190734863
2023-02-21,5.900000095367432
2023-02-22,5.800000190734863
2023-02-23,5.800000190734863
2023-02-24,5.599999904632568
2023-02-27,5.800000190734863
2023-02-28,5.900000095367432
2023-03-01,5.900000095367432
2023-03-02,5.900000095367432
2023-03-03,5.900000095367432
2023-03-06,5.900000095367432
2023-03-07,5.800000190734863
2023-03-08,5.699999809265137
2023-03-09,5.5
2023-03-10,5.599999904632568
2023-03-13,5.400000095367432
2023-03-14,5.699999809265137
2023-03-15,5.400000095367432
2023-03-16,5.300000190734863
2023-03-17,5.199999809265137
2023-03-20,5.0
2023-03-21,5.0
2023-03-22,5.0
2023-03-23,5.0
2023-03-24,5.199999809265137
2023-03-27,4.900000095367432
2023-03-28,4.900000095367432
2023-03-29,4.900000095367432
2023-03-30,4.900000095367432
2023-03-31,4.900000095367432
2023-04-03,4.900000095367432
2023-04-04,4.800000190734863
2023-04-05,4.800000190734863
2023-04-06,4.5
2023-04-10,4.699999809265137
2023-04-11,4.599999904632568
2023-04-12,4.900000095367432
2023-04-13,4.900000095367432
2023-04-14,4.5
2023-04-17,4.800000190734863
2023-04-18,5.0
2023-04-19,4.800000190734863
2023-04-20,4.699999809265137
2023-04-21,4.699999809265137
2023-04-24,4.699999809265137
2023-04-25,4.599999904632568
2023-04-26,4.599999904632568
2023-04-27,5.0
2023-04-28,5.0
2023-05-01,5.0
2023-05-02,5.400000095367432
2023-05-03,5.5
2023-05-04,5.400000095367432
2023-05-05,5.199999809265137
2023-05-08,5.199999809265137
2023-05-09,5.199999809265137
2023-05-10,5.099999904632568
2023-05-11,5.0
2023-05-12,5.0
2023-05-15,5.099999904632568
2023-05-16,5.400000095367432
2023-05-17,5.5
2023-05-18,5.5
2023-05-19,5.099999904632568
2023-05-22,4.800000190734863
2023-05-23,5.0
2023-05-24,4.900000095367432
2023-05-25,5.400000095367432
2023-05-26,5.5
2023-05-30,5.400000095367432
2023-05-31,5.400000095367432
2023-06-01,5.599999904632568
2023-06-02,5.300000190734863
2023-06-05,5.300000190734863
2023-06-06,5.199999809265137
2023-06-07,5.5
2023-06-08,5.699999809265137
2023-06-09,5.900000095367432
2023-06-12,5.800000190734863
2023-06-13,7.0
2023-06-14,7.5
2023-06-15,10.0
2023-06-16,6.400000095367432
2023-06-20,5.199999809265137
2023-06-21,5.0
2023-06-22,5.099999904632568
2023-06-23,4.800000190734863
2023-06-26,5.099999904632568
2023-06-27,5.0
2023-06-28,4.800000190734863
2023-06-29,4.800000190734863
2023-06-30,5.099999904632568
2023-07-03,4.800000190734863
2023-07-05,4.900000095367432
2023-07-06,4.599999904632568
2023-07-07,4.699999809265137
2023-07-10,4.599999904632568
2023-07-11,4.800000190734863
2023-07-12,4.699999809265137
2023-07-13,4.699999809265137
2023-07-14,4.699999809265137
2023-07-17,4.800000190734863
2023-07-18,4.699999809265137
2023-07-19,5.0
2023-07-20,5.0
2023-07-21,5.0
2023-07-24,5.0
2023-07-25,4.800000190734863
2023-07-26,5.0
2023-07-27,5.300000190734863
2023-07-28,5.300000190734863
2023-07-31,5.0
2023-08-01,5.199999809265137
2023-08-02,4.900000095367432
2023-08-03,5.599999904632568
2023-08-04,5.699999809265137
2023-08-07,5.0
2023-08-08,4.800000190734863
2023-08-09,6.5
2023-08-10,6.599999904632568
2023-08-11,7.300000190734863
2023-08-14,5.699999809265137
2023-08-15,5.400000095367432
2023-08-16,5.300000190734863
2023-08-17,5.099999904632568
2023-08-18,5.599999904632568
2023-08-21,6.5
2023-08-22,7.300000190734863
2023-08-23,6.699999809265137
2023-08-24,7.800000190734863
2023-08-25,7.699999809265137
2023-08-28,7.199999809265137
2023-08-29,7.300000190734863
2023-08-30,8.5
2023-08-31,8.100000381469727
2023-09-01,8.100000381469727
2023-09-05,7.400000095367432
2023-09-06,7.599999904632568
2023-09-07,7.199999809265137
2023-09-08,7.099999904632568
2023-09-11,7.699999809265137
2023-09-12,7.699999809265137
2023-09-13,7.599999904632568
2023-09-14,7.800000190734863
2023-09-15,8.300000190734863
2023-09-18,8.5
2023-09-19,8.300000190734863
2023-09-20,8.399999618530273
2023-09-21,8.0
2023-09-22,8.399999618530273
2023-09-25,5.699999809265137
2023-09-26,7.300000190734863
2023-09-27,7.0
2023-09-28,6.900000095367432
2023-09-29,7.800000190734863
2023-10-02,7.800000190734863
2023-10-03,7.699999809265137
2023-10-04,6.599999904632568
2023-10-05,6.800000190734863
2023-10-06,7.0
2023-10-09,7.900000095367432
2023-10-10,5.699999809265137
2023-10-11,6.199999809265137
2023-10-12,6.199999809265137
2023-10-13,6.199999809265137
2023-10-16,5.5
2023-10-17,5.5
2023-10-18,5.5
2023-10-19,5.599999904632568
2023-10-20,5.199999809265137
2023-10-23,6.199999809265137
2023-10-24,6.0
2023-10-25,5.800000190734863
2023-10-26,5.900000095367432
2023-10-27,6.300000190734863
2023-10-30,5.900000095367432
2023-10-31,5.300000190734863
2023-11-01,5.5
2023-11-02,5.5
2023-11-03,5.400000095367432
2023-11-06,5.300000190734863
2023-11-07,5.5
2023-11-08,5.5
2023-11-09,5.300000190734863
2023-11-10,5.5
2023-11-13,4.300000190734863
2023-11-14,4.300000190734863
2023-11-15,4.199999809265137
2023-11-16,4.099999904632568
2023-11-17,3.799999952316284
2023-11-20,3.5
2023-11-21,3.5999999046325684
2023-11-22,3.799999952316284
2023-11-24,3.700000047683716
2023-11-27,3.4000000953674316
2023-11-28,3.5
2023-11-29,3.5
2023-11-30,3.5
2023-12-01,3.5
2023-12-04,3.5999999046325684
2023-12-05,3.5999999046325684
2023-12-06,3.299999952316284
2023-12-07,3.299999952316284
2023-12-08,3.299999952316284
2023-12-11,3.5999999046325684
2023-12-12,3.700000047683716
2023-12-13,3.799999952316284
2023-12-14,4.0
2023-12-15,4.0
2023-12-18,4.099999904632568
2023-12-19,4.199999809265137
2023-12-20,3.9000000953674316
2023-12-21,4.099999904632568
2023-12-22,4.099999904632568
2023-12-26,4.300000190734863
2023-12-27,4.599999904632568
2023-12-28,5.0
2023-12-29,4.900000095367432
2024-01-02,4.900000095367432
2024-01-03,4.800000190734863
2024-01-04,4.800000190734863
2024-01-05,4.800000190734863
2024-01-08,5.099999904632568
2024-01-09,5.199999809265137
2024-01-10,5.699999809265137
2024-01-11,5.599999904632568
2024-01-12,5.599999904632568
2024-01-16,5.199999809265137
2024-01-17,5.199999809265137
2024-01-18,5.099999904632568
2024-01-19,5.0
2024-01-22,4.800000190734863
2024-01-23,4.900000095367432
2024-01-24,4.800000190734863
2024-01-25,4.5
2024-01-26,4.099999904632568
2024-01-29,3.9000000953674316
2024-01-30,3.700000047683716
2024-01-31,4.0
2024-02-01,3.799999952316284
2024-02-02,3.700000047683716
2024-02-05,3.5999999046325684
2024-02-06,3.5
2024-02-07,3.5
2024-02-08,3.5
2024-02-09,3.5
2024-02-12,3.299999952316284
2024-02-13,3.5999999046325684
2024-02-14,3.5
2024-02-15,3.4000000953674316
2024-02-16,3.5999999046325684
2024-02-20,3.5999999046325684
2024-02-21,3.5999999046325684
2024-02-22,3.5
2024-02-23,3.200000047683716
2024-02-26,3.0
2024-02-27,3.0999999046325684
2024-02-28,3.0999999046325684
2024-02-29,3.0999999046325684
2024-03-01,3.0
2024-03-04,3.0
2024-03-05,3.0
2024-03-06,2.799999952316284
2024-03-07,2.799999952316284
2024-03-08,2.700000047683716
2024-03-11,2.799999952316284
2024-03-12,2.9000000953674316
2024-03-13,2.9000000953674316
2024-03-14,2.9000000953674316
2024-03-15,2.799999952316284
2024-03-18,2.700000047683716
2024-03-19,2.9000000953674316
2024-03-20,2.799999952316284
2024-03-21,2.700000047683716
2024-03-22,2.700000047683716
2024-03-25,2.700000047683716
2024-03-26,2.5
2024-03-27,2.9000000953674316
2024-03-28,2.5999999046325684
2024-04-01,2.5999999046325684
2024-04-02,2.5
2024-04-03,2.299999952316284
2024-04-04,2.299999952316284
2024-04-05,2.5
2024-04-08,2.4000000953674316
2024-04-09,2.4000000953674316
2024-04-10,2.299999952316284
2024-04-11,2.299999952316284
2024-04-12,2.299999952316284
2024-04-15,2.200000047683716
2024-04-16,2.200000047683716
2024-04-17,2.0
2024-04-18,2.0
2024-04-19,1.7999999523162842
2024-04-22,2.200000047683716
2024-04-23,2.200000047683716
2024-04-24,2.200000047683716
2024-04-25,2.200000047683716
2024-04-26,2.200000047683716
2024-04-29,2.0
2024-04-30,2.0
2024-05-01,1.899999976158142
2024-05-02,1.899999976158142
2024-05-03,2.0
2024-05-06,2.0
2024-05-07,1.899999976158142
2024-05-08,2.0
2024-05-09,2.0
2024-05-10,1.899999976158142
2024-05-13,1.899999976158142
2024-05-14,2.0
2024-05-15,2.0
2024-05-16,2.299999952316284
2024-05-17,2.4000000953674316
2024-05-20,2.299999952316284
2024-05-21,2.0999999046325684
2024-05-22,2.299999952316284
2024-05-23,2.200000047683716
2024-05-24,2.200000047683716
2024-05-28,2.200000047683716
2024-05-29,2.0
2024-05-30,2.0
2024-05-31,1.899999976158142
2024-06-03,1.7899999618530273
2024-06-04,2.299999952316284
2024-06-05,2.0199999809265137
2024-06-06,2.109999895095825
2024-06-07,2.119999885559082
2024-06-10,2.1600000858306885
2024-06-11,2.0899999141693115
2024-06-12,1.940000057220459
2024-06-13,1.7799999713897705
2024-06-14,1.649999976158142
2024-06-17,1.600000023841858
2024-06-18,1.5800000429153442
2024-06-20,1.590000033378601
2024-06-21,1.4600000381469727
2024-06-24,1.4800000190734863
2024-06-25,1.4700000286102295
2024-06-26,1.5
2024-06-27,1.559999942779541
2024-06-28,1.659999966621399
2024-07-01,1.7200000286102295
2024-07-02,1.75
2024-07-03,1.75
2024-07-05,1.8200000524520874
2024-07-08,1.9500000476837158
2024-07-09,1.9199999570846558
2024-07-10,1.9199999570846558
2024-07-11,1.9500000476837158
2024-07-12,1.899999976158142
2024-07-15,1.899999976158142
2024-07-16,1.899999976158142
2024-07-17,1.899999976158142
2024-07-18,1.7400000095367432
2024-07-19,1.5199999809265137
2024-07-22,1.600000023841858
2024-07-23,1.9299999475479126
2024-07-24,1.9700000286102295
2024-07-25,1.8600000143051147
2024-07-26,1.8700000047683716
2024-07-29,1.809999942779541
2024-07-30,1.840000033378601
2024-07-31,1.7000000476837158
2024-08-01,1.659999966621399
2024-08-02,1.6799999475479126
2024-08-05,1.559999942779541
2024-08-06,1.590000033378601
2024-08-07,1.559999942779541
2024-08-08,1.559999942779541
2024-08-09,1.559999942779541
2024-08-12,1.659999966621399
2024-08-13,1.6200000047683716
2024-08-14,1.5800000429153442
2024-08-15,1.590000033378601
2024-08-16,1.600000023841858
2024-08-19,1.7699999809265137
2024-08-20,1.75
2024-08-21,1.7400000095367432
2024-08-22,2.0
2024-08-23,1.899999976158142
2024-08-26,1.899999976158142
2024-08-27,1.9600000381469727
2024-08-28,1.7200000286102295
2024-08-29,1.840000033378601
2024-08-30,1.850000023841858
2024-09-03,1.899999976158142
2024-09-04,1.7100000381469727
2024-09-05,1.7100000381469727
2024-09-06,1.7000000476837158
2024-09-09,1.7000000476837158
2024-09-10,1.7000000476837158
2024-09-11,1.600000023841858
2024-09-12,1.600000023841858
2024-09-13,1.5199999809265137
2024-09-16,1.5
2024-09-17,1.6699999570846558
2024-09-18,1.600000023841858
2024-09-19,1.600000023841858
2024-09-20,1.600000023841858
2024-09-23,1.5199999809265137
2024-09-24,1.5499999523162842
2024-09-25,1.5700000524520874
2024-09-26,1.5499999523162842
2024-09-27,1.5499999523162842
2024-09-30,1.5399999618530273
2024-10-01,1.5099999904632568
2024-10-02,1.5199999809265137
2024-10-03,1.4800000190734863
2024-10-04,1.5
2024-10-07,1.4199999570846558
2024-10-08,1.5399999618530273
2024-10-09,1.4900000095367432
2024-10-10,1.649999976158142
2024-10-11,2.069999933242798
2024-10-14,1.9199999570846558
2024-10-15,1.9600000381469727
2024-10-16,2.109999895095825
2024-10-17,2.4000000953674316
2024-10-18,2.5899999141693115
2024-10-21,2.5199999809265137
2024-10-22,2.5899999141693115
2024-10-23,2.700000047683716
2024-10-24,2.5199999809265137
2024-10-25,2.640000104904175
2024-10-28,2.630000114440918
2024-10-29,2.569999933242798
2024-10-30,2.309999942779541
2024-10-31,2.299999952316284
2024-11-01,2.0199999809265137
2024-11-04,2.0999999046325684
2024-11-05,2.3499999046325684
2024-11-06,2.0299999713897705
2024-11-07,1.9600000381469727
2024-11-08,1.5
2024-11-11,1.6399999856948853
2024-11-12,2.1700000762939453
2024-11-13,2.990000009536743
2024-11-14,3.75
2024-11-15,3.8499999046325684
2024-11-18,3.0899999141693115
2024-11-19,3.390000104904175
2024-11-20,3.190000057220459
2024-11-21,3.2799999713897705
