Date,NOVA
2022-02-28,20.149999618530273
2022-03-01,20.549999237060547
2022-03-02,19.899999618530273
2022-03-03,18.969999313354492
2022-03-04,18.56999969482422
2022-03-07,20.979999542236328
2022-03-08,24.290000915527344
2022-03-09,24.639999389648438
2022-03-10,24.40999984741211
2022-03-11,23.149999618530273
2022-03-14,22.229999542236328
2022-03-15,22.690000534057617
2022-03-16,23.809999465942383
2022-03-17,24.739999771118164
2022-03-18,24.700000762939453
2022-03-21,24.729999542236328
2022-03-22,25.6299991607666
2022-03-23,25.559999465942383
2022-03-24,25.719999313354492
2022-03-25,24.760000228881836
2022-03-28,24.639999389648438
2022-03-29,25.93000030517578
2022-03-30,23.93000030517578
2022-03-31,23.059999465942383
2022-04-01,23.850000381469727
2022-04-04,25.459999084472656
2022-04-05,24.31999969482422
2022-04-06,23.399999618530273
2022-04-07,23.110000610351562
2022-04-08,21.90999984741211
2022-04-11,22.270000457763672
2022-04-12,21.389999389648438
2022-04-13,20.860000610351562
2022-04-14,19.3700008392334
2022-04-18,18.809999465942383
2022-04-19,19.25
2022-04-20,18.229999542236328
2022-04-21,16.40999984741211
2022-04-22,15.9399995803833
2022-04-25,16.549999237060547
2022-04-26,16.25
2022-04-27,16.510000228881836
2022-04-28,17.40999984741211
2022-04-29,17.270000457763672
2022-05-02,17.989999771118164
2022-05-03,18.520000457763672
2022-05-04,19.6200008392334
2022-05-05,18.969999313354492
2022-05-06,18.010000228881836
2022-05-09,15.770000457763672
2022-05-10,15.170000076293945
2022-05-11,13.25
2022-05-12,13.65999984741211
2022-05-13,15.680000305175781
2022-05-16,15.34000015258789
2022-05-17,16.239999771118164
2022-05-18,16.540000915527344
2022-05-19,17.389999389648438
2022-05-20,17.290000915527344
2022-05-23,17.639999389648438
2022-05-24,17.079999923706055
2022-05-25,18.770000457763672
2022-05-26,18.65999984741211
2022-05-27,20.459999084472656
2022-05-31,20.0
2022-06-01,19.65999984741211
2022-06-02,21.3700008392334
2022-06-03,21.3799991607666
2022-06-06,22.760000228881836
2022-06-07,23.209999084472656
2022-06-08,22.440000534057617
2022-06-09,22.309999465942383
2022-06-10,21.760000228881836
2022-06-13,18.979999542236328
2022-06-14,18.350000381469727
2022-06-15,19.559999465942383
2022-06-16,17.549999237060547
2022-06-17,19.760000228881836
2022-06-21,19.06999969482422
2022-06-22,19.229999542236328
2022-06-23,21.510000228881836
2022-06-24,20.200000762939453
2022-06-27,21.09000015258789
2022-06-28,18.68000030517578
2022-06-29,17.719999313354492
2022-06-30,18.43000030517578
2022-07-01,18.489999771118164
2022-07-05,19.020000457763672
2022-07-06,19.219999313354492
2022-07-07,20.690000534057617
2022-07-08,21.68000030517578
2022-07-11,19.940000534057617
2022-07-12,20.06999969482422
2022-07-13,19.959999084472656
2022-07-14,19.860000610351562
2022-07-15,18.860000610351562
2022-07-18,19.729999542236328
2022-07-19,20.079999923706055
2022-07-20,20.15999984741211
2022-07-21,19.639999389648438
2022-07-22,19.030000686645508
2022-07-25,19.100000381469727
2022-07-26,18.309999465942383
2022-07-27,19.479999542236328
2022-07-28,24.920000076293945
2022-07-29,26.020000457763672
2022-08-01,24.209999084472656
2022-08-02,25.420000076293945
2022-08-03,25.290000915527344
2022-08-04,27.059999465942383
2022-08-05,27.579999923706055
2022-08-08,27.579999923706055
2022-08-09,27.360000610351562
2022-08-10,29.459999084472656
2022-08-11,28.059999465942383
2022-08-12,29.3799991607666
2022-08-15,29.780000686645508
2022-08-16,26.34000015258789
2022-08-17,25.3700008392334
2022-08-18,25.510000228881836
2022-08-19,25.1299991607666
2022-08-22,24.15999984741211
2022-08-23,24.68000030517578
2022-08-24,25.829999923706055
2022-08-25,26.229999542236328
2022-08-26,25.190000534057617
2022-08-29,25.100000381469727
2022-08-30,24.989999771118164
2022-08-31,25.219999313354492
2022-09-01,24.329999923706055
2022-09-02,23.799999237060547
2022-09-06,25.260000228881836
2022-09-07,27.639999389648438
2022-09-08,27.899999618530273
2022-09-09,28.1299991607666
2022-09-12,28.190000534057617
2022-09-13,27.809999465942383
2022-09-14,29.049999237060547
2022-09-15,27.68000030517578
2022-09-16,27.360000610351562
2022-09-19,27.700000762939453
2022-09-20,26.43000030517578
2022-09-21,26.489999771118164
2022-09-22,25.399999618530273
2022-09-23,24.729999542236328
2022-09-26,23.3700008392334
2022-09-27,24.100000381469727
2022-09-28,23.8700008392334
2022-09-29,22.020000457763672
2022-09-30,22.079999923706055
2022-10-03,22.93000030517578
2022-10-04,23.6299991607666
2022-10-05,22.450000762939453
2022-10-06,21.790000915527344
2022-10-07,20.979999542236328
2022-10-10,20.700000762939453
2022-10-11,20.639999389648438
2022-10-12,18.239999771118164
2022-10-13,18.15999984741211
2022-10-14,16.780000686645508
2022-10-17,17.139999389648438
2022-10-18,17.639999389648438
2022-10-19,15.899999618530273
2022-10-20,15.4399995803833
2022-10-21,15.760000228881836
2022-10-24,15.670000076293945
2022-10-25,17.030000686645508
2022-10-26,16.959999084472656
2022-10-27,18.670000076293945
2022-10-28,17.65999984741211
2022-10-31,18.540000915527344
2022-11-01,18.700000762939453
2022-11-02,17.739999771118164
2022-11-03,19.450000762939453
2022-11-04,18.600000381469727
2022-11-07,18.0
2022-11-08,19.139999389648438
2022-11-09,19.239999771118164
2022-11-10,23.030000686645508
2022-11-11,22.200000762939453
2022-11-14,22.030000686645508
2022-11-15,23.280000686645508
2022-11-16,23.420000076293945
2022-11-17,23.790000915527344
2022-11-18,22.18000030517578
2022-11-21,22.0
2022-11-22,22.479999542236328
2022-11-23,23.049999237060547
2022-11-25,23.43000030517578
2022-11-28,22.610000610351562
2022-11-29,21.360000610351562
2022-11-30,22.829999923706055
2022-12-01,21.969999313354492
2022-12-02,22.59000015258789
2022-12-05,22.040000915527344
2022-12-06,21.290000915527344
2022-12-07,21.0
2022-12-08,20.399999618530273
2022-12-09,20.200000762939453
2022-12-12,21.0
2022-12-13,22.510000228881836
2022-12-14,23.09000015258789
2022-12-15,22.68000030517578
2022-12-16,21.450000762939453
2022-12-19,20.219999313354492
2022-12-20,19.3700008392334
2022-12-21,19.729999542236328
2022-12-22,18.399999618530273
2022-12-23,18.40999984741211
2022-12-27,17.670000076293945
2022-12-28,17.219999313354492
