Date,ACCD
2022-02-28,17.979999542236328
2022-03-01,16.889999389648438
2022-03-02,16.389999389648438
2022-03-03,16.639999389648438
2022-03-04,14.949999809265137
2022-03-07,14.329999923706055
2022-03-08,14.470000267028809
2022-03-09,16.559999465942383
2022-03-10,15.729999542236328
2022-03-11,14.239999771118164
2022-03-14,12.920000076293945
2022-03-15,14.130000114440918
2022-03-16,15.680000305175781
2022-03-17,16.790000915527344
2022-03-18,17.079999923706055
2022-03-21,15.680000305175781
2022-03-22,17.020000457763672
2022-03-23,16.399999618530273
2022-03-24,16.729999542236328
2022-03-25,15.829999923706055
2022-03-28,16.3799991607666
2022-03-29,18.31999969482422
2022-03-30,17.979999542236328
2022-03-31,17.559999465942383
2022-04-01,18.8799991607666
2022-04-04,18.899999618530273
2022-04-05,17.719999313354492
2022-04-06,16.649999618530273
2022-04-07,16.040000915527344
2022-04-08,15.40999984741211
2022-04-11,13.800000190734863
2022-04-12,13.770000457763672
2022-04-13,14.050000190734863
2022-04-14,13.210000038146973
2022-04-18,13.020000457763672
2022-04-19,13.850000381469727
2022-04-20,12.90999984741211
2022-04-21,12.149999618530273
2022-04-22,12.119999885559082
2022-04-25,12.829999923706055
2022-04-26,12.40999984741211
2022-04-27,12.279999732971191
2022-04-28,11.0600004196167
2022-04-29,5.559999942779541
2022-05-02,6.429999828338623
2022-05-03,6.010000228881836
2022-05-04,6.300000190734863
2022-05-05,6.159999847412109
2022-05-06,5.840000152587891
2022-05-09,5.449999809265137
2022-05-10,5.610000133514404
2022-05-11,5.28000020980835
2022-05-12,5.739999771118164
2022-05-13,6.150000095367432
2022-05-16,6.039999961853027
2022-05-17,6.139999866485596
2022-05-18,5.639999866485596
2022-05-19,6.059999942779541
2022-05-20,6.110000133514404
2022-05-23,6.170000076293945
2022-05-24,5.710000038146973
2022-05-25,5.880000114440918
2022-05-26,6.150000095367432
2022-05-27,6.46999979019165
2022-05-31,6.420000076293945
2022-06-01,5.829999923706055
2022-06-02,6.429999828338623
2022-06-03,6.21999979019165
2022-06-06,6.519999980926514
2022-06-07,6.639999866485596
2022-06-08,6.960000038146973
2022-06-09,6.489999771118164
2022-06-10,6.269999980926514
2022-06-13,5.454999923706055
2022-06-14,5.670000076293945
2022-06-15,5.96999979019165
2022-06-16,5.400000095367432
2022-06-17,5.730000019073486
2022-06-21,6.0
2022-06-22,6.610000133514404
2022-06-23,7.690000057220459
2022-06-24,8.239999771118164
2022-06-27,8.460000038146973
2022-06-28,7.880000114440918
2022-06-29,8.029999732971191
2022-06-30,7.400000095367432
2022-07-01,9.529999732971191
2022-07-05,8.989999771118164
2022-07-06,9.25
2022-07-07,11.289999961853027
2022-07-08,10.800000190734863
2022-07-11,9.869999885559082
2022-07-12,9.949999809265137
2022-07-13,9.569999694824219
2022-07-14,9.460000038146973
2022-07-15,9.229999542236328
2022-07-18,8.75
2022-07-19,8.989999771118164
2022-07-20,9.130000114440918
2022-07-21,9.670000076293945
2022-07-22,9.350000381469727
2022-07-25,9.520000457763672
2022-07-26,9.15999984741211
2022-07-27,9.050000190734863
2022-07-28,9.279999732971191
2022-07-29,9.239999771118164
2022-08-01,9.529999732971191
2022-08-02,10.069999694824219
2022-08-03,10.970000267028809
2022-08-04,11.470000267028809
2022-08-05,11.609999656677246
2022-08-08,11.789999961853027
2022-08-09,10.979999542236328
2022-08-10,11.979999542236328
2022-08-11,11.729999542236328
2022-08-12,12.90999984741211
2022-08-15,12.649999618530273
2022-08-16,12.569999694824219
2022-08-17,11.609999656677246
2022-08-18,11.8100004196167
2022-08-19,11.59000015258789
2022-08-22,11.640000343322754
2022-08-23,11.350000381469727
2022-08-24,11.59000015258789
2022-08-25,11.869999885559082
2022-08-26,10.8100004196167
2022-08-29,10.649999618530273
2022-08-30,10.109999656677246
2022-08-31,10.180000305175781
2022-09-01,10.449999809265137
2022-09-02,10.039999961853027
2022-09-06,9.699999809265137
2022-09-07,10.529999732971191
2022-09-08,11.210000038146973
2022-09-09,11.4399995803833
2022-09-12,12.289999961853027
2022-09-13,12.109999656677246
2022-09-14,12.760000228881836
2022-09-15,12.699999809265137
2022-09-16,12.510000228881836
2022-09-19,11.930000305175781
2022-09-20,12.229999542236328
2022-09-21,12.279999732971191
2022-09-22,11.880000114440918
2022-09-23,11.770000457763672
2022-09-26,11.539999961853027
2022-09-27,11.880000114440918
2022-09-28,12.800000190734863
2022-09-29,12.520000457763672
2022-09-30,11.420000076293945
2022-10-03,11.819999694824219
2022-10-04,13.15999984741211
2022-10-05,12.479999542236328
2022-10-06,12.390000343322754
2022-10-07,11.479999542236328
2022-10-10,11.399999618530273
2022-10-11,12.270000457763672
2022-10-12,11.5600004196167
2022-10-13,10.930000305175781
2022-10-14,10.449999809265137
2022-10-17,11.119999885559082
2022-10-18,11.380000114440918
