Date,PDYN
2022-02-28,36.18000030517578
2022-03-01,36.65999984741211
2022-03-02,36.0
2022-03-03,35.040000915527344
2022-03-04,34.97999954223633
2022-03-07,33.29999923706055
2022-03-08,32.220001220703125
2022-03-09,32.099998474121094
2022-03-10,32.7599983215332
2022-03-11,31.979999542236328
2022-03-14,32.34000015258789
2022-03-15,32.70000076293945
2022-03-16,35.81999969482422
2022-03-17,38.58000183105469
2022-03-18,38.15999984741211
2022-03-21,41.400001525878906
2022-03-22,43.2599983215332
2022-03-23,41.939998626708984
2022-03-24,43.7400016784668
2022-03-25,38.7599983215332
2022-03-28,34.79999923706055
2022-03-29,35.52000045776367
2022-03-30,38.400001525878906
2022-03-31,39.900001525878906
2022-04-01,40.20000076293945
2022-04-04,41.81999969482422
2022-04-05,42.2400016784668
2022-04-06,40.97999954223633
2022-04-07,35.099998474121094
2022-04-08,33.47999954223633
2022-04-11,29.760000228881836
2022-04-12,29.8799991607666
2022-04-13,27.84000015258789
2022-04-14,26.8799991607666
2022-04-18,26.760000228881836
2022-04-19,27.0
2022-04-20,27.899999618530273
2022-04-21,27.239999771118164
2022-04-22,28.260000228881836
2022-04-25,29.15999984741211
2022-04-26,28.139999389648438
2022-04-27,27.959999084472656
2022-04-28,28.68000030517578
2022-04-29,28.200000762939453
2022-05-02,27.360000610351562
2022-05-03,26.520000457763672
2022-05-04,26.459999084472656
2022-05-05,25.079999923706055
2022-05-06,24.719999313354492
2022-05-09,21.56999969482422
2022-05-10,18.719999313354492
2022-05-11,18.65999984741211
2022-05-12,20.459999084472656
2022-05-13,22.860000610351562
2022-05-16,22.6200008392334
2022-05-17,23.459999084472656
2022-05-18,23.100000381469727
2022-05-19,24.299999237060547
2022-05-20,24.540000915527344
2022-05-23,24.299999237060547
2022-05-24,24.0
2022-05-25,23.940000534057617
2022-05-26,24.1200008392334
2022-05-27,25.200000762939453
2022-05-31,25.739999771118164
2022-06-01,26.219999313354492
2022-06-02,26.940000534057617
2022-06-03,25.559999465942383
2022-06-06,27.239999771118164
2022-06-07,22.559999465942383
2022-06-08,21.959999084472656
2022-06-09,19.559999465942383
2022-06-10,18.360000610351562
2022-06-13,17.15999984741211
2022-06-14,17.639999389648438
2022-06-15,19.31999969482422
2022-06-16,18.719999313354492
2022-06-17,18.299999237060547
2022-06-21,17.399999618530273
2022-06-22,16.799999237060547
2022-06-23,16.920000076293945
2022-06-24,16.860000610351562
2022-06-27,16.559999465942383
2022-06-28,16.68000030517578
2022-06-29,15.600000381469727
2022-06-30,15.960000038146973
2022-07-01,16.020000457763672
2022-07-05,17.219999313354492
2022-07-06,16.68000030517578
2022-07-07,17.940000534057617
2022-07-08,17.8799991607666
2022-07-11,17.700000762939453
2022-07-12,17.459999084472656
2022-07-13,17.459999084472656
2022-07-14,17.700000762939453
2022-07-15,17.81999969482422
2022-07-18,17.700000762939453
2022-07-19,19.200000762939453
2022-07-20,19.6200008392334
2022-07-21,19.799999237060547
2022-07-22,19.5
2022-07-25,20.399999618530273
2022-07-26,19.6200008392334
2022-07-27,19.68000030517578
2022-07-28,20.15999984741211
2022-07-29,20.100000381469727
2022-08-01,18.600000381469727
2022-08-02,19.200000762939453
2022-08-03,19.559999465942383
2022-08-04,19.979999542236328
2022-08-05,19.559999465942383
2022-08-08,19.860000610351562
2022-08-09,19.3799991607666
2022-08-10,20.760000228881836
2022-08-11,20.639999389648438
2022-08-12,22.31999969482422
2022-08-15,21.600000381469727
2022-08-16,22.079999923706055
2022-08-17,20.040000915527344
2022-08-18,20.280000686645508
2022-08-19,19.979999542236328
2022-08-22,18.84000015258789
2022-08-23,19.440000534057617
2022-08-24,20.639999389648438
2022-08-25,20.399999618530273
2022-08-26,20.219999313354492
2022-08-29,20.219999313354492
2022-08-30,19.5
2022-08-31,19.68000030517578
2022-09-01,19.799999237060547
2022-09-02,20.219999313354492
2022-09-06,20.520000457763672
2022-09-07,21.84000015258789
2022-09-08,22.799999237060547
2022-09-09,23.399999618530273
2022-09-12,20.81999969482422
2022-09-13,19.020000457763672
2022-09-14,17.760000228881836
2022-09-15,17.579999923706055
2022-09-16,16.979999542236328
2022-09-19,16.3799991607666
2022-09-20,15.539999961853027
2022-09-21,14.880000114440918
2022-09-22,14.460000038146973
2022-09-23,14.579999923706055
2022-09-26,13.5600004196167
2022-09-27,13.4399995803833
2022-09-28,13.920000076293945
2022-09-29,13.5600004196167
2022-09-30,13.319999694824219
2022-10-03,13.619999885559082
2022-10-04,14.100000381469727
2022-10-05,14.460000038146973
2022-10-06,14.100000381469727
