Date,AMC
2022-07-19,163.60000610351562
2022-07-20,175.1999969482422
2022-07-21,170.0
2022-07-22,155.0
2022-07-25,149.10000610351562
2022-07-26,140.3000030517578
2022-07-27,144.8000030517578
2022-07-28,145.8000030517578
2022-07-29,145.60000610351562
2022-08-01,153.6999969482422
2022-08-02,168.60000610351562
2022-08-03,182.10000610351562
2022-08-04,186.60000610351562
2022-08-05,221.8000030517578
2022-08-08,239.60000610351562
2022-08-09,224.5
2022-08-10,236.6999969482422
2022-08-11,254.60000610351562
2022-08-12,244.39999389648438
2022-08-15,242.10000610351562
2022-08-16,248.10000610351562
2022-08-17,213.60000610351562
2022-08-18,192.89999389648438
2022-08-19,180.1999969482422
2022-08-22,104.5999984741211
2022-08-23,95.5999984741211
2022-08-24,95.80000305175781
2022-08-25,95.69999694824219
2022-08-26,91.69999694824219
2022-08-29,94.69999694824219
2022-08-30,92.69999694824219
2022-08-31,91.19999694824219
2022-09-01,85.80000305175781
2022-09-02,88.80000305175781
2022-09-06,81.9000015258789
2022-09-07,83.9000015258789
2022-09-08,86.4000015258789
2022-09-09,97.19999694824219
2022-09-12,102.19999694824219
2022-09-13,97.19999694824219
2022-09-14,99.0999984741211
2022-09-15,98.80000305175781
2022-09-16,89.80000305175781
2022-09-19,91.80000305175781
2022-09-20,87.0999984741211
2022-09-21,86.0
2022-09-22,78.5
2022-09-23,79.9000015258789
2022-09-26,68.30000305175781
2022-09-27,74.5
2022-09-28,76.69999694824219
2022-09-29,71.0
2022-09-30,69.69999694824219
2022-10-03,68.80000305175781
2022-10-04,78.30000305175781
2022-10-05,73.30000305175781
2022-10-06,71.19999694824219
2022-10-07,65.30000305175781
2022-10-10,63.5
2022-10-11,61.20000076293945
2022-10-12,58.5
2022-10-13,60.400001525878906
2022-10-14,60.0
2022-10-17,63.599998474121094
2022-10-18,65.0999984741211
2022-10-19,61.099998474121094
2022-10-20,63.5
2022-10-21,64.9000015258789
2022-10-24,63.599998474121094
2022-10-25,67.5
2022-10-26,66.4000015258789
2022-10-27,65.0999984741211
2022-10-28,65.0999984741211
2022-10-31,66.5999984741211
2022-11-01,61.5
2022-11-02,58.099998474121094
2022-11-03,57.0
2022-11-04,56.5
2022-11-07,53.29999923706055
2022-11-08,56.20000076293945
2022-11-09,51.900001525878906
2022-11-10,61.29999923706055
2022-11-11,72.0
2022-11-14,73.4000015258789
2022-11-15,79.5
2022-11-16,75.30000305175781
2022-11-17,73.9000015258789
2022-11-18,75.9000015258789
2022-11-21,72.69999694824219
2022-11-22,73.19999694824219
2022-11-23,76.4000015258789
2022-11-25,75.0999984741211
2022-11-28,73.30000305175781
2022-11-29,74.30000305175781
2022-11-30,72.30000305175781
2022-12-01,81.69999694824219
2022-12-02,81.69999694824219
2022-12-05,74.5
2022-12-06,67.5
2022-12-07,60.5
2022-12-08,60.70000076293945
2022-12-09,59.400001525878906
2022-12-12,59.5
2022-12-13,57.20000076293945
2022-12-14,57.5
2022-12-15,56.0
2022-12-16,53.099998474121094
2022-12-19,48.900001525878906
2022-12-20,50.79999923706055
2022-12-21,53.0
2022-12-22,49.099998474121094
2022-12-23,44.0
2022-12-27,40.29999923706055
2022-12-28,38.400001525878906
2022-12-29,41.400001525878906
2022-12-30,40.70000076293945
2023-01-03,39.29999923706055
2023-01-04,40.900001525878906
2023-01-05,39.599998474121094
2023-01-06,38.5
2023-01-09,39.29999923706055
2023-01-10,40.599998474121094
2023-01-11,49.20000076293945
2023-01-12,50.20000076293945
2023-01-13,50.599998474121094
2023-01-17,60.70000076293945
2023-01-18,56.5
2023-01-19,55.20000076293945
2023-01-20,55.20000076293945
2023-01-23,56.599998474121094
2023-01-24,55.0
2023-01-25,53.29999923706055
2023-01-26,52.79999923706055
2023-01-27,55.099998474121094
2023-01-30,50.099998474121094
2023-01-31,53.5
2023-02-01,57.099998474121094
2023-02-02,60.79999923706055
2023-02-03,60.79999923706055
2023-02-06,68.0
2023-02-07,61.79999923706055
2023-02-08,57.20000076293945
2023-02-09,53.599998474121094
2023-02-10,49.0
2023-02-13,46.79999923706055
2023-02-14,45.0
2023-02-15,51.70000076293945
2023-02-16,52.5
2023-02-17,52.400001525878906
2023-02-21,61.0
2023-02-22,62.599998474121094
2023-02-23,62.29999923706055
2023-02-24,62.0
2023-02-27,76.0999984741211
2023-02-28,71.4000015258789
2023-03-01,65.69999694824219
2023-03-02,61.0
2023-03-03,65.80000305175781
2023-03-06,62.5
2023-03-07,60.099998474121094
2023-03-08,58.400001525878906
2023-03-09,56.5
2023-03-10,53.79999923706055
2023-03-13,54.599998474121094
2023-03-14,46.400001525878906
2023-03-15,42.099998474121094
2023-03-16,43.900001525878906
2023-03-17,41.79999923706055
2023-03-20,42.70000076293945
2023-03-21,44.099998474121094
2023-03-22,43.400001525878906
2023-03-23,44.70000076293945
2023-03-24,44.70000076293945
2023-03-27,45.5
2023-03-28,51.5
2023-03-29,50.0
2023-03-30,49.70000076293945
2023-03-31,50.099998474121094
2023-04-03,51.099998474121094
2023-04-04,39.099998474121094
2023-04-05,40.5
2023-04-06,49.0
2023-04-10,52.400001525878906
2023-04-11,54.29999923706055
2023-04-12,53.400001525878906
2023-04-13,54.599998474121094
2023-04-14,51.20000076293945
2023-04-17,52.0
2023-04-18,50.5
2023-04-19,51.0
2023-04-20,49.70000076293945
2023-04-21,49.900001525878906
2023-04-24,49.599998474121094
2023-04-25,51.5
2023-04-26,51.900001525878906
2023-04-27,53.70000076293945
2023-04-28,55.0
2023-05-01,56.5
2023-05-02,55.0
2023-05-03,57.400001525878906
2023-05-04,59.20000076293945
2023-05-05,58.900001525878906
2023-05-08,59.0
2023-05-09,55.400001525878906
2023-05-10,54.900001525878906
2023-05-11,53.400001525878906
2023-05-12,52.0
2023-05-15,51.400001525878906
2023-05-16,49.599998474121094
2023-05-17,51.0
2023-05-18,50.70000076293945
2023-05-19,50.29999923706055
2023-05-22,51.20000076293945
2023-05-23,50.29999923706055
2023-05-24,48.79999923706055
2023-05-25,47.0
2023-05-26,46.400001525878906
2023-05-30,46.29999923706055
2023-05-31,45.0
2023-06-01,45.5
2023-06-02,45.5
2023-06-05,46.29999923706055
2023-06-06,46.400001525878906
2023-06-07,47.29999923706055
2023-06-08,46.79999923706055
2023-06-09,47.70000076293945
2023-06-12,47.900001525878906
2023-06-13,50.0
2023-06-14,49.0
2023-06-15,47.599998474121094
2023-06-16,47.0
2023-06-20,45.900001525878906
2023-06-21,45.29999923706055
2023-06-22,41.70000076293945
2023-06-23,40.099998474121094
2023-06-26,40.29999923706055
2023-06-27,41.0
2023-06-28,44.099998474121094
2023-06-29,44.20000076293945
2023-06-30,44.0
2023-07-03,44.400001525878906
2023-07-05,42.5
2023-07-06,42.900001525878906
2023-07-07,42.0
2023-07-10,42.400001525878906
2023-07-11,43.900001525878906
2023-07-12,44.0
2023-07-13,44.400001525878906
2023-07-14,43.29999923706055
2023-07-17,43.70000076293945
2023-07-18,43.099998474121094
2023-07-19,43.70000076293945
2023-07-20,43.29999923706055
2023-07-21,44.0
2023-07-24,58.5
2023-07-25,51.20000076293945
2023-07-26,50.70000076293945
2023-07-27,45.20000076293945
2023-07-28,46.400001525878906
2023-07-31,49.70000076293945
2023-08-01,49.29999923706055
2023-08-02,48.0
2023-08-03,49.099998474121094
2023-08-04,49.29999923706055
2023-08-07,51.20000076293945
2023-08-08,50.900001525878906
2023-08-09,49.0
2023-08-10,49.79999923706055
2023-08-11,52.599998474121094
2023-08-14,33.900001525878906
2023-08-15,36.79999923706055
2023-08-16,37.5
2023-08-17,40.400001525878906
2023-08-18,40.900001525878906
2023-08-21,31.200000762939453
2023-08-22,25.5
2023-08-23,19.600000381469727
2023-08-24,14.369999885559082
2023-08-25,12.430000305175781
2023-08-28,11.069999694824219
2023-08-29,10.90999984741211
2023-08-30,12.729999542236328
2023-08-31,12.550000190734863
2023-09-01,13.100000381469727
2023-09-05,13.640000343322754
2023-09-06,8.619999885559082
2023-09-07,8.119999885559082
2023-09-08,7.179999828338623
2023-09-11,7.340000152587891
2023-09-12,7.570000171661377
2023-09-13,8.239999771118164
2023-09-14,8.140000343322754
2023-09-15,8.359999656677246
2023-09-18,7.800000190734863
2023-09-19,8.25
2023-09-20,8.15999984741211
2023-09-21,7.699999809265137
2023-09-22,7.619999885559082
2023-09-25,8.140000343322754
2023-09-26,7.909999847412109
2023-09-27,7.570000171661377
2023-09-28,7.789999961853027
2023-09-29,7.989999771118164
2023-10-02,8.149999618530273
2023-10-03,7.849999904632568
2023-10-04,8.34000015258789
2023-10-05,8.300000190734863
2023-10-06,9.260000228881836
2023-10-09,9.819999694824219
2023-10-10,9.920000076293945
2023-10-11,10.420000076293945
2023-10-12,11.0
2023-10-13,9.5
2023-10-16,9.329999923706055
2023-10-17,9.859999656677246
2023-10-18,9.15999984741211
2023-10-19,9.359999656677246
2023-10-20,9.079999923706055
2023-10-23,9.15999984741211
2023-10-24,9.329999923706055
2023-10-25,9.279999732971191
2023-10-26,9.229999542236328
2023-10-27,9.149999618530273
2023-10-30,9.960000038146973
2023-10-31,10.680000305175781
2023-11-01,10.029999732971191
2023-11-02,10.489999771118164
2023-11-03,10.720000267028809
2023-11-06,10.949999809265137
2023-11-07,10.220000267028809
2023-11-08,10.09000015258789
2023-11-09,8.710000038146973
2023-11-10,8.010000228881836
2023-11-13,7.900000095367432
2023-11-14,8.069999694824219
2023-11-15,7.889999866485596
2023-11-16,7.389999866485596
2023-11-17,7.429999828338623
2023-11-20,7.159999847412109
2023-11-21,6.650000095367432
2023-11-22,6.989999771118164
2023-11-24,6.900000095367432
2023-11-27,6.800000190734863
2023-11-28,6.699999809265137
2023-11-29,7.170000076293945
2023-11-30,6.650000095367432
2023-12-01,6.860000133514404
2023-12-04,7.489999771118164
2023-12-05,7.019999980926514
2023-12-06,6.789999961853027
2023-12-07,6.820000171661377
2023-12-08,6.929999828338623
2023-12-11,7.110000133514404
2023-12-12,6.71999979019165
2023-12-13,6.809999942779541
2023-12-14,6.710000038146973
2023-12-15,6.650000095367432
2023-12-18,6.739999771118164
2023-12-19,6.739999771118164
2023-12-20,6.170000076293945
2023-12-21,6.070000171661377
2023-12-22,6.099999904632568
2023-12-26,6.110000133514404
2023-12-27,6.159999847412109
2023-12-28,6.210000038146973
2023-12-29,6.119999885559082
2024-01-02,6.110000133514404
2024-01-03,5.579999923706055
2024-01-04,5.300000190734863
2024-01-05,5.170000076293945
2024-01-08,5.289999961853027
2024-01-09,5.039999961853027
2024-01-10,4.909999847412109
2024-01-11,4.699999809265137
2024-01-12,4.559999942779541
2024-01-16,4.210000038146973
2024-01-17,4.110000133514404
2024-01-18,4.429999828338623
2024-01-19,4.510000228881836
2024-01-22,4.480000019073486
2024-01-23,4.329999923706055
2024-01-24,4.130000114440918
2024-01-25,4.079999923706055
2024-01-26,4.070000171661377
2024-01-29,4.269999980926514
2024-01-30,4.110000133514404
2024-01-31,4.050000190734863
2024-02-01,4.059999942779541
2024-02-02,4.010000228881836
2024-02-05,3.6700000762939453
2024-02-06,4.070000171661377
2024-02-07,3.940000057220459
2024-02-08,4.090000152587891
2024-02-09,4.380000114440918
2024-02-12,4.559999942779541
2024-02-13,4.489999771118164
2024-02-14,4.800000190734863
2024-02-15,4.889999866485596
2024-02-16,4.829999923706055
2024-02-20,4.659999847412109
2024-02-21,4.570000171661377
2024-02-22,4.420000076293945
2024-02-23,4.440000057220459
2024-02-26,4.449999809265137
2024-02-27,4.809999942779541
2024-02-28,4.989999771118164
2024-02-29,4.320000171661377
2024-03-01,4.360000133514404
2024-03-04,4.320000171661377
2024-03-05,4.5
2024-03-06,4.559999942779541
2024-03-07,4.599999904632568
2024-03-08,4.300000190734863
2024-03-11,4.360000133514404
2024-03-12,4.340000152587891
2024-03-13,4.360000133514404
2024-03-14,4.269999980926514
2024-03-15,4.440000057220459
2024-03-18,4.389999866485596
2024-03-19,4.269999980926514
2024-03-20,4.25
2024-03-21,4.199999809265137
2024-03-22,4.079999923706055
2024-03-25,4.090000152587891
2024-03-26,4.070000171661377
2024-03-27,4.340000152587891
2024-03-28,3.7200000286102295
2024-04-01,3.140000104904175
2024-04-02,3.0999999046325684
2024-04-03,3.0199999809265137
2024-04-04,3.0
2024-04-05,3.009999990463257
2024-04-08,2.950000047683716
2024-04-09,2.9700000286102295
2024-04-10,2.8299999237060547
2024-04-11,2.799999952316284
2024-04-12,2.6500000953674316
2024-04-15,2.4700000286102295
2024-04-16,2.7200000286102295
2024-04-17,2.9800000190734863
2024-04-18,2.9200000762939453
2024-04-19,3.1600000858306885
2024-04-22,3.4200000762939453
2024-04-23,3.390000104904175
2024-04-24,3.2799999713897705
2024-04-25,3.2799999713897705
2024-04-26,3.4100000858306885
2024-04-29,3.0299999713897705
2024-04-30,2.930000066757202
2024-05-01,2.9700000286102295
2024-05-02,3.130000114440918
2024-05-03,3.299999952316284
2024-05-06,3.2899999618530273
2024-05-07,3.190000057220459
2024-05-08,3.190000057220459
2024-05-09,3.049999952316284
2024-05-10,2.9100000858306885
2024-05-13,5.190000057220459
2024-05-14,6.849999904632568
2024-05-15,5.480000019073486
2024-05-16,4.639999866485596
2024-05-17,4.400000095367432
2024-05-20,4.829999923706055
2024-05-21,4.650000095367432
2024-05-22,5.059999942779541
2024-05-23,4.550000190734863
2024-05-24,4.840000152587891
2024-05-28,4.880000114440918
2024-05-29,4.5
2024-05-30,4.230000019073486
2024-05-31,4.329999923706055
2024-06-03,4.809999942779541
2024-06-04,4.789999961853027
2024-06-05,5.150000095367432
2024-06-06,5.789999961853027
2024-06-07,4.909999847412109
2024-06-10,4.710000038146973
2024-06-11,5.21999979019165
2024-06-12,4.909999847412109
2024-06-13,5.199999809265137
2024-06-14,4.989999771118164
2024-06-17,4.889999866485596
2024-06-18,4.860000133514404
2024-06-20,4.809999942779541
2024-06-21,4.550000190734863
2024-06-24,4.570000171661377
2024-06-25,4.53000020980835
2024-06-26,4.679999828338623
2024-06-27,4.78000020980835
2024-06-28,4.980000019073486
2024-07-01,5.039999961853027
2024-07-02,5.210000038146973
2024-07-03,5.03000020980835
2024-07-05,5.050000190734863
2024-07-08,5.46999979019165
2024-07-09,5.460000038146973
2024-07-10,5.210000038146973
2024-07-11,5.21999979019165
2024-07-12,5.260000228881836
2024-07-15,5.329999923706055
2024-07-16,5.46999979019165
2024-07-17,5.420000076293945
2024-07-18,5.099999904632568
2024-07-19,5.010000228881836
2024-07-22,5.28000020980835
2024-07-23,5.079999923706055
2024-07-24,4.690000057220459
2024-07-25,5.139999866485596
2024-07-26,5.179999828338623
2024-07-29,5.170000076293945
2024-07-30,5.110000133514404
2024-07-31,5.309999942779541
2024-08-01,5.119999885559082
2024-08-02,4.940000057220459
2024-08-05,4.949999809265137
2024-08-06,5.079999923706055
2024-08-07,4.820000171661377
2024-08-08,5.079999923706055
2024-08-09,5.0
2024-08-12,5.039999961853027
2024-08-13,5.150000095367432
2024-08-14,5.119999885559082
2024-08-15,5.130000114440918
2024-08-16,4.989999771118164
2024-08-19,5.010000228881836
2024-08-20,5.0
2024-08-21,5.010000228881836
2024-08-22,4.920000076293945
2024-08-23,5.050000190734863
2024-08-26,5.050000190734863
2024-08-27,4.989999771118164
2024-08-28,4.739999771118164
2024-08-29,4.820000171661377
2024-08-30,4.820000171661377
2024-09-03,4.630000114440918
2024-09-04,4.699999809265137
2024-09-05,4.730000019073486
2024-09-06,4.980000019073486
2024-09-09,5.010000228881836
2024-09-10,4.949999809265137
2024-09-11,4.949999809265137
2024-09-12,4.900000095367432
2024-09-13,4.960000038146973
2024-09-16,4.849999904632568
2024-09-17,4.820000171661377
2024-09-18,4.78000020980835
2024-09-19,4.710000038146973
2024-09-20,4.760000228881836
2024-09-23,4.659999847412109
2024-09-24,4.519999980926514
2024-09-25,4.380000114440918
2024-09-26,4.539999961853027
2024-09-27,4.5
2024-09-30,4.550000190734863
2024-10-01,4.400000095367432
2024-10-02,4.369999885559082
2024-10-03,4.429999828338623
2024-10-04,4.400000095367432
2024-10-07,4.179999828338623
2024-10-08,4.170000076293945
2024-10-09,4.070000171661377
2024-10-10,4.190000057220459
2024-10-11,4.170000076293945
2024-10-14,4.119999885559082
2024-10-15,4.150000095367432
2024-10-16,4.230000019073486
2024-10-17,4.21999979019165
2024-10-18,4.360000133514404
2024-10-21,4.289999961853027
2024-10-22,4.340000152587891
2024-10-23,4.239999771118164
2024-10-24,4.360000133514404
2024-10-25,4.320000171661377
2024-10-28,4.440000057220459
2024-10-29,4.440000057220459
2024-10-30,4.559999942779541
2024-10-31,4.389999866485596
2024-11-01,4.510000228881836
2024-11-04,4.349999904632568
2024-11-05,4.389999866485596
2024-11-06,4.579999923706055
2024-11-07,4.300000190734863
2024-11-08,4.269999980926514
2024-11-11,4.489999771118164
2024-11-12,4.559999942779541
2024-11-13,4.559999942779541
2024-11-14,4.570000171661377
2024-11-15,4.480000019073486
2024-11-18,4.360000133514404
2024-11-19,4.340000152587891
2024-11-20,4.440000057220459
2024-11-21,4.489999771118164
