Date,SENS
2022-02-28,1.7999999523162842
2022-03-01,1.7699999809265137
2022-03-02,1.9600000381469727
2022-03-03,1.9299999475479126
2022-03-04,1.809999942779541
2022-03-07,1.6799999475479126
2022-03-08,1.7400000095367432
2022-03-09,1.850000023841858
2022-03-10,1.7300000190734863
2022-03-11,1.6399999856948853
2022-03-14,1.5399999618530273
2022-03-15,1.590000033378601
2022-03-16,1.7599999904632568
2022-03-17,1.8200000524520874
2022-03-18,1.8700000047683716
2022-03-21,1.7999999523162842
2022-03-22,1.899999976158142
2022-03-23,1.909999966621399
2022-03-24,1.9600000381469727
2022-03-25,1.8700000047683716
2022-03-28,1.899999976158142
2022-03-29,1.9800000190734863
2022-03-30,1.909999966621399
2022-03-31,1.9700000286102295
2022-04-01,1.940000057220459
2022-04-04,1.940000057220459
2022-04-05,1.8300000429153442
2022-04-06,1.8200000524520874
2022-04-07,1.850000023841858
2022-04-08,1.7999999523162842
2022-04-11,1.75
2022-04-12,1.75
2022-04-13,1.7999999523162842
2022-04-14,1.7200000286102295
2022-04-18,1.649999976158142
2022-04-19,1.7200000286102295
2022-04-20,1.6799999475479126
2022-04-21,1.5800000429153442
2022-04-22,1.5499999523162842
2022-04-25,1.5800000429153442
2022-04-26,1.5099999904632568
2022-04-27,1.4800000190734863
2022-04-28,1.4199999570846558
2022-04-29,1.399999976158142
2022-05-02,1.4299999475479126
2022-05-03,1.4800000190734863
2022-05-04,1.440000057220459
2022-05-05,1.3300000429153442
2022-05-06,1.2599999904632568
2022-05-09,1.1399999856948853
2022-05-10,1.2400000095367432
2022-05-11,1.0399999618530273
2022-05-12,1.0099999904632568
2022-05-13,1.1299999952316284
2022-05-16,1.100000023841858
2022-05-17,1.2000000476837158
2022-05-18,1.090000033378601
2022-05-19,1.159999966621399
2022-05-20,1.100000023841858
2022-05-23,1.159999966621399
2022-05-24,1.100000023841858
2022-05-25,1.1200000047683716
2022-05-26,1.1299999952316284
2022-05-27,1.159999966621399
2022-05-31,1.159999966621399
2022-06-01,1.149999976158142
2022-06-02,1.1799999475479126
2022-06-03,1.159999966621399
2022-06-06,1.1699999570846558
2022-06-07,1.1699999570846558
2022-06-08,1.149999976158142
2022-06-09,1.0700000524520874
2022-06-10,1.0499999523162842
2022-06-13,0.9399999976158142
2022-06-14,0.9670000076293945
2022-06-15,0.9710000157356262
2022-06-16,0.9539999961853027
2022-06-17,0.9750000238418579
2022-06-21,0.9810000061988831
2022-06-22,1.0099999904632568
2022-06-23,1.0299999713897705
2022-06-24,1.0099999904632568
2022-06-27,1.0700000524520874
2022-06-28,1.0099999904632568
2022-06-29,1.0099999904632568
2022-06-30,1.0299999713897705
2022-07-01,1.0199999809265137
2022-07-05,1.059999942779541
2022-07-06,1.090000033378601
2022-07-07,1.1799999475479126
2022-07-08,1.25
2022-07-11,1.1299999952316284
2022-07-12,1.100000023841858
2022-07-13,1.100000023841858
2022-07-14,1.1200000047683716
2022-07-15,1.149999976158142
2022-07-18,1.1799999475479126
2022-07-19,1.2899999618530273
2022-07-20,1.2699999809265137
2022-07-21,1.3700000047683716
2022-07-22,1.2899999618530273
2022-07-25,1.2599999904632568
2022-07-26,1.1799999475479126
2022-07-27,1.2699999809265137
2022-07-28,1.3300000429153442
2022-07-29,1.2899999618530273
2022-08-01,1.2699999809265137
2022-08-02,1.2699999809265137
2022-08-03,1.6699999570846558
2022-08-04,2.0299999713897705
2022-08-05,2.109999895095825
2022-08-08,1.9600000381469727
2022-08-09,1.850000023841858
2022-08-10,2.059999942779541
2022-08-11,2.130000114440918
2022-08-12,2.2300000190734863
2022-08-15,2.200000047683716
2022-08-16,2.1600000858306885
2022-08-17,1.9700000286102295
2022-08-18,1.9700000286102295
2022-08-19,1.7999999523162842
2022-08-22,1.7000000476837158
2022-08-23,1.659999966621399
2022-08-24,1.7899999618530273
2022-08-25,1.8899999856948853
2022-08-26,1.7899999618530273
2022-08-29,1.7400000095367432
2022-08-30,1.7300000190734863
2022-08-31,1.7799999713897705
2022-09-01,1.7699999809265137
2022-09-02,1.649999976158142
2022-09-06,1.5099999904632568
2022-09-07,1.600000023841858
2022-09-08,1.5800000429153442
2022-09-09,1.600000023841858
2022-09-12,1.6399999856948853
2022-09-13,1.5299999713897705
2022-09-14,1.590000033378601
2022-09-15,1.559999942779541
2022-09-16,1.5399999618530273
2022-09-19,1.4800000190734863
2022-09-20,1.4199999570846558
2022-09-21,1.350000023841858
2022-09-22,1.2799999713897705
2022-09-23,1.3200000524520874
2022-09-26,1.3300000429153442
2022-09-27,1.3300000429153442
2022-09-28,1.3899999856948853
2022-09-29,1.4199999570846558
2022-09-30,1.3200000524520874
2022-10-03,1.309999942779541
2022-10-04,1.340000033378601
2022-10-05,1.340000033378601
2022-10-06,1.3200000524520874
2022-10-07,1.2799999713897705
2022-10-10,1.1699999570846558
2022-10-11,1.159999966621399
2022-10-12,1.2000000476837158
2022-10-13,1.2000000476837158
2022-10-14,1.1299999952316284
2022-10-17,1.159999966621399
2022-10-18,1.159999966621399
2022-10-19,1.149999976158142
2022-10-20,1.1100000143051147
2022-10-21,1.190000057220459
2022-10-24,1.149999976158142
2022-10-25,1.190000057220459
2022-10-26,1.190000057220459
2022-10-27,1.190000057220459
2022-10-28,1.2000000476837158
2022-10-31,1.1799999475479126
2022-11-01,1.2300000190734863
2022-11-02,1.159999966621399
2022-11-03,1.190000057220459
2022-11-04,1.1799999475479126
2022-11-07,1.2400000095367432
2022-11-08,1.2000000476837158
2022-11-09,1.0299999713897705
2022-11-10,1.159999966621399
2022-11-11,1.2400000095367432
2022-11-14,1.2400000095367432
2022-11-15,1.25
2022-11-16,1.2000000476837158
2022-11-17,1.2400000095367432
2022-11-18,1.1799999475479126
2022-11-21,1.1299999952316284
2022-11-22,1.159999966621399
2022-11-23,1.159999966621399
2022-11-25,1.159999966621399
2022-11-28,1.0800000429153442
2022-11-29,1.0800000429153442
2022-11-30,1.1100000143051147
2022-12-01,1.159999966621399
2022-12-02,1.1699999570846558
2022-12-05,1.0700000524520874
2022-12-06,1.0399999618530273
2022-12-07,1.059999942779541
2022-12-08,1.1200000047683716
2022-12-09,1.1100000143051147
2022-12-12,1.1200000047683716
2022-12-13,1.1799999475479126
2022-12-14,1.159999966621399
2022-12-15,1.1200000047683716
2022-12-16,1.1399999856948853
2022-12-19,1.1100000143051147
2022-12-20,1.0099999904632568
2022-12-21,1.1100000143051147
2022-12-22,1.059999942779541
2022-12-23,1.0199999809265137
2022-12-27,0.9599999785423279
2022-12-28,0.9769999980926514
2022-12-29,1.0399999618530273
2022-12-30,1.0299999713897705
2023-01-03,1.0299999713897705
2023-01-04,1.0499999523162842
2023-01-05,1.0199999809265137
2023-01-06,1.059999942779541
2023-01-09,1.059999942779541
2023-01-10,1.059999942779541
2023-01-11,1.0800000429153442
2023-01-12,1.1100000143051147
2023-01-13,1.1299999952316284
2023-01-17,1.159999966621399
2023-01-18,1.1200000047683716
2023-01-19,1.0700000524520874
2023-01-20,1.090000033378601
2023-01-23,1.1699999570846558
2023-01-24,1.1200000047683716
2023-01-25,1.0800000429153442
2023-01-26,1.090000033378601
2023-01-27,1.1100000143051147
2023-01-30,1.1100000143051147
2023-01-31,1.1299999952316284
2023-02-01,1.159999966621399
2023-02-02,1.25
2023-02-03,1.2000000476837158
2023-02-06,1.1200000047683716
2023-02-07,1.149999976158142
2023-02-08,1.1100000143051147
2023-02-09,1.0800000429153442
2023-02-10,1.090000033378601
2023-02-13,1.0800000429153442
2023-02-14,1.100000023841858
2023-02-15,1.0800000429153442
2023-02-16,1.100000023841858
2023-02-17,1.1299999952316284
2023-02-21,1.059999942779541
2023-02-22,1.0199999809265137
2023-02-23,1.0099999904632568
2023-02-24,0.9800000190734863
2023-02-27,1.0099999904632568
2023-02-28,1.0399999618530273
2023-03-01,1.0
2023-03-02,0.9700000286102295
2023-03-03,1.0499999523162842
2023-03-06,1.0199999809265137
2023-03-07,0.9929999709129333
2023-03-08,0.9800000190734863
2023-03-09,0.9269999861717224
2023-03-10,0.8949999809265137
2023-03-13,0.925000011920929
2023-03-14,0.9100000262260437
2023-03-15,0.9440000057220459
2023-03-16,0.8450000286102295
2023-03-17,0.824999988079071
2023-03-20,0.8410000205039978
2023-03-21,0.8460000157356262
2023-03-22,0.7599999904632568
2023-03-23,0.7160000205039978
2023-03-24,0.7149999737739563
2023-03-27,0.7099999785423279
2023-03-28,0.7110000252723694
2023-03-29,0.6869999766349792
