Date,BZFD
2022-02-28,17.920000076293945
2022-03-01,17.8799991607666
2022-03-02,17.440000534057617
2022-03-03,18.1200008392334
2022-03-04,17.920000076293945
2022-03-07,16.479999542236328
2022-03-08,16.799999237060547
2022-03-09,17.0
2022-03-10,17.559999465942383
2022-03-11,18.0
2022-03-14,17.760000228881836
2022-03-15,18.559999465942383
2022-03-16,18.68000030517578
2022-03-17,18.84000015258789
2022-03-18,19.15999984741211
2022-03-21,19.799999237060547
2022-03-22,21.079999923706055
2022-03-23,19.639999389648438
2022-03-24,20.639999389648438
2022-03-25,19.68000030517578
2022-03-28,20.0
2022-03-29,20.040000915527344
2022-03-30,20.760000228881836
2022-03-31,21.040000915527344
2022-04-01,22.040000915527344
2022-04-04,21.84000015258789
2022-04-05,21.31999969482422
2022-04-06,21.200000762939453
2022-04-07,20.600000381469727
2022-04-08,20.0
2022-04-11,19.239999771118164
2022-04-12,20.079999923706055
2022-04-13,19.920000076293945
2022-04-14,19.520000457763672
2022-04-18,18.68000030517578
2022-04-19,18.360000610351562
2022-04-20,19.68000030517578
2022-04-21,20.079999923706055
2022-04-22,19.84000015258789
2022-04-25,19.84000015258789
2022-04-26,19.520000457763672
2022-04-27,19.399999618530273
2022-04-28,20.0
2022-04-29,19.959999084472656
2022-05-02,19.360000610351562
2022-05-03,19.799999237060547
2022-05-04,21.600000381469727
2022-05-05,21.079999923706055
2022-05-06,20.84000015258789
2022-05-09,18.8799991607666
2022-05-10,16.31999969482422
2022-05-11,16.84000015258789
2022-05-12,15.600000381469727
2022-05-13,15.039999961853027
2022-05-16,14.760000228881836
2022-05-17,13.4399995803833
2022-05-18,15.239999771118164
2022-05-19,16.079999923706055
2022-05-20,17.479999542236328
2022-05-23,16.559999465942383
2022-05-24,16.559999465942383
2022-05-25,16.520000457763672
2022-05-26,16.8799991607666
2022-05-27,16.799999237060547
2022-05-31,14.380000114440918
2022-06-01,13.5600004196167
2022-06-02,14.15999984741211
2022-06-03,15.039999961853027
2022-06-06,8.920000076293945
2022-06-07,9.15999984741211
2022-06-08,8.640000343322754
2022-06-09,8.800000190734863
2022-06-10,8.239999771118164
2022-06-13,7.119999885559082
2022-06-14,6.960000038146973
2022-06-15,7.159999847412109
2022-06-16,6.639999866485596
2022-06-17,6.760000228881836
2022-06-21,6.960000038146973
2022-06-22,6.559999942779541
2022-06-23,7.0
2022-06-24,7.039999961853027
2022-06-27,6.71999979019165
2022-06-28,6.519999980926514
2022-06-29,6.400000095367432
2022-06-30,6.159999847412109
2022-07-01,6.480000019073486
2022-07-05,6.360000133514404
2022-07-06,6.440000057220459
2022-07-07,6.71999979019165
2022-07-08,6.760000228881836
2022-07-11,6.800000190734863
2022-07-12,6.440000057220459
2022-07-13,6.760000228881836
2022-07-14,6.760000228881836
2022-07-15,6.880000114440918
2022-07-18,7.239999771118164
2022-07-19,7.360000133514404
2022-07-20,8.0
2022-07-21,7.71999979019165
2022-07-22,7.28000020980835
2022-07-25,7.159999847412109
2022-07-26,6.960000038146973
2022-07-27,7.519999980926514
2022-07-28,7.760000228881836
2022-07-29,7.519999980926514
2022-08-01,7.599999904632568
2022-08-02,7.360000133514404
2022-08-03,7.559999942779541
2022-08-04,7.480000019073486
2022-08-05,7.519999980926514
2022-08-08,8.0
2022-08-09,7.519999980926514
2022-08-10,7.599999904632568
2022-08-11,8.119999885559082
2022-08-12,8.600000381469727
2022-08-15,8.680000305175781
2022-08-16,7.71999979019165
2022-08-17,7.239999771118164
2022-08-18,7.0
2022-08-19,7.199999809265137
2022-08-22,6.28000020980835
2022-08-23,6.400000095367432
2022-08-24,6.239999771118164
