Date,BIVI
2023-02-21,56.400001525878906
2023-02-22,56.599998474121094
2023-02-23,69.5999984741211
2023-02-24,63.0
2023-02-27,71.0
2023-02-28,76.9000015258789
2023-03-01,65.5999984741211
2023-03-02,62.70000076293945
2023-03-03,68.69999694824219
2023-03-06,87.5999984741211
2023-03-07,81.80000305175781
2023-03-08,89.0999984741211
2023-03-09,84.9000015258789
2023-03-10,81.5
2023-03-13,82.5999984741211
2023-03-14,92.0
2023-03-15,98.30000305175781
2023-03-16,105.30000305175781
2023-03-17,98.9000015258789
2023-03-20,92.4000015258789
2023-03-21,102.0
2023-03-22,90.4000015258789
2023-03-23,81.94999694824219
2023-03-24,81.5999984741211
2023-03-27,84.69999694824219
2023-03-28,86.30000305175781
2023-03-29,81.30000305175781
2023-03-30,82.9000015258789
2023-03-31,80.80000305175781
2023-04-03,73.0
2023-04-04,73.5999984741211
2023-04-05,69.5
2023-04-06,74.5
2023-04-10,72.0999984741211
2023-04-11,78.0
2023-04-12,75.5
2023-04-13,78.5999984741211
2023-04-14,79.5
2023-04-17,77.80000305175781
2023-04-18,81.69999694824219
2023-04-19,81.9000015258789
2023-04-20,79.0999984741211
2023-04-21,78.4000015258789
2023-04-24,77.5999984741211
2023-04-25,70.80000305175781
2023-04-26,70.0999984741211
2023-04-27,75.0999984741211
2023-04-28,79.9000015258789
2023-05-01,78.0999984741211
2023-05-02,73.5999984741211
2023-05-03,72.5999984741211
2023-05-04,73.5999984741211
2023-05-05,81.5999984741211
2023-05-08,82.9000015258789
2023-05-09,82.9000015258789
2023-05-10,80.55000305175781
2023-05-11,77.9000015258789
2023-05-12,73.9000015258789
2023-05-15,74.5999984741211
2023-05-16,69.9000015258789
2023-05-17,71.80000305175781
2023-05-18,70.69999694824219
2023-05-19,70.0999984741211
2023-05-22,67.30000305175781
2023-05-23,68.4000015258789
2023-05-24,66.0
2023-05-25,63.79999923706055
2023-05-26,62.70000076293945
2023-05-30,55.20000076293945
2023-05-31,58.400001525878906
2023-06-01,60.20000076293945
2023-06-02,60.599998474121094
2023-06-05,55.900001525878906
2023-06-06,58.5
2023-06-07,57.79999923706055
2023-06-08,56.70000076293945
2023-06-09,57.900001525878906
2023-06-12,59.099998474121094
2023-06-13,61.29999923706055
2023-06-14,59.599998474121094
2023-06-15,57.79999923706055
2023-06-16,55.400001525878906
2023-06-20,55.099998474121094
2023-06-21,59.0
2023-06-22,58.400001525878906
2023-06-23,58.29999923706055
2023-06-26,47.900001525878906
2023-06-27,45.70000076293945
2023-06-28,45.20000076293945
2023-06-29,40.95000076293945
2023-06-30,43.099998474121094
2023-07-03,42.20000076293945
2023-07-05,43.29999923706055
2023-07-06,44.29999923706055
2023-07-07,44.400001525878906
2023-07-10,46.79999923706055
2023-07-11,51.70000076293945
2023-07-12,48.900001525878906
2023-07-13,49.70000076293945
2023-07-14,50.5
2023-07-17,50.599998474121094
2023-07-18,51.5
2023-07-19,51.5
2023-07-20,50.5
2023-07-21,50.45000076293945
2023-07-24,49.79999923706055
2023-07-25,48.29999923706055
2023-07-26,46.900001525878906
2023-07-27,46.099998474121094
2023-07-28,47.599998474121094
2023-07-31,47.20000076293945
2023-08-01,45.29999923706055
2023-08-02,43.900001525878906
2023-08-03,41.79999923706055
2023-08-04,41.599998474121094
2023-08-07,39.20000076293945
2023-08-08,38.900001525878906
2023-08-09,37.099998474121094
2023-08-10,36.599998474121094
2023-08-11,36.5
2023-08-14,38.900001525878906
2023-08-15,39.599998474121094
2023-08-16,37.79999923706055
2023-08-17,35.70000076293945
2023-08-18,36.400001525878906
2023-08-21,35.29999923706055
2023-08-22,35.599998474121094
2023-08-23,35.900001525878906
2023-08-24,34.599998474121094
2023-08-25,33.70000076293945
2023-08-28,34.20000076293945
2023-08-29,33.099998474121094
2023-08-30,33.29999923706055
2023-08-31,31.100000381469727
2023-09-01,30.899999618530273
2023-09-05,30.600000381469727
2023-09-06,33.29999923706055
2023-09-07,32.70000076293945
2023-09-08,34.400001525878906
2023-09-11,36.099998474121094
2023-09-12,34.900001525878906
2023-09-13,34.20000076293945
2023-09-14,34.599998474121094
2023-09-15,33.0
2023-09-18,32.0
2023-09-19,29.100000381469727
2023-09-20,27.899999618530273
2023-09-21,27.5
2023-09-22,28.200000762939453
2023-09-25,32.5
2023-09-26,35.29999923706055
2023-09-27,31.100000381469727
2023-09-28,31.700000762939453
2023-09-29,34.099998474121094
2023-10-02,34.20000076293945
2023-10-03,34.099998474121094
2023-10-04,35.900001525878906
2023-10-05,37.400001525878906
2023-10-06,39.0
2023-10-09,38.599998474121094
2023-10-10,36.70000076293945
2023-10-11,34.79999923706055
2023-10-12,34.70000076293945
2023-10-13,35.29999923706055
2023-10-16,34.70000076293945
2023-10-17,34.79999923706055
2023-10-18,31.700000762939453
2023-10-19,33.95000076293945
2023-10-20,34.20000076293945
2023-10-23,32.599998474121094
2023-10-24,33.5
2023-10-25,31.5
2023-10-26,32.29999923706055
2023-10-27,31.899999618530273
2023-10-30,38.70000076293945
2023-10-31,43.599998474121094
2023-11-01,46.0
2023-11-02,44.79999923706055
2023-11-03,41.0
2023-11-06,40.70000076293945
2023-11-07,44.5
2023-11-08,42.599998474121094
2023-11-09,30.100000381469727
2023-11-10,32.79999923706055
2023-11-13,31.299999237060547
2023-11-14,31.100000381469727
2023-11-15,31.5
2023-11-16,38.599998474121094
2023-11-17,40.5
2023-11-20,44.20000076293945
2023-11-21,43.400001525878906
2023-11-22,48.599998474121094
2023-11-24,49.849998474121094
2023-11-27,52.400001525878906
2023-11-28,49.900001525878906
2023-11-29,19.600000381469727
2023-11-30,18.0
2023-12-01,16.799999237060547
2023-12-04,17.399999618530273
2023-12-05,17.799999237060547
2023-12-06,17.700000762939453
2023-12-07,17.399999618530273
2023-12-08,17.399999618530273
2023-12-11,16.700000762939453
2023-12-12,15.399999618530273
2023-12-13,14.399999618530273
2023-12-14,14.800000190734863
2023-12-15,14.5
2023-12-18,14.699999809265137
2023-12-19,13.600000381469727
2023-12-20,12.899999618530273
2023-12-21,12.399999618530273
2023-12-22,12.5
2023-12-26,13.0
2023-12-27,12.699999809265137
2023-12-28,12.149999618530273
2023-12-29,12.600000381469727
2024-01-02,13.699999809265137
2024-01-03,13.0
2024-01-04,12.5
2024-01-05,12.800000190734863
2024-01-08,13.399999618530273
2024-01-09,12.800000190734863
2024-01-10,12.600000381469727
2024-01-11,12.300000190734863
2024-01-12,12.5
2024-01-16,12.600000381469727
2024-01-17,12.699999809265137
2024-01-18,12.399999618530273
2024-01-19,12.5
2024-01-22,12.100000381469727
2024-01-23,9.300000190734863
2024-01-24,9.100000381469727
2024-01-25,9.430000305175781
2024-01-26,9.1899995803833
2024-01-29,10.300000190734863
2024-01-30,10.600000381469727
2024-01-31,10.399999618530273
2024-02-01,10.699999809265137
2024-02-02,10.699999809265137
2024-02-05,10.300000190734863
2024-02-06,10.899999618530273
2024-02-07,10.600000381469727
2024-02-08,11.0
2024-02-09,11.699999809265137
2024-02-12,11.399999618530273
2024-02-13,11.0
2024-02-14,11.600000381469727
2024-02-15,11.800000190734863
2024-02-16,12.300000190734863
2024-02-20,11.199999809265137
2024-02-21,11.899999618530273
2024-02-22,12.5
2024-02-23,11.800000190734863
2024-02-26,12.300000190734863
2024-02-27,12.699999809265137
2024-02-28,12.5
2024-02-29,12.399999618530273
2024-03-01,18.899999618530273
2024-03-04,10.649999618530273
2024-03-05,9.029999732971191
2024-03-06,8.300000190734863
2024-03-07,7.449999809265137
2024-03-08,7.179999828338623
2024-03-11,6.949999809265137
2024-03-12,6.630000114440918
2024-03-13,7.079999923706055
2024-03-14,6.650000095367432
2024-03-15,7.050000190734863
2024-03-18,6.460000038146973
2024-03-19,6.289999961853027
2024-03-20,6.159999847412109
2024-03-21,5.679999828338623
2024-03-22,5.760000228881836
2024-03-25,5.659999847412109
2024-03-26,5.309999942779541
2024-03-27,5.340000152587891
2024-03-28,5.289999961853027
2024-04-01,5.610000133514404
2024-04-02,5.25
2024-04-03,4.96999979019165
2024-04-04,4.909999847412109
2024-04-05,4.800000190734863
2024-04-08,4.710000038146973
2024-04-09,4.650000095367432
2024-04-10,4.659999847412109
2024-04-11,4.949999809265137
2024-04-12,5.099999904632568
2024-04-15,4.929999828338623
2024-04-16,4.880000114440918
2024-04-17,4.710000038146973
2024-04-18,4.880000114440918
2024-04-19,4.869999885559082
2024-04-22,4.829999923706055
2024-04-23,4.920000076293945
2024-04-24,5.050000190734863
2024-04-25,4.889999866485596
2024-04-26,4.849999904632568
2024-04-29,4.949999809265137
2024-04-30,4.900000095367432
2024-05-01,4.929999828338623
2024-05-02,5.0
2024-05-03,4.900000095367432
2024-05-06,4.860000133514404
2024-05-07,4.880000114440918
2024-05-08,4.849999904632568
2024-05-09,4.96999979019165
2024-05-10,4.860000133514404
2024-05-13,4.829999923706055
2024-05-14,4.989999771118164
2024-05-15,4.949999809265137
2024-05-16,4.989999771118164
2024-05-17,4.920000076293945
2024-05-20,4.710000038146973
2024-05-21,4.840000152587891
2024-05-22,4.840000152587891
2024-05-23,4.599999904632568
2024-05-24,4.539999961853027
2024-05-28,4.519999980926514
2024-05-29,4.369999885559082
2024-05-30,4.400000095367432
2024-05-31,4.559999942779541
2024-06-03,4.570000171661377
2024-06-04,4.639999866485596
2024-06-05,4.900000095367432
2024-06-06,4.730000019073486
2024-06-07,4.309999942779541
2024-06-10,4.769999980926514
2024-06-11,4.949999809265137
2024-06-12,4.920000076293945
2024-06-13,4.860000133514404
2024-06-14,4.599999904632568
2024-06-17,4.619999885559082
2024-06-18,4.489999771118164
2024-06-20,4.639999866485596
2024-06-21,4.699999809265137
2024-06-24,4.739999771118164
2024-06-25,4.489999771118164
2024-06-26,4.570000171661377
2024-06-27,4.460000038146973
2024-06-28,4.010000228881836
2024-07-01,4.170000076293945
2024-07-02,4.050000190734863
2024-07-03,4.159999847412109
2024-07-05,4.090000152587891
2024-07-08,4.0
2024-07-09,4.099999904632568
2024-07-10,4.320000171661377
2024-07-11,4.360000133514404
2024-07-12,4.639999866485596
2024-07-15,4.360000133514404
2024-07-16,4.5
2024-07-17,4.480000019073486
2024-07-18,4.119999885559082
2024-07-19,3.859999895095825
2024-07-22,4.300000190734863
2024-07-23,3.8499999046325684
2024-07-24,4.070000171661377
2024-07-25,4.429999828338623
2024-07-26,4.699999809265137
2024-07-29,4.099999904632568
2024-07-30,3.8399999141693115
2024-07-31,3.890000104904175
2024-08-01,3.799999952316284
2024-08-02,3.5999999046325684
2024-08-05,2.940000057220459
2024-08-06,2.309999942779541
2024-08-07,2.180000066757202
2024-08-08,2.4700000286102295
2024-08-09,2.4800000190734863
2024-08-12,2.2300000190734863
2024-08-13,2.2100000381469727
2024-08-14,2.2100000381469727
2024-08-15,2.369999885559082
2024-08-16,3.25
2024-08-19,3.880000114440918
2024-08-20,3.3399999141693115
2024-08-21,3.4200000762939453
2024-08-22,3.3399999141693115
2024-08-23,3.2300000190734863
2024-08-26,3.0
2024-08-27,2.9100000858306885
2024-08-28,2.740000009536743
2024-08-29,2.7699999809265137
2024-08-30,2.7799999713897705
2024-09-03,2.6700000762939453
2024-09-04,2.6500000953674316
2024-09-05,2.630000114440918
2024-09-06,2.490000009536743
2024-09-09,2.5399999618530273
2024-09-10,2.740000009536743
2024-09-11,2.890000104904175
2024-09-12,3.1700000762939453
2024-09-13,3.1600000858306885
2024-09-16,3.130000114440918
2024-09-17,2.950000047683716
2024-09-18,2.9000000953674316
2024-09-19,2.8299999237060547
2024-09-20,2.759999990463257
2024-09-23,2.799999952316284
2024-09-24,1.1799999475479126
2024-09-25,1.2000000476837158
2024-09-26,1.1100000143051147
2024-09-27,1.2000000476837158
2024-09-30,1.2000000476837158
2024-10-01,1.149999976158142
2024-10-02,1.190000057220459
2024-10-03,1.1799999475479126
2024-10-04,1.190000057220459
2024-10-07,1.2000000476837158
2024-10-08,1.2899999618530273
2024-10-09,1.2100000381469727
2024-10-10,1.1699999570846558
2024-10-11,1.1799999475479126
2024-10-14,1.1399999856948853
2024-10-15,1.100000023841858
2024-10-16,1.1299999952316284
2024-10-17,1.1200000047683716
2024-10-18,2.3499999046325684
2024-10-21,2.630000114440918
2024-10-22,3.359999895095825
2024-10-23,2.569999933242798
2024-10-24,2.7100000381469727
2024-10-25,2.859999895095825
2024-10-28,2.869999885559082
2024-10-29,2.559999942779541
2024-10-30,2.8399999141693115
2024-10-31,2.740000009536743
2024-11-01,2.7699999809265137
2024-11-04,2.509999990463257
2024-11-05,2.424999952316284
2024-11-06,2.4100000858306885
2024-11-07,2.6500000953674316
2024-11-08,2.75
2024-11-11,2.990000009536743
2024-11-12,3.3499999046325684
2024-11-13,3.4100000858306885
2024-11-14,3.180000066757202
2024-11-15,3.190000057220459
2024-11-18,3.4100000858306885
2024-11-19,3.509999990463257
2024-11-20,3.359999895095825
2024-11-21,3.109999895095825
