Date,BIVI
2022-02-28,31.100000381469727
2022-03-01,32.400001525878906
2022-03-02,33.400001525878906
2022-03-03,33.70000076293945
2022-03-04,31.100000381469727
2022-03-07,29.0
2022-03-08,30.0
2022-03-09,30.5
2022-03-10,31.200000762939453
2022-03-11,32.20000076293945
2022-03-14,27.700000762939453
2022-03-15,28.100000381469727
2022-03-16,30.299999237060547
2022-03-17,33.20000076293945
2022-03-18,39.900001525878906
2022-03-21,40.20000076293945
2022-03-22,40.5
2022-03-23,38.650001525878906
2022-03-24,39.5
2022-03-25,40.599998474121094
2022-03-28,42.0
2022-03-29,48.5
2022-03-30,48.599998474121094
2022-03-31,47.20000076293945
2022-04-01,49.5
2022-04-04,48.599998474121094
2022-04-05,50.400001525878906
2022-04-06,49.70000076293945
2022-04-07,48.20000076293945
2022-04-08,48.900001525878906
2022-04-11,47.900001525878906
2022-04-12,43.29999923706055
2022-04-13,44.099998474121094
2022-04-14,44.20000076293945
2022-04-18,44.0
2022-04-19,43.099998474121094
2022-04-20,43.29999923706055
2022-04-21,39.79999923706055
2022-04-22,39.20000076293945
2022-04-25,40.20000076293945
2022-04-26,40.0
2022-04-27,40.70000076293945
2022-04-28,38.5
2022-04-29,37.20000076293945
2022-05-02,36.0
2022-05-03,35.599998474121094
2022-05-04,35.5
2022-05-05,32.20000076293945
2022-05-06,33.0
2022-05-09,30.5
2022-05-10,28.700000762939453
2022-05-11,26.5
2022-05-12,26.299999237060547
2022-05-13,26.200000762939453
2022-05-16,28.600000381469727
2022-05-17,28.799999237060547
2022-05-18,28.799999237060547
2022-05-19,29.299999237060547
2022-05-20,28.600000381469727
2022-05-23,27.200000762939453
2022-05-24,25.200000762939453
2022-05-25,25.399999618530273
2022-05-26,25.399999618530273
2022-05-27,26.399999618530273
2022-05-31,25.600000381469727
2022-06-01,23.5
2022-06-02,20.600000381469727
2022-06-03,19.799999237060547
2022-06-06,18.100000381469727
2022-06-07,18.200000762939453
2022-06-08,18.200000762939453
2022-06-09,18.100000381469727
2022-06-10,17.5
2022-06-13,17.100000381469727
2022-06-14,17.0
2022-06-15,17.100000381469727
2022-06-16,17.200000762939453
2022-06-17,17.100000381469727
2022-06-21,16.899999618530273
2022-06-22,16.799999237060547
2022-06-23,18.600000381469727
2022-06-24,17.799999237060547
2022-06-27,17.0
2022-06-28,15.399999618530273
2022-06-29,14.399999618530273
2022-06-30,14.5
2022-07-01,13.800000190734863
2022-07-05,16.299999237060547
2022-07-06,19.399999618530273
2022-07-07,17.100000381469727
2022-07-08,18.0
2022-07-11,18.299999237060547
2022-07-12,18.700000762939453
2022-07-13,18.700000762939453
2022-07-14,18.399999618530273
2022-07-15,17.899999618530273
2022-07-18,18.700000762939453
2022-07-19,19.5
2022-07-20,19.200000762939453
2022-07-21,21.0
2022-07-22,22.100000381469727
2022-07-25,24.600000381469727
2022-07-26,23.600000381469727
2022-07-27,21.700000762939453
2022-07-28,21.899999618530273
2022-07-29,21.5
2022-08-01,20.899999618530273
2022-08-02,21.299999237060547
2022-08-03,21.600000381469727
2022-08-04,22.0
2022-08-05,21.799999237060547
2022-08-08,20.200000762939453
2022-08-09,19.0
2022-08-10,20.5
2022-08-11,20.799999237060547
2022-08-12,22.299999237060547
2022-08-15,23.799999237060547
2022-08-16,25.0
2022-08-17,30.0
2022-08-18,31.0
2022-08-19,27.399999618530273
2022-08-22,27.899999618530273
2022-08-23,28.5
2022-08-24,28.899999618530273
2022-08-25,29.100000381469727
2022-08-26,26.790000915527344
2022-08-29,32.099998474121094
2022-08-30,32.0
2022-08-31,36.099998474121094
2022-09-01,30.600000381469727
2022-09-02,28.100000381469727
2022-09-06,34.400001525878906
2022-09-07,31.100000381469727
2022-09-08,30.299999237060547
2022-09-09,28.100000381469727
2022-09-12,25.200000762939453
2022-09-13,26.399999618530273
2022-09-14,25.600000381469727
2022-09-15,25.200000762939453
2022-09-16,26.0
2022-09-19,23.5
2022-09-20,21.899999618530273
2022-09-21,21.899999618530273
2022-09-22,22.0
2022-09-23,21.799999237060547
2022-09-26,22.600000381469727
2022-09-27,23.600000381469727
2022-09-28,25.600000381469727
2022-09-29,24.100000381469727
2022-09-30,24.899999618530273
2022-10-03,24.299999237060547
2022-10-04,26.299999237060547
2022-10-05,26.200000762939453
2022-10-06,27.0
2022-10-07,26.799999237060547
2022-10-10,26.700000762939453
2022-10-11,25.899999618530273
2022-10-12,25.600000381469727
2022-10-13,26.299999237060547
2022-10-14,26.200000762939453
2022-10-17,27.299999237060547
2022-10-18,28.399999618530273
2022-10-19,31.600000381469727
2022-10-20,33.900001525878906
2022-10-21,34.0
2022-10-24,37.79999923706055
2022-10-25,39.75
2022-10-26,42.0
2022-10-27,41.900001525878906
2022-10-28,39.29999923706055
2022-10-31,42.29999923706055
2022-11-01,40.599998474121094
2022-11-02,39.900001525878906
2022-11-03,42.70000076293945
2022-11-04,41.79999923706055
2022-11-07,41.900001525878906
2022-11-08,45.099998474121094
2022-11-09,45.29999923706055
2022-11-10,46.900001525878906
2022-11-11,50.70000076293945
2022-11-14,51.0
2022-11-15,49.70000076293945
2022-11-16,49.29999923706055
2022-11-17,51.29999923706055
2022-11-18,56.70000076293945
2022-11-21,59.20000076293945
2022-11-22,59.70000076293945
2022-11-23,61.20000076293945
2022-11-25,66.0999984741211
2022-11-28,62.29999923706055
2022-11-29,59.20000076293945
2022-11-30,67.4000015258789
2022-12-01,80.5
2022-12-02,54.900001525878906
2022-12-05,52.099998474121094
2022-12-06,46.5
2022-12-07,58.900001525878906
2022-12-08,91.0
2022-12-09,79.0
2022-12-12,95.0999984741211
2022-12-13,94.69999694824219
2022-12-14,122.9000015258789
2022-12-15,127.4000015258789
2022-12-16,133.8000030517578
2022-12-19,100.0999984741211
2022-12-20,60.70000076293945
2022-12-21,59.400001525878906
2022-12-22,70.5
2022-12-23,64.0999984741211
2022-12-27,59.20000076293945
2022-12-28,62.5
2022-12-29,67.69999694824219
2022-12-30,77.69999694824219
2023-01-03,61.70000076293945
2023-01-04,59.20000076293945
2023-01-05,60.79999923706055
2023-01-06,60.20000076293945
2023-01-09,58.79999923706055
2023-01-10,51.20000076293945
2023-01-11,52.400001525878906
2023-01-12,51.099998474121094
2023-01-13,55.0
2023-01-17,51.20000076293945
2023-01-18,50.0
2023-01-19,48.900001525878906
2023-01-20,49.5
2023-01-23,50.0
2023-01-24,53.20000076293945
2023-01-25,50.20000076293945
2023-01-26,50.29999923706055
2023-01-27,50.5
2023-01-30,49.599998474121094
2023-01-31,50.70000076293945
2023-02-01,53.70000076293945
2023-02-02,56.900001525878906
2023-02-03,54.099998474121094
2023-02-06,51.400001525878906
2023-02-07,49.70000076293945
2023-02-08,49.79999923706055
2023-02-09,50.5
2023-02-10,49.29999923706055
2023-02-13,50.599998474121094
2023-02-14,53.20000076293945
2023-02-15,55.70000076293945
2023-02-16,55.099998474121094
2023-02-17,57.79999923706055
