Date,AQST
2022-02-28,2.7899999618530273
2022-03-01,2.880000114440918
2022-03-02,2.9000000953674316
2022-03-03,3.0399999618530273
2022-03-04,2.9000000953674316
2022-03-07,2.940000057220459
2022-03-08,2.819999933242798
2022-03-09,2.799999952316284
2022-03-10,2.549999952316284
2022-03-11,2.569999933242798
2022-03-14,2.3499999046325684
2022-03-15,2.5199999809265137
2022-03-16,2.609999895095825
2022-03-17,2.880000114440918
2022-03-18,2.740000009536743
2022-03-21,2.75
2022-03-22,2.859999895095825
2022-03-23,2.859999895095825
2022-03-24,2.9100000858306885
2022-03-25,2.7799999713897705
2022-03-28,2.630000114440918
2022-03-29,2.700000047683716
2022-03-30,2.680000066757202
2022-03-31,2.609999895095825
2022-04-01,2.569999933242798
2022-04-04,2.4700000286102295
2022-04-05,2.5
2022-04-06,2.4800000190734863
2022-04-07,2.4100000858306885
2022-04-08,2.2899999618530273
2022-04-11,2.1600000858306885
2022-04-12,2.1600000858306885
2022-04-13,2.2200000286102295
2022-04-14,2.0899999141693115
2022-04-18,1.909999966621399
2022-04-19,2.0899999141693115
2022-04-20,2.130000114440918
2022-04-21,2.049999952316284
2022-04-22,2.0
2022-04-25,1.909999966621399
2022-04-26,1.690000057220459
2022-04-27,1.5700000524520874
2022-04-28,1.3899999856948853
2022-04-29,1.399999976158142
2022-05-02,1.409999966621399
2022-05-03,1.3700000047683716
2022-05-04,1.4199999570846558
2022-05-05,1.2699999809265137
2022-05-06,1.2100000381469727
2022-05-09,1.0299999713897705
2022-05-10,1.1299999952316284
2022-05-11,1.0
2022-05-12,1.0700000524520874
2022-05-13,1.2300000190734863
2022-05-16,1.25
2022-05-17,1.2100000381469727
2022-05-18,1.1699999570846558
2022-05-19,1.1200000047683716
2022-05-20,1.0499999523162842
2022-05-23,1.0399999618530273
2022-05-24,1.0
2022-05-25,0.9900000095367432
2022-05-26,0.9800000190734863
2022-05-27,1.0299999713897705
2022-05-31,0.9940000176429749
2022-06-01,0.9769999980926514
2022-06-02,0.949999988079071
2022-06-03,0.9599999785423279
2022-06-06,0.8870000243186951
2022-06-07,0.8799999952316284
2022-06-08,0.9020000100135803
2022-06-09,0.9120000004768372
2022-06-10,0.8629999756813049
2022-06-13,0.8199999928474426
2022-06-14,0.8349999785423279
2022-06-15,0.8840000033378601
2022-06-16,0.7269999980926514
2022-06-17,0.7059999704360962
2022-06-21,0.7160000205039978
2022-06-22,0.7129999995231628
2022-06-23,0.7599999904632568
2022-06-24,0.7400000095367432
2022-06-27,0.7490000128746033
2022-06-28,0.7319999933242798
2022-06-29,0.6880000233650208
2022-06-30,0.6399999856948853
2022-07-01,0.6299999952316284
2022-07-05,0.7200000286102295
2022-07-06,0.7279999852180481
2022-07-07,0.7590000033378601
2022-07-08,0.7570000290870667
2022-07-11,0.8199999928474426
2022-07-12,0.7960000038146973
2022-07-13,0.8379999995231628
2022-07-14,0.8149999976158142
2022-07-15,0.8700000047683716
2022-07-18,0.8309999704360962
2022-07-19,0.9100000262260437
2022-07-20,0.9670000076293945
2022-07-21,1.0
2022-07-22,0.9110000133514404
2022-07-25,0.8629999756813049
2022-07-26,0.8050000071525574
2022-07-27,0.8479999899864197
2022-07-28,0.8289999961853027
2022-07-29,0.8220000267028809
2022-08-01,0.8569999933242798
2022-08-02,0.8799999952316284
2022-08-03,0.8379999995231628
2022-08-04,0.8500000238418579
2022-08-05,0.8799999952316284
2022-08-08,0.9700000286102295
2022-08-09,1.0399999618530273
2022-08-10,1.1699999570846558
2022-08-11,1.3899999856948853
2022-08-12,1.7300000190734863
2022-08-15,1.600000023841858
2022-08-16,1.5
2022-08-17,1.409999966621399
2022-08-18,1.5299999713897705
2022-08-19,1.4299999475479126
2022-08-22,1.3799999952316284
2022-08-23,1.350000023841858
2022-08-24,1.559999942779541
2022-08-25,1.5499999523162842
2022-08-26,1.440000057220459
2022-08-29,1.3600000143051147
2022-08-30,1.5199999809265137
2022-08-31,1.4450000524520874
2022-09-01,1.2899999618530273
2022-09-02,1.309999942779541
2022-09-06,1.25
2022-09-07,1.4700000286102295
2022-09-08,1.4700000286102295
2022-09-09,1.4600000381469727
2022-09-12,1.440000057220459
2022-09-13,1.3799999952316284
2022-09-14,1.3200000524520874
2022-09-15,1.2899999618530273
2022-09-16,1.2300000190734863
2022-09-19,1.149999976158142
2022-09-20,1.1200000047683716
2022-09-21,1.100000023841858
2022-09-22,1.0700000524520874
2022-09-23,1.090000033378601
2022-09-26,1.1200000047683716
2022-09-27,1.1399999856948853
2022-09-28,1.159999966621399
2022-09-29,1.1200000047683716
2022-09-30,1.1699999570846558
2022-10-03,1.1799999475479126
2022-10-04,1.1399999856948853
2022-10-05,1.149999976158142
2022-10-06,1.1100000143051147
2022-10-07,1.0549999475479126
2022-10-10,1.0199999809265137
2022-10-11,1.0800000429153442
2022-10-12,1.0099999904632568
2022-10-13,1.0
2022-10-14,0.9399999976158142
2022-10-17,0.9200000166893005
2022-10-18,0.9399999976158142
2022-10-19,0.875
2022-10-20,0.8999999761581421
2022-10-21,0.8999999761581421
2022-10-24,0.8899999856948853
2022-10-25,0.9129999876022339
2022-10-26,0.9020000100135803
