Date,TUYA
2022-02-28,5.400000095367432
2022-03-01,5.300000190734863
2022-03-02,5.139999866485596
2022-03-03,4.349999904632568
2022-03-04,3.890000104904175
2022-03-07,3.640000104904175
2022-03-08,3.450000047683716
2022-03-09,3.9700000286102295
2022-03-10,3.619999885559082
2022-03-11,2.4600000381469727
2022-03-14,2.200000047683716
2022-03-15,1.9900000095367432
2022-03-16,2.950000047683716
2022-03-17,2.809999942779541
2022-03-18,3.799999952316284
2022-03-21,3.609999895095825
2022-03-22,3.700000047683716
2022-03-23,3.7699999809265137
2022-03-24,3.640000104904175
2022-03-25,3.240000009536743
2022-03-28,3.190000057220459
2022-03-29,3.4100000858306885
2022-03-30,3.2200000286102295
2022-03-31,2.9600000381469727
2022-04-01,3.1500000953674316
2022-04-04,3.569999933242798
2022-04-05,3.1600000858306885
2022-04-06,3.0799999237060547
2022-04-07,2.9700000286102295
2022-04-08,2.940000057220459
2022-04-11,3.009999990463257
2022-04-12,2.940000057220459
2022-04-13,3.0399999618530273
2022-04-14,2.9800000190734863
2022-04-18,2.950000047683716
2022-04-19,3.0199999809265137
2022-04-20,2.880000114440918
2022-04-21,2.630000114440918
2022-04-22,2.7699999809265137
2022-04-25,2.559999942779541
2022-04-26,2.5199999809265137
2022-04-27,2.3499999046325684
2022-04-28,2.4600000381469727
2022-04-29,2.4800000190734863
2022-05-02,2.6700000762939453
2022-05-03,2.740000009536743
2022-05-04,2.690000057220459
2022-05-05,2.440000057220459
2022-05-06,2.240000009536743
2022-05-09,2.0199999809265137
2022-05-10,2.0999999046325684
2022-05-11,1.9900000095367432
2022-05-12,2.130000114440918
2022-05-13,2.5399999618530273
2022-05-16,2.5899999141693115
2022-05-17,2.7200000286102295
2022-05-18,2.559999942779541
2022-05-19,2.640000104904175
2022-05-20,2.5899999141693115
2022-05-23,2.4700000286102295
2022-05-24,2.25
2022-05-25,2.4200000762939453
2022-05-26,2.5899999141693115
2022-05-27,2.680000066757202
2022-05-31,2.559999942779541
2022-06-01,2.450000047683716
2022-06-02,2.690000057220459
2022-06-03,2.890000104904175
2022-06-06,2.9700000286102295
2022-06-07,3.1700000762939453
2022-06-08,3.1600000858306885
2022-06-09,3.0299999713897705
2022-06-10,3.119999885559082
2022-06-13,3.0299999713897705
2022-06-14,2.9600000381469727
2022-06-15,2.4200000762939453
2022-06-16,2.180000066757202
2022-06-17,2.25
2022-06-21,2.4600000381469727
2022-06-22,2.299999952316284
2022-06-23,2.4600000381469727
2022-06-24,2.5299999713897705
2022-06-27,2.7699999809265137
2022-06-28,2.759999990463257
2022-06-29,2.700000047683716
2022-06-30,2.619999885559082
2022-07-01,2.569999933242798
2022-07-05,2.559999942779541
2022-07-06,2.390000104904175
2022-07-07,2.390000104904175
2022-07-08,2.380000114440918
2022-07-11,2.1500000953674316
2022-07-12,2.2100000381469727
2022-07-13,2.0899999141693115
2022-07-14,2.0399999618530273
2022-07-15,2.109999895095825
2022-07-18,2.009999990463257
2022-07-19,2.190000057220459
2022-07-20,2.1700000762939453
2022-07-21,2.2699999809265137
2022-07-22,2.059999942779541
2022-07-25,2.009999990463257
2022-07-26,1.9800000190734863
2022-07-27,2.0
2022-07-28,1.8200000524520874
2022-07-29,1.809999942779541
2022-08-01,1.7000000476837158
2022-08-02,1.7400000095367432
2022-08-03,1.840000033378601
2022-08-04,1.8799999952316284
2022-08-05,1.8600000143051147
2022-08-08,1.8300000429153442
2022-08-09,1.75
2022-08-10,1.7999999523162842
2022-08-11,1.7699999809265137
2022-08-12,1.7699999809265137
2022-08-15,1.7200000286102295
2022-08-16,1.6699999570846558
2022-08-17,1.5399999618530273
2022-08-18,1.5399999618530273
2022-08-19,1.440000057220459
2022-08-22,1.399999976158142
2022-08-23,1.409999966621399
2022-08-24,1.409999966621399
2022-08-25,1.3899999856948853
2022-08-26,1.3799999952316284
2022-08-29,1.3799999952316284
2022-08-30,1.2999999523162842
2022-08-31,1.3200000524520874
2022-09-01,1.2899999618530273
2022-09-02,1.2699999809265137
2022-09-06,1.2300000190734863
2022-09-07,1.2000000476837158
2022-09-08,1.2000000476837158
2022-09-09,1.2400000095367432
2022-09-12,1.2999999523162842
2022-09-13,1.1799999475479126
2022-09-14,1.100000023841858
2022-09-15,1.090000033378601
2022-09-16,1.0099999904632568
2022-09-19,1.0499999523162842
2022-09-20,1.0399999618530273
2022-09-21,1.0199999809265137
2022-09-22,1.0099999904632568
2022-09-23,1.0099999904632568
2022-09-26,1.0
2022-09-27,1.0
2022-09-28,0.9610000252723694
2022-09-29,0.9139999747276306
2022-09-30,0.9300000071525574
2022-10-03,0.8999999761581421
2022-10-04,0.9300000071525574
2022-10-05,1.0
2022-10-06,0.9800000190734863
2022-10-07,0.9399999976158142
2022-10-10,0.925000011920929
2022-10-11,0.8799999952316284
2022-10-12,0.9010000228881836
2022-10-13,0.9750000238418579
2022-10-14,0.9729999899864197
2022-10-17,0.9980000257492065
2022-10-18,1.0299999713897705
2022-10-19,0.9900000095367432
2022-10-20,0.9800000190734863
2022-10-21,0.9599999785423279
2022-10-24,0.8299999833106995
2022-10-25,0.8299999833106995
2022-10-26,0.8600000143051147
2022-10-27,0.8399999737739563
2022-10-28,0.9020000100135803
2022-10-31,0.8939999938011169
2022-11-01,0.8600000143051147
2022-11-02,0.902999997138977
2022-11-03,0.8790000081062317
2022-11-04,0.9570000171661377
2022-11-07,0.9200000166893005
2022-11-08,0.9100000262260437
2022-11-09,0.8579999804496765
2022-11-10,0.949999988079071
2022-11-11,0.9900000095367432
2022-11-14,0.984000027179718
2022-11-15,1.090000033378601
2022-11-16,1.0099999904632568
2022-11-17,1.090000033378601
2022-11-18,1.0499999523162842
2022-11-21,1.0199999809265137
2022-11-22,1.0399999618530273
2022-11-23,1.0700000524520874
2022-11-25,1.059999942779541
2022-11-28,1.0399999618530273
2022-11-29,1.100000023841858
2022-11-30,1.190000057220459
2022-12-01,1.100000023841858
2022-12-02,1.2300000190734863
2022-12-05,1.3700000047683716
2022-12-06,1.5299999713897705
2022-12-07,1.6100000143051147
2022-12-08,1.8700000047683716
2022-12-09,1.840000033378601
2022-12-12,1.7599999904632568
2022-12-13,1.850000023841858
2022-12-14,1.8799999952316284
2022-12-15,1.8200000524520874
2022-12-16,1.8799999952316284
2022-12-19,1.7599999904632568
2022-12-20,1.7300000190734863
