Date,SCLX
2022-02-28,10.130000114440918
2022-03-01,10.140000343322754
2022-03-02,10.140000343322754
2022-03-03,10.140000343322754
2022-03-04,10.142000198364258
2022-03-07,10.140000343322754
2022-03-08,10.140000343322754
2022-03-09,10.15999984741211
2022-03-10,10.140000343322754
2022-03-11,10.140000343322754
2022-03-14,10.149999618530273
2022-03-15,10.149999618530273
2022-03-16,10.149999618530273
2022-03-17,10.1899995803833
2022-03-18,10.154999732971191
2022-03-21,10.154999732971191
2022-03-22,10.149999618530273
2022-03-23,10.15999984741211
2022-03-24,10.15999984741211
2022-03-25,10.149999618530273
2022-03-28,10.15999984741211
2022-03-29,10.149999618530273
2022-03-30,10.180000305175781
2022-03-31,10.180000305175781
2022-04-01,10.149999618530273
2022-04-04,10.15999984741211
2022-04-05,10.173999786376953
2022-04-06,10.173999786376953
2022-04-07,10.170000076293945
2022-04-08,10.15999984741211
2022-04-11,10.170000076293945
2022-04-12,10.170000076293945
2022-04-13,10.170000076293945
2022-04-14,10.170000076293945
2022-04-18,10.1899995803833
2022-04-19,10.1899995803833
2022-04-20,10.180000305175781
2022-04-21,10.180000305175781
2022-04-22,10.180000305175781
2022-04-25,10.180000305175781
2022-04-26,10.180000305175781
2022-04-27,10.180000305175781
2022-04-28,10.1899995803833
2022-04-29,10.180000305175781
2022-05-02,10.1899995803833
2022-05-03,10.1899995803833
2022-05-04,10.199999809265137
2022-05-05,10.210000038146973
2022-05-06,10.199999809265137
2022-05-09,10.180000305175781
2022-05-10,10.180000305175781
2022-05-11,10.199999809265137
2022-05-12,10.1899995803833
2022-05-13,10.199999809265137
2022-05-16,10.199999809265137
2022-05-17,10.199999809265137
2022-05-18,10.1899995803833
2022-05-19,10.1899995803833
2022-05-20,10.190999984741211
2022-05-23,10.190999984741211
2022-05-24,10.1899995803833
2022-05-25,10.220000267028809
2022-05-26,10.210000038146973
2022-05-27,10.239999771118164
2022-05-31,10.210000038146973
2022-06-01,10.210000038146973
2022-06-02,10.239999771118164
2022-06-03,10.239999771118164
2022-06-06,10.229999542236328
2022-06-07,10.234999656677246
2022-06-08,10.239999771118164
2022-06-09,10.239999771118164
2022-06-10,10.239999771118164
2022-06-13,10.234000205993652
2022-06-14,10.234000205993652
2022-06-15,10.229999542236328
2022-06-16,10.229999542236328
2022-06-17,10.239999771118164
2022-06-21,10.25
2022-06-22,10.260000228881836
2022-06-23,10.25
2022-06-24,10.265000343322754
2022-06-27,10.350000381469727
2022-06-28,10.239999771118164
2022-06-29,10.239999771118164
2022-06-30,10.220000267028809
2022-07-01,10.239999771118164
2022-07-05,10.239999771118164
2022-07-06,10.270000457763672
2022-07-07,10.255000114440918
2022-07-08,10.260000228881836
2022-07-11,10.260000228881836
2022-07-12,10.260000228881836
2022-07-13,10.279999732971191
2022-07-14,10.279999732971191
2022-07-15,10.279999732971191
2022-07-18,10.279999732971191
2022-07-19,10.279999732971191
2022-07-20,10.279999732971191
2022-07-21,10.279999732971191
2022-07-22,10.274999618530273
2022-07-25,10.274999618530273
2022-07-26,10.300000190734863
2022-07-27,10.300000190734863
2022-07-28,10.300000190734863
2022-07-29,10.300000190734863
2022-08-01,10.3100004196167
2022-08-02,10.3100004196167
2022-08-03,10.3100004196167
2022-08-04,10.300999641418457
2022-08-05,10.3100004196167
2022-08-08,10.300000190734863
2022-08-09,10.300000190734863
2022-08-10,10.3100004196167
2022-08-11,10.329999923706055
2022-08-12,10.324999809265137
2022-08-15,10.329999923706055
2022-08-16,10.319999694824219
2022-08-17,10.329999923706055
2022-08-18,10.34000015258789
2022-08-19,10.329999923706055
2022-08-22,10.34000015258789
2022-08-23,10.350000381469727
2022-08-24,10.350000381469727
2022-08-25,10.329999923706055
2022-08-26,10.34000015258789
2022-08-29,10.329999923706055
2022-08-30,10.34000015258789
2022-08-31,10.34000015258789
2022-09-01,10.34000015258789
2022-09-02,10.34000015258789
2022-09-06,10.34000015258789
2022-09-07,10.34000015258789
2022-09-08,10.34000015258789
2022-09-09,10.347000122070312
2022-09-12,10.34000015258789
2022-09-13,10.34000015258789
