Date,BFLY
2022-02-28,5.150000095367432
2022-03-01,4.889999866485596
2022-03-02,4.480000019073486
2022-03-03,4.130000114440918
2022-03-04,4.050000190734863
2022-03-07,4.019999980926514
2022-03-08,4.099999904632568
2022-03-09,4.429999828338623
2022-03-10,4.289999961853027
2022-03-11,4.039999961853027
2022-03-14,3.740000009536743
2022-03-15,4.5
2022-03-16,5.070000171661377
2022-03-17,5.389999866485596
2022-03-18,5.429999828338623
2022-03-21,5.159999847412109
2022-03-22,5.099999904632568
2022-03-23,5.099999904632568
2022-03-24,4.909999847412109
2022-03-25,4.650000095367432
2022-03-28,4.900000095367432
2022-03-29,5.110000133514404
2022-03-30,4.840000152587891
2022-03-31,4.760000228881836
2022-04-01,4.690000057220459
2022-04-04,4.760000228881836
2022-04-05,4.559999942779541
2022-04-06,4.449999809265137
2022-04-07,4.400000095367432
2022-04-08,4.21999979019165
2022-04-11,4.199999809265137
2022-04-12,4.150000095367432
2022-04-13,4.309999942779541
2022-04-14,4.190000057220459
2022-04-18,3.9800000190734863
2022-04-19,4.079999923706055
2022-04-20,3.940000057220459
2022-04-21,3.6700000762939453
2022-04-22,3.6600000858306885
2022-04-25,3.9000000953674316
2022-04-26,3.690000057220459
2022-04-27,3.5299999713897705
2022-04-28,3.6500000953674316
2022-04-29,3.3299999237060547
2022-05-02,3.5799999237060547
2022-05-03,3.369999885559082
2022-05-04,3.4200000762939453
2022-05-05,3.200000047683716
2022-05-06,2.990000009536743
2022-05-09,2.690000057220459
2022-05-10,2.7699999809265137
2022-05-11,2.440000057220459
2022-05-12,2.6700000762939453
2022-05-13,3.049999952316284
2022-05-16,3.059999942779541
2022-05-17,3.2699999809265137
2022-05-18,3.0299999713897705
2022-05-19,3.009999990463257
2022-05-20,3.0
2022-05-23,3.0399999618530273
2022-05-24,2.869999885559082
2022-05-25,2.940000057220459
2022-05-26,3.0299999713897705
2022-05-27,3.200000047683716
2022-05-31,3.049999952316284
2022-06-01,3.2699999809265137
2022-06-02,3.5199999809265137
2022-06-03,3.450000047683716
2022-06-06,3.390000104904175
2022-06-07,3.559999942779541
2022-06-08,3.6500000953674316
2022-06-09,3.430000066757202
2022-06-10,3.4100000858306885
2022-06-13,3.200000047683716
2022-06-14,3.0899999141693115
2022-06-15,3.2200000286102295
2022-06-16,2.940000057220459
2022-06-17,3.109999895095825
2022-06-21,3.1500000953674316
2022-06-22,3.25
2022-06-23,3.5
2022-06-24,3.4800000190734863
2022-06-27,3.200000047683716
2022-06-28,3.069999933242798
2022-06-29,3.059999942779541
2022-06-30,3.069999933242798
2022-07-01,2.990000009536743
2022-07-05,3.3399999141693115
2022-07-06,3.380000114440918
2022-07-07,3.7100000381469727
2022-07-08,3.740000009536743
2022-07-11,3.6600000858306885
2022-07-12,3.7899999618530273
2022-07-13,3.700000047683716
2022-07-14,3.7100000381469727
2022-07-15,3.700000047683716
2022-07-18,3.5999999046325684
2022-07-19,4.059999942779541
2022-07-20,4.409999847412109
2022-07-21,4.53000020980835
2022-07-22,4.239999771118164
2022-07-25,4.079999923706055
2022-07-26,4.110000133514404
2022-07-27,4.28000020980835
2022-07-28,4.420000076293945
2022-07-29,4.340000152587891
2022-08-01,4.440000057220459
2022-08-02,4.860000133514404
2022-08-03,5.659999847412109
2022-08-04,5.920000076293945
2022-08-05,6.579999923706055
2022-08-08,5.929999828338623
2022-08-09,5.860000133514404
2022-08-10,6.690000057220459
2022-08-11,8.609999656677246
2022-08-12,8.649999618530273
2022-08-15,8.5
2022-08-16,7.880000114440918
2022-08-17,6.760000228881836
2022-08-18,6.369999885559082
2022-08-19,5.579999923706055
2022-08-22,5.210000038146973
2022-08-23,5.409999847412109
2022-08-24,5.739999771118164
2022-08-25,6.099999904632568
2022-08-26,5.650000095367432
2022-08-29,5.650000095367432
2022-08-30,5.550000190734863
2022-08-31,6.230000019073486
2022-09-01,5.920000076293945
2022-09-02,5.809999942779541
2022-09-06,5.78000020980835
2022-09-07,6.130000114440918
2022-09-08,6.28000020980835
2022-09-09,6.460000038146973
2022-09-12,6.579999923706055
2022-09-13,6.159999847412109
2022-09-14,5.940000057220459
2022-09-15,6.03000020980835
2022-09-16,5.650000095367432
2022-09-19,5.53000020980835
2022-09-20,5.400000095367432
2022-09-21,5.210000038146973
2022-09-22,4.989999771118164
2022-09-23,4.800000190734863
2022-09-26,4.599999904632568
2022-09-27,4.699999809265137
2022-09-28,4.860000133514404
2022-09-29,4.75
2022-09-30,4.699999809265137
2022-10-03,4.539999961853027
2022-10-04,5.269999980926514
2022-10-05,4.909999847412109
2022-10-06,5.0
2022-10-07,4.659999847412109
2022-10-10,4.519999980926514
2022-10-11,4.46999979019165
2022-10-12,4.480000019073486
2022-10-13,4.409999847412109
2022-10-14,4.130000114440918
2022-10-17,4.400000095367432
2022-10-18,4.460000038146973
2022-10-19,4.369999885559082
2022-10-20,4.260000228881836
2022-10-21,4.429999828338623
2022-10-24,4.329999923706055
2022-10-25,4.610000133514404
2022-10-26,4.75
2022-10-27,4.590000152587891
2022-10-28,4.809999942779541
2022-10-31,4.900000095367432
2022-11-01,5.0
2022-11-02,4.789999961853027
2022-11-03,3.940000057220459
2022-11-04,3.680000066757202
2022-11-07,3.759999990463257
2022-11-08,3.700000047683716
2022-11-09,3.380000114440918
2022-11-10,3.7100000381469727
2022-11-11,3.7799999713897705
2022-11-14,3.4600000381469727
2022-11-15,3.700000047683716
2022-11-16,3.3399999141693115
2022-11-17,3.3299999237060547
2022-11-18,3.2300000190734863
2022-11-21,3.140000104904175
2022-11-22,3.059999942779541
2022-11-23,3.0899999141693115
2022-11-25,3.049999952316284
2022-11-28,2.9700000286102295
2022-11-29,2.990000009536743
2022-11-30,3.2300000190734863
2022-12-01,3.490000009536743
2022-12-02,3.450000047683716
2022-12-05,3.259999990463257
2022-12-06,3.0799999237060547
2022-12-07,2.799999952316284
2022-12-08,2.809999942779541
2022-12-09,2.7100000381469727
2022-12-12,2.6700000762939453
2022-12-13,2.5999999046325684
2022-12-14,2.509999990463257
2022-12-15,2.4600000381469727
2022-12-16,2.4800000190734863
2022-12-19,2.2699999809265137
2022-12-20,2.2100000381469727
2022-12-21,2.490000009536743
2022-12-22,2.450000047683716
2022-12-23,2.359999895095825
2022-12-27,2.240000009536743
2022-12-28,2.2699999809265137
2022-12-29,2.4100000858306885
2022-12-30,2.4600000381469727
2023-01-03,2.3399999141693115
2023-01-04,2.4100000858306885
2023-01-05,2.2799999713897705
2023-01-06,2.2300000190734863
2023-01-09,2.2799999713897705
2023-01-10,2.319999933242798
2023-01-11,2.319999933242798
2023-01-12,2.4000000953674316
2023-01-13,2.430000066757202
2023-01-17,2.5299999713897705
2023-01-18,2.569999933242798
2023-01-19,2.5399999618530273
2023-01-20,2.6700000762939453
2023-01-23,2.8399999141693115
2023-01-24,2.8299999237060547
2023-01-25,2.7200000286102295
2023-01-26,2.7200000286102295
2023-01-27,2.869999885559082
2023-01-30,2.759999990463257
2023-01-31,2.75
2023-02-01,2.859999895095825
2023-02-02,3.140000104904175
2023-02-03,2.9800000190734863
2023-02-06,2.75
2023-02-07,2.9200000762939453
2023-02-08,2.799999952316284
2023-02-09,2.549999952316284
2023-02-10,2.440000057220459
2023-02-13,2.390000104904175
2023-02-14,2.450000047683716
2023-02-15,2.509999990463257
2023-02-16,2.4700000286102295
2023-02-17,2.430000066757202
2023-02-21,2.240000009536743
2023-02-22,2.2799999713897705
2023-02-23,2.2799999713897705
2023-02-24,2.200000047683716
2023-02-27,2.2200000286102295
2023-02-28,2.4600000381469727
2023-03-01,2.240000009536743
2023-03-02,2.2899999618530273
2023-03-03,2.4100000858306885
2023-03-06,2.2100000381469727
2023-03-07,2.1500000953674316
2023-03-08,2.059999942779541
2023-03-09,1.9600000381469727
2023-03-10,1.9199999570846558
2023-03-13,1.9900000095367432
2023-03-14,1.9800000190734863
2023-03-15,1.909999966621399
2023-03-16,1.9700000286102295
2023-03-17,1.9800000190734863
2023-03-20,1.8899999856948853
2023-03-21,2.0299999713897705
2023-03-22,1.9199999570846558
2023-03-23,1.940000057220459
2023-03-24,1.9600000381469727
2023-03-27,1.8700000047683716
2023-03-28,1.7699999809265137
2023-03-29,1.649999976158142
2023-03-30,1.6399999856948853
2023-03-31,1.8799999952316284
2023-04-03,1.8700000047683716
2023-04-04,2.2699999809265137
2023-04-05,2.059999942779541
2023-04-06,2.2799999713897705
2023-04-10,2.4700000286102295
2023-04-11,2.809999942779541
2023-04-12,2.5899999141693115
