Date,TANH
2022-02-28,48.0
2022-03-01,48.47999954223633
2022-03-02,45.599998474121094
2022-03-03,51.84000015258789
2022-03-04,44.880001068115234
2022-03-07,45.119998931884766
2022-03-08,48.720001220703125
2022-03-09,46.79999923706055
2022-03-10,44.63999938964844
2022-03-11,43.68000030517578
2022-03-14,43.68000030517578
2022-03-15,38.400001525878906
2022-03-16,11.97599983215332
2022-03-17,12.239999771118164
2022-03-18,12.720000267028809
2022-03-21,12.720000267028809
2022-03-22,12.503999710083008
2022-03-23,12.479999542236328
2022-03-24,12.86400032043457
2022-03-25,12.239999771118164
2022-03-28,11.279999732971191
2022-03-29,12.0
2022-03-30,11.784000396728516
2022-03-31,11.423999786376953
2022-04-01,11.760000228881836
2022-04-04,12.168000221252441
2022-04-05,15.984000205993652
2022-04-06,14.592000007629395
2022-04-07,12.432000160217285
2022-04-08,11.232000350952148
2022-04-11,9.911999702453613
2022-04-12,9.887999534606934
2022-04-13,10.319999694824219
2022-04-14,12.0
2022-04-18,10.4399995803833
2022-04-19,10.776000022888184
2022-04-20,10.272000312805176
2022-04-21,10.223999977111816
2022-04-22,10.53600025177002
2022-04-25,9.720000267028809
2022-04-26,9.86400032043457
2022-04-27,9.383999824523926
2022-04-28,9.64799976348877
2022-04-29,8.880000114440918
2022-05-02,9.04800033569336
2022-05-03,9.336000442504883
2022-05-04,9.791999816894531
2022-05-05,9.04800033569336
2022-05-06,8.15999984741211
2022-05-09,6.360000133514404
2022-05-10,6.191999912261963
2022-05-11,6.0
2022-05-12,5.328000068664551
2022-05-13,6.432000160217285
2022-05-16,6.4079999923706055
2022-05-17,6.480000019073486
2022-05-18,6.239999771118164
2022-05-19,6.239999771118164
2022-05-20,6.216000080108643
2022-05-23,6.239999771118164
2022-05-24,5.855999946594238
2022-05-25,5.855999946594238
2022-05-26,6.5279998779296875
2022-05-27,6.335999965667725
2022-05-31,6.576000213623047
2022-06-01,6.288000106811523
2022-06-02,6.480000019073486
2022-06-03,6.4079999923706055
2022-06-06,6.288000106811523
2022-06-07,6.02400016784668
2022-06-08,6.5279998779296875
2022-06-09,7.392000198364258
2022-06-10,7.679999828338623
2022-06-13,7.679999828338623
2022-06-14,7.584000110626221
2022-06-15,6.791999816894531
2022-06-16,6.480000019073486
2022-06-17,6.047999858856201
2022-06-21,7.176000118255615
2022-06-22,7.199999809265137
2022-06-23,8.039999961853027
2022-06-24,8.15999984741211
2022-06-27,7.920000076293945
2022-06-28,7.51200008392334
2022-06-29,7.440000057220459
2022-06-30,7.007999897003174
2022-07-01,6.960000038146973
2022-07-05,6.984000205993652
2022-07-06,6.599999904632568
2022-07-07,6.480000019073486
2022-07-08,6.480000019073486
2022-07-11,6.144000053405762
2022-07-12,5.9039998054504395
2022-07-13,6.119999885559082
2022-07-14,5.3520002365112305
2022-07-15,6.239999771118164
2022-07-18,7.679999828338623
2022-07-19,7.415999889373779
2022-07-20,6.76800012588501
2022-07-21,6.76800012588501
2022-07-22,6.480000019073486
2022-07-25,6.360000133514404
2022-07-26,6.5279998779296875
2022-07-27,6.599999904632568
2022-07-28,6.6479997634887695
2022-07-29,6.263999938964844
2022-08-01,6.119999885559082
2022-08-02,6.383999824523926
2022-08-03,6.504000186920166
2022-08-04,7.656000137329102
2022-08-05,7.0320000648498535
2022-08-08,7.248000144958496
2022-08-09,6.6479997634887695
2022-08-10,6.815999984741211
2022-08-11,7.464000225067139
2022-08-12,7.104000091552734
2022-08-15,7.199999809265137
2022-08-16,7.199999809265137
2022-08-17,6.863999843597412
2022-08-18,6.576000213623047
2022-08-19,6.0960001945495605
2022-08-22,6.02400016784668
2022-08-23,6.696000099182129
2022-08-24,6.504000186920166
2022-08-25,6.599999904632568
2022-08-26,6.6479997634887695
2022-08-29,6.71999979019165
2022-08-30,6.288000106811523
2022-08-31,6.480000019073486
2022-09-01,6.671999931335449
2022-09-02,6.480000019073486
2022-09-06,5.927999973297119
2022-09-07,5.783999919891357
2022-09-08,5.808000087738037
2022-09-09,6.0
2022-09-12,5.808000087738037
2022-09-13,5.97599983215332
2022-09-14,6.047999858856201
2022-09-15,5.831999778747559
2022-09-16,5.28000020980835
2022-09-19,5.25600004196167
2022-09-20,5.111999988555908
2022-09-21,5.0879998207092285
2022-09-22,5.23199987411499
2022-09-23,4.800000190734863
2022-09-26,4.559999942779541
2022-09-27,4.51200008392334
2022-09-28,4.415999889373779
2022-09-29,4.176000118255615
2022-09-30,4.248000144958496
2022-10-03,4.535999774932861
2022-10-04,4.656000137329102
2022-10-05,4.535999774932861
2022-10-06,4.559999942779541
2022-10-07,4.392000198364258
2022-10-10,4.127999782562256
2022-10-11,4.079999923706055
2022-10-12,4.703999996185303
2022-10-13,4.320000171661377
2022-10-14,4.1519999504089355
2022-10-17,4.199999809265137
2022-10-18,4.127999782562256
2022-10-19,4.007999897003174
2022-10-20,4.296000003814697
2022-10-21,4.440000057220459
2022-10-24,4.296000003814697
2022-10-25,4.007999897003174
2022-10-26,4.056000232696533
2022-10-27,3.864000082015991
2022-10-28,4.0320000648498535
2022-10-31,3.0959999561309814
2022-11-01,3.0
2022-11-02,2.8559999465942383
2022-11-03,2.880000114440918
2022-11-04,2.7119998931884766
2022-11-07,2.568000078201294
2022-11-08,2.4240000247955322
2022-11-09,2.25
2022-11-10,2.390000104904175
2022-11-11,2.319999933242798
2022-11-14,2.4000000953674316
2022-11-15,2.3299999237060547
2022-11-16,2.2300000190734863
2022-11-17,2.1500000953674316
2022-11-18,2.130000114440918
2022-11-21,2.0799999237060547
2022-11-22,1.9800000190734863
2022-11-23,2.1500000953674316
2022-11-25,2.3399999141693115
2022-11-28,2.190000057220459
2022-11-29,2.2899999618530273
2022-11-30,2.5199999809265137
2022-12-01,2.5250000953674316
2022-12-02,2.4700000286102295
2022-12-05,2.609999895095825
2022-12-06,3.2200000286102295
2022-12-07,2.509999990463257
2022-12-08,2.619999885559082
2022-12-09,2.740000009536743
2022-12-12,2.6600000858306885
2022-12-13,2.559999942779541
2022-12-14,2.5
2022-12-15,2.440000057220459
2022-12-16,2.380000114440918
2022-12-19,1.9500000476837158
2022-12-20,1.899999976158142
2022-12-21,1.9500000476837158
2022-12-22,2.0190000534057617
2022-12-23,1.9600000381469727
2022-12-27,2.0399999618530273
2022-12-28,2.119999885559082
2022-12-29,2.1700000762939453
2022-12-30,2.1500000953674316
2023-01-03,2.380000114440918
2023-01-04,2.359999895095825
2023-01-05,2.5799999237060547
2023-01-06,3.359999895095825
2023-01-09,3.2100000381469727
2023-01-10,3.059999942779541
2023-01-11,2.200000047683716
2023-01-12,2.7799999713897705
2023-01-13,2.740000009536743
2023-01-17,2.930000066757202
2023-01-18,2.940000057220459
2023-01-19,2.9100000858306885
2023-01-20,2.934999942779541
2023-01-23,2.859999895095825
2023-01-24,2.9600000381469727
2023-01-25,2.9000000953674316
2023-01-26,3.140000104904175
2023-01-27,3.2899999618530273
2023-01-30,3.2899999618530273
2023-01-31,3.1600000858306885
2023-02-01,3.2100000381469727
2023-02-02,3.25
2023-02-03,3.240000009536743
2023-02-06,3.0299999713897705
2023-02-07,2.990000009536743
2023-02-08,3.0299999713897705
2023-02-09,2.8499999046325684
2023-02-10,2.740000009536743
2023-02-13,2.7100000381469727
2023-02-14,2.880000114440918
2023-02-15,2.950000047683716
2023-02-16,2.9200000762939453
2023-02-17,2.549999952316284
2023-02-21,2.75
2023-02-22,2.549999952316284
2023-02-23,2.6600000858306885
2023-02-24,2.640000104904175
2023-02-27,2.509999990463257
2023-02-28,2.450000047683716
2023-03-01,2.4200000762939453
2023-03-02,2.5799999237060547
2023-03-03,2.759999990463257
2023-03-06,2.6600000858306885
2023-03-07,2.619999885559082
2023-03-08,2.450000047683716
2023-03-09,2.4200000762939453
2023-03-10,2.2300000190734863
2023-03-13,2.4200000762939453
2023-03-14,2.2699999809265137
2023-03-15,2.240000009536743
2023-03-16,2.2300000190734863
2023-03-17,2.0999999046325684
2023-03-20,2.049999952316284
2023-03-21,2.130000114440918
2023-03-22,2.0199999809265137
2023-03-23,2.109999895095825
2023-03-24,2.190000057220459
2023-03-27,1.9600000381469727
2023-03-28,1.9320000410079956
2023-03-29,1.9800000190734863
2023-03-30,1.9620000123977661
2023-03-31,1.9199999570846558
2023-04-03,1.9800000190734863
2023-04-04,2.0399999618530273
2023-04-05,1.9500000476837158
2023-04-06,1.9900000095367432
2023-04-10,1.9450000524520874
2023-04-11,1.9500000476837158
2023-04-12,1.909999966621399
2023-04-13,1.9329999685287476
2023-04-14,1.9199999570846558
2023-04-17,2.0199999809265137
2023-04-18,2.1570000648498535
2023-04-19,2.0399999618530273
2023-04-20,1.9199999570846558
2023-04-21,1.8700000047683716
2023-04-24,1.7699999809265137
2023-04-25,1.840000033378601
2023-04-26,1.7699999809265137
2023-04-27,1.7400000095367432
2023-04-28,1.9800000190734863
2023-05-01,4.309999942779541
2023-05-02,2.7200000286102295
2023-05-03,2.9100000858306885
2023-05-04,2.630000114440918
2023-05-05,2.3499999046325684
2023-05-08,2.2300000190734863
2023-05-09,2.2950000762939453
2023-05-10,2.5899999141693115
2023-05-11,2.4100000858306885
2023-05-12,2.319999933242798
2023-05-15,2.3949999809265137
2023-05-16,2.566999912261963
2023-05-17,2.4100000858306885
2023-05-18,2.4100000858306885
2023-05-19,2.3350000381469727
2023-05-22,2.430000066757202
2023-05-23,2.555000066757202
2023-05-24,2.4700000286102295
2023-05-25,2.315000057220459
2023-05-26,2.2799999713897705
2023-05-30,2.3450000286102295
2023-05-31,2.380000114440918
2023-06-01,2.5399999618530273
2023-06-02,2.7260000705718994
2023-06-05,2.619999885559082
2023-06-06,2.7309999465942383
2023-06-07,2.640000104904175
2023-06-08,2.75
2023-06-09,2.6500000953674316
2023-06-12,2.9600000381469727
2023-06-13,2.9100000858306885
2023-06-14,2.7899999618530273
2023-06-15,2.9200000762939453
2023-06-16,3.305999994277954
2023-06-20,3.0399999618530273
2023-06-21,3.140000104904175
2023-06-22,2.9800000190734863
2023-06-23,2.950000047683716
2023-06-26,2.8949999809265137
2023-06-27,2.9000000953674316
2023-06-28,2.7799999713897705
2023-06-29,2.680000066757202
2023-06-30,2.6500000953674316
2023-07-03,2.694999933242798
2023-07-05,2.559999942779541
2023-07-06,2.5
2023-07-07,2.5799999237060547
2023-07-10,2.5299999713897705
2023-07-11,2.490000009536743
2023-07-12,2.7200000286102295
2023-07-13,2.6649999618530273
2023-07-14,2.6389999389648438
2023-07-17,2.619999885559082
2023-07-18,2.625
2023-07-19,2.609999895095825
2023-07-20,2.5799999237060547
2023-07-21,2.499000072479248
2023-07-24,2.609999895095825
2023-07-25,2.559999942779541
2023-07-26,2.941999912261963
2023-07-27,2.7899999618530273
2023-07-28,2.7799999713897705
2023-07-31,2.7100000381469727
2023-08-01,2.700000047683716
2023-08-02,2.744999885559082
2023-08-03,2.5899999141693115
2023-08-04,2.5399999618530273
2023-08-07,2.440000057220459
2023-08-08,2.319999933242798
2023-08-09,2.384999990463257
2023-08-10,2.365000009536743
2023-08-11,2.36899995803833
2023-08-14,2.359999895095825
2023-08-15,2.3499999046325684
2023-08-16,2.069999933242798
2023-08-17,1.909999966621399
2023-08-18,1.9700000286102295
2023-08-21,2.0
2023-08-22,2.049999952316284
2023-08-23,1.9900000095367432
2023-08-24,1.9900000095367432
2023-08-25,2.009999990463257
2023-08-28,1.9900000095367432
2023-08-29,2.0160000324249268
2023-08-30,2.005000114440918
2023-08-31,2.109999895095825
2023-09-01,2.1700000762939453
2023-09-05,2.2709999084472656
2023-09-06,2.259999990463257
2023-09-07,2.0179998874664307
2023-09-08,2.0199999809265137
2023-09-11,1.9700000286102295
2023-09-12,1.9299999475479126
