Date,ANY
2022-02-28,15.609999656677246
2022-03-01,16.170000076293945
2022-03-02,16.030000686645508
2022-03-03,14.069999694824219
2022-03-04,14.90999984741211
2022-03-07,13.510000228881836
2022-03-08,13.4399995803833
2022-03-09,13.649999618530273
2022-03-10,13.4399995803833
2022-03-11,12.039999961853027
2022-03-14,11.0600004196167
2022-03-15,12.109999656677246
2022-03-16,12.8100004196167
2022-03-17,13.649999618530273
2022-03-18,13.4399995803833
2022-03-21,13.369999885559082
2022-03-22,14.069999694824219
2022-03-23,13.649999618530273
2022-03-24,14.5600004196167
2022-03-25,13.720000267028809
2022-03-28,17.780000686645508
2022-03-29,16.239999771118164
2022-03-30,15.329999923706055
2022-03-31,14.699999809265137
2022-04-01,15.470000267028809
2022-04-04,15.1899995803833
2022-04-05,17.709999084472656
2022-04-06,15.680000305175781
2022-04-07,14.279999732971191
2022-04-08,12.600000381469727
2022-04-11,13.020000457763672
2022-04-12,11.899999618530273
2022-04-13,12.670000076293945
2022-04-14,12.180000305175781
2022-04-18,11.40999984741211
2022-04-19,11.760000228881836
2022-04-20,11.6899995803833
2022-04-21,11.34000015258789
2022-04-22,11.270000457763672
2022-04-25,11.479999542236328
2022-04-26,10.5
2022-04-27,9.9399995803833
2022-04-28,10.149999618530273
2022-04-29,9.59000015258789
2022-05-02,10.220000267028809
2022-05-03,10.920000076293945
2022-05-04,11.619999885559082
2022-05-05,10.569999694824219
2022-05-06,10.640000343322754
2022-05-09,8.260000228881836
2022-05-10,8.119999885559082
2022-05-11,6.691999912261963
2022-05-12,6.531000137329102
2022-05-13,7.349999904632568
2022-05-16,7.0
2022-05-17,7.349999904632568
2022-05-18,7.210000038146973
2022-05-19,7.489999771118164
2022-05-20,6.929999828338623
2022-05-23,7.070000171661377
2022-05-24,6.572999954223633
2022-05-25,6.789999961853027
2022-05-26,7.210000038146973
2022-05-27,7.349999904632568
2022-05-31,7.420000076293945
2022-06-01,6.979000091552734
2022-06-02,7.420000076293945
2022-06-03,7.210000038146973
2022-06-06,7.139999866485596
2022-06-07,7.210000038146973
2022-06-08,7.139999866485596
2022-06-09,6.741000175476074
2022-06-10,6.300000190734863
2022-06-13,5.313000202178955
2022-06-14,5.179999828338623
2022-06-15,5.026000022888184
2022-06-16,4.927999973297119
2022-06-17,4.514999866485596
2022-06-21,4.77400016784668
2022-06-22,4.690000057220459
2022-06-23,4.77400016784668
2022-06-24,4.914000034332275
2022-06-27,4.752999782562256
2022-06-28,4.318999767303467
2022-06-29,4.025000095367432
2022-06-30,3.752000093460083
2022-07-01,3.8289999961853027
2022-07-05,4.199999809265137
2022-07-06,4.004000186920166
2022-07-07,5.179999828338623
2022-07-08,5.179999828338623
2022-07-11,4.781000137329102
2022-07-12,4.605999946594238
2022-07-13,4.5920000076293945
2022-07-14,4.626999855041504
2022-07-15,4.6620001792907715
2022-07-18,4.879000186920166
2022-07-19,5.396999835968018
2022-07-20,5.4039998054504395
2022-07-21,5.389999866485596
2022-07-22,5.019000053405762
2022-07-25,4.605999946594238
2022-07-26,4.242000102996826
2022-07-27,4.5920000076293945
2022-07-28,4.690000057220459
2022-07-29,4.6620001792907715
2022-08-01,4.340000152587891
2022-08-02,4.6479997634887695
2022-08-03,4.879000186920166
2022-08-04,4.9629998207092285
2022-08-05,4.991000175476074
2022-08-08,5.067999839782715
2022-08-09,5.110000133514404
2022-08-10,5.291999816894531
2022-08-11,5.48799991607666
2022-08-12,5.53000020980835
2022-08-15,6.019999980926514
2022-08-16,5.84499979019165
2022-08-17,5.334000110626221
2022-08-18,5.25
2022-08-19,4.9629998207092285
2022-08-22,4.550000190734863
2022-08-23,4.5920000076293945
2022-08-24,4.550000190734863
2022-08-25,4.767000198364258
2022-08-26,4.500999927520752
2022-08-29,4.438000202178955
2022-08-30,4.326000213623047
2022-08-31,4.438000202178955
2022-09-01,4.199999809265137
2022-09-02,4.178999900817871
2022-09-06,3.940999984741211
2022-09-07,4.004000186920166
2022-09-08,4.151000022888184
2022-09-09,4.61299991607666
2022-09-12,4.683000087738037
2022-09-13,4.318999767303467
2022-09-14,4.333000183105469
2022-09-15,4.263000011444092
2022-09-16,4.130000114440918
2022-09-19,4.0879998207092285
2022-09-20,3.9130001068115234
2022-09-21,3.9130001068115234
2022-09-22,3.7799999713897705
2022-09-23,3.4649999141693115
2022-09-26,3.2060000896453857
2022-09-27,3.177999973297119
2022-09-28,3.26200008392334
2022-09-29,3.0940001010894775
2022-09-30,3.0940001010894775
2022-10-03,3.0869998931884766
2022-10-04,3.2899999618530273
2022-10-05,3.115000009536743
2022-10-06,3.2130000591278076
2022-10-07,2.9749999046325684
2022-10-10,2.940000057220459
2022-10-11,2.765000104904175
2022-10-12,2.736999988555908
2022-10-13,2.8559999465942383
2022-10-14,2.7300000190734863
2022-10-17,2.7300000190734863
2022-10-18,2.799999952316284
2022-10-19,2.6740000247955322
2022-10-20,2.813999891281128
2022-10-21,3.0380001068115234
2022-10-24,3.059000015258789
2022-10-25,3.1500000953674316
2022-10-26,3.2829999923706055
2022-10-27,3.1710000038146973
2022-10-28,3.1570000648498535
2022-10-31,3.1640000343322754
2022-11-01,3.0940001010894775
2022-11-02,2.9749999046325684
2022-11-03,3.121999979019165
2022-11-04,3.1429998874664307
2022-11-07,2.947000026702881
2022-11-08,2.799999952316284
2022-11-09,2.5899999141693115
2022-11-10,2.799999952316284
2022-11-11,2.9049999713897705
2022-11-14,2.757999897003174
2022-11-15,2.7300000190734863
2022-11-16,2.5899999141693115
2022-11-17,2.5899999141693115
2022-11-18,2.4149999618530273
2022-11-21,2.380000114440918
2022-11-22,2.4010000228881836
2022-11-23,2.436000108718872
2022-11-25,2.421999931335449
2022-11-28,2.2330000400543213
2022-11-29,2.316999912261963
2022-11-30,2.2960000038146973
2022-12-01,2.2119998931884766
2022-12-02,2.1700000762939453
2022-12-05,2.114000082015991
2022-12-06,1.9670000076293945
2022-12-07,1.8550000190734863
2022-12-08,1.9600000381469727
2022-12-09,2.240000009536743
2022-12-12,2.4709999561309814
2022-12-13,2.450000047683716
2022-12-14,2.5480000972747803
2022-12-15,2.513000011444092
2022-12-16,2.450000047683716
2022-12-19,2.421999931335449
2022-12-20,2.1700000762939453
2022-12-21,2.184000015258789
2022-12-22,1.9950000047683716
2022-12-23,2.0999999046325684
2022-12-27,1.9529999494552612
2022-12-28,1.9320000410079956
2022-12-29,1.9600000381469727
2022-12-30,1.9320000410079956
2023-01-03,1.9600000381469727
2023-01-04,2.058000087738037
2023-01-05,1.8899999856948853
2023-01-06,1.86899995803833
2023-01-09,1.9880000352859497
2023-01-10,2.316999912261963
2023-01-11,2.2890000343322754
2023-01-12,2.9749999046325684
2023-01-13,2.9749999046325684
2023-01-17,3.2060000896453857
2023-01-18,2.5829999446868896
2023-01-19,2.7929999828338623
2023-01-20,3.1429998874664307
2023-01-23,2.9539999961853027
2023-01-24,2.9260001182556152
2023-01-25,2.8910000324249268
