Date,ABVE
2024-07-02,3.7300000190734863
2024-07-03,2.990000009536743
2024-07-05,3.2200000286102295
2024-07-08,2.5199999809265137
2024-07-09,2.3299999237060547
2024-07-10,2.4079999923706055
2024-07-11,2.253999948501587
2024-07-12,2.299999952316284
2024-07-15,2.009999990463257
2024-07-16,1.7910000085830688
2024-07-17,1.6799999475479126
2024-07-18,1.7200000286102295
2024-07-19,1.600000023841858
2024-07-22,1.7400000095367432
2024-07-23,1.8799999952316284
2024-07-24,1.7599999904632568
2024-07-25,1.8300000429153442
2024-07-26,1.4600000381469727
2024-07-29,1.4299999475479126
2024-07-30,1.2649999856948853
2024-07-31,1.2200000286102295
2024-08-01,1.3799999952316284
2024-08-02,1.5679999589920044
2024-08-05,1.5700000524520874
2024-08-06,1.440000057220459
2024-08-07,1.3300000429153442
2024-08-08,1.2999999523162842
2024-08-09,1.3899999856948853
2024-08-12,1.25
2024-08-13,1.3799999952316284
2024-08-14,1.2100000381469727
2024-08-15,1.1799999475479126
2024-08-16,1.090000033378601
2024-08-19,1.2699999809265137
2024-08-20,1.215000033378601
2024-08-21,1.2799999713897705
2024-08-22,1.149999976158142
2024-08-23,1.1299999952316284
2024-08-26,1.0800000429153442
2024-08-27,1.0499999523162842
2024-08-28,0.9010000228881836
2024-08-29,0.800000011920929
2024-08-30,0.7260000109672546
2024-09-03,0.7490000128746033
2024-09-04,0.7200000286102295
2024-09-05,0.6850000023841858
2024-09-06,0.699999988079071
2024-09-09,0.6480000019073486
2024-09-10,0.7269999980926514
2024-09-11,0.6800000071525574
2024-09-12,0.6330000162124634
2024-09-13,0.6340000033378601
2024-09-16,0.6000000238418579
2024-09-17,0.6169999837875366
2024-09-18,0.5569999814033508
2024-09-19,0.5799999833106995
2024-09-20,0.574999988079071
2024-09-23,0.5400000214576721
2024-09-24,0.5649999976158142
2024-09-25,0.5889999866485596
2024-09-26,0.5979999899864197
2024-09-27,0.5960000157356262
2024-09-30,0.5799999833106995
2024-10-01,0.5789999961853027
2024-10-02,0.578000009059906
2024-10-03,0.550000011920929
2024-10-04,0.5659999847412109
2024-10-07,0.5400000214576721
2024-10-08,0.5400000214576721
2024-10-09,0.5690000057220459
2024-10-10,0.5600000023841858
2024-10-11,0.5590000152587891
2024-10-14,0.5249999761581421
2024-10-15,0.5260000228881836
2024-10-16,0.5199999809265137
2024-10-17,0.5299999713897705
2024-10-18,0.5019999742507935
2024-10-21,0.527999997138977
2024-10-22,0.5099999904632568
2024-10-23,0.527999997138977
2024-10-24,0.5099999904632568
2024-10-25,0.6000000238418579
2024-10-28,0.5799999833106995
2024-10-29,0.5640000104904175
2024-10-30,0.4959999918937683
2024-10-31,0.38999998569488525
2024-11-01,0.38100001215934753
2024-11-04,0.382999986410141
2024-11-05,0.4059999883174896
2024-11-06,0.41999998688697815
2024-11-07,0.4300000071525574
2024-11-08,0.44999998807907104
2024-11-11,0.4740000069141388
2024-11-12,0.5199999809265137
2024-11-13,0.47200000286102295
2024-11-14,0.46000000834465027
2024-11-15,0.4740000069141388
2024-11-18,0.5199999809265137
2024-11-19,0.5699999928474426
2024-11-20,0.6679999828338623
2024-11-21,0.6119999885559082
