Date,LICY
2022-02-28,62.15999984741211
2022-03-01,61.36000061035156
2022-03-02,58.79999923706055
2022-03-03,57.36000061035156
2022-03-04,52.15999984741211
2022-03-07,54.2400016784668
2022-03-08,61.91999816894531
2022-03-09,66.72000122070312
2022-03-10,66.16000366210938
2022-03-11,65.27999877929688
2022-03-14,63.279998779296875
2022-03-15,64.08000183105469
2022-03-16,68.4000015258789
2022-03-17,75.36000061035156
2022-03-18,74.0
2022-03-21,67.91999816894531
2022-03-22,68.87999725341797
2022-03-23,67.19999694824219
2022-03-24,63.439998626708984
2022-03-25,61.279998779296875
2022-03-28,61.040000915527344
2022-03-29,65.5199966430664
2022-03-30,70.08000183105469
2022-03-31,67.5999984741211
2022-04-01,63.7599983215332
2022-04-04,68.95999908447266
2022-04-05,62.08000183105469
2022-04-06,58.63999938964844
2022-04-07,58.959999084472656
2022-04-08,58.63999938964844
2022-04-11,60.0
2022-04-12,57.91999816894531
2022-04-13,61.279998779296875
2022-04-14,59.91999816894531
2022-04-18,57.119998931884766
2022-04-19,57.7599983215332
2022-04-20,55.36000061035156
2022-04-21,53.91999816894531
2022-04-22,52.08000183105469
2022-04-25,55.36000061035156
2022-04-26,52.31999969482422
2022-04-27,54.15999984741211
2022-04-28,54.0
2022-04-29,51.91999816894531
2022-05-02,52.880001068115234
2022-05-03,55.68000030517578
2022-05-04,57.52000045776367
2022-05-05,61.91999816894531
2022-05-06,64.0
2022-05-09,61.20000076293945
2022-05-10,53.84000015258789
2022-05-11,50.720001220703125
2022-05-12,50.47999954223633
2022-05-13,56.880001068115234
2022-05-16,55.279998779296875
2022-05-17,58.47999954223633
2022-05-18,58.2400016784668
2022-05-19,61.439998626708984
2022-05-20,59.91999816894531
2022-05-23,63.91999816894531
2022-05-24,63.7599983215332
2022-05-25,64.31999969482422
2022-05-26,65.27999877929688
2022-05-27,65.44000244140625
2022-05-31,65.19999694824219
2022-06-01,61.7599983215332
2022-06-02,64.0
2022-06-03,60.720001220703125
2022-06-06,57.599998474121094
2022-06-07,56.880001068115234
2022-06-08,56.79999923706055
2022-06-09,59.84000015258789
2022-06-10,57.7599983215332
2022-06-13,54.31999969482422
2022-06-14,56.959999084472656
2022-06-15,59.84000015258789
2022-06-16,57.439998626708984
2022-06-17,62.15999984741211
2022-06-21,60.720001220703125
2022-06-22,59.84000015258789
2022-06-23,60.0
2022-06-24,58.959999084472656
2022-06-27,58.2400016784668
2022-06-28,55.119998931884766
2022-06-29,53.599998474121094
2022-06-30,55.040000915527344
2022-07-01,52.2400016784668
2022-07-05,50.63999938964844
2022-07-06,51.20000076293945
2022-07-07,52.880001068115234
2022-07-08,53.040000915527344
2022-07-11,48.08000183105469
2022-07-12,48.47999954223633
2022-07-13,49.040000915527344
2022-07-14,49.91999816894531
2022-07-15,50.560001373291016
2022-07-18,51.7599983215332
2022-07-19,53.119998931884766
2022-07-20,55.68000030517578
2022-07-21,57.439998626708984
2022-07-22,52.720001220703125
2022-07-25,52.560001373291016
2022-07-26,49.20000076293945
2022-07-27,49.84000015258789
2022-07-28,57.119998931884766
2022-07-29,57.52000045776367
2022-08-01,57.91999816894531
2022-08-02,59.040000915527344
2022-08-03,59.279998779296875
2022-08-04,60.08000183105469
2022-08-05,59.52000045776367
2022-08-08,60.63999938964844
2022-08-09,58.63999938964844
2022-08-10,59.599998474121094
2022-08-11,62.08000183105469
2022-08-12,64.63999938964844
2022-08-15,61.91999816894531
2022-08-16,61.439998626708984
2022-08-17,57.279998779296875
2022-08-18,57.84000015258789
2022-08-19,56.0
2022-08-22,53.52000045776367
2022-08-23,57.279998779296875
2022-08-24,60.2400016784668
2022-08-25,60.720001220703125
2022-08-26,58.2400016784668
2022-08-29,59.119998931884766
2022-08-30,57.84000015258789
2022-08-31,57.68000030517578
2022-09-01,53.36000061035156
2022-09-02,53.7599983215332
2022-09-06,55.599998474121094
2022-09-07,55.91999816894531
2022-09-08,55.84000015258789
2022-09-09,55.84000015258789
2022-09-12,59.36000061035156
2022-09-13,56.880001068115234
2022-09-14,53.7599983215332
2022-09-15,50.31999969482422
2022-09-16,48.2400016784668
2022-09-19,49.36000061035156
2022-09-20,49.599998474121094
2022-09-21,51.439998626708984
2022-09-22,48.560001373291016
2022-09-23,46.31999969482422
2022-09-26,45.36000061035156
2022-09-27,48.15999984741211
2022-09-28,49.20000076293945
2022-09-29,47.040000915527344
2022-09-30,42.560001373291016
2022-10-03,44.79999923706055
2022-10-04,45.439998626708984
2022-10-05,45.040000915527344
2022-10-06,44.959999084472656
2022-10-07,41.84000015258789
2022-10-10,42.0
2022-10-11,42.31999969482422
2022-10-12,42.47999954223633
2022-10-13,45.36000061035156
2022-10-14,43.599998474121094
2022-10-17,46.15999984741211
2022-10-18,45.040000915527344
2022-10-19,44.63999938964844
2022-10-20,45.68000030517578
2022-10-21,43.119998931884766
2022-10-24,42.47999954223633
2022-10-25,45.279998779296875
2022-10-26,46.720001220703125
2022-10-27,45.91999816894531
2022-10-28,47.36000061035156
2022-10-31,47.68000030517578
2022-11-01,46.560001373291016
2022-11-02,44.880001068115234
2022-11-03,46.560001373291016
2022-11-04,47.599998474121094
2022-11-07,46.08000183105469
2022-11-08,47.279998779296875
2022-11-09,45.040000915527344
2022-11-10,48.15999984741211
2022-11-11,50.47999954223633
2022-11-14,49.599998474121094
2022-11-15,49.52000045776367
2022-11-16,48.15999984741211
2022-11-17,48.400001525878906
2022-11-18,48.79999923706055
2022-11-21,45.52000045776367
2022-11-22,47.439998626708984
2022-11-23,48.959999084472656
2022-11-25,49.7599983215332
2022-11-28,47.599998474121094
2022-11-29,47.439998626708984
2022-11-30,50.959999084472656
2022-12-01,48.08000183105469
2022-12-02,49.599998474121094
2022-12-05,47.84000015258789
2022-12-06,44.79999923706055
2022-12-07,46.08000183105469
2022-12-08,46.08000183105469
2022-12-09,44.560001373291016
2022-12-12,44.63999938964844
2022-12-13,43.36000061035156
2022-12-14,42.31999969482422
2022-12-15,41.52000045776367
2022-12-16,40.79999923706055
2022-12-19,40.2400016784668
2022-12-20,39.36000061035156
2022-12-21,40.63999938964844
2022-12-22,38.47999954223633
2022-12-23,38.08000183105469
2022-12-27,37.119998931884766
2022-12-28,36.08000183105469
2022-12-29,37.91999816894531
2022-12-30,38.08000183105469
2023-01-03,37.7599983215332
2023-01-04,38.880001068115234
2023-01-05,39.439998626708984
2023-01-06,40.2400016784668
2023-01-09,41.7599983215332
2023-01-10,42.79999923706055
2023-01-11,43.91999816894531
2023-01-12,45.36000061035156
2023-01-13,46.31999969482422
2023-01-17,46.880001068115234
2023-01-18,45.119998931884766
2023-01-19,43.119998931884766
2023-01-20,44.959999084472656
2023-01-23,48.15999984741211
2023-01-24,47.599998474121094
2023-01-25,43.20000076293945
2023-01-26,43.36000061035156
2023-01-27,46.15999984741211
2023-01-30,42.880001068115234
2023-01-31,43.52000045776367
2023-02-01,46.08000183105469
2023-02-02,48.08000183105469
2023-02-03,46.08000183105469
2023-02-06,47.439998626708984
2023-02-07,47.84000015258789
2023-02-08,46.720001220703125
2023-02-09,46.47999954223633
2023-02-10,45.91999816894531
2023-02-13,45.91999816894531
2023-02-14,46.560001373291016
2023-02-15,49.040000915527344
2023-02-16,47.599998474121094
2023-02-17,46.63999938964844
2023-02-21,44.2400016784668
2023-02-22,45.439998626708984
2023-02-23,46.79999923706055
2023-02-24,45.36000061035156
2023-02-27,47.119998931884766
2023-02-28,48.47999954223633
2023-03-01,45.91999816894531
2023-03-02,45.52000045776367
2023-03-03,47.20000076293945
2023-03-06,47.439998626708984
2023-03-07,45.91999816894531
2023-03-08,46.0
2023-03-09,42.560001373291016
2023-03-10,41.52000045776367
2023-03-13,41.84000015258789
2023-03-14,42.79999923706055
2023-03-15,40.47999954223633
2023-03-16,42.0
2023-03-17,40.2400016784668
2023-03-20,40.15999984741211
2023-03-21,40.560001373291016
2023-03-22,40.08000183105469
2023-03-23,39.84000015258789
2023-03-24,38.959999084472656
2023-03-27,39.119998931884766
2023-03-28,38.31999969482422
2023-03-29,39.84000015258789
2023-03-30,43.84000015258789
2023-03-31,45.040000915527344
2023-04-03,45.439998626708984
2023-04-04,44.720001220703125
2023-04-05,43.20000076293945
2023-04-06,42.720001220703125
2023-04-10,45.20000076293945
2023-04-11,45.040000915527344
2023-04-12,44.880001068115234
2023-04-13,46.08000183105469
2023-04-14,45.040000915527344
2023-04-17,42.720001220703125
2023-04-18,41.119998931884766
2023-04-19,40.08000183105469
2023-04-20,38.880001068115234
2023-04-21,37.52000045776367
2023-04-24,37.84000015258789
2023-04-25,37.279998779296875
2023-04-26,37.279998779296875
2023-04-27,37.7599983215332
2023-04-28,38.0
2023-05-01,36.880001068115234
2023-05-02,35.119998931884766
2023-05-03,35.68000030517578
2023-05-04,38.959999084472656
2023-05-05,39.91999816894531
2023-05-08,41.040000915527344
2023-05-09,40.560001373291016
2023-05-10,41.20000076293945
2023-05-11,40.63999938964844
2023-05-12,39.52000045776367
2023-05-15,36.400001525878906
2023-05-16,35.91999816894531
2023-05-17,38.560001373291016
2023-05-18,36.560001373291016
2023-05-19,36.31999969482422
2023-05-22,39.7599983215332
2023-05-23,38.79999923706055
2023-05-24,37.7599983215332
2023-05-25,36.2400016784668
2023-05-26,36.63999938964844
2023-05-30,38.79999923706055
2023-05-31,37.7599983215332
2023-06-01,38.15999984741211
2023-06-02,39.439998626708984
2023-06-05,39.599998474121094
2023-06-06,42.560001373291016
2023-06-07,42.79999923706055
2023-06-08,42.2400016784668
2023-06-09,42.0
2023-06-12,44.2400016784668
2023-06-13,46.47999954223633
2023-06-14,45.20000076293945
2023-06-15,45.7599983215332
2023-06-16,45.119998931884766
2023-06-20,44.959999084472656
2023-06-21,43.52000045776367
2023-06-22,43.36000061035156
2023-06-23,43.52000045776367
2023-06-26,40.08000183105469
2023-06-27,41.20000076293945
2023-06-28,43.84000015258789
2023-06-29,44.79999923706055
2023-06-30,44.400001525878906
2023-07-03,45.599998474121094
2023-07-05,47.119998931884766
2023-07-06,44.63999938964844
2023-07-07,46.880001068115234
2023-07-10,48.2400016784668
2023-07-11,47.84000015258789
2023-07-12,48.0
2023-07-13,48.400001525878906
2023-07-14,45.36000061035156
2023-07-17,47.91999816894531
2023-07-18,46.880001068115234
2023-07-19,47.119998931884766
2023-07-20,45.84000015258789
2023-07-21,46.400001525878906
2023-07-24,46.31999969482422
2023-07-25,46.47999954223633
2023-07-26,47.20000076293945
2023-07-27,45.84000015258789
2023-07-28,48.0
2023-07-31,48.2400016784668
2023-08-01,48.0
2023-08-02,47.040000915527344
2023-08-03,46.880001068115234
2023-08-04,46.31999969482422
2023-08-07,44.400001525878906
2023-08-08,43.119998931884766
2023-08-09,43.91999816894531
2023-08-10,44.880001068115234
2023-08-11,43.91999816894531
2023-08-14,38.08000183105469
2023-08-15,35.91999816894531
2023-08-16,35.599998474121094
2023-08-17,35.040000915527344
2023-08-18,36.560001373291016
2023-08-21,34.880001068115234
2023-08-22,34.79999923706055
2023-08-23,35.68000030517578
2023-08-24,33.119998931884766
2023-08-25,34.31999969482422
2023-08-28,35.68000030517578
2023-08-29,37.439998626708984
2023-08-30,37.040000915527344
2023-08-31,35.52000045776367
2023-09-01,36.15999984741211
2023-09-05,37.7599983215332
2023-09-06,37.36000061035156
2023-09-07,36.47999954223633
2023-09-08,36.79999923706055
2023-09-11,37.279998779296875
2023-09-12,38.08000183105469
2023-09-13,35.52000045776367
2023-09-14,36.720001220703125
2023-09-15,34.79999923706055
2023-09-18,34.79999923706055
2023-09-19,32.79999923706055
2023-09-20,32.79999923706055
2023-09-21,30.479999542236328
2023-09-22,30.239999771118164
2023-09-25,30.8799991607666
2023-09-26,28.799999237060547
2023-09-27,28.31999969482422
2023-09-28,28.399999618530273
2023-09-29,28.399999618530273
2023-10-02,27.280000686645508
2023-10-03,25.84000015258789
2023-10-04,24.959999084472656
2023-10-05,23.600000381469727
2023-10-06,24.959999084472656
2023-10-09,23.360000610351562
2023-10-10,26.079999923706055
2023-10-11,24.8799991607666
2023-10-12,22.959999084472656
2023-10-13,22.31999969482422
2023-10-16,22.479999542236328
2023-10-17,23.200000762939453
2023-10-18,19.600000381469727
2023-10-19,18.959999084472656
2023-10-20,18.15999984741211
2023-10-23,9.84000015258789
2023-10-24,8.5600004196167
2023-10-25,11.359999656677246
2023-10-26,10.5600004196167
2023-10-27,9.920000076293945
2023-10-30,9.600000381469727
2023-10-31,10.720000267028809
2023-11-01,10.319999694824219
2023-11-02,12.880000114440918
2023-11-03,13.920000076293945
2023-11-06,14.239999771118164
2023-11-07,13.920000076293945
2023-11-08,14.720000267028809
2023-11-09,13.279999732971191
2023-11-10,12.479999542236328
2023-11-13,11.760000228881836
2023-11-14,5.28000020980835
2023-11-15,5.679999828338623
2023-11-16,5.168000221252441
