Date,SPPL
2023-09-13,4.900000095367432
2023-09-14,4.690000057220459
2023-09-15,4.889999866485596
2023-09-18,4.889999866485596
2023-09-19,4.829999923706055
2023-09-20,4.718999862670898
2023-09-21,4.699999809265137
2023-09-22,4.829999923706055
2023-09-25,4.869999885559082
2023-09-26,4.96999979019165
2023-09-27,4.980000019073486
2023-09-28,4.900000095367432
2023-09-29,4.900000095367432
2023-10-02,4.900000095367432
2023-10-03,4.843999862670898
2023-10-04,4.869999885559082
2023-10-05,4.889999866485596
2023-10-06,4.909999847412109
2023-10-09,5.119999885559082
2023-10-10,5.019999980926514
2023-10-11,4.96999979019165
2023-10-12,4.885000228881836
2023-10-13,5.010000228881836
2023-10-16,4.989999771118164
2023-10-17,5.010000228881836
2023-10-18,4.980000019073486
2023-10-19,5.019999980926514
2023-10-20,5.179999828338623
2023-10-23,5.0
2023-10-24,5.0
2023-10-25,4.900000095367432
2023-10-26,4.949999809265137
2023-10-27,4.849999904632568
2023-10-30,4.929999828338623
2023-10-31,4.989999771118164
2023-11-01,4.989999771118164
2023-11-02,5.139999866485596
2023-11-03,5.099999904632568
2023-11-06,5.090000152587891
2023-11-07,5.010000228881836
2023-11-08,5.105000019073486
2023-11-09,5.639999866485596
2023-11-10,6.050000190734863
2023-11-13,7.309999942779541
2023-11-14,7.239999771118164
2023-11-15,7.96999979019165
2023-11-16,7.880000114440918
2023-11-17,7.949999809265137
2023-11-20,7.369999885559082
2023-11-21,7.619999885559082
2023-11-22,7.210000038146973
2023-11-24,7.650000095367432
2023-11-27,7.46999979019165
2023-11-28,7.5
2023-11-29,7.050000190734863
2023-11-30,7.0
2023-12-01,6.809999942779541
2023-12-04,7.199999809265137
2023-12-05,7.309999942779541
2023-12-06,7.150000095367432
2023-12-07,6.840000152587891
2023-12-08,6.28000020980835
2023-12-11,6.659999847412109
2023-12-12,7.349999904632568
2023-12-13,7.0279998779296875
2023-12-14,8.180000305175781
2023-12-15,9.4399995803833
2023-12-18,8.970000267028809
2023-12-19,7.349999904632568
2023-12-20,6.0
2023-12-21,5.849999904632568
2023-12-22,5.710000038146973
2023-12-26,6.0269999504089355
2023-12-27,5.920000076293945
2023-12-28,5.900000095367432
2023-12-29,5.909999847412109
2024-01-02,5.730000019073486
2024-01-03,5.579999923706055
2024-01-04,5.46999979019165
2024-01-05,5.5
2024-01-08,5.550000190734863
2024-01-09,5.300000190734863
2024-01-10,5.335000038146973
2024-01-11,5.110000133514404
2024-01-12,5.769999980926514
2024-01-16,5.690000057220459
2024-01-17,5.519999980926514
2024-01-18,6.320000171661377
2024-01-19,5.590000152587891
2024-01-22,6.099999904632568
2024-01-23,5.949999809265137
2024-01-24,6.300000190734863
2024-01-25,6.3470001220703125
2024-01-26,6.1579999923706055
2024-01-29,6.15500020980835
2024-01-30,6.130000114440918
2024-01-31,6.039999961853027
2024-02-01,5.949999809265137
2024-02-02,5.980000019073486
2024-02-05,5.5
2024-02-06,5.449999809265137
2024-02-07,4.5
2024-02-08,4.71999979019165
2024-02-09,4.71999979019165
2024-02-12,4.860000133514404
2024-02-13,4.900000095367432
2024-02-14,4.960000038146973
2024-02-15,4.989999771118164
2024-02-16,4.96999979019165
2024-02-20,4.800000190734863
2024-02-21,4.800000190734863
2024-02-22,4.5
2024-02-23,4.25
2024-02-26,4.0
2024-02-27,3.990000009536743
2024-02-28,3.9700000286102295
2024-02-29,3.378000020980835
2024-03-01,3.744999885559082
2024-03-04,4.099999904632568
2024-03-05,5.110000133514404
2024-03-06,5.517000198364258
2024-03-07,5.53000020980835
2024-03-08,5.650000095367432
2024-03-11,5.670000076293945
2024-03-12,1.2400000095367432
2024-03-13,1.2100000381469727
2024-03-14,0.9890000224113464
2024-03-15,0.9900000095367432
2024-03-18,0.8989999890327454
2024-03-19,0.8740000128746033
2024-03-20,0.9200000166893005
2024-03-21,0.878000020980835
2024-03-22,0.8769999742507935
2024-03-25,0.8700000047683716
2024-03-26,0.8220000267028809
2024-03-27,0.8389999866485596
2024-03-28,0.800000011920929
2024-04-01,0.7799999713897705
2024-04-02,0.7599999904632568
2024-04-03,0.7799999713897705
2024-04-04,0.7760000228881836
2024-04-05,0.703000009059906
2024-04-08,0.7450000047683716
2024-04-09,0.7509999871253967
2024-04-10,0.7549999952316284
2024-04-11,0.7160000205039978
2024-04-12,0.7300000190734863
2024-04-15,0.6240000128746033
2024-04-16,0.6299999952316284
2024-04-17,0.6399999856948853
2024-04-18,0.6499999761581421
2024-04-19,0.6309999823570251
2024-04-22,0.6700000166893005
2024-04-23,0.7480000257492065
2024-04-24,0.7400000095367432
2024-04-25,0.7450000047683716
2024-04-26,0.7599999904632568
