Date,SPPL
2024-04-29,0.7300000190734863
2024-04-30,0.7400000095367432
2024-05-01,0.6959999799728394
2024-05-02,0.7450000047683716
2024-05-03,0.7250000238418579
2024-05-06,0.7200000286102295
2024-05-07,0.6850000023841858
2024-05-08,0.6859999895095825
2024-05-09,0.6629999876022339
2024-05-10,0.6800000071525574
2024-05-13,0.7099999785423279
2024-05-14,0.7279999852180481
2024-05-15,0.699999988079071
2024-05-16,0.6700000166893005
2024-05-17,0.6700000166893005
2024-05-20,0.7200000286102295
2024-05-21,0.7200000286102295
2024-05-22,0.7400000095367432
2024-05-23,0.7300000190734863
2024-05-24,0.7239999771118164
2024-05-28,0.6859999895095825
2024-05-29,0.6800000071525574
2024-05-30,0.6990000009536743
2024-05-31,0.6899999976158142
2024-06-03,0.6179999709129333
2024-06-04,0.699999988079071
2024-06-05,0.6700000166893005
2024-06-06,0.6679999828338623
2024-06-07,0.6420000195503235
2024-06-10,0.6700000166893005
2024-06-11,0.6669999957084656
2024-06-12,0.6850000023841858
2024-06-13,0.6610000133514404
2024-06-14,0.6299999952316284
2024-06-17,0.6290000081062317
2024-06-18,0.5920000076293945
2024-06-20,0.5199999809265137
2024-06-21,0.527999997138977
2024-06-24,0.5600000023841858
2024-06-25,0.5849999785423279
2024-06-26,0.5699999928474426
2024-06-27,0.46299999952316284
2024-06-28,0.4230000078678131
2024-07-01,0.4790000021457672
2024-07-02,0.460999995470047
2024-07-03,0.460999995470047
2024-07-05,0.44999998807907104
2024-07-08,0.44999998807907104
2024-07-09,0.4490000009536743
2024-07-10,0.4309999942779541
2024-07-11,0.43299999833106995
2024-07-12,0.46299999952316284
2024-07-15,0.46700000762939453
2024-07-16,0.460999995470047
2024-07-17,0.44999998807907104
2024-07-18,0.4449999928474426
2024-07-19,0.4399999976158142
2024-07-22,0.4300000071525574
2024-07-23,0.41100001335144043
2024-07-24,0.4000000059604645
2024-07-25,0.4020000100135803
2024-07-26,0.41100001335144043
2024-07-29,0.4169999957084656
2024-07-30,0.3799999952316284
2024-07-31,0.3610000014305115
2024-08-01,0.33000001311302185
2024-08-02,0.3149999976158142
2024-08-05,0.2879999876022339
2024-08-06,0.2809999883174896
2024-08-07,0.3449999988079071
2024-08-08,0.3149999976158142
2024-08-09,0.29600000381469727
2024-08-12,0.30000001192092896
2024-08-13,0.29100000858306885
2024-08-14,0.3009999990463257
2024-08-15,0.3100000023841858
2024-08-16,0.32600000500679016
2024-08-19,0.3400000035762787
2024-08-20,0.33500000834465027
2024-08-21,0.3499999940395355
2024-08-22,0.36000001430511475
2024-08-23,0.3700000047683716
2024-08-26,0.3799999952316284
2024-08-27,0.38499999046325684
2024-08-28,0.38999998569488525
2024-08-29,0.3919999897480011
2024-08-30,0.3869999945163727
2024-09-03,0.37299999594688416
2024-09-04,0.3700000047683716
2024-09-05,0.3499999940395355
2024-09-06,0.35100001096725464
2024-09-09,0.35100001096725464
2024-09-10,0.36000001430511475
2024-09-11,0.36000001430511475
2024-09-12,0.3610000014305115
2024-09-13,0.37299999594688416
2024-09-16,0.38499999046325684
2024-09-17,0.38600000739097595
2024-09-18,0.39500001072883606
2024-09-19,0.3709999918937683
2024-09-20,0.36500000953674316
2024-09-23,0.3529999852180481
2024-09-24,0.3700000047683716
2024-09-25,0.36000001430511475
2024-09-26,0.37400001287460327
2024-09-27,0.3630000054836273
2024-09-30,0.3499999940395355
2024-10-01,0.3400000035762787
2024-10-02,0.33500000834465027
2024-10-03,0.3400000035762787
2024-10-04,0.3400000035762787
2024-10-07,0.3889999985694885
2024-10-08,0.38999998569488525
2024-10-09,0.4659999907016754
2024-10-10,0.41999998688697815
2024-10-11,0.47999998927116394
2024-10-14,0.3709999918937683
2024-10-15,0.4169999957084656
2024-10-16,0.3970000147819519
2024-10-17,0.3529999852180481
2024-10-18,0.36000001430511475
2024-10-21,0.35100001096725464
2024-10-22,0.33500000834465027
2024-10-23,0.3160000145435333
2024-10-24,0.3089999854564667
2024-10-25,0.3400000035762787
2024-10-28,0.3140000104904175
2024-10-29,0.2809999883174896
2024-10-30,0.30000001192092896
2024-10-31,0.28200000524520874
2024-11-01,0.3199999928474426
2024-11-04,1.1799999475479126
2024-11-05,1.690000057220459
2024-11-06,1.3600000143051147
2024-11-07,0.8799999952316284
2024-11-08,1.0
2024-11-11,1.0700000524520874
2024-11-12,1.059999942779541
2024-11-13,0.9800000190734863
2024-11-14,0.8830000162124634
2024-11-15,1.2699999809265137
2024-11-18,1.3899999856948853
2024-11-19,1.350000023841858
2024-11-20,1.2400000095367432
2024-11-21,1.149999976158142
