Date,BTCS
2022-02-28,4.25
2022-03-01,4.190000057220459
2022-03-02,4.179999828338623
2022-03-03,4.0
2022-03-04,4.0
2022-03-07,3.7200000286102295
2022-03-08,3.819999933242798
2022-03-09,3.990000009536743
2022-03-10,3.8299999237060547
2022-03-11,3.3399999141693115
2022-03-14,3.2100000381469727
2022-03-15,3.5399999618530273
2022-03-16,3.7799999713897705
2022-03-17,3.859999895095825
2022-03-18,3.7200000286102295
2022-03-21,3.869999885559082
2022-03-22,4.380000114440918
2022-03-23,4.0
2022-03-24,4.340000152587891
2022-03-25,4.050000190734863
2022-03-28,4.550000190734863
2022-03-29,4.559999942779541
2022-03-30,4.25
2022-03-31,4.179999828338623
2022-04-01,4.380000114440918
2022-04-04,4.300000190734863
2022-04-05,4.150000095367432
2022-04-06,3.930000066757202
2022-04-07,3.9800000190734863
2022-04-08,4.039999961853027
2022-04-11,3.7200000286102295
2022-04-12,3.7300000190734863
2022-04-13,3.7300000190734863
2022-04-14,4.090000152587891
2022-04-18,3.880000114440918
2022-04-19,3.8299999237060547
2022-04-20,3.890000104904175
2022-04-21,3.619999885559082
2022-04-22,3.427999973297119
2022-04-25,3.6600000858306885
2022-04-26,3.450000047683716
2022-04-27,3.25
2022-04-28,3.3299999237060547
2022-04-29,3.309999942779541
2022-05-02,3.2699999809265137
2022-05-03,3.119999885559082
2022-05-04,3.430000066757202
2022-05-05,3.069999933242798
2022-05-06,3.109999895095825
2022-05-09,2.5399999618530273
2022-05-10,2.390000104904175
2022-05-11,2.1600000858306885
2022-05-12,2.059999942779541
2022-05-13,2.4000000953674316
2022-05-16,2.4200000762939453
2022-05-17,3.049999952316284
2022-05-18,2.9200000762939453
2022-05-19,2.809999942779541
2022-05-20,2.359999895095825
2022-05-23,2.700000047683716
2022-05-24,2.4700000286102295
2022-05-25,2.5399999618530273
2022-05-26,2.569999933242798
2022-05-27,2.619999885559082
2022-05-31,2.559999942779541
2022-06-01,2.380000114440918
2022-06-02,2.369999885559082
2022-06-03,2.2699999809265137
2022-06-06,2.3499999046325684
2022-06-07,2.3499999046325684
2022-06-08,2.4200000762939453
2022-06-09,2.380000114440918
2022-06-10,2.319999933242798
2022-06-13,1.8899999856948853
2022-06-14,1.840000033378601
2022-06-15,1.690000057220459
2022-06-16,1.649999976158142
2022-06-17,1.5
2022-06-21,1.6399999856948853
2022-06-22,1.4500000476837158
2022-06-23,1.5800000429153442
2022-06-24,1.75
2022-06-27,1.7100000381469727
2022-06-28,1.649999976158142
2022-06-29,1.5299999713897705
2022-06-30,1.4900000095367432
2022-07-01,1.4800000190734863
2022-07-05,1.5
2022-07-06,1.4800000190734863
2022-07-07,1.5499999523162842
2022-07-08,1.6100000143051147
2022-07-11,1.4299999475479126
2022-07-12,1.4600000381469727
2022-07-13,1.4199999570846558
2022-07-14,1.4500000476837158
2022-07-15,1.440000057220459
2022-07-18,1.440000057220459
2022-07-19,1.6100000143051147
2022-07-20,1.7000000476837158
2022-07-21,1.7000000476837158
2022-07-22,1.6299999952316284
2022-07-25,1.6200000047683716
2022-07-26,1.5299999713897705
2022-07-27,1.600000023841858
2022-07-28,1.5800000429153442
2022-07-29,1.5199999809265137
2022-08-01,1.5299999713897705
2022-08-02,1.5499999523162842
2022-08-03,1.6100000143051147
2022-08-04,1.6200000047683716
2022-08-05,1.649999976158142
2022-08-08,1.7999999523162842
2022-08-09,1.690000057220459
2022-08-10,1.840000033378601
2022-08-11,1.7899999618530273
2022-08-12,1.809999942779541
2022-08-15,1.8899999856948853
2022-08-16,1.940000057220459
2022-08-17,1.940000057220459
2022-08-18,1.8899999856948853
2022-08-19,1.7999999523162842
2022-08-22,1.6799999475479126
2022-08-23,1.7200000286102295
2022-08-24,1.649999976158142
2022-08-25,1.7200000286102295
2022-08-26,1.6799999475479126
2022-08-29,1.659999966621399
2022-08-30,1.590000033378601
2022-08-31,1.649999976158142
2022-09-01,1.6100000143051147
2022-09-02,1.6299999952316284
2022-09-06,1.600000023841858
2022-09-07,1.590000033378601
2022-09-08,1.6100000143051147
2022-09-09,1.6399999856948853
2022-09-12,1.6100000143051147
2022-09-13,1.590000033378601
2022-09-14,1.5499999523162842
2022-09-15,1.5099999904632568
2022-09-16,1.4299999475479126
2022-09-19,1.4299999475479126
2022-09-20,1.559999942779541
2022-09-21,1.5099999904632568
2022-09-22,1.4299999475479126
2022-09-23,1.4119999408721924
2022-09-26,1.350000023841858
2022-09-27,1.3700000047683716
2022-09-28,1.4199999570846558
2022-09-29,1.440000057220459
2022-09-30,1.5
2022-10-03,1.559999942779541
2022-10-04,1.5399999618530273
2022-10-05,1.5099999904632568
2022-10-06,1.4700000286102295
2022-10-07,1.4299999475479126
2022-10-10,1.350000023841858
2022-10-11,1.309999942779541
2022-10-12,1.25
2022-10-13,1.2200000286102295
2022-10-14,1.2000000476837158
2022-10-17,1.2300000190734863
2022-10-18,1.2000000476837158
2022-10-19,1.1299999952316284
2022-10-20,1.2200000286102295
2022-10-21,1.2100000381469727
2022-10-24,1.25
2022-10-25,1.2999999523162842
2022-10-26,1.3300000429153442
2022-10-27,1.340000033378601
2022-10-28,1.2999999523162842
2022-10-31,1.2599999904632568
2022-11-01,1.277999997138977
2022-11-02,1.2200000286102295
2022-11-03,1.2300000190734863
2022-11-04,1.3300000429153442
2022-11-07,1.2799999713897705
2022-11-08,1.225000023841858
2022-11-09,1.1200000047683716
2022-11-10,1.1200000047683716
2022-11-11,1.159999966621399
2022-11-14,1.2200000286102295
2022-11-15,1.2000000476837158
2022-11-16,1.1399999856948853
2022-11-17,1.0839999914169312
2022-11-18,0.9900000095367432
2022-11-21,0.9399999976158142
2022-11-22,0.9200000166893005
2022-11-23,0.9810000061988831
2022-11-25,1.0069999694824219
2022-11-28,1.0119999647140503
2022-11-29,1.0499999523162842
2022-11-30,1.0299999713897705
2022-12-01,1.0700000524520874
2022-12-02,1.0499999523162842
2022-12-05,1.0099999904632568
2022-12-06,0.9599999785423279
2022-12-07,0.9300000071525574
2022-12-08,0.9010000228881836
2022-12-09,0.9399999976158142
2022-12-12,0.9200000166893005
2022-12-13,0.8880000114440918
2022-12-14,0.8740000128746033
2022-12-15,0.8899999856948853
2022-12-16,0.8899999856948853
2022-12-19,0.8500000238418579
2022-12-20,0.8289999961853027
2022-12-21,0.7599999904632568
2022-12-22,0.7200000286102295
2022-12-23,0.6499999761581421
2022-12-27,0.6399999856948853
2022-12-28,0.5950000286102295
2022-12-29,0.6000000238418579
2022-12-30,0.6299999952316284
2023-01-03,0.656000018119812
2023-01-04,0.7369999885559082
2023-01-05,0.9399999976158142
2023-01-06,0.8550000190734863
2023-01-09,1.0099999904632568
2023-01-10,1.4900000095367432
2023-01-11,1.5099999904632568
2023-01-12,1.5700000524520874
2023-01-13,1.6100000143051147
2023-01-17,1.5800000429153442
2023-01-18,1.5399999618530273
2023-01-19,1.4700000286102295
2023-01-20,1.5399999618530273
2023-01-23,1.6299999952316284
2023-01-24,1.590000033378601
2023-01-25,1.5399999618530273
2023-01-26,1.6299999952316284
2023-01-27,1.6200000047683716
2023-01-30,1.5299999713897705
2023-01-31,1.659999966621399
2023-02-01,1.909999966621399
2023-02-02,1.75
2023-02-03,2.0399999618530273
2023-02-06,2.200000047683716
2023-02-07,2.0999999046325684
2023-02-08,1.875
2023-02-09,1.4800000190734863
2023-02-10,1.5499999523162842
2023-02-13,1.5
2023-02-14,1.6380000114440918
2023-02-15,1.7400000095367432
2023-02-16,1.649999976158142
2023-02-17,1.7400000095367432
2023-02-21,1.6299999952316284
2023-02-22,1.5099999904632568
2023-02-23,1.5
2023-02-24,1.4299999475479126
2023-02-27,1.4500000476837158
2023-02-28,1.4700000286102295
2023-03-01,1.4700000286102295
2023-03-02,1.4199999570846558
2023-03-03,1.350000023841858
2023-03-06,1.340000033378601
2023-03-07,1.3200000524520874
2023-03-08,1.2599999904632568
2023-03-09,1.1699999570846558
2023-03-10,1.2200000286102295
2023-03-13,1.399999976158142
2023-03-14,1.4199999570846558
2023-03-15,1.3600000143051147
2023-03-16,1.350000023841858
2023-03-17,1.4299999475479126
2023-03-20,1.4199999570846558
2023-03-21,1.5199999809265137
2023-03-22,1.4500000476837158
2023-03-23,1.4800000190734863
2023-03-24,1.4199999570846558
2023-03-27,1.4800000190734863
2023-03-28,1.399999976158142
2023-03-29,1.3899999856948853
2023-03-30,1.2949999570846558
2023-03-31,1.3600000143051147
2023-04-03,1.350000023841858
2023-04-04,1.2999999523162842
2023-04-05,1.2960000038146973
2023-04-06,1.2799999713897705
2023-04-10,1.1449999809265137
2023-04-11,1.5399999618530273
2023-04-12,1.409999966621399
2023-04-13,1.5199999809265137
2023-04-14,1.5499999523162842
2023-04-17,1.5199999809265137
2023-04-18,1.5
2023-04-19,1.399999976158142
2023-04-20,1.409999966621399
2023-04-21,1.409999966621399
2023-04-24,1.3600000143051147
2023-04-25,1.3200000524520874
2023-04-26,1.340000033378601
2023-04-27,1.3200000524520874
2023-04-28,1.3300000429153442
2023-05-01,1.2999999523162842
2023-05-02,1.2699999809265137
2023-05-03,1.2599999904632568
2023-05-04,1.1699999570846558
2023-05-05,1.2300000190734863
2023-05-08,1.2949999570846558
2023-05-09,1.3200000524520874
2023-05-10,1.4800000190734863
2023-05-11,1.3799999952316284
2023-05-12,1.3300000429153442
2023-05-15,1.2899999618530273
2023-05-16,1.2300000190734863
2023-05-17,1.2899999618530273
2023-05-18,1.309999942779541
2023-05-19,1.2899999618530273
2023-05-22,1.2400000095367432
2023-05-23,1.2699999809265137
2023-05-24,1.149999976158142
2023-05-25,1.1200000047683716
2023-05-26,1.2100000381469727
2023-05-30,1.2300000190734863
2023-05-31,1.2100000381469727
2023-06-01,1.2000000476837158
2023-06-02,1.1799999475479126
2023-06-05,1.159999966621399
2023-06-06,1.2000000476837158
2023-06-07,1.1399999856948853
2023-06-08,1.159999966621399
2023-06-09,1.159999966621399
2023-06-12,1.1299999952316284
2023-06-13,1.090000033378601
2023-06-14,1.0800000429153442
2023-06-15,1.0700000524520874
2023-06-16,1.0800000429153442
2023-06-20,1.090000033378601
2023-06-21,1.1200000047683716
2023-06-22,1.100000023841858
2023-06-23,1.25
2023-06-26,1.1699999570846558
2023-06-27,1.2000000476837158
2023-06-28,1.1449999809265137
2023-06-29,1.159999966621399
2023-06-30,1.184999942779541
2023-07-03,1.2799999713897705
2023-07-05,1.2100000381469727
2023-07-06,1.190000057220459
2023-07-07,1.2000000476837158
2023-07-10,1.2100000381469727
2023-07-11,1.2300000190734863
2023-07-12,1.2100000381469727
2023-07-13,1.399999976158142
2023-07-14,1.2899999618530273
2023-07-17,1.2899999618530273
2023-07-18,1.2899999618530273
2023-07-19,1.3300000429153442
2023-07-20,1.2799999713897705
2023-07-21,1.2200000286102295
2023-07-24,1.159999966621399
2023-07-25,1.190000057220459
2023-07-26,1.184999942779541
2023-07-27,1.149999976158142
2023-07-28,1.190000057220459
2023-07-31,1.1799999475479126
2023-08-01,1.1699999570846558
2023-08-02,1.1299999952316284
2023-08-03,1.149999976158142
2023-08-04,1.0700000524520874
