Date,ADCT
2023-01-03,3.5899999141693115
2023-01-04,3.450000047683716
2023-01-05,3.4800000190734863
2023-01-06,3.549999952316284
2023-01-09,3.630000114440918
2023-01-10,4.340000152587891
2023-01-11,4.269999980926514
2023-01-12,5.199999809265137
2023-01-13,5.0
2023-01-17,5.0
2023-01-18,4.849999904632568
2023-01-19,4.730000019073486
2023-01-20,4.699999809265137
2023-01-23,4.730000019073486
2023-01-24,4.679999828338623
2023-01-25,4.739999771118164
2023-01-26,4.71999979019165
2023-01-27,5.050000190734863
2023-01-30,4.920000076293945
2023-01-31,5.110000133514404
2023-02-01,5.449999809265137
2023-02-02,4.900000095367432
2023-02-03,4.630000114440918
2023-02-06,4.559999942779541
2023-02-07,4.53000020980835
2023-02-08,4.400000095367432
2023-02-09,4.409999847412109
2023-02-10,4.400000095367432
2023-02-13,4.320000171661377
2023-02-14,4.440000057220459
2023-02-15,4.429999828338623
2023-02-16,4.320000171661377
2023-02-17,4.349999904632568
2023-02-21,4.239999771118164
2023-02-22,4.150000095367432
2023-02-23,4.050000190734863
2023-02-24,4.0
2023-02-27,4.070000171661377
2023-02-28,3.5999999046325684
2023-03-01,3.380000114440918
2023-03-02,3.2699999809265137
2023-03-03,3.140000104904175
2023-03-06,2.9100000858306885
2023-03-07,2.799999952316284
2023-03-08,2.7100000381469727
2023-03-09,2.7899999618530273
2023-03-10,2.740000009536743
2023-03-13,2.5399999618530273
2023-03-14,2.4600000381469727
2023-03-15,2.4200000762939453
2023-03-16,2.299999952316284
2023-03-17,2.240000009536743
2023-03-20,2.0999999046325684
2023-03-21,2.069999933242798
2023-03-22,1.9900000095367432
2023-03-23,1.9800000190734863
2023-03-24,1.9199999570846558
2023-03-27,1.9800000190734863
2023-03-28,1.940000057220459
2023-03-29,2.1600000858306885
2023-03-30,1.9700000286102295
2023-03-31,1.9500000476837158
2023-04-03,2.049999952316284
2023-04-04,2.059999942779541
2023-04-05,2.049999952316284
2023-04-06,2.0399999618530273
2023-04-10,2.009999990463257
2023-04-11,2.049999952316284
2023-04-12,2.0199999809265137
2023-04-13,2.359999895095825
2023-04-14,2.180000066757202
2023-04-17,2.4000000953674316
2023-04-18,2.309999942779541
2023-04-19,2.3299999237060547
2023-04-20,2.2300000190734863
2023-04-21,2.299999952316284
2023-04-24,1.9600000381469727
2023-04-25,1.9600000381469727
2023-04-26,1.9600000381469727
2023-04-27,1.940000057220459
2023-04-28,1.940000057220459
2023-05-01,1.9600000381469727
2023-05-02,1.899999976158142
2023-05-03,1.909999966621399
2023-05-04,1.940000057220459
2023-05-05,1.9600000381469727
2023-05-08,2.119999885559082
2023-05-09,2.1700000762939453
2023-05-10,2.4000000953674316
2023-05-11,2.4100000858306885
2023-05-12,2.3399999141693115
2023-05-15,2.6500000953674316
2023-05-16,2.440000057220459
2023-05-17,2.6500000953674316
2023-05-18,2.5899999141693115
2023-05-19,2.549999952316284
2023-05-22,2.6600000858306885
2023-05-23,2.549999952316284
2023-05-24,2.390000104904175
2023-05-25,2.309999942779541
2023-05-26,2.2799999713897705
2023-05-30,2.2799999713897705
2023-05-31,2.3499999046325684
2023-06-01,2.380000114440918
2023-06-02,2.490000009536743
2023-06-05,2.5999999046325684
2023-06-06,2.549999952316284
2023-06-07,2.549999952316284
2023-06-08,2.5
2023-06-09,2.5199999809265137
2023-06-12,2.5299999713897705
2023-06-13,2.430000066757202
2023-06-14,2.2899999618530273
2023-06-15,2.309999942779541
2023-06-16,2.2899999618530273
2023-06-20,2.2799999713897705
2023-06-21,2.180000066757202
2023-06-22,2.140000104904175
2023-06-23,2.049999952316284
2023-06-26,2.0
2023-06-27,2.009999990463257
2023-06-28,2.0299999713897705
2023-06-29,2.1600000858306885
2023-06-30,2.1500000953674316
2023-07-03,2.1500000953674316
2023-07-05,2.140000104904175
2023-07-06,2.109999895095825
2023-07-07,2.25
2023-07-10,2.369999885559082
2023-07-11,1.850000023841858
2023-07-12,1.5099999904632568
2023-07-13,1.5499999523162842
2023-07-14,1.5099999904632568
2023-07-17,1.5700000524520874
2023-07-18,1.5
2023-07-19,1.5
2023-07-20,1.5
2023-07-21,1.4199999570846558
2023-07-24,1.309999942779541
2023-07-25,1.2899999618530273
2023-07-26,1.2599999904632568
2023-07-27,1.2400000095367432
2023-07-28,1.2799999713897705
2023-07-31,1.4800000190734863
2023-08-01,1.5099999904632568
2023-08-02,1.4900000095367432
2023-08-03,1.4900000095367432
2023-08-04,1.4700000286102295
2023-08-07,1.4299999475479126
2023-08-08,1.600000023841858
2023-08-09,1.5
2023-08-10,1.6100000143051147
2023-08-11,1.659999966621399
2023-08-14,1.5800000429153442
2023-08-15,1.600000023841858
2023-08-16,1.4500000476837158
2023-08-17,1.3899999856948853
2023-08-18,1.3700000047683716
2023-08-21,1.3700000047683716
2023-08-22,1.3300000429153442
2023-08-23,1.350000023841858
2023-08-24,1.3799999952316284
2023-08-25,1.2899999618530273
2023-08-28,1.25
2023-08-29,1.1699999570846558
2023-08-30,1.2000000476837158
2023-08-31,1.2000000476837158
2023-09-01,1.2200000286102295
2023-09-05,1.1299999952316284
2023-09-06,1.0800000429153442
2023-09-07,1.090000033378601
2023-09-08,1.0700000524520874
2023-09-11,1.0399999618530273
2023-09-12,0.9549999833106995
2023-09-13,0.925000011920929
2023-09-14,0.8730000257492065
2023-09-15,0.8199999928474426
2023-09-18,0.7760000228881836
2023-09-19,0.800000011920929
2023-09-20,0.7680000066757202
2023-09-21,0.7289999723434448
2023-09-22,0.7200000286102295
2023-09-25,0.8090000152587891
2023-09-26,0.9100000262260437
2023-09-27,0.8799999952316284
2023-09-28,0.8299999833106995
2023-09-29,0.8970000147819519
2023-10-02,0.8240000009536743
2023-10-03,0.8199999928474426
2023-10-04,0.8199999928474426
2023-10-05,0.8600000143051147
2023-10-06,0.8399999737739563
2023-10-09,0.8299999833106995
2023-10-10,0.8489999771118164
2023-10-11,0.8100000023841858
2023-10-12,0.8379999995231628
2023-10-13,0.800000011920929
2023-10-16,0.7900000214576721
2023-10-17,0.765999972820282
2023-10-18,0.7289999723434448
2023-10-19,0.7760000228881836
2023-10-20,0.8299999833106995
2023-10-23,0.703000009059906
2023-10-24,0.7099999785423279
2023-10-25,0.6510000228881836
2023-10-26,0.6549999713897705
2023-10-27,0.699999988079071
2023-10-30,0.703000009059906
2023-10-31,0.699999988079071
2023-11-01,0.6710000038146973
2023-11-02,0.699999988079071
2023-11-03,0.800000011920929
2023-11-06,0.8629999756813049
2023-11-07,0.7250000238418579
2023-11-08,0.6000000238418579
2023-11-09,0.46799999475479126
2023-11-10,0.4699999988079071
2023-11-13,0.5
2023-11-14,0.5509999990463257
2023-11-15,0.5849999785423279
2023-11-16,0.6359999775886536
2023-11-17,0.7039999961853027
2023-11-20,0.7099999785423279
2023-11-21,0.7239999771118164
2023-11-22,0.7099999785423279
2023-11-24,0.7369999885559082
2023-11-27,0.7239999771118164
2023-11-28,0.7300000190734863
2023-11-29,0.7699999809265137
2023-11-30,0.8299999833106995
2023-12-01,1.1100000143051147
2023-12-04,1.1100000143051147
2023-12-05,1.0299999713897705
2023-12-06,1.0700000524520874
2023-12-07,1.0700000524520874
2023-12-08,1.0199999809265137
2023-12-11,1.0
2023-12-12,1.0299999713897705
2023-12-13,1.6799999475479126
2023-12-14,1.7899999618530273
2023-12-15,1.590000033378601
2023-12-18,1.409999966621399
2023-12-19,1.350000023841858
2023-12-20,1.2799999713897705
2023-12-21,1.2799999713897705
2023-12-22,1.4800000190734863
2023-12-26,1.649999976158142
2023-12-27,1.7200000286102295
2023-12-28,1.590000033378601
2023-12-29,1.659999966621399
2024-01-02,1.690000057220459
2024-01-03,1.659999966621399
2024-01-04,1.8799999952316284
2024-01-05,2.0299999713897705
2024-01-08,1.9199999570846558
2024-01-09,2.069999933242798
2024-01-10,2.180000066757202
2024-01-11,2.069999933242798
2024-01-12,2.130000114440918
2024-01-16,1.8799999952316284
2024-01-17,1.8600000143051147
2024-01-18,1.8300000429153442
2024-01-19,1.8200000524520874
2024-01-22,1.899999976158142
2024-01-23,1.9700000286102295
2024-01-24,2.0999999046325684
2024-01-25,2.5899999141693115
2024-01-26,2.6700000762939453
2024-01-29,3.2200000286102295
2024-01-30,3.2100000381469727
2024-01-31,3.119999885559082
2024-02-01,3.5999999046325684
2024-02-02,3.5999999046325684
2024-02-05,3.6500000953674316
2024-02-06,3.930000066757202
2024-02-07,4.110000133514404
2024-02-08,3.930000066757202
2024-02-09,4.360000133514404
2024-02-12,4.449999809265137
2024-02-13,4.21999979019165
2024-02-14,4.860000133514404
2024-02-15,4.96999979019165
2024-02-16,5.289999961853027
2024-02-20,4.820000171661377
2024-02-21,4.690000057220459
2024-02-22,4.889999866485596
2024-02-23,4.679999828338623
2024-02-26,5.139999866485596
2024-02-27,5.010000228881836
2024-02-28,4.860000133514404
2024-02-29,4.829999923706055
2024-03-01,4.860000133514404
2024-03-04,4.630000114440918
2024-03-05,4.820000171661377
2024-03-06,5.0
2024-03-07,4.96999979019165
2024-03-08,4.5
2024-03-11,4.449999809265137
2024-03-12,4.449999809265137
2024-03-13,3.9000000953674316
2024-03-14,3.740000009536743
2024-03-15,3.7799999713897705
2024-03-18,4.409999847412109
2024-03-19,4.670000076293945
2024-03-20,4.730000019073486
2024-03-21,4.610000133514404
2024-03-22,4.539999961853027
2024-03-25,4.199999809265137
2024-03-26,4.349999904632568
2024-03-27,4.199999809265137
2024-03-28,4.489999771118164
2024-04-01,4.440000057220459
2024-04-02,4.309999942779541
2024-04-03,4.429999828338623
2024-04-04,4.710000038146973
2024-04-05,5.0
2024-04-08,5.090000152587891
2024-04-09,4.78000020980835
2024-04-10,4.710000038146973
2024-04-11,4.679999828338623
2024-04-12,4.389999866485596
2024-04-15,4.369999885559082
2024-04-16,4.440000057220459
2024-04-17,4.960000038146973
2024-04-18,4.760000228881836
2024-04-19,4.71999979019165
2024-04-22,4.679999828338623
2024-04-23,4.96999979019165
2024-04-24,4.78000020980835
2024-04-25,4.440000057220459
2024-04-26,4.340000152587891
2024-04-29,4.5
2024-04-30,4.409999847412109
2024-05-01,4.710000038146973
2024-05-02,4.730000019073486
2024-05-03,4.900000095367432
2024-05-06,4.449999809265137
2024-05-07,4.829999923706055
2024-05-08,4.409999847412109
2024-05-09,4.570000171661377
2024-05-10,4.300000190734863
2024-05-13,4.190000057220459
2024-05-14,4.039999961853027
2024-05-15,4.130000114440918
2024-05-16,4.090000152587891
2024-05-17,4.099999904632568
2024-05-20,4.110000133514404
2024-05-21,3.7300000190734863
2024-05-22,3.6700000762939453
2024-05-23,3.640000104904175
2024-05-24,3.680000066757202
2024-05-28,3.569999933242798
2024-05-29,3.3299999237060547
2024-05-30,3.440000057220459
2024-05-31,3.430000066757202
2024-06-03,3.309999942779541
2024-06-04,3.5
2024-06-05,3.5399999618530273
2024-06-06,3.4800000190734863
2024-06-07,3.4200000762939453
2024-06-10,3.640000104904175
2024-06-11,3.140000104904175
2024-06-12,3.1600000858306885
2024-06-13,3.1600000858306885
2024-06-14,3.299999952316284
2024-06-17,2.819999933242798
2024-06-18,2.7200000286102295
2024-06-20,2.690000057220459
2024-06-21,2.6500000953674316
2024-06-24,2.690000057220459
2024-06-25,2.549999952316284
2024-06-26,2.690000057220459
2024-06-27,2.809999942779541
2024-06-28,3.1600000858306885
2024-07-01,3.680000066757202
2024-07-02,3.4800000190734863
2024-07-03,3.059999942779541
2024-07-05,3.259999990463257
2024-07-08,3.059999942779541
2024-07-09,3.180000066757202
2024-07-10,3.1500000953674316
2024-07-11,3.7899999618530273
2024-07-12,3.819999933242798
2024-07-15,4.010000228881836
2024-07-16,4.010000228881836
2024-07-17,3.7799999713897705
2024-07-18,3.6700000762939453
2024-07-19,3.440000057220459
2024-07-22,3.640000104904175
2024-07-23,3.859999895095825
2024-07-24,3.7300000190734863
2024-07-25,3.819999933242798
2024-07-26,3.630000114440918
2024-07-29,3.440000057220459
2024-07-30,3.4700000286102295
2024-07-31,3.319999933242798
2024-08-01,3.059999942779541
2024-08-02,2.880000114440918
2024-08-05,2.869999885559082
2024-08-06,2.9200000762939453
2024-08-07,2.740000009536743
2024-08-08,2.809999942779541
2024-08-09,2.6600000858306885
2024-08-12,2.5899999141693115
2024-08-13,2.8399999141693115
2024-08-14,2.8499999046325684
2024-08-15,2.930000066757202
2024-08-16,2.7899999618530273
2024-08-19,2.930000066757202
2024-08-20,2.8499999046325684
2024-08-21,2.940000057220459
2024-08-22,2.819999933242798
2024-08-23,3.069999933242798
2024-08-26,3.259999990463257
2024-08-27,3.059999942779541
2024-08-28,2.930000066757202
2024-08-29,2.869999885559082
2024-08-30,2.9000000953674316
2024-09-03,2.7300000190734863
2024-09-04,2.7799999713897705
2024-09-05,2.8299999237060547
2024-09-06,2.700000047683716
2024-09-09,2.75
2024-09-10,2.930000066757202
2024-09-11,2.940000057220459
2024-09-12,2.940000057220459
2024-09-13,3.0999999046325684
2024-09-16,3.0799999237060547
2024-09-17,3.119999885559082
2024-09-18,3.0999999046325684
2024-09-19,3.2100000381469727
2024-09-20,3.3299999237060547
2024-09-23,3.0799999237060547
2024-09-24,3.049999952316284
2024-09-25,3.059999942779541
2024-09-26,3.0
2024-09-27,3.0799999237060547
2024-09-30,3.1500000953674316
2024-10-01,3.119999885559082
2024-10-02,3.0399999618530273
2024-10-03,3.049999952316284
2024-10-04,3.2899999618530273
2024-10-07,3.3299999237060547
2024-10-08,3.069999933242798
2024-10-09,2.869999885559082
2024-10-10,2.740000009536743
2024-10-11,3.0799999237060547
2024-10-14,3.059999942779541
2024-10-15,3.009999990463257
2024-10-16,3.2200000286102295
2024-10-17,3.140000104904175
2024-10-18,3.119999885559082
2024-10-21,3.119999885559082
2024-10-22,3.190000057220459
2024-10-23,2.9800000190734863
2024-10-24,2.890000104904175
2024-10-25,2.950000047683716
2024-10-28,3.059999942779541
2024-10-29,3.009999990463257
2024-10-30,2.950000047683716
2024-10-31,2.819999933242798
2024-11-01,2.950000047683716
2024-11-04,3.0199999809265137
2024-11-05,3.049999952316284
2024-11-06,3.200000047683716
2024-11-07,2.930000066757202
2024-11-08,2.930000066757202
2024-11-11,2.9800000190734863
2024-11-12,2.930000066757202
2024-11-13,2.819999933242798
2024-11-14,2.6500000953674316
2024-11-15,2.390000104904175
2024-11-18,2.140000104904175
2024-11-19,2.059999942779541
2024-11-20,1.9800000190734863
2024-11-21,1.940000057220459
